السنة ,الربع,المنطقة ,المدينة ,نوع العقار ,مجموع الصفقات,المتوسط
2021,2,مكة المكرمة,الطائف,دور - سكني,98,17944.842696
2021,2,مكة المكرمة,العرضيات - نمرة,دور - سكني,1,6000
2021,2,مكة المكرمة,القنفذة,دور - سكني,1,36000
2021,2,مكة المكرمة,القنفذة - القوز,دور - سكني,2,12000
2021,2,مكة المكرمة,الليث,دور - سكني,1,16800
2021,2,مكة المكرمة,تربة,دور - سكني,3,11533.333333
2021,2,مكة المكرمة,جدة,دور - سكني,191,32606.16
2021,2,مكة المكرمة,خليص,دور - سكني,1,8400
2021,2,مكة المكرمة,رنية,دور - سكني,1,30000
2021,2,مكة المكرمة,مكة المكرمة,دور - سكني,48,23662.422222
2021,2,مكة المكرمة,أضم,شقة - سكني,4,8000
2021,2,مكة المكرمة,الجموم,شقة - سكني,54,12018.729729
2021,2,مكة المكرمة,الجموم - بحرة,شقة - سكني,67,13022.57377
2021,2,مكة المكرمة,الخرمة,شقة - سكني,11,9486.25
2021,2,مكة المكرمة,الطائف,شقة - سكني,1598,15057.51457
2021,2,مكة المكرمة,العرضيات - نمرة,شقة - سكني,20,11144.5
2021,2,مكة المكرمة,القنفذة,شقة - سكني,204,14795.969325
2021,2,مكة المكرمة,القنفذة - القوز,شقة - سكني,55,12755.361702
2021,2,مكة المكرمة,الليث,شقة - سكني,98,13730.253164
2021,2,مكة المكرمة,الموية,شقة - سكني,1,5000
2021,2,مكة المكرمة,تربة,شقة - سكني,15,9311.642857
2021,2,مكة المكرمة,ثول,شقة - سكني,37,16671.5625
2021,2,مكة المكرمة,جدة,شقة - سكني,19012,19575.196327
2021,2,مكة المكرمة,خليص,شقة - سكني,41,12135
2021,2,مكة المكرمة,رابغ,شقة - سكني,220,11924.383838
2021,2,مكة المكرمة,رنية,شقة - سكني,6,13100
2021,2,مكة المكرمة,مكة المكرمة,شقة - سكني,3542,16107.888389
2021,2,مكة المكرمة,الجموم,فيلا - سكني,1,18000
2021,2,مكة المكرمة,الجموم - بحرة,فيلا - سكني,1,12000
2021,2,مكة المكرمة,الطائف,فيلا - سكني,6,46418.166666
2021,2,مكة المكرمة,الليث,فيلا - سكني,1,21600
2021,2,مكة المكرمة,تربة,فيلا - سكني,1,13090
2021,2,مكة المكرمة,ثول,فيلا - سكني,1,27000
2021,2,مكة المكرمة,جدة,فيلا - سكني,440,70123.116564
2021,2,مكة المكرمة,مكة المكرمة,فيلا - سكني,28,29746.913043
2021,2,مكة المكرمة,أضم,محل - تجاري,4,506.8069
2021,2,مكة المكرمة,الجموم,محل - تجاري,21,543.668447
2021,2,مكة المكرمة,الجموم - بحرة,محل - تجاري,20,423.09944
2021,2,مكة المكرمة,الخرمة,محل - تجاري,5,272.5
2021,2,مكة المكرمة,الطائف,محل - تجاري,356,571.430465
2021,2,مكة المكرمة,العرضيات - نمرة,محل - تجاري,3,376.856043
2021,2,مكة المكرمة,القنفذة,محل - تجاري,51,549.019164
2021,2,مكة المكرمة,القنفذة - القوز,محل - تجاري,36,472.773383
2021,2,مكة المكرمة,الليث,محل - تجاري,17,554.711016
2021,2,مكة المكرمة,تربة,محل - تجاري,6,267.222222
2021,2,مكة المكرمة,ثول,محل - تجاري,6,325.162906
2021,2,مكة المكرمة,جدة,محل - تجاري,2222,806.081632
2021,2,مكة المكرمة,خليص,محل - تجاري,10,188.628228
2021,2,مكة المكرمة,رابغ,محل - تجاري,29,343.926583
2021,2,مكة المكرمة,رنية,محل - تجاري,10,340.789953
2021,2,مكة المكرمة,مكة المكرمة,محل - تجاري,704,2081.615603
2021,2,مكة المكرمة,الجموم - بحرة,معرض تجاري - تجاري,1,357.14286
2021,2,مكة المكرمة,الطائف,معرض تجاري - تجاري,5,353.62408
2021,2,مكة المكرمة,جدة,معرض تجاري - تجاري,387,942.833804
2021,2,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,25,1284.635812
2021,2,مكة المكرمة,أضم,مكتب - تجاري,1,208.33333
2021,2,مكة المكرمة,الجموم,مكتب - تجاري,1,143.75
2021,2,مكة المكرمة,الطائف,مكتب - تجاري,13,555.879103
2021,2,مكة المكرمة,القنفذة,مكتب - تجاري,1,492.61084
2021,2,مكة المكرمة,القنفذة - القوز,مكتب - تجاري,4,957.75
2021,2,مكة المكرمة,تربة,مكتب - تجاري,1,208.33333
2021,2,مكة المكرمة,جدة,مكتب - تجاري,729,438.506268
2021,2,مكة المكرمة,رابغ,مكتب - تجاري,3,281.25
2021,2,مكة المكرمة,مكة المكرمة,مكتب - تجاري,56,387.786581
2021,3,مكة المكرمة,أضم,استديو - سكني,3,6000
2021,3,مكة المكرمة,الطائف,استديو - سكني,45,9535.897435
2021,3,مكة المكرمة,العرضيات - نمرة,استديو - سكني,2,5500
2021,3,مكة المكرمة,القنفذة,استديو - سكني,14,10076.923076
2021,3,مكة المكرمة,القنفذة - القوز,استديو - سكني,6,6000
2021,3,مكة المكرمة,الليث,استديو - سكني,18,18784.615384
2021,3,مكة المكرمة,تربة,استديو - سكني,1,6000
2021,3,مكة المكرمة,ثول,استديو - سكني,1,10200
2021,3,مكة المكرمة,جدة,استديو - سكني,969,13488.061959
2021,3,مكة المكرمة,خليص,استديو - سكني,4,17000
2021,3,مكة المكرمة,رابغ,استديو - سكني,18,9150
2021,3,مكة المكرمة,مكة المكرمة,استديو - سكني,83,11003.137254
2021,3,مكة المكرمة,الطائف,دوبلاكس - سكني,4,18688
2021,3,مكة المكرمة,جدة,دوبلاكس - سكني,203,75435.450549
2021,3,مكة المكرمة,رابغ,دوبلاكس - سكني,1,13200
2021,3,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,6,36287.833333
2021,3,مكة المكرمة,أضم,دور - سكني,1,13200
2021,3,مكة المكرمة,الجموم,دور - سكني,3,10472.666666
2021,3,مكة المكرمة,الجموم - بحرة,دور - سكني,5,9720
2021,3,مكة المكرمة,الخرمة,دور - سكني,2,13800
2021,3,مكة المكرمة,الطائف,دور - سكني,215,17273.78409
2021,3,مكة المكرمة,العرضيات - نمرة,دور - سكني,1,27000
2021,3,مكة المكرمة,القنفذة,دور - سكني,5,27236.2
2021,3,مكة المكرمة,الليث,دور - سكني,1,12000
2021,3,مكة المكرمة,تربة,دور - سكني,2,15000
2021,3,مكة المكرمة,ثول,دور - سكني,4,26142.5
2021,3,مكة المكرمة,جدة,دور - سكني,435,30905.990353
2021,3,مكة المكرمة,خليص,دور - سكني,2,21000
2021,3,مكة المكرمة,رابغ,دور - سكني,11,22904.727272
2021,3,مكة المكرمة,مكة المكرمة,دور - سكني,203,18632.756756
2021,3,مكة المكرمة,أضم,شقة - سكني,35,12109.0625
2021,3,مكة المكرمة,الجموم,شقة - سكني,111,12007.915789
2021,3,مكة المكرمة,الجموم - بحرة,شقة - سكني,139,14871.630252
2021,3,مكة المكرمة,الخرمة,شقة - سكني,34,8820.416666
2021,3,مكة المكرمة,الطائف,شقة - سكني,3628,15717.326343
2021,3,مكة المكرمة,العرضيات - نمرة,شقة - سكني,23,12064.904761
2021,3,مكة المكرمة,القنفذة,شقة - سكني,561,16477.210401
2021,3,مكة المكرمة,القنفذة - القوز,شقة - سكني,138,11776.942148
2021,3,مكة المكرمة,الليث,شقة - سكني,425,13859.552238
2021,3,مكة المكرمة,الموية,شقة - سكني,5,17240
2021,3,مكة المكرمة,تربة,شقة - سكني,25,8852.631578
2021,3,مكة المكرمة,ثول,شقة - سكني,72,14997.804347
2021,3,مكة المكرمة,جدة,شقة - سكني,41226,20174.9951
2021,3,مكة المكرمة,خليص,شقة - سكني,103,15329.397727
2021,3,مكة المكرمة,رابغ,شقة - سكني,442,12504.484679
2021,3,مكة المكرمة,رنية,شقة - سكني,36,13636.333333
2021,3,مكة المكرمة,مكة المكرمة,شقة - سكني,9460,16662.023543
2021,3,مكة المكرمة,الجموم - بحرة,فيلا - سكني,5,16567.2
2021,3,مكة المكرمة,الطائف,فيلا - سكني,20,33532.411764
2021,3,مكة المكرمة,الليث,فيلا - سكني,2,12000
2021,3,مكة المكرمة,جدة,فيلا - سكني,1115,74121.366552
2021,3,مكة المكرمة,خليص,فيلا - سكني,2,15800
2021,3,مكة المكرمة,رابغ,فيلا - سكني,2,60000
2021,3,مكة المكرمة,مكة المكرمة,فيلا - سكني,73,31814.383333
2021,3,مكة المكرمة,أضم,محل - تجاري,8,438.22225
2021,3,مكة المكرمة,الجموم,محل - تجاري,42,425.25714
2021,3,مكة المكرمة,الجموم - بحرة,محل - تجاري,38,468.271576
2021,3,مكة المكرمة,الخرمة,محل - تجاري,22,315.701267
2021,3,مكة المكرمة,الطائف,محل - تجاري,1037,630.406087
2021,3,مكة المكرمة,العرضيات - نمرة,محل - تجاري,14,350.193315
2021,3,مكة المكرمة,القنفذة,محل - تجاري,112,572.396773
2021,3,مكة المكرمة,القنفذة - القوز,محل - تجاري,127,454.763944
2021,3,مكة المكرمة,الليث,محل - تجاري,66,398.970533
2021,3,مكة المكرمة,الموية,محل - تجاري,3,1066.666665
2021,3,مكة المكرمة,تربة,محل - تجاري,5,266.857142
2021,3,مكة المكرمة,ثول,محل - تجاري,18,532.510869
2021,3,مكة المكرمة,جدة,محل - تجاري,5661,813.579363
2021,3,مكة المكرمة,خليص,محل - تجاري,10,267.480506
2021,3,مكة المكرمة,رابغ,محل - تجاري,117,509.321788
2021,3,مكة المكرمة,رنية,محل - تجاري,22,347.901228
2021,3,مكة المكرمة,مكة المكرمة,محل - تجاري,2162,962.611276
2021,3,مكة المكرمة,الجموم,معرض تجاري - تجاري,1,415.09434
2021,3,مكة المكرمة,الخرمة,معرض تجاري - تجاري,1,250
2021,3,مكة المكرمة,الطائف,معرض تجاري - تجاري,37,859.613351
2021,3,مكة المكرمة,القنفذة,معرض تجاري - تجاري,12,476.132933
2021,3,مكة المكرمة,جدة,معرض تجاري - تجاري,1845,1003.537944
2021,3,مكة المكرمة,خليص,معرض تجاري - تجاري,1,250
2021,3,مكة المكرمة,رابغ,معرض تجاري - تجاري,4,465.422713
2021,3,مكة المكرمة,رنية,معرض تجاري - تجاري,1,150
2021,3,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,219,1097.217583
2021,3,مكة المكرمة,الجموم,مكتب - تجاري,1,357.14286
2021,3,مكة المكرمة,الطائف,مكتب - تجاري,54,295.709815
2021,3,مكة المكرمة,القنفذة - القوز,مكتب - تجاري,1,480
2021,3,مكة المكرمة,تربة,مكتب - تجاري,1,200
2021,3,مكة المكرمة,جدة,مكتب - تجاري,1769,482.367127
2021,3,مكة المكرمة,رابغ,مكتب - تجاري,1,222.22222
2021,3,مكة المكرمة,مكة المكرمة,مكتب - تجاري,229,330.205171
2021,4,مكة المكرمة,الجموم,استديو - سكني,1,5200
2021,4,مكة المكرمة,الجموم - بحرة,استديو - سكني,2,4500
2021,4,مكة المكرمة,الطائف,استديو - سكني,68,9267.272727
2021,4,مكة المكرمة,القنفذة,استديو - سكني,3,11200
2021,4,مكة المكرمة,القنفذة - القوز,استديو - سكني,2,6000
2021,4,مكة المكرمة,الليث,استديو - سكني,2,13500
2021,4,مكة المكرمة,ثول,استديو - سكني,2,9000
2021,4,مكة المكرمة,جدة,استديو - سكني,1552,13019.733603
2021,4,مكة المكرمة,خليص,استديو - سكني,1,8400
2021,4,مكة المكرمة,رابغ,استديو - سكني,17,10466.666666
2021,4,مكة المكرمة,مكة المكرمة,استديو - سكني,97,12127.012987
2021,4,مكة المكرمة,الجموم - بحرة,دوبلاكس - سكني,1,12000
2021,4,مكة المكرمة,الطائف,دوبلاكس - سكني,1,26000
2021,4,مكة المكرمة,جدة,دوبلاكس - سكني,299,70404.785454
2021,4,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,11,34040
2021,4,مكة المكرمة,الجموم,دور - سكني,3,14133.333333
2021,4,مكة المكرمة,الجموم - بحرة,دور - سكني,13,15583.333333
2021,4,مكة المكرمة,الخرمة,دور - سكني,1,18000
2021,4,مكة المكرمة,الطائف,دور - سكني,277,18142.977973
2021,4,مكة المكرمة,القنفذة,دور - سكني,3,24800
2021,4,مكة المكرمة,القنفذة - القوز,دور - سكني,2,12000
2021,4,مكة المكرمة,الليث,دور - سكني,2,24000
2021,4,مكة المكرمة,الموية,دور - سكني,2,18000
2021,4,مكة المكرمة,تربة,دور - سكني,4,12333.333333
2021,4,مكة المكرمة,ثول,دور - سكني,2,26181
2021,4,مكة المكرمة,جدة,دور - سكني,629,35164.977876
2021,4,مكة المكرمة,رابغ,دور - سكني,4,32550
2021,4,مكة المكرمة,رنية,دور - سكني,6,13366.666666
2021,4,مكة المكرمة,مكة المكرمة,دور - سكني,204,19609.895424
2021,4,مكة المكرمة,أضم,شقة - سكني,20,12668.125
2021,4,مكة المكرمة,الجموم,شقة - سكني,112,13061.847826
2021,4,مكة المكرمة,الجموم - بحرة,شقة - سكني,240,15006.038461
2021,4,مكة المكرمة,الخرمة,شقة - سكني,40,10714.1875
2021,4,مكة المكرمة,الطائف,شقة - سكني,3822,15176.688607
2021,4,مكة المكرمة,العرضيات - نمرة,شقة - سكني,13,12436.363636
2021,4,مكة المكرمة,القنفذة,شقة - سكني,473,14907.678977
2021,4,مكة المكرمة,القنفذة - القوز,شقة - سكني,80,11857.236111
2021,4,مكة المكرمة,الليث,شقة - سكني,265,14086.502645
2021,4,مكة المكرمة,الموية,شقة - سكني,7,10285.714285
2021,4,مكة المكرمة,تربة,شقة - سكني,30,9400
2021,4,مكة المكرمة,ثول,شقة - سكني,113,14724.95238
2021,4,مكة المكرمة,جدة,شقة - سكني,60467,19690.006741
2021,4,مكة المكرمة,خليص,شقة - سكني,86,13020.027027
2021,4,مكة المكرمة,رابغ,شقة - سكني,528,11837.766304
2021,4,مكة المكرمة,رنية,شقة - سكني,50,9927.736842
2021,4,مكة المكرمة,مكة المكرمة,شقة - سكني,10665,16240.155307
2021,4,مكة المكرمة,الجموم,فيلا - سكني,2,18818
2021,4,مكة المكرمة,الجموم - بحرة,فيلا - سكني,4,16000
2021,4,مكة المكرمة,الطائف,فيلا - سكني,26,38485.4
2021,4,مكة المكرمة,القنفذة,فيلا - سكني,2,19800
2021,4,مكة المكرمة,ثول,فيلا - سكني,2,126590.5
2021,4,مكة المكرمة,جدة,فيلا - سكني,1263,77648.958793
2021,4,مكة المكرمة,خليص,فيلا - سكني,1,17000
2021,4,مكة المكرمة,رابغ,فيلا - سكني,2,8333
2021,4,مكة المكرمة,مكة المكرمة,فيلا - سكني,69,36389.352941
2021,4,مكة المكرمة,أضم,محل - تجاري,9,376.319181
2021,4,مكة المكرمة,الجموم,محل - تجاري,69,404.957538
2021,4,مكة المكرمة,الجموم - بحرة,محل - تجاري,53,437.813679
2021,4,مكة المكرمة,الخرمة,محل - تجاري,35,305.293669
2021,4,مكة المكرمة,الطائف,محل - تجاري,1382,625.601045
2021,4,مكة المكرمة,العرضيات - نمرة,محل - تجاري,41,368.567865
2021,4,مكة المكرمة,القنفذة,محل - تجاري,118,592.098774
2021,4,مكة المكرمة,القنفذة - القوز,محل - تجاري,60,440.501777
2021,4,مكة المكرمة,الليث,محل - تجاري,119,438.966839
2021,4,مكة المكرمة,تربة,محل - تجاري,12,327.16588
2021,4,مكة المكرمة,ثول,محل - تجاري,33,516.476386
2021,4,مكة المكرمة,جدة,محل - تجاري,7296,844.750982
2021,4,مكة المكرمة,خليص,محل - تجاري,33,321.356886
2021,4,مكة المكرمة,رابغ,محل - تجاري,162,520.651157
2021,4,مكة المكرمة,رنية,محل - تجاري,27,242.728685
2021,4,مكة المكرمة,مكة المكرمة,محل - تجاري,2278,1236.01691
2021,4,مكة المكرمة,الجموم,معرض تجاري - تجاري,3,391.486293
2021,4,مكة المكرمة,الجموم - بحرة,معرض تجاري - تجاري,2,535.714285
2021,4,مكة المكرمة,الخرمة,معرض تجاري - تجاري,1,25
2021,4,مكة المكرمة,الطائف,معرض تجاري - تجاري,73,903.803312
2021,4,مكة المكرمة,العرضيات - نمرة,معرض تجاري - تجاري,1,238.80597
2021,4,مكة المكرمة,القنفذة,معرض تجاري - تجاري,12,235.313528
2021,4,مكة المكرمة,القنفذة - القوز,معرض تجاري - تجاري,2,161.11111
2021,4,مكة المكرمة,الموية,معرض تجاري - تجاري,1,468.75
2021,4,مكة المكرمة,جدة,معرض تجاري - تجاري,2116,1002.930622
2021,4,مكة المكرمة,خليص,معرض تجاري - تجاري,4,486.11111
2021,4,مكة المكرمة,رنية,معرض تجاري - تجاري,2,356.48148
2021,4,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,201,1777.228889
2021,4,مكة المكرمة,الجموم,مكتب - تجاري,2,150
2021,4,مكة المكرمة,الطائف,مكتب - تجاري,39,305.21124
2021,4,مكة المكرمة,القنفذة,مكتب - تجاري,3,537
2021,4,مكة المكرمة,القنفذة - القوز,مكتب - تجاري,1,400
2021,4,مكة المكرمة,الليث,مكتب - تجاري,1,857.14286
2021,4,مكة المكرمة,ثول,مكتب - تجاري,1,625
2021,4,مكة المكرمة,جدة,مكتب - تجاري,2365,455.898572
2021,4,مكة المكرمة,رابغ,مكتب - تجاري,2,229.166665
2021,4,مكة المكرمة,مكة المكرمة,مكتب - تجاري,264,376.973145
2022,1,مكة المكرمة,أضم,استديو - سكني,3,6000
2022,1,مكة المكرمة,الجموم - بحرة,استديو - سكني,1,8700
2022,1,مكة المكرمة,الطائف,استديو - سكني,42,12000
2022,1,مكة المكرمة,القنفذة,استديو - سكني,13,13545.454545
2022,1,مكة المكرمة,القنفذة - القوز,استديو - سكني,6,7733.333333
2022,1,مكة المكرمة,الليث,استديو - سكني,6,10800
2022,1,مكة المكرمة,ثول,استديو - سكني,3,10800
2022,1,مكة المكرمة,جدة,استديو - سكني,2074,13336.160478
2022,1,مكة المكرمة,خليص,استديو - سكني,2,4800
2022,1,مكة المكرمة,رابغ,استديو - سكني,19,22786.666666
2022,1,مكة المكرمة,مكة المكرمة,استديو - سكني,130,10136.545454
2022,1,مكة المكرمة,الجموم - بحرة,دوبلاكس - سكني,2,19200
2022,1,مكة المكرمة,الطائف,دوبلاكس - سكني,2,24600
2022,1,مكة المكرمة,جدة,دوبلاكس - سكني,339,70560.825545
2022,1,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,15,33035.714285
2022,1,مكة المكرمة,أضم,دور - سكني,2,15000
2022,1,مكة المكرمة,الجموم,دور - سكني,13,11054.545454
2022,1,مكة المكرمة,الجموم - بحرة,دور - سكني,17,16187.5
2022,1,مكة المكرمة,الخرمة,دور - سكني,4,11500
2022,1,مكة المكرمة,الطائف,دور - سكني,358,17663.388157
2022,1,مكة المكرمة,العرضيات - نمرة,دور - سكني,3,12000
2022,1,مكة المكرمة,القنفذة,دور - سكني,1,18000
2022,1,مكة المكرمة,القنفذة - القوز,دور - سكني,2,17400
2022,1,مكة المكرمة,الليث,دور - سكني,4,16166.666666
2022,1,مكة المكرمة,تربة,دور - سكني,3,15000
2022,1,مكة المكرمة,ثول,دور - سكني,1,42000
2022,1,مكة المكرمة,جدة,دور - سكني,1000,30601.98316
2022,1,مكة المكرمة,خليص,دور - سكني,1,30000
2022,1,مكة المكرمة,رابغ,دور - سكني,5,31880
2022,1,مكة المكرمة,رنية,دور - سكني,8,11875
2022,1,مكة المكرمة,مكة المكرمة,دور - سكني,346,18087.919597
2022,1,مكة المكرمة,أضم,شقة - سكني,35,11825.806451
2022,1,مكة المكرمة,الجموم,شقة - سكني,177,12435.414012
2022,1,مكة المكرمة,الجموم - بحرة,شقة - سكني,440,15800.105263
2022,1,مكة المكرمة,الخرمة,شقة - سكني,60,12185
2022,1,مكة المكرمة,الطائف,شقة - سكني,4291,15169.725656
2022,1,مكة المكرمة,العرضيات - نمرة,شقة - سكني,41,12291.428571
2022,1,مكة المكرمة,القنفذة,شقة - سكني,490,14826.566416
2022,1,مكة المكرمة,القنفذة - القوز,شقة - سكني,126,13830.357142
2022,1,مكة المكرمة,الليث,شقة - سكني,409,13523.713207
2022,1,مكة المكرمة,الموية,شقة - سكني,14,11900
2022,1,مكة المكرمة,تربة,شقة - سكني,45,9900
2022,1,مكة المكرمة,ثول,شقة - سكني,214,15929.292929
2022,1,مكة المكرمة,جدة,شقة - سكني,81252,20543.907515
2022,1,مكة المكرمة,خليص,شقة - سكني,183,12803.195266
2022,1,مكة المكرمة,رابغ,شقة - سكني,551,12578.606145
2022,1,مكة المكرمة,رنية,شقة - سكني,35,11135.48387
2022,1,مكة المكرمة,مكة المكرمة,شقة - سكني,13172,15739.664368
2022,1,مكة المكرمة,الجموم - بحرة,فيلا - سكني,5,23120
2022,1,مكة المكرمة,الطائف,فيلا - سكني,24,28454.545454
2022,1,مكة المكرمة,القنفذة,فيلا - سكني,1,30000
2022,1,مكة المكرمة,جدة,فيلا - سكني,1629,80181.960159
2022,1,مكة المكرمة,خليص,فيلا - سكني,2,18000
2022,1,مكة المكرمة,رابغ,فيلا - سكني,2,28000
2022,1,مكة المكرمة,رنية,فيلا - سكني,2,13500
2022,1,مكة المكرمة,مكة المكرمة,فيلا - سكني,65,35175.117647
2022,1,مكة المكرمة,أضم,محل - تجاري,23,284.892073
2022,1,مكة المكرمة,الجموم,محل - تجاري,168,416.481931
2022,1,مكة المكرمة,الجموم - بحرة,محل - تجاري,133,464.057188
2022,1,مكة المكرمة,الخرمة,محل - تجاري,46,287.708971
2022,1,مكة المكرمة,الطائف,محل - تجاري,1677,580.564887
2022,1,مكة المكرمة,العرضيات - نمرة,محل - تجاري,60,313.867622
2022,1,مكة المكرمة,القنفذة,محل - تجاري,164,593.985877
2022,1,مكة المكرمة,القنفذة - القوز,محل - تجاري,160,599.127282
2022,1,مكة المكرمة,الليث,محل - تجاري,63,477.887633
2022,1,مكة المكرمة,الموية,محل - تجاري,1,96
2022,1,مكة المكرمة,تربة,محل - تجاري,33,397.813092
2022,1,مكة المكرمة,ثول,محل - تجاري,66,481.654634
2022,1,مكة المكرمة,جدة,محل - تجاري,12249,863.391244
2022,1,مكة المكرمة,خليص,محل - تجاري,26,359.840191
2022,1,مكة المكرمة,رابغ,محل - تجاري,202,444.768833
2022,1,مكة المكرمة,رنية,محل - تجاري,49,275.640236
2022,1,مكة المكرمة,مكة المكرمة,محل - تجاري,3160,1737.952859
2022,1,مكة المكرمة,الجموم,معرض تجاري - تجاري,13,544.64731
2022,1,مكة المكرمة,الجموم - بحرة,معرض تجاري - تجاري,3,362.87478
2022,1,مكة المكرمة,الخرمة,معرض تجاري - تجاري,1,16.58375
2022,1,مكة المكرمة,الطائف,معرض تجاري - تجاري,86,906.193019
2022,1,مكة المكرمة,العرضيات - نمرة,معرض تجاري - تجاري,4,231.55867
2022,1,مكة المكرمة,القنفذة,معرض تجاري - تجاري,18,437.938945
2022,1,مكة المكرمة,القنفذة - القوز,معرض تجاري - تجاري,2,400
2022,1,مكة المكرمة,الليث,معرض تجاري - تجاري,1,205.76132
2022,1,مكة المكرمة,الموية,معرض تجاري - تجاري,1,76.92308
2022,1,مكة المكرمة,تربة,معرض تجاري - تجاري,1,394.73684
2022,1,مكة المكرمة,جدة,معرض تجاري - تجاري,4070,1024.297666
2022,1,مكة المكرمة,خليص,معرض تجاري - تجاري,3,708.333333
2022,1,مكة المكرمة,رابغ,معرض تجاري - تجاري,3,359.157183
2022,1,مكة المكرمة,رنية,معرض تجاري - تجاري,1,70.08313
2022,1,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,219,1106.15436
2022,1,مكة المكرمة,أضم,مكتب - تجاري,1,564.70588
2022,1,مكة المكرمة,الجموم,مكتب - تجاري,3,330.952383
2022,1,مكة المكرمة,الخرمة,مكتب - تجاري,1,120
2022,1,مكة المكرمة,الطائف,مكتب - تجاري,60,337.854801
2022,1,مكة المكرمة,القنفذة,مكتب - تجاري,1,1422.22222
2022,1,مكة المكرمة,القنفذة - القوز,مكتب - تجاري,1,571.42857
2022,1,مكة المكرمة,الليث,مكتب - تجاري,2,714.728685
2022,1,مكة المكرمة,ثول,مكتب - تجاري,2,666.66667
2022,1,مكة المكرمة,جدة,مكتب - تجاري,3491,468.015049
2022,1,مكة المكرمة,رابغ,مكتب - تجاري,2,250
2022,1,مكة المكرمة,مكة المكرمة,مكتب - تجاري,267,389.713233
2022,2,مكة المكرمة,أضم,استديو - سكني,1,5000
2022,2,مكة المكرمة,الجموم - بحرة,استديو - سكني,1,12500
2022,2,مكة المكرمة,الطائف,استديو - سكني,62,10388.679245
2022,2,مكة المكرمة,القنفذة,استديو - سكني,14,10200
2022,2,مكة المكرمة,القنفذة - القوز,استديو - سكني,11,6709.090909
2022,2,مكة المكرمة,الليث,استديو - سكني,3,13200
2022,2,مكة المكرمة,تربة,استديو - سكني,4,5500
2022,2,مكة المكرمة,ثول,استديو - سكني,4,9300
2022,2,مكة المكرمة,جدة,استديو - سكني,2016,15633.730103
2022,2,مكة المكرمة,خليص,استديو - سكني,1,5000
2022,2,مكة المكرمة,رابغ,استديو - سكني,8,10237.5
2022,2,مكة المكرمة,مكة المكرمة,استديو - سكني,165,11260.638297
2022,2,مكة المكرمة,الطائف,دوبلاكس - سكني,1,12000
2022,2,مكة المكرمة,جدة,دوبلاكس - سكني,199,79599.502673
2022,2,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,11,21527.272727
2022,2,مكة المكرمة,أضم,دور - سكني,1,6000
2022,2,مكة المكرمة,الجموم,دور - سكني,16,11400
2022,2,مكة المكرمة,الجموم - بحرة,دور - سكني,54,21016.32653
2022,2,مكة المكرمة,الخرمة,دور - سكني,10,17020
2022,2,مكة المكرمة,الطائف,دور - سكني,347,17169.720779
2022,2,مكة المكرمة,العرضيات - نمرة,دور - سكني,1,24000
2022,2,مكة المكرمة,القنفذة,دور - سكني,1,35000
2022,2,مكة المكرمة,الليث,دور - سكني,2,30100
2022,2,مكة المكرمة,الموية,دور - سكني,2,21600
2022,2,مكة المكرمة,تربة,دور - سكني,2,18000
2022,2,مكة المكرمة,ثول,دور - سكني,3,32933.333333
2022,2,مكة المكرمة,جدة,دور - سكني,1096,31237.711267
2022,2,مكة المكرمة,خليص,دور - سكني,9,14650
2022,2,مكة المكرمة,رابغ,دور - سكني,9,15937.5
2022,2,مكة المكرمة,رنية,دور - سكني,5,20875
2022,2,مكة المكرمة,مكة المكرمة,دور - سكني,262,19451.86875
2022,2,مكة المكرمة,أضم,شقة - سكني,30,10450
2022,2,مكة المكرمة,الجموم,شقة - سكني,234,14354.699507
2022,2,مكة المكرمة,الجموم - بحرة,شقة - سكني,444,19427.396984
2022,2,مكة المكرمة,الخرمة,شقة - سكني,181,25677.564102
2022,2,مكة المكرمة,الطائف,شقة - سكني,4547,14949.691466
2022,2,مكة المكرمة,العرضيات - نمرة,شقة - سكني,50,11209.565217
2022,2,مكة المكرمة,القنفذة,شقة - سكني,584,14406.115288
2022,2,مكة المكرمة,القنفذة - القوز,شقة - سكني,159,12151.223021
2022,2,مكة المكرمة,الليث,شقة - سكني,375,15173.754152
2022,2,مكة المكرمة,الموية,شقة - سكني,14,11415.384615
2022,2,مكة المكرمة,تربة,شقة - سكني,41,9046.875
2022,2,مكة المكرمة,ثول,شقة - سكني,102,16970.491803
2022,2,مكة المكرمة,جدة,شقة - سكني,68763,23442.306783
2022,2,مكة المكرمة,خليص,شقة - سكني,237,14626.895238
2022,2,مكة المكرمة,رابغ,شقة - سكني,571,12330.344827
2022,2,مكة المكرمة,رنية,شقة - سكني,37,9638.461538
2022,2,مكة المكرمة,مكة المكرمة,شقة - سكني,13283,15964.03987
2022,2,مكة المكرمة,الجموم,فيلا - سكني,2,30000
2022,2,مكة المكرمة,الجموم - بحرة,فيلا - سكني,21,27760
2022,2,مكة المكرمة,الطائف,فيلا - سكني,20,30031.578947
