السنة ,الربع,المنطقة ,المدينة ,نوع العقار ,مجموع الصفقات,المتوسط
2023,2,مكة المكرمة,الجموم - بحرة,شقة - سكني,614,16667.393939
2023,2,مكة المكرمة,الخرمة,شقة - سكني,386,6898.555956
2023,2,مكة المكرمة,الطائف,شقة - سكني,13201,12839.498676
2023,2,مكة المكرمة,العرضيات - نمرة,شقة - سكني,149,10341.860465
2023,2,مكة المكرمة,القنفذة,شقة - سكني,1301,11923.798924
2023,2,مكة المكرمة,القنفذة - القوز,شقة - سكني,345,10542.857142
2023,2,مكة المكرمة,الليث,شقة - سكني,804,11975.163398
2023,2,مكة المكرمة,الموية,شقة - سكني,67,9248.484848
2023,2,مكة المكرمة,تربة,شقة - سكني,557,8309.13225
2023,2,مكة المكرمة,ثول,شقة - سكني,127,16020
2023,2,مكة المكرمة,جدة,شقة - سكني,75331,23501.410669
2023,2,مكة المكرمة,خليص,شقة - سكني,319,12518.162962
2023,2,مكة المكرمة,رابغ,شقة - سكني,1128,12088.0071
2023,2,مكة المكرمة,رنية,شقة - سكني,321,8293.805309
2023,2,مكة المكرمة,مكة المكرمة,شقة - سكني,25630,15146.999078
2023,2,مكة المكرمة,الجموم,فيلا - سكني,2,32000
2023,2,مكة المكرمة,الجموم - بحرة,فيلا - سكني,15,21766.666666
2023,2,مكة المكرمة,الطائف,فيلا - سكني,66,26414.814814
2023,2,مكة المكرمة,القنفذة,فيلا - سكني,1,26400
2023,2,مكة المكرمة,تربة,فيلا - سكني,1,12000
2023,2,مكة المكرمة,ثول,فيلا - سكني,3,17000
2023,2,مكة المكرمة,جدة,فيلا - سكني,1922,79496.879323
2023,2,مكة المكرمة,خليص,فيلا - سكني,2,11000
2023,2,مكة المكرمة,رابغ,فيلا - سكني,4,23000
2023,2,مكة المكرمة,رنية,فيلا - سكني,3,11000
2023,2,مكة المكرمة,مكة المكرمة,فيلا - سكني,169,39237.396226
2023,2,مكة المكرمة,أضم,محل - تجاري,18,299.313492
2023,2,مكة المكرمة,الجموم,محل - تجاري,159,435.437502
2023,2,مكة المكرمة,الجموم - بحرة,محل - تجاري,124,652.412097
2023,2,مكة المكرمة,الخرمة,محل - تجاري,92,325.222871
2023,2,مكة المكرمة,الطائف,محل - تجاري,2486,591.62583
2023,2,مكة المكرمة,العرضيات - نمرة,محل - تجاري,53,368.385681
2023,2,مكة المكرمة,القنفذة,محل - تجاري,154,553.275679
2023,2,مكة المكرمة,القنفذة - القوز,محل - تجاري,115,568.310155
2023,2,مكة المكرمة,الليث,محل - تجاري,50,400.71622
2023,2,مكة المكرمة,الموية,محل - تجاري,1,210.52632
2023,2,مكة المكرمة,تربة,محل - تجاري,95,355.451
2023,2,مكة المكرمة,ثول,محل - تجاري,46,575.085091
2023,2,مكة المكرمة,جدة,محل - تجاري,9241,928.290855
2023,2,مكة المكرمة,خليص,محل - تجاري,51,332.39617
2023,2,مكة المكرمة,رابغ,محل - تجاري,170,442.270206
2023,2,مكة المكرمة,رنية,محل - تجاري,41,265.753144
2023,2,مكة المكرمة,مكة المكرمة,محل - تجاري,4157,1444.123198
2023,2,مكة المكرمة,الجموم,معرض تجاري - تجاري,2,316.852515
2023,2,مكة المكرمة,الجموم - بحرة,معرض تجاري - تجاري,1,428.57143
2023,2,مكة المكرمة,الخرمة,معرض تجاري - تجاري,1,45
2023,2,مكة المكرمة,الطائف,معرض تجاري - تجاري,111,914.783872
2023,2,مكة المكرمة,القنفذة,معرض تجاري - تجاري,37,585.673248
2023,2,مكة المكرمة,القنفذة - القوز,معرض تجاري - تجاري,3,196.666665
2023,2,مكة المكرمة,الليث,معرض تجاري - تجاري,1,454.54546
2023,2,مكة المكرمة,جدة,معرض تجاري - تجاري,3169,1103.644153
2023,2,مكة المكرمة,خليص,معرض تجاري - تجاري,2,555.555555
2023,2,مكة المكرمة,رابغ,معرض تجاري - تجاري,1,406.50407
2023,2,مكة المكرمة,رنية,معرض تجاري - تجاري,1,146.66667
2023,2,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,440,1229.269845
2023,2,مكة المكرمة,الجموم,مكتب - تجاري,1,156.25
2023,2,مكة المكرمة,الطائف,مكتب - تجاري,75,303.841323
2023,2,مكة المكرمة,القنفذة,مكتب - تجاري,1,450
2023,2,مكة المكرمة,القنفذة - القوز,مكتب - تجاري,2,209.23077
2023,2,مكة المكرمة,الليث,مكتب - تجاري,1,1162.7907
2023,2,مكة المكرمة,ثول,مكتب - تجاري,1,83.33333
2023,2,مكة المكرمة,جدة,مكتب - تجاري,2763,491.499251
2023,2,مكة المكرمة,رابغ,مكتب - تجاري,5,238.787502
2023,2,مكة المكرمة,مكة المكرمة,مكتب - تجاري,677,342.8209
2023,3,مكة المكرمة,أضم,استديو - سكني,5,6000
2023,3,مكة المكرمة,الجموم,استديو - سكني,2,20500
2023,3,مكة المكرمة,الجموم - بحرة,استديو - سكني,10,7014.285714
2023,3,مكة المكرمة,الخرمة,استديو - سكني,10,6800
2023,3,مكة المكرمة,الطائف,استديو - سكني,417,9299.869281
2023,3,مكة المكرمة,العرضيات - نمرة,استديو - سكني,7,6000
2023,3,مكة المكرمة,القنفذة,استديو - سكني,191,8461.467889
2023,3,مكة المكرمة,القنفذة - القوز,استديو - سكني,137,6000
2023,3,مكة المكرمة,الليث,استديو - سكني,46,8716.129032
2023,3,مكة المكرمة,تربة,استديو - سكني,6,6000
2023,3,مكة المكرمة,ثول,استديو - سكني,4,8500
2023,3,مكة المكرمة,جدة,استديو - سكني,3528,16097.48478
2023,3,مكة المكرمة,خليص,استديو - سكني,12,6020
2023,3,مكة المكرمة,رابغ,استديو - سكني,75,10856.888888
2023,3,مكة المكرمة,رنية,استديو - سكني,8,9000
2023,3,مكة المكرمة,مكة المكرمة,استديو - سكني,900,9167.126728
2023,3,مكة المكرمة,الجموم - بحرة,دوبلاكس - سكني,2,13800
2023,3,مكة المكرمة,الطائف,دوبلاكس - سكني,13,31706.25
2023,3,مكة المكرمة,جدة,دوبلاكس - سكني,304,93057.773662
2023,3,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,16,25633.333333
2023,3,مكة المكرمة,أضم,دور - سكني,1,14400
2023,3,مكة المكرمة,الجموم,دور - سكني,41,10510
2023,3,مكة المكرمة,الجموم - بحرة,دور - سكني,69,18533.333333
2023,3,مكة المكرمة,الخرمة,دور - سكني,19,18282.352941
2023,3,مكة المكرمة,الطائف,دور - سكني,1020,16788.504242
2023,3,مكة المكرمة,العرضيات - نمرة,دور - سكني,4,12600
2023,3,مكة المكرمة,القنفذة,دور - سكني,6,18650
2023,3,مكة المكرمة,القنفذة - القوز,دور - سكني,3,6816.666666
2023,3,مكة المكرمة,الليث,دور - سكني,3,12000
2023,3,مكة المكرمة,الموية,دور - سكني,1,9600
2023,3,مكة المكرمة,تربة,دور - سكني,39,14305.818181
2023,3,مكة المكرمة,ثول,دور - سكني,6,28399.8
2023,3,مكة المكرمة,جدة,دور - سكني,1184,30903.252808
2023,3,مكة المكرمة,خليص,دور - سكني,2,15500
2023,3,مكة المكرمة,رابغ,دور - سكني,11,16276.888888
2023,3,مكة المكرمة,رنية,دور - سكني,16,14587.5
2023,3,مكة المكرمة,مكة المكرمة,دور - سكني,1114,21396.421505
2023,3,مكة المكرمة,أضم,شقة - سكني,141,9552.808988
2023,3,مكة المكرمة,الجموم,شقة - سكني,704,11067.527204
2023,3,مكة المكرمة,الجموم - بحرة,شقة - سكني,852,15264.625766
2023,3,مكة المكرمة,الخرمة,شقة - سكني,660,7176.072234
2023,3,مكة المكرمة,الطائف,شقة - سكني,18124,12578.779068
2023,3,مكة المكرمة,العرضيات - نمرة,شقة - سكني,366,9624.365482
2023,3,مكة المكرمة,القنفذة,شقة - سكني,2221,13028.120805
2023,3,مكة المكرمة,القنفذة - القوز,شقة - سكني,634,9600.484261
2023,3,مكة المكرمة,الليث,شقة - سكني,1447,12193.113553
2023,3,مكة المكرمة,الموية,شقة - سكني,98,8032.394366
2023,3,مكة المكرمة,تربة,شقة - سكني,963,7339.916782
2023,3,مكة المكرمة,ثول,شقة - سكني,158,15308.928571
2023,3,مكة المكرمة,جدة,شقة - سكني,92513,23337.363631
2023,3,مكة المكرمة,خليص,شقة - سكني,413,12347.64497
2023,3,مكة المكرمة,رابغ,شقة - سكني,2009,11981.698369
2023,3,مكة المكرمة,رنية,شقة - سكني,566,10164.051779
2023,3,مكة المكرمة,مكة المكرمة,شقة - سكني,35471,15543.420052
2023,3,مكة المكرمة,الجموم,فيلا - سكني,4,25000
2023,3,مكة المكرمة,الجموم - بحرة,فيلا - سكني,35,29220.689655
2023,3,مكة المكرمة,الطائف,فيلا - سكني,104,30111.047619
2023,3,مكة المكرمة,العرضيات - نمرة,فيلا - سكني,1,12000
2023,3,مكة المكرمة,القنفذة,فيلا - سكني,6,25000
2023,3,مكة المكرمة,الليث,فيلا - سكني,2,12000
2023,3,مكة المكرمة,تربة,فيلا - سكني,5,23066.666666
2023,3,مكة المكرمة,ثول,فيلا - سكني,6,29433.333333
2023,3,مكة المكرمة,جدة,فيلا - سكني,2374,80809.920289
2023,3,مكة المكرمة,رابغ,فيلا - سكني,4,23333.333333
2023,3,مكة المكرمة,رنية,فيلا - سكني,3,15000
2023,3,مكة المكرمة,مكة المكرمة,فيلا - سكني,180,36121.744
2023,3,مكة المكرمة,أضم,محل - تجاري,25,377.060899
2023,3,مكة المكرمة,الجموم,محل - تجاري,210,419.35655
2023,3,مكة المكرمة,الجموم - بحرة,محل - تجاري,155,612.94814
2023,3,مكة المكرمة,الخرمة,محل - تجاري,87,298.076483
2023,3,مكة المكرمة,الطائف,محل - تجاري,4324,713.862824
2023,3,مكة المكرمة,العرضيات - نمرة,محل - تجاري,45,368.876795
2023,3,مكة المكرمة,القنفذة,محل - تجاري,203,613.875616
2023,3,مكة المكرمة,القنفذة - القوز,محل - تجاري,144,540.915048
2023,3,مكة المكرمة,الليث,محل - تجاري,88,403.473584
2023,3,مكة المكرمة,الموية,محل - تجاري,5,267
2023,3,مكة المكرمة,تربة,محل - تجاري,117,375.567222
2023,3,مكة المكرمة,ثول,محل - تجاري,69,669.934959
2023,3,مكة المكرمة,جدة,محل - تجاري,12410,1045.276285
2023,3,مكة المكرمة,خليص,محل - تجاري,44,362.914265
2023,3,مكة المكرمة,رابغ,محل - تجاري,255,484.544814
2023,3,مكة المكرمة,رنية,محل - تجاري,77,375.007961
2023,3,مكة المكرمة,مكة المكرمة,محل - تجاري,6876,2289.166108
2023,3,مكة المكرمة,أضم,معرض تجاري - تجاري,1,89.65517
2023,3,مكة المكرمة,الجموم,معرض تجاري - تجاري,4,698.089627
2023,3,مكة المكرمة,الجموم - بحرة,معرض تجاري - تجاري,5,1404.97941
2023,3,مكة المكرمة,الخرمة,معرض تجاري - تجاري,5,98.632543
2023,3,مكة المكرمة,الطائف,معرض تجاري - تجاري,152,697.66101
2023,3,مكة المكرمة,القنفذة,معرض تجاري - تجاري,36,394.637768
2023,3,مكة المكرمة,القنفذة - القوز,معرض تجاري - تجاري,3,211.707316
2023,3,مكة المكرمة,جدة,معرض تجاري - تجاري,3662,1052.003131
2023,3,مكة المكرمة,خليص,معرض تجاري - تجاري,1,375
2023,3,مكة المكرمة,رابغ,معرض تجاري - تجاري,4,440.857142
2023,3,مكة المكرمة,رنية,معرض تجاري - تجاري,3,53.560835
2023,3,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,475,1097.201575
2023,3,مكة المكرمة,الجموم,مكتب - تجاري,2,360.814145
2023,3,مكة المكرمة,الجموم - بحرة,مكتب - تجاري,2,335.47619
2023,3,مكة المكرمة,الطائف,مكتب - تجاري,93,369.32302
2023,3,مكة المكرمة,القنفذة,مكتب - تجاري,2,545.454545
2023,3,مكة المكرمة,تربة,مكتب - تجاري,3,710.714285
2023,3,مكة المكرمة,جدة,مكتب - تجاري,3814,492.020365
2023,3,مكة المكرمة,خليص,مكتب - تجاري,1,200
2023,3,مكة المكرمة,رابغ,مكتب - تجاري,5,219.990484
2023,3,مكة المكرمة,مكة المكرمة,مكتب - تجاري,609,577.653112
2023,4,مكة المكرمة,أضم,استديو - سكني,5,5700
2023,4,مكة المكرمة,الجموم,استديو - سكني,3,25749.5
2023,4,مكة المكرمة,الجموم - بحرة,استديو - سكني,8,12600
2023,4,مكة المكرمة,الطائف,استديو - سكني,326,10617.106382
2023,4,مكة المكرمة,القنفذة,استديو - سكني,65,9260.60606
2023,4,مكة المكرمة,القنفذة - القوز,استديو - سكني,21,8283.333333
2023,4,مكة المكرمة,الليث,استديو - سكني,6,12680
2023,4,مكة المكرمة,تربة,استديو - سكني,1,6000
2023,4,مكة المكرمة,ثول,استديو - سكني,3,9800
2023,4,مكة المكرمة,جدة,استديو - سكني,3430,16460.47267
2023,4,مكة المكرمة,خليص,استديو - سكني,7,8933.333333
2023,4,مكة المكرمة,رابغ,استديو - سكني,72,15920
2023,4,مكة المكرمة,مكة المكرمة,استديو - سكني,821,10601.821229
2023,4,مكة المكرمة,الجموم - بحرة,دوبلاكس - سكني,3,13800
2023,4,مكة المكرمة,الخرمة,دوبلاكس - سكني,1,10200
2023,4,مكة المكرمة,الطائف,دوبلاكس - سكني,10,20480
2023,4,مكة المكرمة,جدة,دوبلاكس - سكني,288,84662.50204
2023,4,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,23,29100
2023,4,مكة المكرمة,أضم,دور - سكني,1,21600
2023,4,مكة المكرمة,الجموم,دور - سكني,31,12420.689655
2023,4,مكة المكرمة,الجموم - بحرة,دور - سكني,62,17525
2023,4,مكة المكرمة,الخرمة,دور - سكني,16,15150
2023,4,مكة المكرمة,الطائف,دور - سكني,963,17582.317164
2023,4,مكة المكرمة,العرضيات - نمرة,دور - سكني,1,6000
2023,4,مكة المكرمة,القنفذة,دور - سكني,13,32650
2023,4,مكة المكرمة,القنفذة - القوز,دور - سكني,6,18800
2023,4,مكة المكرمة,الليث,دور - سكني,4,13800
2023,4,مكة المكرمة,الموية,دور - سكني,6,11911
2023,4,مكة المكرمة,تربة,دور - سكني,21,13733.333333
2023,4,مكة المكرمة,ثول,دور - سكني,8,44622
2023,4,مكة المكرمة,جدة,دور - سكني,1221,33036.210589
2023,4,مكة المكرمة,خليص,دور - سكني,5,18560
2023,4,مكة المكرمة,رابغ,دور - سكني,8,18085.714285
2023,4,مكة المكرمة,رنية,دور - سكني,17,21857.142857
2023,4,مكة المكرمة,مكة المكرمة,دور - سكني,1021,19725.28103
2023,4,مكة المكرمة,أضم,شقة - سكني,236,10084.065088
2023,4,مكة المكرمة,الجموم,شقة - سكني,838,11887.282453
2023,4,مكة المكرمة,الجموم - بحرة,شقة - سكني,1046,15056.175925
2023,4,مكة المكرمة,الخرمة,شقة - سكني,642,8551.288981
2023,4,مكة المكرمة,الطائف,شقة - سكني,18716,13230.028154
2023,4,مكة المكرمة,العرضيات - نمرة,شقة - سكني,415,11766.26506
2023,4,مكة المكرمة,القنفذة,شقة - سكني,2229,13300.566397
2023,4,مكة المكرمة,القنفذة - القوز,شقة - سكني,996,10922.354948
2023,4,مكة المكرمة,الليث,شقة - سكني,1215,12505.483588
2023,4,مكة المكرمة,الموية,شقة - سكني,150,8700.293577
2023,4,مكة المكرمة,تربة,شقة - سكني,1148,8664.031007
2023,4,مكة المكرمة,ثول,شقة - سكني,189,15753.97619
2023,4,مكة المكرمة,جدة,شقة - سكني,98749,22760.266189
2023,4,مكة المكرمة,خليص,شقة - سكني,410,12994.639769
2023,4,مكة المكرمة,رابغ,شقة - سكني,1641,12123.524409
2023,4,مكة المكرمة,رنية,شقة - سكني,792,10714.13509
2023,4,مكة المكرمة,مكة المكرمة,شقة - سكني,34280,15495.341904
2023,4,مكة المكرمة,الجموم,فيلا - سكني,3,13833.333333
2023,4,مكة المكرمة,الجموم - بحرة,فيلا - سكني,21,26066.666666
2023,4,مكة المكرمة,الخرمة,فيلا - سكني,2,80000
2023,4,مكة المكرمة,الطائف,فيلا - سكني,133,30167.096774
2023,4,مكة المكرمة,القنفذة,فيلا - سكني,5,21333.333333
2023,4,مكة المكرمة,الليث,فيلا - سكني,1,70000
2023,4,مكة المكرمة,تربة,فيلا - سكني,18,10437.5
2023,4,مكة المكرمة,ثول,فيلا - سكني,4,81866.666666
2023,4,مكة المكرمة,جدة,فيلا - سكني,2516,79380.372629
2023,4,مكة المكرمة,خليص,فيلا - سكني,2,11000
2023,4,مكة المكرمة,رابغ,فيلا - سكني,7,23833.333333
2023,4,مكة المكرمة,رنية,فيلا - سكني,2,14500
2023,4,مكة المكرمة,مكة المكرمة,فيلا - سكني,183,32409.604838
2023,4,مكة المكرمة,أضم,محل - تجاري,41,369.120945
2023,4,مكة المكرمة,الجموم,محل - تجاري,220,405.557542
2023,4,مكة المكرمة,الجموم - بحرة,محل - تجاري,169,589.383587
2023,4,مكة المكرمة,الخرمة,محل - تجاري,98,290.22416
2023,4,مكة المكرمة,الطائف,محل - تجاري,3835,543.514184
2023,4,مكة المكرمة,العرضيات - نمرة,محل - تجاري,72,412.030276
2023,4,مكة المكرمة,القنفذة,محل - تجاري,210,577.436323
2023,4,مكة المكرمة,القنفذة - القوز,محل - تجاري,149,527.91063
2023,4,مكة المكرمة,الليث,محل - تجاري,90,415.322711
2023,4,مكة المكرمة,الموية,محل - تجاري,21,376.716782
2023,4,مكة المكرمة,تربة,محل - تجاري,120,371.886537
2023,4,مكة المكرمة,ثول,محل - تجاري,79,600.687331
2023,4,مكة المكرمة,جدة,محل - تجاري,11995,971.209646
2023,4,مكة المكرمة,خليص,محل - تجاري,88,325.081157
2023,4,مكة المكرمة,رابغ,محل - تجاري,238,463.475993
2023,4,مكة المكرمة,رنية,محل - تجاري,70,439.278428
2023,4,مكة المكرمة,مكة المكرمة,محل - تجاري,6442,1523.390312
2023,4,مكة المكرمة,أضم,معرض تجاري - تجاري,1,40
2023,4,مكة المكرمة,الجموم,معرض تجاري - تجاري,2,357.142855
2023,4,مكة المكرمة,الجموم - بحرة,معرض تجاري - تجاري,2,760.02506
2023,4,مكة المكرمة,الخرمة,معرض تجاري - تجاري,1,12.5
2023,4,مكة المكرمة,الطائف,معرض تجاري - تجاري,133,614.322285
2023,4,مكة المكرمة,القنفذة,معرض تجاري - تجاري,24,400.459
2023,4,مكة المكرمة,القنفذة - القوز,معرض تجاري - تجاري,3,170.389865
2023,4,مكة المكرمة,الليث,معرض تجاري - تجاري,1,160
2023,4,مكة المكرمة,الموية,معرض تجاري - تجاري,1,468.75
2023,4,مكة المكرمة,تربة,معرض تجاري - تجاري,1,208.33333
2023,4,مكة المكرمة,جدة,معرض تجاري - تجاري,3685,1100.999117
2023,4,مكة المكرمة,رابغ,معرض تجاري - تجاري,11,220.76034
2023,4,مكة المكرمة,رنية,معرض تجاري - تجاري,5,103.714288
2023,4,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,416,1401.742271
2023,4,مكة المكرمة,الجموم,مكتب - تجاري,2,370.694305
2023,4,مكة المكرمة,الجموم - بحرة,مكتب - تجاري,2,540
2023,4,مكة المكرمة,الخرمة,مكتب - تجاري,2,340.47619
2023,4,مكة المكرمة,الطائف,مكتب - تجاري,101,297.373452
2023,4,مكة المكرمة,العرضيات - نمرة,مكتب - تجاري,1,300
2023,4,مكة المكرمة,القنفذة,مكتب - تجاري,1,243.90244
2023,4,مكة المكرمة,القنفذة - القوز,مكتب - تجاري,3,306
2023,4,مكة المكرمة,الليث,مكتب - تجاري,1,1285.71429
2023,4,مكة المكرمة,تربة,مكتب - تجاري,1,1125
2023,4,مكة المكرمة,ثول,مكتب - تجاري,4,286.011905
2023,4,مكة المكرمة,جدة,مكتب - تجاري,3781,519.812241
2023,4,مكة المكرمة,مكة المكرمة,مكتب - تجاري,739,364.487837
2024,1,مكة المكرمة,أضم,استديو - سكني,5,8160
2024,1,مكة المكرمة,الجموم,استديو - سكني,5,9900
2024,1,مكة المكرمة,الجموم - بحرة,استديو - سكني,10,11977.777777
2024,1,مكة المكرمة,الخرمة,استديو - سكني,1,6000
2024,1,مكة المكرمة,الطائف,استديو - سكني,295,12145.283018
2024,1,مكة المكرمة,القنفذة,استديو - سكني,18,12423.529411
2024,1,مكة المكرمة,القنفذة - القوز,استديو - سكني,9,12775
2024,1,مكة المكرمة,الليث,استديو - سكني,14,12840
2024,1,مكة المكرمة,تربة,استديو - سكني,5,5666.666666
2024,1,مكة المكرمة,ثول,استديو - سكني,4,24300
2024,1,مكة المكرمة,جدة,استديو - سكني,3890,16195.881115
2024,1,مكة المكرمة,خليص,استديو - سكني,9,14828.571428
2024,1,مكة المكرمة,رابغ,استديو - سكني,83,11007.692307
2024,1,مكة المكرمة,مكة المكرمة,استديو - سكني,805,11609.502923
2024,1,مكة المكرمة,الجموم - بحرة,دوبلاكس - سكني,3,24800
2024,1,مكة المكرمة,الخرمة,دوبلاكس - سكني,1,10200
2024,1,مكة المكرمة,الطائف,دوبلاكس - سكني,3,19600
2024,1,مكة المكرمة,جدة,دوبلاكس - سكني,382,79458.496575
2024,1,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,20,25694.736842
2024,1,مكة المكرمة,أضم,دور - سكني,1,12000
2024,1,مكة المكرمة,الجموم,دور - سكني,17,13153.846153
2024,1,مكة المكرمة,الجموم - بحرة,دور - سكني,53,17446.534883
2024,1,مكة المكرمة,الخرمة,دور - سكني,16,14533.333333
2024,1,مكة المكرمة,الطائف,دور - سكني,795,17213.046898
2024,1,مكة المكرمة,القنفذة,دور - سكني,3,10400
2024,1,مكة المكرمة,القنفذة - القوز,دور - سكني,1,6000
2024,1,مكة المكرمة,الليث,دور - سكني,8,24171.428571
2024,1,مكة المكرمة,الموية,دور - سكني,4,10200
2024,1,مكة المكرمة,تربة,دور - سكني,30,13681.818181
2024,1,مكة المكرمة,ثول,دور - سكني,14,14680
2024,1,مكة المكرمة,جدة,دور - سكني,1036,32332.995951
2024,1,مكة المكرمة,خليص,دور - سكني,2,26500
2024,1,مكة المكرمة,رابغ,دور - سكني,21,25772.222222
2024,1,مكة المكرمة,رنية,دور - سكني,20,15628.947368
2024,1,مكة المكرمة,مكة المكرمة,دور - سكني,1022,18886.858173
2024,1,مكة المكرمة,أضم,شقة - سكني,147,11572.007751
2024,1,مكة المكرمة,الجموم,شقة - سكني,562,13692.104651
2024,1,مكة المكرمة,الجموم - بحرة,شقة - سكني,718,16294.232558
2024,1,مكة المكرمة,الخرمة,شقة - سكني,354,11018.972602
2024,1,مكة المكرمة,الطائف,شقة - سكني,15359,14583.554843
2024,1,مكة المكرمة,العرضيات - نمرة,شقة - سكني,260,13665.74074
2024,1,مكة المكرمة,القنفذة,شقة - سكني,1838,14487.834776
2024,1,مكة المكرمة,القنفذة - القوز,شقة - سكني,641,12505.99831
2024,1,مكة المكرمة,الليث,شقة - سكني,874,14254.513422
2024,1,مكة المكرمة,الموية,شقة - سكني,101,11674.698795
2024,1,مكة المكرمة,تربة,شقة - سكني,636,10359.347442
2024,1,مكة المكرمة,ثول,شقة - سكني,214,17080.818181
2024,1,مكة المكرمة,جدة,شقة - سكني,106420,23212.364029
2024,1,مكة المكرمة,خليص,شقة - سكني,349,13649.546666
2024,1,مكة المكرمة,رابغ,شقة - سكني,1476,12765.427631
2024,1,مكة المكرمة,رنية,شقة - سكني,465,12041.202072
2024,1,مكة المكرمة,مكة المكرمة,شقة - سكني,35155,16364.358557
2024,1,مكة المكرمة,الجموم,فيلا - سكني,1,24000
2024,1,مكة المكرمة,الجموم - بحرة,فيلا - سكني,24,22980.95238
2024,1,مكة المكرمة,الخرمة,فيلا - سكني,2,13000
2024,1,مكة المكرمة,الطائف,فيلا - سكني,238,32084.112359
2024,1,مكة المكرمة,القنفذة,فيلا - سكني,5,28160
2024,1,مكة المكرمة,الليث,فيلا - سكني,1,18000
2024,1,مكة المكرمة,تربة,فيلا - سكني,4,12000
2024,1,مكة المكرمة,ثول,فيلا - سكني,1,13200
2024,1,مكة المكرمة,جدة,فيلا - سكني,2408,84589.838636
2024,1,مكة المكرمة,خليص,فيلا - سكني,4,21750
2024,1,مكة المكرمة,رابغ,فيلا - سكني,6,28000
2024,1,مكة المكرمة,رنية,فيلا - سكني,5,23520
2024,1,مكة المكرمة,مكة المكرمة,فيلا - سكني,216,38049.707602
2024,1,مكة المكرمة,أضم,محل - تجاري,33,393.641595
2024,1,مكة المكرمة,الجموم,محل - تجاري,246,440.469549
2024,1,مكة المكرمة,الجموم - بحرة,محل - تجاري,254,509.952984
2024,1,مكة المكرمة,الخرمة,محل - تجاري,78,303.620941
2024,1,مكة المكرمة,الطائف,محل - تجاري,3823,568.866517
2024,1,مكة المكرمة,العرضيات - نمرة,محل - تجاري,91,409.434533
2024,1,مكة المكرمة,القنفذة,محل - تجاري,230,618.999729
2024,1,مكة المكرمة,القنفذة - القوز,محل - تجاري,154,580.339602
2024,1,مكة المكرمة,الليث,محل - تجاري,88,446.872651
2024,1,مكة المكرمة,الموية,محل - تجاري,18,477.045195
2024,1,مكة المكرمة,تربة,محل - تجاري,153,314.354642
2024,1,مكة المكرمة,ثول,محل - تجاري,53,499.065565
2024,1,مكة المكرمة,جدة,محل - تجاري,14504,989.200373
2024,1,مكة المكرمة,خليص,محل - تجاري,103,506.399625
2024,1,مكة المكرمة,رابغ,محل - تجاري,275,484.01771
2024,1,مكة المكرمة,رنية,محل - تجاري,92,317.632032
2024,1,مكة المكرمة,مكة المكرمة,محل - تجاري,7040,1422.222164
2024,1,مكة المكرمة,الجموم,معرض تجاري - تجاري,6,386.21795
2024,1,مكة المكرمة,الجموم - بحرة,معرض تجاري - تجاري,6,604.84542
2024,1,مكة المكرمة,الطائف,معرض تجاري - تجاري,160,782.033084
2024,1,مكة المكرمة,العرضيات - نمرة,معرض تجاري - تجاري,4,747.861842
2024,1,مكة المكرمة,القنفذة,معرض تجاري - تجاري,37,330.5569
2024,1,مكة المكرمة,القنفذة - القوز,معرض تجاري - تجاري,2,43.417365
2024,1,مكة المكرمة,الليث,معرض تجاري - تجاري,2,253.184275
2024,1,مكة المكرمة,الموية,معرض تجاري - تجاري,1,8.57143
2024,1,مكة المكرمة,تربة,معرض تجاري - تجاري,2,31.286765
2024,1,مكة المكرمة,جدة,معرض تجاري - تجاري,4482,1081.90669
2024,1,مكة المكرمة,خليص,معرض تجاري - تجاري,1,230
2024,1,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,518,961.631248
2024,1,مكة المكرمة,الجموم,مكتب - تجاري,1,73.52941
2024,1,مكة المكرمة,الجموم - بحرة,مكتب - تجاري,2,299.107145
2024,1,مكة المكرمة,الطائف,مكتب - تجاري,147,308.282815
2024,1,مكة المكرمة,القنفذة,مكتب - تجاري,6,385.737502
2024,1,مكة المكرمة,تربة,مكتب - تجاري,2,243.52941
2024,1,مكة المكرمة,جدة,مكتب - تجاري,4546,500.08068
2024,1,مكة المكرمة,خليص,مكتب - تجاري,1,200
2024,1,مكة المكرمة,رابغ,مكتب - تجاري,7,236.361904
2024,1,مكة المكرمة,مكة المكرمة,مكتب - تجاري,727,383.793049
2024,2,مكة المكرمة,أضم,استديو - سكني,9,9525
2024,2,مكة المكرمة,الجموم,استديو - سكني,6,11166.666666
2024,2,مكة المكرمة,الجموم - بحرة,استديو - سكني,5,14866.666666
2024,2,مكة المكرمة,الخرمة,استديو - سكني,1,5000
2024,2,مكة المكرمة,الطائف,استديو - سكني,260,11702.291666
2024,2,مكة المكرمة,القنفذة,استديو - سكني,6,14431.25
2024,2,مكة المكرمة,القنفذة - القوز,استديو - سكني,14,12253.846153
2024,2,مكة المكرمة,الليث,استديو - سكني,11,13714.285714
2024,2,مكة المكرمة,تربة,استديو - سكني,2,8000
2024,2,مكة المكرمة,ثول,استديو - سكني,1,8400
