المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي للوكالة
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39987528
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39987893
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39987343
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39987270
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39987384
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39987304
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39987414
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39987476
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39987698
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39987618
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39987619
منطقة جازان,جيزان,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39987621
منطقة القصيم,بريده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39987736
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39987635
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39987725
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39987801
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39987960
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39988109
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39988289
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39988066
منطقة المدينة المنوره,المدينة المنورة,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39988220
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39988215
منطقة نجران,نجران,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39988264
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39988426
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39988705
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39988583
منطقة القصيم,بريده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39988831
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39988665
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39988694
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39988746
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39988781
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989034
منطقة القصيم,بريده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989049
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39988857
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989348
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989158
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989632
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989657
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39988887
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39988927
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989139
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39988950
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989237
منطقة مكة المكرمه,مكة المكرمة,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989422
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989243
منطقة المدينة المنوره,المدينة المنورة,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989249
منطقة الحدود الشمالية,عرعر,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989477
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989490
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989523
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989825
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989658
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989945
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989809
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39990228
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39990707
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989847
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989848
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39989998
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39990254
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39990330
منطقة المدينة المنوره,المدينة المنورة,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39990323
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39990350
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39990568
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39990714
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39990975
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39991116
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39991428
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39990777
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39990870
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39990873
منطقة مكة المكرمه,مكة المكرمة,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39991046
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39991258
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39991283
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39991142
منطقة نجران,نجران,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39991241
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39991288
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39991537
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39991611
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39991723
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39991580
منطقة عسير,ابها,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39991874
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39991747
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39991961
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39992147
منطقة مكة المكرمه,مكة المكرمة,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39992079
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39992119
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39992209
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39992555
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39992689
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39991932
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39992098
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39992187
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39992135
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39992373
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39992296
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39992468
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,39992582
