المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي للوكالة
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/01,38647820
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/01,38647880
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/01,38648062
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/01,38648430
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2025/04/01,38647992
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/01,38648658
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/01,38648596
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38649031
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38649419
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38649510
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38649565
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38649623
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38649665
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38649737
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38650016
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38650476
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38651135
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38651289
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/02,38650549
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38651600
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38651961
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38652313
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38652340
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38652375
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38652472
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38652531
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38652886
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38652999
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38653192
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38653335
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38653362
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38653363
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38653714
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38654155
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38654171
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38654257
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38654298
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38654382
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38654571
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38654709
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/03,38654996
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38655097
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38655103
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,38655262
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/03,38652360
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/03,38653449
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/04,38656243
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/04,38656316
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/04,38656510
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/04,38656532
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/04,38656768
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/04,38657203
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/04,38657366
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/04,38657864
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38658530
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38658566
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38659069
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38659170
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38659258
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38659481
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38659515
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38659751
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38659766
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38659817
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38660176
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38660238
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38660396
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38660523
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38660610
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38660767
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38660909
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38661096
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38661818
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38662047
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38662570
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38662596
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38662724
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38663079
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38663980
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38663990
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,38664137
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38665650
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38665905
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38666015
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38666024
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38666119
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38666480
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38666811
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38667582
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38667799
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38670285
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38671133
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38671538
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38672540
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38671809
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38671858
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38672219
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2025/04/06,38672345
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38672700
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38672808
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38672816
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38672940
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38673020
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38673186
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38673305
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38673310
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38673716
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38674017
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,38673843
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38674193
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38674216
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38674527
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38674707
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38674761
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38675514
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38675585
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38676660
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,38675831
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38675878
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38675969
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38676189
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38676283
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38676468
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38677036
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38679950
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38678570
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38678905
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38679338
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38679916
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38680965
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38681369
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38681413
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,38681301
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38681928
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38681942
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38682430
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38682474
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,38682679
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,38680973
منطقة الرياض,الدرعيه,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,38667551
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,38670583
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,38674825
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38683161
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38683202
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38683401
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38684002
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38684113
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38684256
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38684620
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38684680
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38684805
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38685046
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38685083
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38685601
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38685655
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38685684
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38685775
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38686092
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/07,38686066
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38687733
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38687768
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38687962
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38688114
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38688752
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38689112
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,38689319
