,,,,,,,,,,,,,,,,,
  المؤشر العقاري للأحياء بمدينة الرياض  في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
المدينة,الرياض,,,,,,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2018,,,2019,,,2020,,,2021,,,,,,,
الأحياء,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,,,,,
فبراير,26542498,251773.96000000002,271,47355141,522419.0600000002,558,94978728,683794.3599999999,739,425978304,1699608.35,1636,,,,,
مارس,26170231,314642.96,339,47250600,480469.61,532,52619463,389176.043,399,355195131,1247834.8399999999,1237,,,,,
ابريل,27917614,317797.06000000006,310,39268589,448830.93,458,4086500,37023.32,39,96319900,363132.3699999999,376,,,,,
مايو,17734817,218779.46000000008,221,29082401,317435.54999999993,295,5793500,65021.619999999995,62,,,,,,,,
يونيو,2898004,43007.090000000004,50,22231750,231553.76,233,43396902,354577.98,379,,,,,,,,
يوليو,19117800,291921.8999999999,252,63761750,623686.49,672,27402700,214407.24,239,,,,,,,,
اوغسطس,11373950,139564.65,160,64716190,428071.45000000007,482,37461022,288711.60999999987,328,,,,,,,,
سبتمبر,14844754,187732.18000000005,186,75951100,659108.0599999998,701,65819575,475282.6899999999,537,,,,,,,,
اكتوبر,25802496,325762.04000000015,343,55438999,525876.3999999998,547,118902541,785785.82,806,,,,,,,,
نوفمبر,20968500,251945.47000000003,266,33083600,295644.68,317,187080721,1134374.3599999999,1161,,,,,,,,
ديسمبر,39948300,430897.3900000001,473,58600262,468357.89,473,176770076,1031829.1250000003,1004,,,,,,,,
حي/شمال الرياض,80000,750,1,505000,1530,2,619000,1530,3,1566000,2250,3,,,,,
يناير,,,,,,,,,,1566000,2250,3,,,,,
فبراير,,,,,,,359000,780,2,,,,,,,,
يوليو,,,,,,,260000,750,1,,,,,,,,
نوفمبر,,,,250000,750,1,,,,,,,,,,,
ديسمبر,80000,750,1,255000,780,1,,,,,,,,,,,
حي/صلاح الدين,20420000,6454,12,31603782,7832,11,31087200,10792.5,10,40174490,9161.5,6,,,,,
يناير,,,,16721250,2275,1,5920000,1485.5,3,33605000,7150,2,,,,,
فبراير,5000000,875,1,,,,1197000,420,1,4869490,1471.5,3,,,,,
مارس,,,,4655883,875,1,,,,1700000,540,1,,,,,
ابريل,,,,2466649,672,2,,,,,,,,,,,
مايو,100000,784,1,800000,540,1,,,,,,,,,,,
يونيو,5100000,1310,2,1200000,630,1,1134000,405,1,,,,,,,,
يوليو,3000000,875,1,1260000,420,1,,,,,,,,,,,
اوغسطس,1170000,664,2,,,,1575000,630,1,,,,,,,,
سبتمبر,,,,400000,875,1,5500000,1188,1,,,,,,,,
اكتوبر,3950000,1446,4,2900000,1005,2,5787600,2968,1,,,,,,,,
نوفمبر,2100000,500,1,,,,,,,,,,,,,,
ديسمبر,,,,1200000,540,1,9973600,3696,2,,,,,,,,
حي/صياح,1150000,235.11,2,550000,517.05,2,1420000,666.97,2,700000,184.96,1,,,,,
فبراير,,,,250000,369.99,1,1420000,666.97,2,,,,,,,,
مارس,800000,202,1,,,,,,,,,,,,,,
ابريل,,,,300000,147.06,1,,,,700000,184.96,1,,,,,
اكتوبر,350000,33.11,1,,,,,,,,,,,,,,
حي/طريق الحجاز,1425251,1100,2,940000,500,1,2407500,1100,2,634663,360,1,,,,,
يناير,,,,940000,500,1,,,,,,,,,,,
مارس,,,,,,,,,,634663,360,1,,,,,
مايو,,,,,,,1207500,475,1,,,,,,,,
يونيو,,,,,,,1200000,625,1,,,,,,,,
ديسمبر,1425251,1100,2,,,,,,,,,,,,,,
حي/طريق الخرج,13753518,100061.70000000001,13,22716625,105903.27,12,22330253,90778.73000000001,17,13460000,21954.899999999998,6,,,,,
يناير,,,,,,,,,,12300000,17760,1,,,,,
فبراير,7176214,43909.630000000005,2,,,,144000,1795.2,1,700000,2395.1,2,,,,,
مارس,,,,,,,350000,599.89,1,320000,1199.9,2,,,,,
ابريل,1115000,16444.36,3,4846651,21642.78,4,,,,140000,599.9,1,,,,,
مايو,,,,2612578,11519.65,2,,,,,,,,,,,
يونيو,,,,11214596,65969.16,1,7000000,19992,1,,,,,,,,
يوليو,,,,150000,1359.8,2,,,,,,,,,,,
اوغسطس,100000,599.9,1,,,,3206730,18863.120000000003,2,,,,,,,,
سبتمبر,2055651,10949.54,3,250000,816.78,1,9631560,20062.92,4,,,,,,,,
اكتوبر,,,,3642800,4595.1,2,710000,2392.37,3,,,,,,,,
نوفمبر,100000,599.9,1,,,,350000,1387.3899999999999,2,,,,,,,,
ديسمبر,3206653,27558.370000000003,3,,,,937963,25685.84,3,,,,,,,,
حي/طريق خريص,7100000,4400,3,13647606,185689.5,14,800000,500,1,55821118,18448,5,,,,,
يناير,100000,500,1,4849215,4345,8,,,,,,,,,,,
فبراير,,,,,,,,,,54371619,16348,3,,,,,
مارس,,,,,,,,,,1449499,2100,2,,,,,
ابريل,,,,302000,4725,2,,,,,,,,,,,
يونيو,,,,5226391,2994,1,,,,,,,,,,,
يوليو,,,,3090000,173000,2,800000,500,1,,,,,,,,
اوغسطس,7000000,3900,2,,,,,,,,,,,,,,
اكتوبر,,,,180000,625.5,1,,,,,,,,,,,
حي/طويق,1436211929,1378293.6936000003,1497,1645119411,1032552.1279999999,1655,1301866396,852891.8500000001,1134,526816541,371854.088,412,,,,,
يناير,105709971,63340.55260000002,122,110562716,69865.695,155,137424374,81940.635,107,224266971,175699.6,141,,,,,
فبراير,103481487,51787.89600000001,117,102675766,57226.22700000001,140,84003759,53836.509999999995,93,119340581,79894.88000000002,91,,,,,
مارس,160081680,85021.82499999998,164,148788633,82159.027,170,91794981,48324.41,92,126219844,78039.838,123,,,,,
ابريل,195570690,123227.75300000003,177,132765181,76640.68,176,63722186,20901.819999999996,64,56989145,38219.770000000004,57,,,,,
مايو,254701512,451429.0250000001,172,120145736,77199.444,132,55834898,21812.34,54,,,,,,,,
يونيو,44943541,148318.34600000002,36,64876769,37511.48500000001,73,80876872,67842.17,58,,,,,,,,
يوليو,75879866,35303.985,91,112343924,76169.45499999999,123,25852940,22167.8,34,,,,,,,,
اوغسطس,40041883,28719.956000000002,54,126515350,76041.425,98,40034118,28016.030000000002,50,,,,,,,,
سبتمبر,53547365,45069.37,69,157032131,98818.20999999999,154,170686422,71847.57500000001,76,,,,,,,,
اكتوبر,84210969,55211.46000000003,118,187548047,126017.3,167,249514072,207847,219,,,,,,,,
نوفمبر,158968420,138876.17499999996,182,243825197,167911.31000000003,148,186663498,141849.78000000003,178,,,,,,,,
ديسمبر,159074545,151987.34999999998,195,138039961,86991.87,119,115458276,86505.78,109,,,,,,,,
حي/طيبة,112038004,167355.83,50,1134377425,1707828,182,465812146,503020.76,322,83166768,75376.54000000001,89,,,,,
يناير,650000,5000,1,5000000,7500,1,24180474,25113.12,18,36202238,35187.15000000001,31,,,,,
فبراير,39995894,69076.86,3,2875805,25007.23,1,46972592,43383.08999999999,57,21079394,18773.22,13,,,,,
مارس,,,,31211019,19451.28,5,54085676,59603.33000000001,27,18835191,15900.310000000001,30,,,,,
ابريل,3600688,4938.36,2,6412022,10731.57,6,12648338,6261.08,14,7049945,5515.860000000001,15,,,,,
مايو,31590761,41494.299999999974,25,24809014,53471.86,5,11268000,7648.73,10,,,,,,,,
يونيو,7992770,11065.589999999998,7,,,,80887976,114729.98999999998,30,,,,,,,,
يوليو,2504232,6848.93,4,46452700,52536.009999999995,8,25192727,26925.65,9,,,,,,,,
اوغسطس,,,,55474251,65318.69,50,30892850,34623.549999999996,25,,,,,,,,
سبتمبر,,,,771774145,1212330.37,47,28405199,28907.96,38,,,,,,,,
اكتوبر,,,,33382457,43776.81,17,27284895,35140.700000000004,18,,,,,,,,
نوفمبر,11800000,12500,3,148080271,206632.18000000005,30,76506018,68160.72,30,,,,,,,,
ديسمبر,13903659,16431.79,5,8905741,11072,12,47487401,52522.84,46,,,,,,,,
حي/عتيقة,12715594,9276.6446,56,31209217,31298.681,63,14929860,10538.059999999998,57,7093849,4327.85,23,,,,,
يناير,1060000,800.9200000000001,5,1599998,1323.58,6,1460000,1183.63,7,1615000,1049.48,6,,,,,
فبراير,100000,194,1,2114000,1275.88,7,2634211,2019.5300000000002,9,1215000,863.81,6,,,,,
مارس,855000,691.7,4,2010000,1105.78,5,1614000,1478.84,8,4253849,2235.27,10,,,,,
ابريل,,,,14992992,5632.0199999999995,7,625000,443.15,2,10000,179.29,1,,,,,
مايو,2769494,1259.0646,8,1354400,790.81,3,2191749,763.1299999999999,4,,,,,,,,
يونيو,30000,200,1,,,,1760000,846.28,4,,,,,,,,
يوليو,175000,162.5,1,745000,15736.18,4,755000,818.66,3,,,,,,,,
اوغسطس,470000,509.5799999999999,4,1220000,932.0300000000001,5,,,,,,,,,,,
سبتمبر,1018900,947.63,4,1725000,1348.77,8,1440000,906.48,5,,,,,,,,
اكتوبر,1635000,2143.98,9,1599327,781.94,4,740000,875.6600000000001,7,,,,,,,,
نوفمبر,1198000,1055.32,10,1710000,1128.621,5,974900,584.1500000000001,4,,,,,,,,
ديسمبر,3404200,1311.95,9,2138500,1243.0700000000002,9,735000,618.55,4,,,,,,,,
حي/عرقه,40000830,19130,1,,,,15500000,2600,1,3850000,1000,2,,,,,
مارس,,,,,,,,,,3850000,1000,2,,,,,
يونيو,,,,,,,15500000,2600,1,,,,,,,,
يوليو,40000830,19130,1,,,,,,,,,,,,,,
حي/عريض,186736228,1135125.9000000001,1961,526834568,2018683.245,3930,724712183,2038149.83,3990,372619907,770261.4279999998,1479,,,,,
يناير,7788800,45180.78999999999,88,33028800,153965.1,302,57663273,194765.275,386,73631232,169416.765,321,,,,,
فبراير,12642250,76050.12999999999,149,38784500,160470.16999999998,303,71185254,218938.455,428,77731575,162507.89999999997,324,,,,,
مارس,11526500,72874.15,128,48749501,199727.01999999996,384,45429536,135379.36000000002,265,148361100,295688.9149999999,571,,,,,
ابريل,12629500,72112.52,134,42035600,165833.91499999998,325,1223000,3699.5,9,72896000,142647.848,263,,,,,
مايو,9117800,54730.880000000005,106,21757000,83020.31,165,3625000,14677.25,34,,,,,,,,
يونيو,4813539,24559.9,50,19118750,81374.97,159,25707843,90234.74,176,,,,,,,,
يوليو,10428000,64399.19,123,58357110,232572.58999999997,441,61167944,199180.9,380,,,,,,,,
اوغسطس,8403440,43044.43,89,39649496,147904.01,286,44662749,139302.465,279,,,,,,,,
سبتمبر,12971799,202544.80500000002,157,66841750,241503.27,477,84974723,247970.37499999997,494,,,,,,,,
اكتوبر,28563900,154354.75499999998,301,49512325,180061.61,361,146284952,363984.505,714,,,,,,,,
نوفمبر,25403200,129165.07,244,40446083,148163.73,291,108106159,262413.67,500,,,,,,,,
ديسمبر,42447500,196109.28000000003,392,68553653,224086.55,436,74681750,167603.335,325,,,,,,,,
حي/عكاظ,409263164,325148.2395,545,631412035,525232.6275,607,949057114,915568.495,673,660358317,605185.005,555,,,,,
يناير,45921225,59051.707500000004,38,78666230,74603.495,72,64599003,61509.710000000014,57,125051787,115968.34999999999,126,,,,,
فبراير,38502472,27468.915,49,56195667,33647.315,72,135760365,125728.74,65,257673528,233952.94999999998,223,,,,,
مارس,40287370,29148.552499999994,54,53419222,34897.35999999999,65,78559038,68870.585,63,226488438,211505.42500000002,147,,,,,
ابريل,66472235,52575.765000000014,87,38928641,19829.4625,49,13110000,4693.98,13,51144564,43758.280000000006,59,,,,,
مايو,36639624,26868.472,65,25063084,16772.89,32,11387000,3637.1549999999997,11,,,,,,,,
يونيو,9824785,5336.215,14,26245358,22976.46,30,101568559,100531.23499999997,87,,,,,,,,
يوليو,22439621,15911.015,41,66430448,58424.920000000006,48,4501879,3822.17,7,,,,,,,,
اوغسطس,10365555,6346.875,16,37478891,24714.589999999993,45,49905197,52794.909999999996,32,,,,,,,,
سبتمبر,12937117,11119.27,19,28019144,15537.68,40,104830093,110577.73,85,,,,,,,,
اكتوبر,36657528,27398.54,60,110372414,102581.145,61,54762490,64224.12,44,,,,,,,,
نوفمبر,36908732,24861.972499999996,55,29149627,19253.11,48,234892372,235529.04,125,,,,,,,,
ديسمبر,52306900,39060.939999999995,47,81443309,101994.2,45,95181118,83649.12,84,,,,,,,,
حي/عليشة,8245000,5400.75,9,10803875,6785.764999999999,14,6723191,5638.12,7,,,,,,,,
يناير,1050000,645.0699999999999,2,,,,828409,1956.5,1,,,,,,,,
فبراير,,,,1450000,1304.62,2,,,,,,,,,,,
مارس,2250000,1800,1,,,,950000,796.25,2,,,,,,,,
مايو,1000000,589.01,1,3370000,1537.09,3,,,,,,,,,,,
يونيو,950000,300.02,1,731875,524.055,2,1000000,882.76,1,,,,,,,,
يوليو,1000000,540,1,292000,342,1,,,,,,,,,,,
اوغسطس,,,,,,,3100000,1064,1,,,,,,,,
سبتمبر,,,,1810000,709,2,434782,370,1,,,,,,,,
اكتوبر,500000,735.25,1,640000,696,1,,,,,,,,,,,
نوفمبر,,,,1810000,1115,2,410000,568.61,1,,,,,,,,
ديسمبر,1495000,791.4,2,700000,558,1,,,,,,,,,,,
حي/غبيراء,14933896,12519.52,38,13566000,7218.577,34,17489015,13445.16,63,11133352,6173.06,24,,,,,
يناير,1295000,982.9300000000001,3,2605000,975.24,4,1490000,1040.8400000000001,5,2850000,2277,8,,,,,
فبراير,1235000,768,5,,,,2240000,823.45,5,4848352,1865.3700000000001,6,,,,,
مارس,870000,292.03999999999996,2,590000,434,2,1281000,1041.7,4,3435000,2030.69,10,,,,,
ابريل,2340000,708.4399999999999,5,1210000,954.51,5,,,,,,,,,,,
مايو,1455000,1060.97,5,390000,220.39999999999998,2,,,,,,,,,,,
يونيو,,,,70000,115.5,1,2490000,1512.74,8,,,,,,,,
يوليو,440000,284,1,1487000,420.6,2,320000,534,3,,,,,,,,
اوغسطس,147000,132,1,2064000,1419.827,6,1595000,1043.6,5,,,,,,,,
سبتمبر,1150000,546.62,5,1075000,555.5,4,370000,339.45,2,,,,,,,,
اكتوبر,425000,229.64,1,250000,240.8,2,1125000,1372.62,6,,,,,,,,
نوفمبر,3520000,6383.83,5,500000,445,2,1630000,1574.8,5,,,,,,,,
ديسمبر,2056896,1131.05,5,3325000,1437.2,4,4948015,4161.96,20,,,,,,,,
حي/غذوانة,1150000,900,2,,,,,,,,,,,,,,
يوليو,1050000,500,1,,,,,,,,,,,,,,
نوفمبر,100000,400,1,,,,,,,,,,,,,,
حي/غرب المطار,810000,450,1,950000,750,1,3394335,1374.3,2,,,,,,,,
فبراير,,,,,,,2411535,984.3,1,,,,,,,,
مارس,,,,950000,750,1,,,,,,,,,,,
ابريل,810000,450,1,,,,,,,,,,,,,,
يونيو,,,,,,,982800,390,1,,,,,,,,
حي/غرناطة,170992411,61047.61,85,181933710,68014.9,91,257958465,80596.93999999999,92,72978345,24708.629999999997,35,,,,,
يناير,10696715,4653.74,8,10676875,7539.72,7,28415232,9113.8,7,13517120,5112.5,9,,,,,
فبراير,44582500,15570.18,5,17053523,6881.7,13,15852238,6854.01,11,26592905,10489.359999999999,12,,,,,
مارس,15810000,4901.9400000000005,9,30500887,8329.61,12,3977500,1800,4,18835146,5376.27,9,,,,,
ابريل,2177239,1003.5,3,5839241,2743.83,6,,,,14033174,3730.5,5,,,,,
مايو,19489051,7552.96,7,5030000,1859.81,4,6130000,1619.23,3,,,,,,,,
يونيو,2860000,828.17,2,4606190,1870,4,45404682,14341.750000000002,17,,,,,,,,
يوليو,5875678,2442.21,6,8400000,4629.85,6,12629513,4022.86,11,,,,,,,,
اوغسطس,8334680,2675,4,6572500,2700,6,1776000,457.59,3,,,,,,,,
سبتمبر,5722487,1587.5,5,13581358,5353.3,11,11071256,4786.78,12,,,,,,,,
اكتوبر,30857627,8047.93,10,5829600,1753.28,5,7957900,2876.78,4,,,,,,,,
نوفمبر,13226000,4869.5,6,23242719,5955.8,6,10577445,3036.66,7,,,,,,,,
ديسمبر,11360434,6914.98,20,50600817,18398,11,114166699,31687.48,13,,,,,,,,
حي/قرطبة,777205742,236472.65800000002,465,854618618,335312.4639999999,537,1064606274,338187.96719999996,533,412778262,121055.924,173,,,,,
يناير,44377090,15863.753999999997,36,131767799,69897.78899999999,51,110936716,44665.74199999999,50,117097243,34189.489,45,,,,,
فبراير,45472366,19718.290000000005,45,74001544,33166.347,53,87216616,28463.380999999994,42,139135743,43209.284999999996,50,,,,,
مارس,49502646,17421.309999999998,42,55250467,20005.908999999996,45,46522747,15081.215,22,81416262,19959.37,42,,,,,
ابريل,67593506,23747.37,60,95496998,37832.979,60,17144581,5701.12,12,75129014,23697.78,36,,,,,
مايو,50345296,21507.39,54,90970759,41956.204,51,25042455,7206.72,21,,,,,,,,
يونيو,15467697,4622.129999999999,14,27215611,11893.181,29,146044308,42485.14600000001,83,,,,,,,,
يوليو,39354537,15810.294999999996,31,102821874,19940.79,34,48510237,15228.876999999999,28,,,,,,,,
اوغسطس,20056121,7342.299999999999,19,33916201,13165.209,32,66595070,20859.141,42,,,,,,,,
سبتمبر,35209462,11963.097,23,57367749,20697.054999999997,50,89071968,32250.655,58,,,,,,,,
اكتوبر,52606243,17937.254999999997,49,74080437,23930.296,55,102263993,32101.039999999997,55,,,,,,,,
نوفمبر,58884606,24951.035,38,53871278,21734.225,39,150839293,53580.31999999999,84,,,,,,,,
ديسمبر,298336172,55588.432,54,57857901,21092.480000000003,38,174418290,40564.6102,36,,,,,,,,
حي/لبن,1672135210,1074762.3805,2336,2173700569,1248635.9694,2664,1186137086,636168.5113,1460,509087509,260786.02,556,,,,,
يناير,170310467,86447.34599999998,219,174359691,118847.59,257,127238898,62924.79300000002,147,119978580,57080.056000000004,132,,,,,
فبراير,162641240,100024.35700000002,240,213297735,119214.97800000005,291,100670121,55992.098999999995,137,125026194,58510.99,145,,,,,
مارس,176256823,111568.3865,258,204199709,125427.55299999999,288,117773196,53825.296999999984,134,183777145,99537.19299999998,180,,,,,
ابريل,174980350,97324.84000000004,227,179579805,105662.88109999997,250,47822141,17850.998,64,80305590,45657.781,99,,,,,
مايو,154805826,86363.80099999998,217,146524025,83538.043,195,45478364,17203.853,57,,,,,,,,
يونيو,50920276,27764.965999999997,67,288193628,152732.30999999997,108,166728245,96197.94300000003,187,,,,,,,,
يوليو,108262287,59557.15100000001,148,168316670,91774.228,226,69815980,43315.855999999985,106,,,,,,,,
اوغسطس,58623193,36762.5,83,131695307,73501.815,163,78155648,44180.17799999999,95,,,,,,,,
سبتمبر,91144443,62330.94900000002,151,182524686,99833.01099999998,228,120714760,74651.62,159,,,,,,,,
اكتوبر,170774893,157319.139,231,202619999,99085.533,239,92536956,50315.461299999995,101,,,,,,,,
نوفمبر,179413575,125118.27199999995,243,123835711,70586.596,164,112022849,59866.24800000001,137,,,,,,,,
ديسمبر,174001837,124180.67300000001,252,158553603,108431.43130000013,255,107179928,59844.16500000001,136,,,,,,,,
حي/مدائن الفهد,,,,,,,612757,573.5,1,,,,,,,,
اكتوبر,,,,,,,612757,573.5,1,,,,,,,,
حي/مطار الملك خالد الدولى,,,,6196000,5225.14,13,40993928,2666831.1400000006,21,3185000,1651.19,4,,,,,
يناير,,,,,,,35391928,2662172.8400000003,10,1400000,801.19,2,,,,,
فبراير,,,,,,,1393000,1248.7,3,945000,450,1,,,,,
مارس,,,,,,,,,,840000,400,1,,,,,
يوليو,,,,1428000,1217.94,3,350000,400,1,,,,,,,,
اوغسطس,,,,1480000,1207.2,3,,,,,,,,,,,
سبتمبر,,,,2100000,1600,4,,,,,,,,,,,
اكتوبر,,,,,,,2070000,1792.85,4,,,,,,,,
نوفمبر,,,,1138000,800,2,864000,800,2,,,,,,,,
ديسمبر,,,,50000,400,1,925000,416.75,1,,,,,,,,
حي/معكال,6003828,4045.68,25,1175000,751.36,6,1313411,868.29,6,6314013,922.37,4,,,,,
يناير,250000,635.6,2,400000,188.1,1,,,,,,,,,,,
فبراير,,,,680000,466.34,4,,,,6239013,837.09,3,,,,,
مارس,587184,584.9,6,,,,,,,75000,85.28,1,,,,,
ابريل,635000,643.4300000000001,6,,,,,,,,,,,,,,
مايو,395000,279.17,2,,,,,,,,,,,,,,
يونيو,555200,131.02,1,,,,80000,188.15,1,,,,,,,,
يوليو,3031444,1193.9499999999998,4,,,,130000,133.5,1,,,,,,,,
اوغسطس,200000,274.39,2,,,,,,,,,,,,,,
سبتمبر,,,,,,,983411,350.87,2,,,,,,,,
نوفمبر,200000,115.07,1,,,,120000,195.76999999999998,2,,,,,,,,
ديسمبر,150000,188.15,1,95000,96.92,1,,,,,,,,,,,
حي/منفوحة,57967848,37808.5227,134,65836886,43612.41500000001,202,41545523,40419.54,174,24077274,14372.96,74,,,,,
يناير,5235900,8491.85,16,3958941,2293.6600000000003,16,7443926,13360.960000000001,20,8215200,5440.339999999999,27,,,,,
فبراير,1185000,995.06,6,15365800,10116.53,23,4348000,2670.0499999999997,19,3312500,2067.5299999999997,14,,,,,
مارس,2895000,1466.5,11,2662000,1714.62,16,3798095,2197.63,15,9517500,4867.339999999999,21,,,,,
ابريل,3660000,5445.909999999999,11,2527400,1506.5100000000002,12,,,,3032074,1997.75,12,,,,,
مايو,8107470,1164.3288999999997,13,3750500,2155.96,14,640000,490.05,3,,,,,,,,
يونيو,2111413,1035.9738,6,3605800,2499.79,14,6171999,5894.0199999999995,19,,,,,,,,
يوليو,15883800,7912.66,10,12178436,9598.005000000001,18,2049000,1539.27,9,,,,,,,,
اوغسطس,933025,988.9200000000001,7,2719588,2184.74,15,2755475,2898.8399999999997,19,,,,,,,,
سبتمبر,8073042,4744.070000000001,15,4501800,2985.7599999999998,17,5742278,5193.67,24,,,,,,,,
اكتوبر,921500,624.11,4,4720000,1869.8600000000004,16,1799750,1672.35,12,,,,,,,,
نوفمبر,4960000,2018.2100000000003,14,4369172,2573.4999999999995,19,2975000,1958.62,13,,,,,,,,
ديسمبر,4001698,2920.9300000000003,21,5477449,4113.4800000000005,22,3822000,2544.0800000000004,21,,,,,,,,
حي/نمار,1446191098,2684435.3163999994,3283,2026044168,4484923.8299,5431,1668994284,3066936.13,3451,2594511178,14475955.554999998,1859,,,,,
يناير,137481458,200652.51,263,246624240,654316.1128,811,155434454,300651.38500000007,376,186065166,254946.79000000004,347,,,,,
فبراير,177752712,206311.32500000007,280,291848694,774709.5100000006,850,194759253,373044.12499999994,464,275675678,386590.78000000014,525,,,,,
مارس,153687066,191115.46999999997,303,190498854,378287.611,476,124200333,221409.68,304,1960537051,13617694.279999997,705,,,,,
ابريل,161838974,235954.78120000006,336,137128059,279286.09700000007,339,19588648,16409.164999999997,30,172233283,216723.705,282,,,,,
مايو,116740679,180277.43100000007,254,107553562,248085.555,264,14142617,18749.39,30,,,,,,,,
يونيو,26442445,56667.409999999996,66,82070114,140054.50230000002,202,113938672,189675.05000000002,232,,,,,,,,
يوليو,116988706,333982.73999999993,231,230854351,546291.3386,687,102611755,206239.62000000002,295,,,,,,,,
اوغسطس,37156227,83562.86999999998,111,137482467,278049.4750000001,353,75801888,134148.655,184,,,,,,,,
سبتمبر,59651314,122439.49979999993,166,174203933,389972.57000000007,443,244691493,358982.675,440,,,,,,,,
اكتوبر,143001539,288537.70099999994,310,176822292,363383.26999999984,465,219596667,635748.5449999999,384,,,,,,,,
نوفمبر,127665764,363622.5893999999,418,125203780,192321.669,249,201450659,339642.69,396,,,,,,,,
