المؤشر العقاري لمدينة المدينة المنورة  في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
المدينة,المدينة المنورة,,,,,,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021,,,
الشهر,تصنيف العقار,نوع العقار,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,,,
يناير,,,681318479,1634477.7896999998,656,661371090,1286266.5381,1120,664853498,771647.6185999999,1014,466855417,2261198.4317,838,,,
يناير,سكني,,520380258,486863.40659999993,504,512756830,639401.6655999998,1001,584726669,531534.7885999999,901,359936394,440839.0217000001,684,,,
يناير,سكني,قطعة أرض,436290049,330957.49059999996,397,445897686,579101.6639999999,905,531829300,508156.9200999998,803,338714370,369887.4250000001,635,,,
يناير,سكني,عمارة,,,,998000,351.24,2,831576,1663.68,2,500000,638.14,1,,,
يناير,سكني,فيلا,5100000,1374.6599999999999,5,5186393,2196.8199999999997,6,6430000,2542.99,9,2800000,1680,2,,,
يناير,سكني,شقة,44395045,16008.900000000001,74,30717218,11283.805199999999,58,34161567,13070.090999999995,67,9792024,3217.1566999999995,20,,,
يناير,سكني,مركز تجاري,,,,100000,158.615,1,,,,,,,,,
يناير,سكني,بيت,32696164,4873.7300000000005,21,29757533,11953.2814,28,11224226,4230.7675,19,7530000,11357.260000000002,25,,,
يناير,سكني,مرفق,1187000,648.51,2,,,,250000,1870.34,1,,,,,,
يناير,سكني,أرض زراعية,712000,133000.11599999998,5,100000,34356.24,1,,,,600000,54059.04,1,,,
يناير,تجاري,,136419023,132963.95660000003,116,109404266,77816.7125,102,75076829,80918.79000000001,105,74957323,66959.40999999999,97,,,
يناير,تجاري,قطعة أرض,133519023,131942.61660000004,113,98643526,71773.17749999999,99,72901829,79837.05,102,71557323,65759.40999999999,94,,,
يناير,تجاري,فيلا,1350000,400,1,,,,1975000,896.11,2,,,,,,
يناير,تجاري,شقة,1550000,621.34,2,,,,,,,3400000,1200,3,,,
يناير,تجاري,مركز تجاري,,,,3600000,5809.505,2,,,,,,,,,
يناير,تجاري,بيت,,,,7160740,234.03,1,200000,185.63,1,,,,,,
يناير,زراعي,,24519198,1014650.4265000001,36,39209994,569048.1600000001,17,5050000,159194.04,8,31961700,1753400,57,,,
يناير,زراعي,قطعة أرض,280000,26637.83,1,,,,,,,12116500,93945.71000000002,21,,,
يناير,زراعي,أرض زراعية,24239198,988012.5965000001,35,39209994,569048.1600000001,17,5050000,159194.04,8,19845200,1659454.29,36,,,
فبراير,,,1081288931,1186539.1775,863,769439022,1440011.2975000003,1007,799882616,1172516.6366000003,1201,721430860,3922991.933299999,1076,,,
فبراير,سكني,,529578051,584765.5978000001,735,462031291,501865.87250000006,896,666448619,593404.0252000003,1072,503677624,525147.989,860,,,
فبراير,سكني,قطعة أرض,457953680,558142.4744000001,630,410845628,478747.90020000015,808,556779357,560694.0960000003,945,475082232,498382.3769999999,806,,,
فبراير,سكني,عمارة,,,,850000,423.79,1,8266577,653.08,3,,,,,,
فبراير,سكني,فيلا,3295000,864.53,3,5970652,3032.6,8,10175000,3944.16,11,898500,400,1,,,
فبراير,سكني,شقة,35031759,15142.900000000003,74,38994011,10885.988499999998,53,70931049,16967.449199999995,86,8910750,3282.452,20,,,
فبراير,سكني,بيت,31537612,6049.093400000001,24,5371000,8775.593799999999,26,20296636,11145.239999999998,27,15036142,15803.6,31,,,
