,,,,,,,,,,,,,,,,,
  المؤشر العقاري للأحياء بمدينة مكة المكرمة في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
المدينة,مكة المكرمة,,,,,,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2018,,,2019,,,2020,,,2021,,,,,,,
الأحياء,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,,,,,
ابريل,900000,411.44999999999993,4,,,,,,,550000,129.5,1,,,,,
مايو,,,,810000,235.32,3,,,,,,,,,,,
يونيو,500000,98.81,1,,,,,,,,,,,,,,
يوليو,290000,71.82,1,855250,263.52,3,1535000,331.77,2,,,,,,,,
اوغسطس,,,,,,,765000,303.83000000000004,3,,,,,,,,
سبتمبر,50000,116.54,1,,,,200000,153.66,2,,,,,,,,
اكتوبر,99000,55.12,1,,,,280000,48.85,1,,,,,,,,
نوفمبر,390000,78.1,1,1220000,287.27,3,,,,,,,,,,,
ديسمبر,490000,261.36,3,,,,,,,,,,,,,,
حي/العزيزية محبس الجن,,,,,,,,,,6730769,990.07,1,,,,,
مارس,,,,,,,,,,6730769,990.07,1,,,,,
حي/العزيزية محبس الجن اضافات,3621500,1289.74,15,2202525,715.48,9,3225000,1069.6100000000001,4,2787798,622.5,2,,,,,
يناير,165000,82.5,1,350000,104.88,2,725000,246.36,3,,,,,,,,
فبراير,480000,178.47,2,687525,178.47,2,,,,,,,,,,,
مارس,,,,,,,,,,335000,82.5,1,,,,,
ابريل,149000,75.68,1,380000,191.76,2,,,,2452798,540,1,,,,,
مايو,100000,82.5,1,,,,,,,,,,,,,,
يونيو,,,,,,,2500000,823.25,1,,,,,,,,
يوليو,457500,191.94,2,,,,,,,,,,,,,,
اوغسطس,440000,233.86,3,,,,,,,,,,,,,,
سبتمبر,,,,145000,76.08,1,,,,,,,,,,,
اكتوبر,,,,640000,164.29000000000002,2,,,,,,,,,,,
نوفمبر,1210000,274.44,3,,,,,,,,,,,,,,
ديسمبر,620000,170.35,2,,,,,,,,,,,,,,
حي/العزيزيه الشماليه,6000000,750,1,,,,,,,,,,,,,,
ابريل,6000000,750,1,,,,,,,,,,,,,,
حي/العزيزيه الشماليه ب,250000,450,1,13000000,450,1,,,,,,,,,,,
ابريل,,,,13000000,450,1,,,,,,,,,,,
يوليو,250000,450,1,,,,,,,,,,,,,,
حي/العزيزيه الضفه الغربيه,,,,998000,800,1,,,,,,,,,,,
ابريل,,,,998000,800,1,,,,,,,,,,,
حي/العزيزيه العام,,,,,,,8068167,634.88,1,,,,,,,,
يونيو,,,,,,,8068167,634.88,1,,,,,,,,
حي/العزيزيه الغربيه,,,,,,,70000,32.02,1,,,,,,,,
اكتوبر,,,,,,,70000,32.02,1,,,,,,,,
حي/العسيلة,65605109,40897.29,103,602490025,2888005.91,137,87262601,39945.61,93,24083288,69249.09,33,,,,,
يناير,5885000,3548.48,9,517019010,2836641.3600000003,13,12730496,5411.97,13,6300000,4263,9,,,,,
فبراير,8215000,4578,11,4986999,4225.8,11,5340597,3725.8,10,6620000,3574.14,9,,,,,
مارس,8805900,4948,12,8420000,3726.5,9,2500000,1300,3,5613288,2659.08,7,,,,,
ابريل,11455571,7820.79,19,4846301,4094,10,1175000,400,1,5550000,58752.87,8,,,,,
مايو,7041442,4588.92,12,5093198,2670,6,3500000,1200,3,,,,,,,,
يونيو,2595943,800,2,5922552,3988,10,12657517,7082,16,,,,,,,,
يوليو,7902000,3994,10,5864981,3200,8,24008353,4525,11,,,,,,,,
اوغسطس,500000,440,1,3633000,2888,7,2100000,972.54,3,,,,,,,,
سبتمبر,910000,794,2,14080930,7253,18,2700000,2444,4,,,,,,,,
اكتوبر,4348950,3700.31,10,20653054,11360.3,27,5487329,3088,7,,,,,,,,
نوفمبر,3788953,2900,7,3455000,3019,7,12413309,7596.3,17,,,,,,,,
ديسمبر,4156350,2784.79,8,8515000,4939.95,11,2650000,2200,5,,,,,,,,
حي/العسيلة باسم مخطط الشرق,2379000,1972,4,1672500,620.26,3,1350000,694.25,2,,,,,,,,
فبراير,,,,,,,700000,175.72,1,,,,,,,,
مارس,,,,1072500,444.53999999999996,2,,,,,,,,,,,
اوغسطس,525000,500,1,,,,,,,,,,,,,,
سبتمبر,759000,484,1,,,,,,,,,,,,,,
اكتوبر,1095000,988,2,,,,,,,,,,,,,,
نوفمبر,,,,600000,175.72,1,,,,,,,,,,,
ديسمبر,,,,,,,650000,518.53,1,,,,,,,,
حي/العسيلة منح,,,,682500,500,1,300000,450,1,800000,750,2,,,,,
فبراير,,,,,,,,,,800000,750,2,,,,,
يونيو,,,,682500,500,1,,,,,,,,,,,
ديسمبر,,,,,,,300000,450,1,,,,,,,,
حي/العسيله,515000,400,1,1595000,400,1,620000,400,1,,,,,,,,
ابريل,515000,400,1,,,,,,,,,,,,,,
يوليو,,,,1595000,400,1,620000,400,1,,,,,,,,
حي/العقوبه جنوب مكه,,,,400000,1205.18,1,,,,,,,,,,,
يناير,,,,400000,1205.18,1,,,,,,,,,,,
حي/العكاشية,2500000,1776.8899999999999,2,,,,850000,918.63,1,,,,,,,,
يناير,1300000,1125.51,1,,,,,,,,,,,,,,
سبتمبر,1200000,651.38,1,,,,,,,,,,,,,,
ديسمبر,,,,,,,850000,918.63,1,,,,,,,,
حي/العكيشيه,1470000,929.46,1,9400000,12842.64,2,,,,290000,373.18,1,,,,,
فبراير,1470000,929.46,1,,,,,,,,,,,,,,
مارس,,,,,,,,,,290000,373.18,1,,,,,
اوغسطس,,,,8000000,12144.55,1,,,,,,,,,,,
سبتمبر,,,,1400000,698.09,1,,,,,,,,,,,
حي/العمرة 11,3401410,3674.14,6,10042000,7177.9,12,8770000,3838,6,1000000,1500,2,,,,,
يناير,1691410,1061.1399999999999,2,,,,4900000,750,1,,,,,,,,
فبراير,,,,600000,625,1,,,,500000,750,1,,,,,
مارس,,,,3800000,2659.4700000000003,4,,,,500000,750,1,,,,,
ابريل,760000,1369,2,1436500,774.56,2,,,,,,,,,,,
مايو,,,,1800000,625,1,,,,,,,,,,,
يونيو,,,,500000,625,1,700000,625,1,,,,,,,,
يوليو,,,,1005500,1243.87,2,,,,,,,,,,,
اوغسطس,500000,619,1,,,,400000,625,1,,,,,,,,
سبتمبر,,,,,,,970000,619,1,,,,,,,,
اكتوبر,,,,900000,625,1,,,,,,,,,,,
ديسمبر,450000,625,1,,,,1800000,1219,2,,,,,,,,
حي/العمرة ابى مراغ,350000,393.28,1,9240528,4872.1900000000005,17,7896000,6958.01,9,,,,,,,,
فبراير,,,,470000,204.54,1,,,,,,,,,,,
مارس,,,,5070528,2693.05,13,550000,399,1,,,,,,,,
مايو,350000,393.28,1,,,,,,,,,,,,,,
يونيو,,,,,,,1160000,892.5,1,,,,,,,,
يوليو,,,,,,,2151000,1789.5,2,,,,,,,,
اوغسطس,,,,,,,1400000,858.4,1,,,,,,,,
اكتوبر,,,,1600000,463.95,1,,,,,,,,,,,
نوفمبر,,,,800000,760.65,1,2635000,3018.61,4,,,,,,,,
ديسمبر,,,,1300000,750,1,,,,,,,,,,,
حي/العمرة اضافات خلف باشراحيل,280000,769.94,1,,,,,,,,,,,,,,
يوليو,280000,769.94,1,,,,,,,,,,,,,,
حي/العمرة الجديد,10886545,8217.52,13,18804581,14979.27,24,20859367,16742.28,29,7285000,4404.18,8,,,,,
يناير,2531250,895,2,700000,900,1,2650000,936.45,2,550000,398,1,,,,,
فبراير,1750000,924,2,2150000,1370.5,2,,,,900000,754.18,1,,,,,
مارس,1487660,1533,2,696480,1060,2,2300000,2049,3,5835000,3252,6,,,,,
ابريل,1500000,1403.5,2,2040440,1387,3,749750,409,1,,,,,,,,
مايو,,,,2670000,1111,2,525000,400,1,,,,,,,,
يونيو,,,,1300000,1662,3,2490000,2525.82,4,,,,,,,,
يوليو,500000,551.91,1,,,,2300000,1242,2,,,,,,,,
اوغسطس,830000,925,1,,,,1800000,2999,4,,,,,,,,
سبتمبر,412635,446.11,1,4827661,3398,5,1925000,1677.4,4,,,,,,,,
اكتوبر,,,,1500000,1560,2,3279617,2530.61,4,,,,,,,,
نوفمبر,1150000,945,1,,,,2140000,1574,3,,,,,,,,
ديسمبر,725000,594,1,2920000,2530.77,4,700000,399,1,,,,,,,,
حي/العمرة الجديد بالمخطط الجديد الدرجة الثانية,1234154,1284,3,384154,400,1,,,,4390000,2498.2699999999995,13,,,,,
يناير,,,,,,,,,,1000000,750,1,,,,,
فبراير,384154,400,1,,,,,,,,,,,,,,
ابريل,,,,,,,,,,3390000,1748.2699999999998,12,,,,,
اوغسطس,350000,484,1,,,,,,,,,,,,,,
ديسمبر,500000,400,1,384154,400,1,,,,,,,,,,,
حي/العمرة الجديد درجتها الثانية,,,,,,,,,,500000,389.5,1,,,,,
مارس,,,,,,,,,,500000,389.5,1,,,,,
حي/العمرة الجديد رقم 3,,,,860000,1290.1,3,1945000,894.25,2,600000,494,1,,,,,
فبراير,,,,,,,545000,400,1,600000,494,1,,,,,
ابريل,,,,470000,400,1,,,,,,,,,,,
يوليو,,,,40000,445.05,1,1400000,494.25,1,,,,,,,,
اكتوبر,,,,350000,445.05,1,,,,,,,,,,,
حي/العمرة الجديدة,2161000,3082.3599999999997,4,2550000,2907.9361,4,5670000,3236.31,6,1410000,1494,2,,,,,
يناير,700000,934.93,1,40000,245.3261,1,,,,,,,,,,,
فبراير,,,,,,,820000,934.93,1,,,,,,,,
مارس,126000,387.38,1,,,,,,,500000,786,1,,,,,
ابريل,,,,750000,900,1,1950000,659.5699999999999,2,910000,708,1,,,,,
يونيو,,,,,,,800000,342.61,1,,,,,,,,
يوليو,700000,991.77,1,,,,500000,934.93,1,,,,,,,,
اوغسطس,,,,,,,1600000,364.27,1,,,,,,,,
سبتمبر,635000,768.28,1,,,,,,,,,,,,,,
نوفمبر,,,,1760000,1762.6100000000001,2,,,,,,,,,,,
حي/العمرة الجديدة رقم 1,340000,400,1,,,,250000,495,1,,,,,,,,
يناير,340000,400,1,,,,,,,,,,,,,,
يوليو,,,,,,,250000,495,1,,,,,,,,
حي/العمرة الجديدة رقم 3,815000,975,2,1817000,3730.92,6,2080000,2811.75,5,,,,,,,,
يناير,,,,,,,100000,500,1,,,,,,,,
فبراير,,,,192000,475,1,,,,,,,,,,,
مارس,,,,225000,743.96,1,,,,,,,,,,,
ابريل,,,,500000,660,1,,,,,,,,,,,
مايو,,,,200000,690,1,,,,,,,,,,,
يونيو,,,,,,,1100000,1011.75,2,,,,,,,,
اكتوبر,,,,,,,880000,1300,2,,,,,,,,
نوفمبر,380000,500,1,450000,418,1,,,,,,,,,,,
ديسمبر,435000,475,1,250000,743.96,1,,,,,,,,,,,
حي/العمرة الجديدة رقم 6,2150000,1675,2,3210000,2350.59,6,6545000,3877.23,8,395000,350,1,,,,,
يناير,,,,,,,,,,395000,350,1,,,,,
فبراير,550000,750,1,600000,810,2,950000,392.55,1,,,,,,,,
مارس,,,,,,,2250000,995.18,2,,,,,,,,
ابريل,,,,,,,1100000,372.5,1,,,,,,,,
مايو,,,,500000,380.85,1,,,,,,,,,,,
يونيو,,,,910000,709.74,2,800000,925,1,,,,,,,,
يوليو,,,,,,,765000,397,1,,,,,,,,
اكتوبر,,,,,,,200000,403,1,,,,,,,,
نوفمبر,1600000,925,1,1200000,450,1,,,,,,,,,,,
ديسمبر,,,,,,,480000,392,1,,,,,,,,
حي/العمرة الجديدة مخطط 1ودرجتها الثانية,500000,460,1,,,,620000,600,1,,,,,,,,
يناير,,,,,,,620000,600,1,,,,,,,,
نوفمبر,500000,460,1,,,,,,,,,,,,,,
حي/العمرة الجديدة ودرجتها الثالثة,,,,,,,,,,500000,446,1,,,,,
ابريل,,,,,,,,,,500000,446,1,,,,,
حي/العمرة العام,2952476,1616,3,450000,496.2,1,1607000,1325.8899999999999,2,,,,,,,,
مارس,,,,450000,496.2,1,707000,575.89,1,,,,,,,,
ابريل,1452476,1056.1,2,,,,,,,,,,,,,,
يوليو,1500000,559.9,1,,,,,,,,,,,,,,
ديسمبر,,,,,,,900000,750,1,,,,,,,,
حي/العمرة المخطط الجديد,370000,420,1,730000,1000,1,,,,1150000,875,1,,,,,
يناير,370000,420,1,,,,,,,,,,,,,,
فبراير,,,,,,,,,,1150000,875,1,,,,,
اكتوبر,,,,730000,1000,1,,,,,,,,,,,
حي/العمرة المسمى بالمشمس,,,,400000,500,1,,,,,,,,,,,
نوفمبر,,,,400000,500,1,,,,,,,,,,,
حي/العمرة المعدل رقم 1,,,,473942,1260,2,,,,,,,,,,,
ابريل,,,,278942,600,1,,,,,,,,,,,
ديسمبر,,,,195000,660,1,,,,,,,,,,,
حي/العمرة المعدل رقم 6,13788547,14630.38,29,14115365,13805.939999999999,34,21681139,18954.469999999998,31,8175000,6965.21,11,,,,,
يناير,,,,400000,500,1,6076969,6900.66,8,400000,579.67,1,,,,,
فبراير,,,,687500,229.65,1,1718696,1907.47,3,3955000,3253.64,5,,,,,
مارس,,,,1850000,1996.0100000000002,6,1533125,1290.26,2,3300000,2190.19,3,,,,,
ابريل,3914713,2801.0499999999997,5,2409792,2444.48,7,,,,520000,941.71,2,,,,,
مايو,100000,810,1,100000,757.5,1,1050000,664.48,2,,,,,,,,
يونيو,504626,1310,2,500000,525,1,2947041,2046.4,4,,,,,,,,
يوليو,1090000,1416.25,3,440000,500,1,3171171,2842.62,5,,,,,,,,
اوغسطس,665000,535.73,2,1195000,1281.4,2,1550000,500,1,,,,,,,,
سبتمبر,2500000,3134.25,6,1145000,512.5799999999999,2,,,,,,,,,,,
اكتوبر,1064208,798.3199999999999,2,2040000,2006.27,7,1325544,594.73,2,,,,,,,,
نوفمبر,2810000,3199.27,6,,,,964064,1744,3,,,,,,,,
ديسمبر,1140000,625.51,2,3348073,3053.05,5,1344529,463.85,1,,,,,,,,
حي/العمرة المعدل رقم 8,,,,600000,510,1,,,,,,,,,,,
ابريل,,,,600000,510,1,,,,,,,,,,,
حي/العمرة المنطقة الصناعية,6220000,7260.66,5,600000,868.66,1,910000,5645.42,4,1290000,615.8199999999999,2,,,,,
يناير,,,,,,,,,,530000,400,1,,,,,
فبراير,190000,2813.5,2,,,,500000,880.65,1,,,,,,,,
مارس,,,,,,,,,,760000,215.82,1,,,,,
ابريل,530000,400,1,,,,,,,,,,,,,,
يوليو,,,,600000,868.66,1,,,,,,,,,,,
سبتمبر,3000000,2023.58,1,,,,350000,717.61,1,,,,,,,,
اكتوبر,2500000,2023.58,1,,,,60000,4047.16,2,,,,,,,,
حي/العمرة النموذجى رقم 1,610000,1250,2,1294000,2290,4,2200000,1480,3,,,,,,,,
مارس,510000,500,1,,,,,,,,,,,,,,
مايو,,,,90000,500,1,,,,,,,,,,,
يونيو,,,,400000,500,1,800000,500,1,,,,,,,,
نوفمبر,100000,750,1,804000,1290,2,,,,,,,,,,,
ديسمبر,,,,,,,1400000,980,2,,,,,,,,
حي/العمرة امتداد المنطقه الصناعيه,,,,1600000,2505.4399999999996,3,4345291,1770.92,2,,,,,,,,
يناير,,,,550000,811.8,1,,,,,,,,,,,
ابريل,,,,,,,1780399,885.46,1,,,,,,,,
يونيو,,,,,,,2564892,885.46,1,,,,,,,,
اكتوبر,,,,1050000,1693.6399999999999,2,,,,,,,,,,,
حي/العمرة خلف المعهد المهنى,,,,,,,,,,2100000,529.28,1,,,,,
مارس,,,,,,,,,,2100000,529.28,1,,,,,
حي/العمرة خلف باشراحيل,,,,,,,560000,624.83,1,4039000,900,1,,,,,
فبراير,,,,,,,,,,4039000,900,1,,,,,
اكتوبر,,,,,,,560000,624.83,1,,,,,,,,
حي/العمرة رقم 1,,,,,,,2475890,600,1,,,,,,,,
مارس,,,,,,,2475890,600,1,,,,,,,,
حي/العمرة رقم 11,6270000,3913,6,9533702,5750.66,11,2528750,2750,4,1500000,750,1,,,,,
يناير,850000,600,1,,,,,,,1500000,750,1,,,,,
فبراير,,,,607000,750,1,,,,,,,,,,,
مارس,,,,,,,835000,750,1,,,,,,,,
ابريل,620000,625,1,600000,625,1,,,,,,,,,,,
مايو,1600000,1488,2,3591870,625,1,,,,,,,,,,,
يونيو,,,,1835000,1011.73,3,,,,,,,,,,,
يوليو,500000,600,1,,,,,,,,,,,,,,
سبتمبر,2700000,600,1,1049832,763.9300000000001,2,100000,625,1,,,,,,,,
اكتوبر,,,,610000,600,1,,,,,,,,,,,
نوفمبر,,,,,,,743750,625,1,,,,,,,,
ديسمبر,,,,1240000,1375,2,850000,750,1,,,,,,,,
حي/العمرة رقم 11 المعدل,2140000,2419.68,4,2585000,2387.25,4,680000,600,1,,,,,,,,
فبراير,,,,650000,625,1,,,,,,,,,,,
يوليو,650000,594.68,1,600000,600,1,,,,,,,,,,,
سبتمبر,,,,,,,680000,600,1,,,,,,,,
اكتوبر,530000,600,1,,,,,,,,,,,,,,
نوفمبر,600000,600,1,650000,600,1,,,,,,,,,,,
ديسمبر,360000,625,1,685000,562.25,1,,,,,,,,,,,
حي/العمرة رقم 12,600000,619,1,1150000,1188,2,,,,630000,214.96,1,,,,,
مارس,,,,1150000,1188,2,,,,630000,214.96,1,,,,,
ديسمبر,600000,619,1,,,,,,,,,,,,,,
حي/العمرة رقم 2,,,,,,,690000,225,1,,,,,,,,
نوفمبر,,,,,,,690000,225,1,,,,,,,,
حي/العمرة رقم 3,2742647,1500,2,100000,400,1,3810000,2517.29,5,500000,339.3,1,,,,,
مارس,2442647,750,1,,,,,,,500000,339.3,1,,,,,
يوليو,,,,,,,2010000,867.29,2,,,,,,,,
اوغسطس,,,,,,,350000,400,1,,,,,,,,
سبتمبر,,,,,,,950000,750,1,,,,,,,,
نوفمبر,,,,,,,500000,500,1,,,,,,,,
ديسمبر,300000,750,1,100000,400,1,,,,,,,,,,,
حي/العمرة رقم 4,667983,500,1,,,,,,,,,,,,,,
يوليو,667983,500,1,,,,,,,,,,,,,,
حي/العمرة رقم اربعة,,,,,,,750000,457.5,1,,,,,,,,
يوليو,,,,,,,750000,457.5,1,,,,,,,,
حي/العمرة على يسار الذاهب الى المدينة بوادى باج,1300000,1380,2,,,,,,,,,,,,,,
يوليو,600000,690,1,,,,,,,,,,,,,,
اكتوبر,700000,690,1,,,,,,,,,,,,,,
حي/العمرة/ 1/ 32/ 16/ أ,2740000,11671.86,9,7075000,12512.010000000002,15,10691200,14841.439999999999,16,1509000,2609.1,3,,,,,
يناير,,,,1750000,2272.3,3,1650000,2639.11,3,,,,,,,,
فبراير,400000,484.73,1,540000,1536.13,2,310000,346.01,2,100000,469.43,1,,,,,
مارس,650000,1291.42,2,,,,2080000,1084.6,2,1409000,2139.67,2,,,,,
ابريل,1310000,1565.73,3,,,,,,,,,,,,,,
مايو,80000,469.43,1,,,,,,,,,,,,,,
يونيو,,,,730000,1774.4299999999998,2,300000,795.11,1,,,,,,,,
يوليو,250000,6950.55,1,,,,720000,400,1,,,,,,,,
اوغسطس,,,,1545000,3093.23,2,1900000,414.06,1,,,,,,,,
سبتمبر,50000,910,1,80000,470.06,1,160000,885.72,1,,,,,,,,
اكتوبر,,,,100000,995.9,1,800000,5638,2,,,,,,,,
نوفمبر,,,,,,,2771200,2638.83,3,,,,,,,,
ديسمبر,,,,2330000,2369.96,4,,,,,,,,,,,
حي/العمره,2976900,3044.88,6,1010000,2167.2599999999998,3,11853475,86177.62,4,1450000,1295,2,,,,,
يناير,900000,1199.1100000000001,2,,,,,,,1050000,880,1,,,,,
فبراير,,,,,,,,,,400000,415,1,,,,,
مارس,70000,402.09,1,420000,798.68,1,,,,,,,,,,,
يونيو,500000,568.34,1,,,,,,,,,,,,,,
يوليو,1506900,875.34,2,500000,697.8,1,541000,776.54,1,,,,,,,,
اوغسطس,,,,90000,670.78,1,370000,500.76,1,,,,,,,,
سبتمبر,,,,,,,530000,898.6,1,,,,,,,,
اكتوبر,,,,,,,10412475,84001.72,1,,,,,,,,
حي/العمره 11 المعدل,,,,,,,,,,975000,594,1,,,,,
يناير,,,,,,,,,,975000,594,1,,,,,
حي/العمره اضافات,714000,625,1,,,,,,,,,,,,,,
ديسمبر,714000,625,1,,,,,,,,,,,,,,
حي/العمره الجديد,9571500,6577.799999999999,12,9483700,9024.66,14,14597273,10478.42,18,7113965,4451.49,8,,,,,
يناير,,,,550000,750,1,750000,597,1,1200000,925.12,2,,,,,
فبراير,3250000,1531.26,3,,,,2750342,859.62,2,,,,,,,,
مارس,,,,697000,750,1,350000,400,1,4973965,3135.5,5,,,,,
ابريل,600000,384,1,1300000,1428.6599999999999,2,,,,940000,390.87,1,,,,,
مايو,3390000,2258.77,3,1230000,1443,2,,,,,,,,,,,
يونيو,476500,460.78,1,1300000,1518,2,600000,484.15,1,,,,,,,,
يوليو,,,,1870000,840,2,406000,411,1,,,,,,,,
اوغسطس,,,,900000,807.5,1,2300000,1826,2,,,,,,,,
سبتمبر,125000,53,1,,,,900000,1111.58,2,,,,,,,,
اكتوبر,1130000,1139.99,2,871500,400,1,2625486,2009,3,,,,,,,,
نوفمبر,,,,160000,687.5,1,3715445,2030.0700000000002,4,,,,,,,,
ديسمبر,600000,750,1,605200,400,1,200000,750,1,,,,,,,,
حي/العمره الجديد رقم 1,,,,,,,350000,744.08,1,800000,817.5,1,,,,,
فبراير,,,,,,,,,,800000,817.5,1,,,,,
اوغسطس,,,,,,,350000,744.08,1,,,,,,,,
حي/العمره الجديد رقم 3,1085000,992,2,7625000,7593.5,14,4368000,4754.0599999999995,9,1540000,1392,3,,,,,
يناير,,,,50000,500,1,550000,599.86,1,,,,,,,,
فبراير,,,,,,,1440000,1410.2,3,700000,500,1,,,,,
مارس,500000,492,1,,,,,,,840000,892,2,,,,,
مايو,,,,100000,798.75,1,,,,,,,,,,,
يونيو,,,,875000,994,2,,,,,,,,,,,
يوليو,,,,,,,1650000,1349,3,,,,,,,,
اوغسطس,,,,1600000,1701.75,3,,,,,,,,,,,
سبتمبر,,,,800000,876,2,,,,,,,,,,,
اكتوبر,585000,500,1,,,,328000,480,1,,,,,,,,
نوفمبر,,,,3100000,2323,4,400000,915,1,,,,,,,,
ديسمبر,,,,1100000,400,1,,,,,,,,,,,
حي/العمره الجديدة المعتمد,,,,,,,150000,400,1,,,,,,,,
سبتمبر,,,,,,,150000,400,1,,,,,,,,
حي/العمره الجديده,760000,854,2,430000,494,1,,,,,,,,,,,
فبراير,430000,494,1,,,,,,,,,,,,,,
سبتمبر,,,,430000,494,1,,,,,,,,,,,
ديسمبر,330000,360,1,,,,,,,,,,,,,,
حي/العمره الجديده درجتها الثانيه,,,,1335000,1550,2,1180000,1674,3,,,,,,,,
ابريل,,,,635000,675,1,,,,,,,,,,,
اوغسطس,,,,,,,490000,1234,2,,,,,,,,
اكتوبر,,,,,,,690000,440,1,,,,,,,,
نوفمبر,,,,700000,875,1,,,,,,,,,,,
حي/العمره المخطط الجديد,,,,,,,910000,985,2,,,,,,,,
مارس,,,,,,,700000,360,1,,,,,,,,
يونيو,,,,,,,210000,625,1,,,,,,,,
حي/العمره المخطط الجديد درجتها الثالثة,1220000,1324.95,2,1309389,1375,2,2105000,1409.6,3,,,,,,,,
يناير,,,,559389,625,1,,,,,,,,,,,
مارس,,,,,,,400000,456,1,,,,,,,,
مايو,620000,624.95,1,,,,1210000,497.6,1,,,,,,,,
يونيو,,,,,,,495000,456,1,,,,,,,,
اكتوبر,600000,700,1,750000,750,1,,,,,,,,,,,
حي/العمره المعدل,3415450,1957.45,3,,,,,,,,,,,,,,
يونيو,1335450,815,1,,,,,,,,,,,,,,
يوليو,800000,811.2,1,,,,,,,,,,,,,,
اكتوبر,1280000,331.25,1,,,,,,,,,,,,,,
حي/العمره المعدل باشراحيل,1050000,1875,3,500000,807.36,1,3070000,2716.84,4,900000,1639.5,2,,,,,
فبراير,,,,,,,140000,498.42,1,,,,,,,,
مارس,,,,,,,2000000,910,1,900000,1639.5,2,,,,,
ابريل,,,,,,,230000,498.42,1,,,,,,,,
يونيو,,,,,,,700000,810,1,,,,,,,,
اوغسطس,,,,500000,807.36,1,,,,,,,,,,,
سبتمبر,50000,910,1,,,,,,,,,,,,,,
ديسمبر,1000000,965,2,,,,,,,,,,,,,,
حي/العمره المعدل رقم 6,18678378,14993.319999999998,27,27143114,15478.020099999998,23,36508790,29279.47,48,6972218,5906.47,10,,,,,
يناير,,,,543000,185.54,1,2947741,2344.32,4,2000000,1503.4,2,,,,,
فبراير,1250000,1706.85,3,1220000,1778,3,3102320,1948.5800000000002,4,1186144,1265.78,2,,,,,
مارس,3715000,3007.04,4,2100000,1243.3401,2,5339284,4133.87,7,2056074,1103.09,3,,,,,
ابريل,1220000,1723.62,3,800000,1724.46,2,525000,236.3,1,1730000,2034.1999999999998,3,,,,,
مايو,1400000,1219.24,2,9611666,2175.71,3,300000,597,1,,,,,,,,
يونيو,1076018,903.8,2,,,,1450000,1363.3600000000001,2,,,,,,,,
يوليو,380000,162.92,1,700000,852.8,1,8167000,3840.61,7,,,,,,,,
سبتمبر,1800000,1098.05,3,2050000,1549.1399999999999,3,651657,2324.46,3,,,,,,,,
اكتوبر,2843000,2523.99,4,2648448,2311.6499999999996,4,4654663,4094.51,6,,,,,,,,
نوفمبر,600000,760.75,1,7470000,3657.38,4,6321125,5626.54,9,,,,,,,,
ديسمبر,4394360,1887.06,4,,,,3050000,2769.92,4,,,,,,,,
حي/العمره المعدل رقم 8,779000,994,2,8024447,4244,9,4930000,2969.44,5,,,,,,,,
فبراير,,,,800000,500,1,800000,500,1,,,,,,,,
مارس,,,,,,,1300000,619.44,1,,,,,,,,
ابريل,,,,3059647,1994,4,,,,,,,,,,,
يونيو,,,,535000,500,1,2100000,1350,2,,,,,,,,
اوغسطس,,,,,,,730000,500,1,,,,,,,,
سبتمبر,,,,700000,500,1,,,,,,,,,,,
اكتوبر,500000,494,1,1350000,375,1,,,,,,,,,,,
ديسمبر,279000,500,1,1579800,375,1,,,,,,,,,,,
حي/العمره النموذجى,5405000,3725,7,2310000,2200,4,1400000,1000,2,,,,,,,,
يناير,1035000,500,1,,,,700000,500,1,,,,,,,,
فبراير,630000,600,1,,,,,,,,,,,,,,
يوليو,1200000,500,1,500000,500,1,,,,,,,,,,,
اوغسطس,,,,630000,600,1,700000,500,1,,,,,,,,
سبتمبر,,,,800000,500,1,,,,,,,,,,,
اكتوبر,500000,625,1,,,,,,,,,,,,,,
نوفمبر,1500000,1000,2,,,,,,,,,,,,,,
ديسمبر,540000,500,1,380000,600,1,,,,,,,,,,,
حي/العمره النموذجى رقم 1,2303280,1488,3,,,,3033280,2119,4,,,,,,,,
يناير,553280,494,1,,,,,,,,,,,,,,
مارس,,,,,,,1200000,500,1,,,,,,,,
يونيو,,,,,,,780000,500,1,,,,,,,,
اكتوبر,500000,500,1,,,,,,,,,,,,,,
نوفمبر,,,,,,,1053280,1119,2,,,,,,,,
ديسمبر,1250000,494,1,,,,,,,,,,,,,,
حي/العمره الودينيه على يسار الذاهب الى وادى فاطمه,,,,,,,,,,100000,747.5,1,,,,,
يناير,,,,,,,,,,100000,747.5,1,,,,,
حي/العمره باشراحيل,,,,,,,360000,850.08,1,,,,,,,,
سبتمبر,,,,,,,360000,850.08,1,,,,,,,,
حي/العمره باشراحيل اضافات,761903,887.75,1,600000,2490.47,1,2843000,2639.46,3,680000,890.35,1,,,,,
مارس,,,,,,,,,,680000,890.35,1,,,,,
