,,,,,,,,,,,,,,,,,
  المؤشر العقاري للأحياء بمدينة الدمام  في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
المدينة,الدمام,,,,,,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2018,,,2019,,,2020,,,2021,,,,,,,
الأحياء,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,,,,,
مارس,3448000,2537.73,8,6376460,4440.55,8,5884702,2662.19,10,8067522,3606.3599999999997,13,,,,,
ابريل,4562328,3144.92,8,10543682,8296.93,3,4851451,1722.22,9,838000,324.04,2,,,,,
مايو,985000,423.33,2,6407072,5052.73,10,1514500,556.78,3,,,,,,,,
يونيو,1474500,1067.3700000000001,4,4215737,1656.4499999999998,9,17384268,19631.75,24,,,,,,,,
يوليو,150000,202.01,1,10362529,6186.569999999999,18,4926075,2921.0299999999997,10,,,,,,,,
اوغسطس,2844999,2254.55,5,1928415,695.02,4,15937000,11505.039999999999,9,,,,,,,,
سبتمبر,3200422,2834.1600000000003,13,3583500,1636.29,7,5936629,3267,10,,,,,,,,
اكتوبر,6569576,4021.71,12,5983254,2931.71,11,8844428,5499.39,11,,,,,,,,
نوفمبر,970000,431.44,2,1732096,952.0799999999999,3,35965574,21489.750000000004,18,,,,,,,,
ديسمبر,5574993,2360.41,12,14521524,10561.55,15,56938170,34420.93000000001,48,,,,,,,,
حي/ش د 1117,642719808,462365.31,751,276774515,161020.58000000005,278,175314682,99000.07999999999,164,71960735,44516.31,61,,,,,
يناير,53502289,37788.03,68,32169888,19579.29,36,10708226,5979.11,11,20653385,10980.99,15,,,,,
فبراير,51808829,33746.47000000001,62,33926850,21176.04,37,9505000,5479.66,9,10509921,9815.31,12,,,,,
مارس,90503281,75450.56000000001,118,21180295,10914.02,24,10374120,6684.57,11,35029817,20335.510000000002,29,,,,,
ابريل,68942370,57192.28,70,34508177,18370.48,36,4900000,2223.75,5,5767612,3384.5,5,,,,,
مايو,70638865,50503.630000000005,80,10555055,6327.03,12,11549310,5496.33,11,,,,,,,,
يونيو,35221380,31680.52,38,12803066,6818.83,12,35906312,18286.75,29,,,,,,,,
يوليو,53891932,40700.45999999999,51,29692054,18289.88,33,9085226,5989.51,12,,,,,,,,
اوغسطس,23509589,14248.04,26,9758500,7277.67,10,9876735,6288.68,11,,,,,,,,
سبتمبر,31268400,21957.23,38,25178478,15508.960000000001,25,13234825,6635.76,15,,,,,,,,
اكتوبر,50574239,31022.85,59,28135358,11751.010000000002,22,9540000,6978.52,12,,,,,,,,
نوفمبر,55650907,31307.11,68,15631888,8591.369999999999,14,20060560,12057.539999999999,18,,,,,,,,
ديسمبر,57207727,36768.130000000005,73,23234906,16416,17,30574368,16899.9,20,,,,,,,,
حي/ش د 1153,2470000,1934.44,4,4114000,1758.26,6,3670000,2677.6400000000003,5,300000,500,1,,,,,
يناير,,,,380000,500,1,,,,,,,,,,,
فبراير,320000,593.28,1,,,,560000,500,1,,,,,,,,
مارس,,,,670000,250,1,,,,300000,500,1,,,,,
ابريل,,,,740000,250,1,1950000,1088.8200000000002,2,,,,,,,,
مايو,700000,420.58,1,820000,250,1,,,,,,,,,,,
يونيو,1100000,420.58,1,804000,250,1,,,,,,,,,,,
يوليو,,,,700000,258.26,1,,,,,,,,,,,
اكتوبر,350000,500,1,,,,1160000,1088.8200000000002,2,,,,,,,,
حي/ش د 1240,,,,2736000,2554.5,4,3736000,3596.5,5,,,,,,,,
مارس,,,,,,,800000,704,1,,,,,,,,
يوليو,,,,1200000,1274.5,2,,,,,,,,,,,
اوغسطس,,,,1536000,1280,2,,,,,,,,,,,
نوفمبر,,,,,,,2936000,2892.5,4,,,,,,,,
حي/ش د 1262 معدل,1000000,1735.36,2,845133,2756.06,3,3430000,4437.01,7,5672430,6767.929999999999,7,,,,,
يناير,,,,,,,,,,2120000,3056.06,3,,,,,
فبراير,,,,,,,500000,928.78,1,950000,934.78,1,,,,,
مارس,,,,,,,,,,2602430,2777.09,3,,,,,
مايو,,,,295133,910,1,,,,,,,,,,,
سبتمبر,1000000,1735.36,2,450000,936.06,1,,,,,,,,,,,
اكتوبر,,,,,,,800000,938.31,1,,,,,,,,
نوفمبر,,,,100000,910,1,670000,957.8,1,,,,,,,,
ديسمبر,,,,,,,1460000,1612.12,4,,,,,,,,
حي/ش د 1285,3350000,2216.94,2,2196693,1726.92,2,4017540,2689.56,3,8487742,1606.68,5,,,,,
فبراير,,,,,,,,,,977192,299.3,2,,,,,
مارس,,,,,,,,,,1075550,307.38,2,,,,,
ابريل,,,,,,,,,,6435000,1000,1,,,,,
مايو,2850000,1216.94,1,,,,,,,,,,,,,,
يونيو,,,,,,,1514340,1009.56,1,,,,,,,,
يوليو,500000,1000,1,,,,,,,,,,,,,,
اوغسطس,,,,996693,866.69,1,,,,,,,,,,,
نوفمبر,,,,1200000,860.23,1,,,,,,,,,,,
ديسمبر,,,,,,,2503200,1680,2,,,,,,,,
حي/ش د 1307,6590000,1657.5,5,8117729,2159.75,8,1270000,623.63,2,9034508,2080.12,3,,,,,
يناير,,,,1703979,357.5,1,,,,,,,,,,,
مارس,1380000,325,1,,,,,,,9034508,2080.12,3,,,,,
ابريل,1430000,325,1,,,,,,,,,,,,,,
مايو,,,,,,,400000,357.5,1,,,,,,,,
يوليو,,,,,,,870000,266.13,1,,,,,,,,
اوغسطس,,,,983750,260.25,1,,,,,,,,,,,
سبتمبر,,,,1950000,520.75,2,,,,,,,,,,,
اكتوبر,,,,3480000,1021.25,4,,,,,,,,,,,
نوفمبر,2600000,650,2,,,,,,,,,,,,,,
ديسمبر,1180000,357.5,1,,,,,,,,,,,,,,
حي/ش د 978,3000000,2797.09,1,,,,,,,,,,,,,,
يوليو,3000000,2797.09,1,,,,,,,,,,,,,,
حي/ش.د 1015,112352254,166273.46000000002,195,129158403,130192.19999999997,201,107420325,87767.25000000001,98,16359762,16353.279999999999,13,,,,,
يناير,4879458,6012.6,3,13926567,23466.4,31,10971750,8040.219999999998,13,,,,,,,,
فبراير,14515177,23996.309999999998,9,16903331,22514.55,31,23612086,18558.89,14,9160483,9591.64,7,,,,,
مارس,3300000,2788.3,4,15287160,22632.849999999995,30,10869000,3980.5800000000004,11,4334666,4423.18,4,,,,,
ابريل,2076550,3292.51,5,13801153,18633.5,21,7630654,3421.33,7,2864613,2338.46,2,,,,,
مايو,2038950,3150,5,11714113,7286.77,14,11666063,4054.08,12,,,,,,,,
يونيو,1412120,2165.63,3,5958910,3357.0899999999997,8,27872141,33546.600000000006,22,,,,,,,,
يوليو,2511600,4920,6,15424616,14013.18,21,3160000,2819.64,3,,,,,,,,
اوغسطس,403200,630,1,5205000,2901.73,7,1050000,1030.8899999999999,2,,,,,,,,
سبتمبر,3689191,5607.82,8,8338250,3120.7,10,433200,361.09,1,,,,,,,,
اكتوبر,9189000,14192.36,23,11088243,4835.290000000001,13,883600,1395.95,2,,,,,,,,
نوفمبر,25717627,38584.91,58,5375766,2211.48,6,3895536,5161.5,6,,,,,,,,
ديسمبر,42619381,60933.02000000001,70,6135294,5218.66,9,5376295,5396.4800000000005,5,,,,,,,,
حي/ش.د 1080,28582920,29535.07,6,52414384,54553.09,11,13350626,12999.27,6,3400000,2875,2,,,,,
يناير,,,,,,,,,,2500000,2000,1,,,,,
فبراير,2900000,2025,1,2145000,1950,1,,,,,,,,,,,
مارس,,,,12774384,10645.32,1,3164616,3245.76,1,,,,,,,,
ابريل,17512156,21031.52,2,2600000,1950,1,,,,900000,875,1,,,,,
يونيو,,,,,,,2153510,2153.51,1,,,,,,,,
سبتمبر,3400000,2584.05,1,10025000,20374.23,5,,,,,,,,,,,
اكتوبر,4770764,3894.5,2,,,,,,,,,,,,,,
نوفمبر,,,,,,,3315000,3900,2,,,,,,,,
ديسمبر,,,,24870000,19633.54,3,4717500,3700,2,,,,,,,,
حي/شاطئ قرية الخليج,15749000,6302.02,14,9029000,4349.58,9,15238489,6339.83,12,950000,104.14,1,,,,,
فبراير,,,,,,,,,,950000,104.14,1,,,,,
مارس,4350000,2000.0100000000002,3,1000000,104.22,1,,,,,,,,,,,
ابريل,,,,700000,425.94,1,,,,,,,,,,,
مايو,600000,466.6,1,3000000,1613.23,3,,,,,,,,,,,
يونيو,,,,,,,3011000,1632.8899999999999,3,,,,,,,,
يوليو,2442000,686.36,3,,,,2954000,1205.76,2,,,,,,,,
سبتمبر,2000000,766.3000000000001,2,1600000,462.02,1,,,,,,,,,,,
اكتوبر,3902000,1550.41,2,1000000,1112.21,1,2208000,954,2,,,,,,,,
نوفمبر,2455000,832.34,3,,,,4425000,1616.96,4,,,,,,,,
ديسمبر,,,,1729000,631.96,2,2640489,930.22,1,,,,,,,,
حي/شاطئ نصف القمر,12064869,10547.32,4,23622270,51777.68,23,43338679,23281.05,10,25624667,14007.19,7,,,,,
يناير,,,,,,,,,,7453242,4384.26,1,,,,,
فبراير,,,,4000000,2409.28,1,,,,9501868,5078.25,3,,,,,
مارس,,,,1056353,2211.32,1,,,,6727746,3205.5,2,,,,,
ابريل,5817514,5540.49,2,,,,,,,1941811,1339.18,1,,,,,
يونيو,,,,,,,21179712,14179.49,6,,,,,,,,
يوليو,4698570,2675.99,1,4565917,3221.44,2,,,,,,,,,,,
اوغسطس,,,,500000,1682.31,1,5300772,2789.88,1,,,,,,,,
سبتمبر,,,,,,,8075000,2640,1,,,,,,,,
نوفمبر,,,,500000,12745.47,5,,,,,,,,,,,
ديسمبر,1548785,2330.84,1,13000000,29507.86,13,8783195,3671.68,2,,,,,,,,
حي/شرق الدمام,600652800,2502720,1,150163200,834240,1,,,,,,,,,,,
يناير,,,,150163200,834240,1,,,,,,,,,,,
اكتوبر,600652800,2502720,1,,,,,,,,,,,,,,
حي/صناعية الظهران,,,,,,,40950000,42306.66,6,48208818,38850.21000000001,12,,,,,
يناير,,,,,,,,,,5287500,4500,2,,,,,
فبراير,,,,,,,,,,3167460,2639.55,1,,,,,
مارس,,,,,,,,,,11270000,9800,5,,,,,
ابريل,,,,,,,,,,28483858,21910.66,4,,,,,
نوفمبر,,,,,,,23000000,27806.66,1,,,,,,,,
ديسمبر,,,,,,,17950000,14500,5,,,,,,,,
حي/ضاحية الملك فهد,1721453544,1576565.0999999999,2472,1794231405,1486945.255,3223,1166756625,808705.98,1769,377909417,265739.27,567,,,,,
يناير,444431373,384976.0599999998,209,140089206,144887.65,299,139595896,96036.63999999997,222,94082873,68650.57000000004,145,,,,,
فبراير,147356182,134251.07000000004,192,116995287,116342.4,247,142991251,94316.14999999998,219,106033230,75455.42000000003,164,,,,,
مارس,200277005,171881.07,226,162034790,145232.15000000002,307,102007225,61375.039999999986,153,132216575,90152.17999999998,193,,,,,
ابريل,115619272,106225.52000000002,214,141440883,115613.56,260,121851279,39618.95999999999,138,45576739,31481.100000000002,65,,,,,
مايو,82437772,69711.04,153,130839463,96696.36000000002,228,46470909,18264.33,51,,,,,,,,
يونيو,21558963,21084.679999999997,43,107292944,82732.96999999999,191,110310255,79946.76,145,,,,,,,,
يوليو,93573373,85174.12,147,198197749,180274.58,371,53015553,48012.490000000005,109,,,,,,,,
اوغسطس,60435229,49663.05999999998,116,136873312,110277.62999999998,228,49038502,46636.83,98,,,,,,,,
سبتمبر,80914030,83568.72000000002,170,184606600,139215.6,303,99876749,79216.49,151,,,,,,,,
اكتوبر,152733832,145285.51000000004,328,209144643,151275.205,336,99827405,84335.05000000002,149,,,,,,,,
نوفمبر,166161799,169135.83999999994,348,146335160,112674.71999999999,247,114196971,91451.12,189,,,,,,,,
ديسمبر,155954714,155608.40999999995,326,120381368,91722.43000000002,206,87574630,69496.12,145,,,,,,,,
حي/طيبة,261168376,104836.18,247,281513831,162263.66,362,277167667,173011.49999999997,274,236024188,154136.72,148,,,,,
يناير,85582521,8434.069999999998,17,29189675,20104.57,36,33014633,22707.56,36,36365553,24129.949999999997,24,,,,,
فبراير,10488520,6052.95,15,21624962,16881.76,31,16597850,10805.01,22,49673306,26576.03,31,,,,,
مارس,16916544,8318.93,22,18602697,9355.31,23,17287707,10097.55,22,97867301,69154.47,41,,,,,
ابريل,12552905,5968.11,16,24393890,12734.989999999998,32,9603148,4181.63,11,52118028,34276.270000000004,52,,,,,
مايو,17671016,11717.109999999997,28,21590681,10554.1,25,12796882,8553.130000000001,9,,,,,,,,
يونيو,7835422,5194.08,9,8011306,5420.91,11,77760124,55047.32999999999,53,,,,,,,,
يوليو,16832145,9285.939999999999,22,33793219,17853.089999999997,58,14677658,8704.52,20,,,,,,,,
اوغسطس,12320309,6519.35,16,6513240,3572.6,10,9084699,6108.48,13,,,,,,,,
سبتمبر,13226457,7912.27,18,19660255,10646.63,26,28755726,13278.27,27,,,,,,,,
اكتوبر,29441811,13472.65,30,31443153,17909.36,40,14629658,8376.65,17,,,,,,,,
نوفمبر,21462797,13090.87,30,29161799,15547.43,36,29334146,17790.239999999998,28,,,,,,,,
ديسمبر,16837929,8869.85,24,37528954,21682.91,34,13625436,7361.13,16,,,,,,,,
حي/عبدالله فؤاد,19208317,12449.800000000001,23,41144293,28339.230000000003,25,16647233,8759.91,16,9274000,5419.92,9,,,,,
يناير,2400000,921.85,2,2044000,1045.67,2,650000,500.48,1,3390000,1784.85,4,,,,,
فبراير,2250000,1105.03,2,5442302,4497.56,4,,,,1984000,1218.51,2,,,,,
مارس,2662111,2256.75,4,850000,656.24,1,1141809,1037.5,2,3900000,2416.56,3,,,,,
ابريل,2750000,1684,3,1780000,1517,3,,,,,,,,,,,
مايو,340000,504.98,1,20696991,11910.94,4,,,,,,,,,,,
يونيو,,,,1050000,890.56,1,1000000,397.08,1,,,,,,,,
يوليو,710000,532.18,1,,,,3160000,2040.5499999999997,4,,,,,,,,
اوغسطس,817000,1005.1800000000001,2,,,,830000,504.6,1,,,,,,,,
سبتمبر,600000,500,1,,,,3175000,1686.0100000000002,3,,,,,,,,
اكتوبر,3900000,2278.27,4,4500000,3262.12,5,900000,599.55,1,,,,,,,,
نوفمبر,,,,1450000,1961.1,2,,,,,,,,,,,
ديسمبر,2779206,1661.5600000000002,3,3331000,2598.04,3,5790424,1994.1399999999999,3,,,,,,,,
حي/غرب الدمام,17574849,10595.380000000001,8,246369325,1643503.8499999999,146,632587065,24624373.34,163,80055282,287232.82,45,,,,,
يناير,,,,645000,2075,2,41706444,3389399.8800000004,18,9808800,10540,11,,,,,
فبراير,,,,370000,1037.5,1,39415105,2854978.53,13,21131082,35108.81,15,,,,,
مارس,,,,2240000,10000,1,6956149,15360,5,18424618,15539.54,10,,,,,
ابريل,250000,1050.25,1,3521092,2286.16,2,1579160,1794.5,1,30690782,226044.47,9,,,,,
مايو,,,,,,,2360288,4136.46,3,,,,,,,,
يونيو,200000,1032,1,,,,253174466,8487201.260000002,55,,,,,,,,
يوليو,343000,840,1,,,,27753817,518899.38,6,,,,,,,,
اوغسطس,,,,50000000,64154.21,1,7155338,8642.07,10,,,,,,,,
سبتمبر,,,,,,,199370855,7988431.490000001,25,,,,,,,,
اكتوبر,580125,1105.82,1,42516244,72551.06000000001,24,10913635,12580.56,10,,,,,,,,
نوفمبر,,,,109000010,154896.53999999998,98,7693898,15415.929999999998,6,,,,,,,,
ديسمبر,16201724,6567.31,4,38076979,1336503.38,17,34507910,1327533.2799999998,11,,,,,,,,
حي/غرب الفيصلية,3858260,3488.76,5,57253867,85964.33000000002,9,41584182,30263.04,17,2228750,1320,2,,,,,
يناير,1318260,762,1,,,,,,,,,,,,,,
فبراير,,,,1866722,1155,2,1001963,577.5,1,2228750,1320,2,,,,,
ابريل,,,,850000,701.76,1,,,,,,,,,,,
مايو,,,,600000,701.76,1,,,,,,,,,,,
يونيو,,,,999075,577.5,1,26499075,20577.5,3,,,,,,,,
يوليو,500000,701.76,1,,,,900000,574.24,1,,,,,,,,
اكتوبر,,,,400000,484.07,1,1203000,802,1,,,,,,,,
نوفمبر,675000,675,1,999570,577.5,1,4226494,2918.8,4,,,,,,,,
ديسمبر,1365000,1350,2,51538500,81766.74,2,7753650,4813,7,,,,,,,,
حي/غرناطة,26858143,13525.64,36,39840761,26079.15,63,32564003,24964.5,56,17388345,8857.4,20,,,,,
يناير,4226170,2140.8900000000003,8,3635000,2902,8,3290000,2522.5,6,5713000,1600,3,,,,,
فبراير,700000,425,1,2835000,1604.5,4,3322507,2470.5,6,2522000,2025,5,,,,,
مارس,4775000,1643,4,2050000,1675,4,3000000,2050,5,6230260,4154.5,9,,,,,
ابريل,4965750,2093,5,3456764,2850,7,400000,425,1,2923085,1077.9,3,,,,,
مايو,530000,445.5,1,2300000,1617,4,1380000,825,2,,,,,,,,
يونيو,1100000,792,2,1494000,2050,5,5427500,3299,8,,,,,,,,
يوليو,2395000,1019.25,3,6352000,2450,4,1847000,1675,4,,,,,,,,
اوغسطس,,,,1635000,1156.25,3,621060,395.5,1,,,,,,,,
سبتمبر,1650000,800,2,5217692,3123.4,8,1439686,1667,4,,,,,,,,
اكتوبر,2590000,1662.5,4,5140783,2676,7,4345000,3422.5,7,,,,,,,,
نوفمبر,989223,845.5,2,2395522,1700,4,2760000,2575,3,,,,,,,,
ديسمبر,2937000,1659,4,3329000,2275,5,4731250,3637.5,9,,,,,,,,
حي/محمد بن سعود,8889970,5158.96,6,8055157,4078.59,9,11106100,3317.09,9,2702000,1639.6,3,,,,,
فبراير,,,,,,,,,,2250000,1492,2,,,,,
مارس,,,,,,,1250000,500,1,452000,147.6,1,,,,,
ابريل,,,,2310157,1003.0899999999999,2,1200000,386.42,1,,,,,,,,
مايو,,,,1320000,845.25,2,,,,,,,,,,,
يونيو,,,,800000,325.22,1,2442600,648.38,2,,,,,,,,
يوليو,3013500,980,1,800000,408.15,1,,,,,,,,,,,
اوغسطس,,,,,,,490000,148.38,1,,,,,,,,
سبتمبر,2462970,325.22,1,,,,,,,,,,,,,,
اكتوبر,200000,1893.74,2,1725000,500,1,2650000,946.87,1,,,,,,,,
نوفمبر,3213500,1960,2,1100000,996.88,2,2973500,445.56,2,,,,,,,,
ديسمبر,,,,,,,100000,241.48,1,,,,,,,,
حي/مدينة العمال,13542800,8498.419999999998,27,11116750,7398.1399999999985,21,9965866,6286.549999999999,22,8314000,4148.68,13,,,,,
يناير,3772620,2622.61,7,2020000,960.05,3,1335680,581.6,2,500000,397.07,1,,,,,
فبراير,472250,299.92,2,660000,414.75,1,370000,241.48,1,2740000,1234.1,4,,,,,
مارس,790000,420.98,1,1530000,1252.2,3,,,,4124000,1979.9300000000003,6,,,,,
ابريل,2656000,1167.55,3,1051000,1431.87,4,,,,950000,537.5799999999999,2,,,,,
مايو,1830000,695.46,2,1100000,888.75,1,,,,,,,,,,,
يونيو,324930,226.02,1,300000,241.48,1,598786,724.4399999999999,3,,,,,,,,
يوليو,750000,335.58,1,772000,405.27,2,1120000,781.6700000000001,3,,,,,,,,
اوغسطس,350000,241.48,1,830000,590.36,2,,,,,,,,,,,
سبتمبر,950000,1331.62,4,,,,630000,483.4,2,,,,,,,,
اكتوبر,,,,220000,241.48,1,1076000,874.1500000000001,3,,,,,,,,
نوفمبر,372000,341.94,2,1000000,336.8,1,1200000,385.42,1,,,,,,,,
ديسمبر,1275000,815.26,3,1633750,635.13,2,3635400,2214.3900000000003,7,,,,,,,,
حي/هجر,88557267,32350.57,112,86213919,38870.64400000001,129,77118294,38447.579999999994,87,61070780,32711.84,61,,,,,
يناير,21548247,8625.010000000002,36,4535101,2379.014,9,3288914,1088.67,6,18749660,9562.21,22,,,,,
فبراير,5011835,2626.2999999999997,6,8752714,3719.41,9,9350107,4383.27,8,14774017,7823.360000000001,14,,,,,
مارس,4825758,2238.4000000000005,9,6055250,3066.2000000000003,12,1640000,594.86,3,15510552,8657.48,16,,,,,
ابريل,1365599,571.71,3,8205845,3135.8200000000006,14,3168000,1062.85,5,12036551,6668.79,9,,,,,
مايو,2100000,1210.83,4,5429000,3004.92,8,2392500,1125.36,3,,,,,,,,
يونيو,3837902,1764.6,5,7762000,3841.44,8,4871756,2428.92,6,,,,,,,,
يوليو,4640807,2211.1,9,11266471,5763.850000000001,21,530000,186.11,1,,,,,,,,
اوغسطس,2265000,839.6,3,1012119,652.98,1,1985060,1271.04,3,,,,,,,,
سبتمبر,5360176,2421.81,10,7514486,2873.87,8,7070744,3145.8599999999997,8,,,,,,,,
اكتوبر,7405193,3657.23,8,5958877,2673.68,13,2960076,1294.3600000000001,4,,,,,,,,
نوفمبر,26515083,4376.2300000000005,10,4863056,3054.4100000000003,6,17637123,10095.149999999998,21,,,,,,,,
ديسمبر,3681667,1807.7499999999998,9,14859000,4705.049999999999,20,22224014,11771.130000000003,19,,,,,,,,
