السنة ,الربع,المنطقة ,المدينة,الحي ,نوع العقار ,تصنيف العقار ,عدد الصفقات,متوسط الايجار  ر.س,متوسط الايجار لكل متر مربع ر.س
2025,4,عسير,أبها,سلطانة,مكتب,تجاري,1,0,0
2025,4,عسير,خميس مشيط,النسيم,شقة,سكني,367,15971.65,105.06
2025,4,عسير,طريب,الصناعية,شقة,سكني,1,18000,225
2025,4,عسير,النماص,الروابي,دور,سكني,1,10000,100
2025,4,عسير,البشائر,الفيصلية,دور,سكني,1,12000,48
2025,4,عسير,أبها,النصب,دور,سكني,8,26425,130.58
2025,4,عسير,خميس مشيط,العزيزية,شقة,سكني,200,14791.81,102.66
2025,4,عسير,حيد عبس,حيد عبس,دور,سكني,1,8400,56
2025,4,عسير,الظاهر,الظاهر,شقة,سكني,1,12000,133.33
2025,4,عسير,بارق - العينه,العينه,شقة,سكني,2,14500,110.64
2025,4,عسير,أحد رفيدة,درب العقيدة,فيلا,سكني,1,14400,48
2025,4,عسير,طريب - الصبيخه,الصبيخه الجديده,فيلا,سكني,1,24000,38.7
2025,4,عسير,مزرعه المليحه,مزرعه المليحه,شقة,سكني,2,14999.5,85.99
2025,4,عسير,ذات الحلى,ذات الحلى,محل,تجاري,1,0,0
2025,4,عسير,أبها,الغدير,مكتب,تجاري,4,0,0
2025,4,عسير,المجاردة - الدرج,الدرج,محل,تجاري,1,0,0
2025,4,عسير,تثليث,الصناعية,محل,تجاري,2,0,0
2025,4,عسير,النماص,المطل,شقة,سكني,38,13384.1,134.36
2025,4,عسير,أبها,وسط المدينة,معرض تجاري,تجاري,1,0,0
2025,4,عسير,خميس مشيط,الهرير الغربى,استديو,سكني,13,19440,467.19
2025,4,عسير,أحد رفيدة,النزهة 1,مكتب,تجاري,1,0,0
2025,4,عسير,يهره,يهره,شقة,سكني,1,12000,100
2025,4,عسير,خميس مشيط,الربيع,استديو,سكني,7,9480,168.34
2025,4,عسير,أحد رفيدة,ال بريد,مكتب,تجاري,1,0,0
2025,4,عسير,ظهور ام قرون,ظهور ام قرون,شقة,سكني,3,12000,88.06
2025,4,عسير,محائل,البصرة,مكتب,تجاري,1,0,0
2025,4,عسير,مندريره,مندريره,شقة,سكني,1,9600,87.27
2025,4,عسير,الربوعه,الربوعه,محل,تجاري,1,0,0
2025,4,عسير,أبها,السلام,دور,سكني,5,22480,122.29
2025,4,عسير,عضيده,عضيده,شقة,سكني,1,18000,90
2025,4,عسير,خميس مشيط,النخيل,محل,تجاري,41,0,0
2025,4,عسير,البشائر,الخالدية,شقة,سكني,9,15050,134.49
2025,4,عسير,السافح,السافح,شقة,سكني,2,18000,120
2025,4,عسير,بيشة,قنيع و النغيلة,محل,تجاري,22,0,0
2025,4,عسير,الشنيف,الشنيف,شقة,سكني,1,8400,56
2025,4,عسير,عقبه الجعده,عقبه الجعده,دور,سكني,1,27000,210.75
2025,4,عسير,قنا,قنا,شقة,سكني,29,13779.36,118.96
2025,4,عسير,ظهره ال صالح,ظهره ال صالح,شقة,سكني,4,14100,78
2025,4,عسير,النماص,العزيزية,شقة,سكني,3,20003.33,138.36
2025,4,عسير,واعر,واعر,دور,سكني,1,6000,40
2025,4,عسير,النماص,السلام,شقة,سكني,39,12529.16,91.73
2025,4,عسير,أبها,النعمان,دور,سكني,1,27000,109.31
2025,4,عسير,أحد رفيدة,الربة,محل,تجاري,4,0,0
2025,4,عسير,خميس مشيط,نعمان,محل,تجاري,88,0,0
2025,4,عسير,شديق القديم,شديق القديم,شقة,سكني,10,16330,105.76
2025,4,عسير,النماص,المروج,دور,سكني,1,17000,85
2025,4,عسير,خميس مشيط - الجهراء,الحامض,شقة,سكني,2,12000,137.93
2025,4,عسير,أبها,القابل,محل,تجاري,14,0,0
2025,4,عسير,خميس مشيط,مصلوم,شقة,سكني,10,13400,70.27
2025,4,عسير,النقيع,النقيع,محل,تجاري,5,0,0
2025,4,عسير,المجاردة,الفيصلية,شقة,سكني,244,14380.73,113.81
2025,4,عسير,حدباء القضوى,حدباء القضوى,دور,سكني,1,6000,40
2025,4,عسير,محايل - الجرد,الجرد,دور,سكني,5,13600,56.66
2025,4,عسير,المجاردة - الخوش,الخوش,شقة,سكني,1,18000,120
