,,,,
القائمة الرئيسية   Main List,,,,قائمة الإحصاءات النقدية والمالية       Money & Banking Stat. List
,,,,
,,,,
,,,,
,,,,
Table 5: Monetary Ratios,,,,جدول 5  : نــســـــــب نـقـــــديــــــــة 
(Percentage Shares),,,,(نـسـب مـئـوية)
نهاية الفترة,,النقد المتداول خارج المصارف / ن3,ن1/ ن3,ن2/ ن3
End of Period,,Currency Outside Banks /M3,M1/M3,M2/M3
Q4,1995,17.821647539379647,51.48351622216438,76.80626057337149
Q1,1996,18.25136748300504,52.00071848628346,77.04314792368596
Q2,1996,17.923701164093977,52.99221952746671,77.41464924271575
Q3,1996,16.55845260238736,51.37880865170478,77.82856212957981
Q4,1996,16.66042447086309,51.458090226420794,78.97436716328609
Q1,1997,16.963003863208094,53.017964798897665,79.48581350199015
Q2,1997,17.563691141852146,53.57919633842775,79.29925047485732
Q3,1997,16.737135440332015,52.115017882764214,79.3292727265776
Q4,1997,16.812842869550018,51.80127130916943,80.11382871241972
Q1,1998,17.64709647303409,53.030696693778765,81.47043527913806
Q2,1998,16.77747244690784,52.83213350827387,81.43783001411653
Q3,1998,15.752036265425598,50.35583629245218,79.23197534816983
Q4,1998,15.893395512490772,49.521335147139226,78.97737508998519
Q1,1999,16.441896772025526,51.18727086486001,80.29270446152837
Q2,1999,15.620018531980968,51.3355431278144,80.11706632821384
Q3,1999,14.740447667605519,50.60401891550955,79.77815869878259
Q4,1999,18.026198039278395,51.29064552679298,79.23058894957481
Q1,2000,15.6919362337591,52.61921621183201,80.42040357822204
Q2,2000,15.552883615666424,52.38682751953752,80.63934657684607
Q3,2000,14.954460481210265,51.46766486379843,79.89825932192277
Q4,2000,15.994096215933054,51.882738176657824,80.35767556084458
Q1,2001,15.391512562332672,53.02017313874862,81.47926641947542
Q2,2001,14.911346603660688,53.799691038910304,80.23463714049673
Q3,2001,14.214401889787284,52.86853944483253,79.72886945099029
Q4,2001,14.472324107175385,52.76615656322286,79.73357134218682
Q1,2002,14.146035050728994,53.945911151141054,80.19098146939929
Q2,2002,14.054559327791877,55.0033062021706,80.14867034468716
Q3,2002,13.021408414683597,53.52727853626668,78.87148283783436
Q4,2002,13.410574231811513,51.85408271012237,79.53881473380171
Q1,2003,13.925174869885954,53.182168787235064,79.96311745471955
Q2,2003,13.598120498830005,53.955304907525914,79.96372790342106
Q3,2003,12.981363604033627,53.23429790268761,79.68311461604472
Q4,2003,13.292677173491748,53.468768580224136,80.65170731268522
Q1,2004,13.02604751558771,54.87499089952199,80.50240446167085
Q2,2004,12.742554930773947,54.1761383148299,79.90534818451506
Q3,2004,12.27072698157141,53.2947173236779,80.89993937321125
Q4,2004,12.131739813505183,54.73490765011676,82.3083843886005
Q1,2005,11.47409901227002,53.98978815871555,81.80125363943887
Q2,2005,11.336731911965115,52.037953415283376,81.60146658154439
Q3,2005,11.130106867608315,51.01762616138915,81.07101739071577
Q4,2005,11.618013579893503,51.24064934385506,81.10728245911783
Q1,2006,10.423293644430105,49.582243082234534,82.05557312670501
Q2,2006,10.60650991692016,50.24190161170024,82.07091529013584
Q3,2006,9.960907144380101,47.122705664633955,81.1475971719039
Q4,2006,10.499387435908547,47.365882777308926,81.59845604403337
Q1,2007,9.60523900553777,47.631740223874516,82.91104896555316
Q2,2007,9.447347383648335,46.96354415238435,82.84985157575962
Q3,2007,9.286446565873478,47.5605291157252,83.1014057663461
Q4,2007,9.141015681045829,48.56651721045083,84.40787941697721
Q1,2008,8.680433527042165,49.36282904966883,84.6288129136944
Q2,2008,9.015641424924084,49.86083515244142,82.71509614097197
Q3,2008,9.49133406495659,47.0378772989351,83.78739105724358
Q4,2008,8.93382809913871,45.795158935690225,85.36185305554685
Q1,2009,8.581226685516585,47.61752236073642,84.52753869151393
Q2,2009,8.52964149751103,47.51498722344453,82.26374701812718
Q3,2009,8.857543246801885,49.271601673817585,82.33743083411466
Q4,2009,8.590882478933025,50.68863553391747,82.11669166014426
Q1,2010,8.888815668285858,53.63728136767072,84.68166009405293
Q2,2010,8.924698236528679,55.71051859384038,85.070563898611
Q3,2010,9.08386779650062,56.26216309109281,84.63437023380932
Q4,2010,8.84140304737818,57.90536532026598,85.51466616296966
Q1,2011,9.141925887390578,59.31727675047681,85.53619752103285
Q2,2011,9.833346796400354,60.74382038800344,86.58021178970823
Q3,2011,10.057891021313987,61.11939133287323,86.11682131006614
Q4,2011,9.67302383712701,61.4737603393378,86.99929852533997
Q1,2012,9.504450273375017,62.069502557118014,86.82403350068503
Q2,2012,9.651241194911412,62.44771528347341,86.92391296815191
Q3,2012,9.80864441425522,62.43077035059422,85.11075916570641
Q4,2012,9.454103657312166,63.183922792821626,86.59746391354246
Q1,2013,9.39397736412753,65.50882018241172,87.5819200557648
Q2,2013,9.384160432823304,65.20456393193183,87.22460796992068
Q3,2013,9.297395143299415,64.61329765940755,86.7247004220921
Q4,2013,9.169351563314885,64.27706301916646,86.71464655720568
Q1,2014,8.971092382984416,65.1156228620686,86.61588296801771
Q2,2014,9.118226127900627,65.75597257840721,87.7539961215561
Q3,2014,9.306133804759183,64.82479992815236,88.75497532535869
Q4,2014,8.826631717012928,65.7409532256271,88.90083353898434
Q1,2015,9.25826457888001,67.79189476264243,89.57077764133052
Q2,2015,9.50417353408536,68.76739807355683,89.4093896476652
Q3,2015,9.524183130463248,67.56384449086859,89.95952660261163
Q4,2015,9.436238967958973,64.3287406371545,88.93569306945848
Q1,2016,9.460862220929975,64.66989308151676,87.98821488607844
Q2,2016,10.192960338398874,64.36403044185846,89.44117260374765
Q3,2016,9.821597322911407,63.292680266784586,90.41585293725193
Q4,2016,9.463929633665197,63.699748452154246,91.260852528342
Q1,2017,9.472992529092817,65.15291893155559,91.45410256518103
Q2,2017,10.05399430556055,63.76949590552159,90.1700576779609
Q3,2017,9.550323198037836,64.42256672936367,91.09330784491523
Q4,2017,9.530748897492897,65.06385579279042,90.22224607529836
Q1,2018,10.07240355617923,66.51464057789775,90.84092186264994
Q2,2018,10.453747217585496,66.7320764934696,90.14405278535553
Q3,2018,9.739140314690815,65.51411471703729,88.93368226572356
Q4,2018,9.717740444423455,65.859274723263,89.75933780309022
Q1,2019,10.099003382161282,66.76682578181325,90.26959041949355
Q2,2019,10.137270604680484,67.10551828285635,90.33198961964781
Q3,2019,9.971846188068794,67.87808686321382,90.67937689998514
Q4,2019,9.528815095363226,64.89777581668294,90.16889307223587
Q1,2020,9.883059260928604,67.94745859059802,90.85854295920555
Q2,2020,10.16711678096474,69.47019912504885,91.08740971679316
Q3,2020,9.91043346459378,68.57399718331149,90.17431925676085
Q4,2020,9.597856104928209,69.27360974301652,91.32610325908801
Q1,2021,9.462347653730768,69.47604763271855,90.17310841633298
Q2,2021,9.31969784212825,68.87611777166202,88.76164840488677
Q3,2021,9.035304262094733,67.64990040552273,87.98465963254428
Q4,2021,8.85153653668122,67.76077123277263,89.21477701311747
Q1,2022,8.658186348934045,66.78724705298352,88.05191120634451
Q2,2022,8.463384579432901,65.4976307741576,87.76061638203451
Q3,2022,8.086882476274045,64.75424128795892,86.78464324942145
