,,,,
القائمة الرئيسية   Main List,,,,قائمة الإحصاءات النقدية والمالية       Money & Banking Stat. List
,,,,
,,,,
,,,,
,,,,
Table 5: Monetary Ratios,,,,جدول 5  : نــســـــــب نـقـــــديــــــــة 
(Percentage Shares),,,,(نـسـب مـئـوية)
نهاية الفترة,,النقد المتداول خارج المصارف / ن3,ن1/ ن3,ن2/ ن3
End of Period,,Currency Outside Banks /M3,M1/M3,M2/M3
2009-06-30T00:00:00,,8.52964149751103,47.514987223444535,82.26374701812718
2009-07-31T00:00:00,,8.455988321617165,48.313736551416525,82.66221403072042
2009-08-31T00:00:00,,8.600379836200808,49.20417930042355,82.9436345698936
2009-09-30T00:00:00,,8.857543246801885,49.271601673817585,82.33743083411466
2009-10-31T00:00:00,,8.771690612702487,49.37947863343613,82.29281398087414
2009-11-30T00:00:00,,9.118644473257422,49.47389408376959,82.8979673175867
2009-12-31T00:00:00,,8.590882478933025,50.68863553391747,82.11669166014426
2010-01-31T00:00:00,,8.78656648381845,52.87469441456353,83.4868650010464
2010-02-28T00:00:00,,8.773498509176296,52.65941617442101,84.12577467036034
2010-03-31T00:00:00,,8.888815668285858,53.63728136767072,84.68166009405293
2010-04-30T00:00:00,,9.081810964677224,54.7771704688771,85.44563519323644
2010-05-31T00:00:00,,8.95109216785393,54.884622329435075,85.3079716623287
2010-06-30T00:00:00,,8.924698236528679,55.71051859384038,85.070563898611
2010-07-31T00:00:00,,8.88116523382639,56.93106960167117,84.92446444435404
2010-08-31T00:00:00,,9.532630415048834,57.563716206417034,85.62277537921311
2010-09-30T00:00:00,,9.08386779650062,56.26216309109281,84.63437023380932
2010-10-31T00:00:00,,9.188558638055852,57.181853455438855,84.42768846456806
2010-11-30T00:00:00,,9.08142298591295,57.3919159713545,84.75512917726671
2010-12-31T00:00:00,,8.84140304737818,57.90536532026598,85.51466616296966
2011-01-31T00:00:00,,8.998128858678754,58.292842742707094,85.31142033849216
2011-02-28T00:00:00,,8.979987096082896,58.01702335480557,85.01555716055387
2011-03-31T00:00:00,,9.141925887390578,59.31727675047681,85.53619752103285
2011-04-30T00:00:00,,9.476413844688507,60.97532795559765,85.832565013333
2011-05-31T00:00:00,,9.622195988071116,61.01047214613929,86.22018739720734
2011-06-30T00:00:00,,9.833346796400354,60.74382038800344,86.58021178970823
2011-07-31T00:00:00,,9.803376650710186,61.48088515542908,86.28702540253644
2011-08-31T00:00:00,,10.80624291003161,62.00097186631937,86.41659804935067
2011-09-30T00:00:00,,10.057891021313987,61.11939133287323,86.11682131006614
2011-10-31T00:00:00,,10.061795499595558,60.90394150819354,85.34605209017798
2011-11-30T00:00:00,,9.836828545322698,61.39213883739224,85.85452118034934
2011-12-31T00:00:00,,9.67302383712701,61.4737603393378,86.99929852533997
2012-01-31T00:00:00,,9.6024659754679,62.11119057223805,86.65616805551947
2012-02-29T00:00:00,,9.614910967533081,62.316815676406236,87.28477377981189
2012-03-31T00:00:00,,9.504450273375017,62.069502557118014,86.82403350068503
2012-04-30T00:00:00,,9.494164910393316,62.452488199880854,85.97840246440286
2012-05-31T00:00:00,,9.701788962196677,62.99309256901871,87.05487145192843
2012-06-30T00:00:00,,9.651241194911412,62.44771528347341,86.92391296815191
2012-07-31T00:00:00,,9.840723878933924,63.27697780302333,86.66851335144304
2012-08-31T00:00:00,,10.222744207739831,63.86116786015143,86.5759534185817
2012-09-30T00:00:00,,9.80864441425522,62.43077035059422,85.11075916570641
2012-10-31T00:00:00,,10.117454928459203,62.49425582976048,86.75147502321416
2012-11-30T00:00:00,,9.855881063843674,62.76082597208303,86.15304873007061
2012-12-31T00:00:00,,9.454103657312166,63.183922792821626,86.59746391354246
2013-01-31T00:00:00,,9.498814766565705,63.69462651509403,86.91396611776882
2013-02-28T00:00:00,,9.58773402279307,64.18591106635996,87.59427253404102
2013-03-31T00:00:00,,9.39397736412753,65.50882018241172,87.5819200557648
2013-04-30T00:00:00,,9.230232498237664,65.34763814651619,87.07436551917823
2013-05-31T00:00:00,,9.345746528276278,64.90539137487917,86.84649904821254
2013-06-30T00:00:00,,9.384160432823304,65.20456393193183,87.22460796992068
2013-07-31T00:00:00,,9.827202890679759,65.99202134806804,87.31406469065408
2013-08-31T00:00:00,,9.577379631193422,66.09358285939472,87.76487216521856
2013-09-30T00:00:00,,9.297395143299415,64.61329765940755,86.7247004220921
2013-10-31T00:00:00,,9.619653635449357,64.7840050607909,86.88922829949728
2013-11-30T00:00:00,,9.45069187939003,65.29403428151606,87.29885523525873
2013-12-31T00:00:00,,9.169351563314885,64.27706301916646,86.71464655720568
2014-01-31T00:00:00,,9.127545818090242,65.42157967437922,87.06229912546655
2014-02-28T00:00:00,,9.145653735344204,65.05713335896986,87.06758288029286
2014-03-31T00:00:00,,8.971092382984416,65.1156228620686,86.61588296801771
2014-04-30T00:00:00,,9.019287729488722,65.88433571977178,87.25134790471101
2014-05-31T00:00:00,,9.16438031410452,65.78864436845053,87.84245559845442
2014-06-30T00:00:00,,9.118226127900627,65.75597257840721,87.7539961215561
2014-07-31T00:00:00,,9.773342380302795,64.79374832715692,87.94218234587342
2014-08-31T00:00:00,,9.192565255160973,65.18766712223238,88.53250794030308
2014-09-30T00:00:00,,9.306133804759183,64.82479992815236,88.75497532535869
2014-10-31T00:00:00,,9.018742112808317,63.95525003988007,87.37907426244216
2014-11-30T00:00:00,,8.946828735463221,64.97921392271651,88.29151132247898
2014-12-31T00:00:00,,8.826631717012928,65.7409532256271,88.90083353898434
2015-01-31T00:00:00,,9.155003051539323,66.81368849000796,89.53839343197559
2015-02-28T00:00:00,,9.491096019287102,68.06520798999807,90.11151292398384
2015-03-31T00:00:00,,9.25826457888001,67.79189476264243,89.57077764133052
2015-04-30T00:00:00,,9.365080053826414,68.84175829018841,89.1264364033992
2015-05-31T00:00:00,,9.399012565671736,68.66341356079974,89.39889792160339
2015-06-30T00:00:00,,9.50417353408536,68.76739807355683,89.4093896476652
2015-07-31T00:00:00,,9.84990796587837,68.74133847237209,89.76310892257024
2015-08-31T00:00:00,,9.52101017072297,68.32859066367479,89.6974686961147
2015-09-30T00:00:00,,9.524183130463248,67.56384449086859,89.95952660261163
2015-10-31T00:00:00,,9.580079194799723,66.61426583223114,89.53900494361218
2015-11-30T00:00:00,,9.330566470750009,66.4542625948973,89.78318141074459
2015-12-31T00:00:00,,9.436238967958973,64.3287406371545,88.93569306945848
2016-01-31T00:00:00,,9.42223200913282,65.05345378788043,88.99102194174479
2016-02-29T00:00:00,,9.52262633870387,65.29151283612771,88.94218924030332
2016-03-31T00:00:00,,9.460862220929975,64.66989308151676,87.98821488607844
2016-04-30T00:00:00,,9.600234284098827,64.87951162606663,87.92000045993531
2016-05-31T00:00:00,,9.71112507250946,65.52634968912547,88.84371845221109
2016-06-30T00:00:00,,10.192960338398874,64.36403044185846,89.44117260374765
2016-07-31T00:00:00,,9.906601097953379,64.70720090724978,89.31050938274507
2016-08-31T00:00:00,,9.856192102435621,63.71415300343715,89.75712478318077
2016-09-30T00:00:00,,9.821597322911407,63.292680266784586,90.41585293725193
2016-10-31T00:00:00,,9.458925864440523,63.19179189444405,91.26065224338375
2016-11-30T00:00:00,,9.405109698641692,63.68710768738814,90.97130021172283
2016-12-31T00:00:00,,9.463929633665197,63.699748452154246,91.260852528342
2017-01-31T00:00:00,,9.49984404451261,64.63936649843122,91.26390900373458
2017-02-28T00:00:00,,9.498223049921341,64.74374823981876,91.5593255597527
2017-03-31T00:00:00,,9.472992529092817,65.15291893155559,91.45410256518103
2017-04-30T00:00:00,,9.423723592456106,66.06262926679392,91.06901208240203
2017-05-31T00:00:00,,9.558665193739182,65.46347118382005,91.39385887028737
2017-06-30T00:00:00,,10.05399430556055,63.76949590552159,90.1700576779609
2017-07-31T00:00:00,,9.445287914485622,64.50169885174478,91.36574569767704
2017-08-31T00:00:00,,9.688659221373323,64.49945897499113,91.71316973030318
2017-09-30T00:00:00,,9.550323198037836,64.42256672936367,91.09330784491523
2017-10-31T00:00:00,,9.39862615098645,65.378198370115,90.49312335875427
2017-11-30T00:00:00,,9.508508173920383,65.60901826594045,90.08675734491612
2017-12-31T00:00:00,,9.530748897492897,65.06385579279042,90.22224607529836
2018-01-31T00:00:00,,9.669422051456344,66.37172145068935,90.43847330243204
2018-02-28T00:00:00,,9.848918401262253,65.88724140515122,90.03281182299222
2018-03-31T00:00:00,,10.07240355617923,66.51464057789775,90.84092186264994
2018-04-30T00:00:00,,10.072039314296083,67.68296147981798,90.538871860968
2018-05-31T00:00:00,,10.349673562610139,68.0289363648083,90.91858909728275
2018-06-30T00:00:00,,10.453747217585496,66.7320764934696,90.14405278535553
2018-07-31T00:00:00,,10.094425408060841,66.68100214348223,90.46501202454077
2018-08-31T00:00:00,,10.201463177492286,66.60565759382094,90.36676986580339
2018-09-30T00:00:00,,9.739140314690815,65.51411471703729,88.93368226572356
2018-10-31T00:00:00,,9.802721433722308,66.02962732695768,89.08774258700977
2018-11-30T00:00:00,,9.868609154985924,66.37063818836492,89.82198514071908
2018-12-31T00:00:00,,9.717740444423455,65.859274723263,89.75933780309022
2019-01-31T00:00:00,,9.903484971950116,66.6201679987022,90.35997246152266
2019-02-28T00:00:00,,9.949152583703267,66.47421656147388,90.29888596528184
2019-03-31T00:00:00,,10.099003382161282,66.76682578181325,90.26959041949355
2019-04-30T00:00:00,,10.040704533151223,67.07597318647028,90.2089084378178
2019-05-31T00:00:00,,10.452883149349605,66.79274382369331,90.38926396142278
2019-06-30T00:00:00,,10.137270604680484,67.10551828285635,90.33198961964781
2019-07-31T00:00:00,,10.267947755348564,67.43585979679897,90.47841858812632
2019-08-31T00:00:00,,10.09590289314913,67.61785890895575,90.20793543326474
2019-09-30T00:00:00,,9.971846188068794,67.87808686321382,90.67937689998514
2019-10-31T00:00:00,,9.936178409973376,67.73856590797625,91.0734710055382
2019-11-30T00:00:00,,9.834273275437353,67.62690990540787,89.90326821059223
2019-12-31T00:00:00,,9.528815095363226,64.89777581668294,90.16889307223587
2020-01-31T00:00:00,,9.799002106335921,65.8071084428725,90.98061105933077
2020-02-29T00:00:00,,9.750767744656034,67.34983162166628,90.99311896605448
2020-03-31T00:00:00,,9.883059260928604,67.94745859059802,90.85854295920555
2020-04-30T00:00:00,,10.146981441253354,68.99494594124307,90.95268014382665
2020-05-31T00:00:00,,10.291726065393489,69.47224254122014,90.73899637822691
2020-06-30T00:00:00,,10.16711678096474,69.47019912504885,91.08740971679316
2020-07-31T00:00:00,,10.396741830826143,69.322260528349,90.94606998910356
2020-08-31T00:00:00,,10.07195339915634,69.24612036898738,90.67906030619575
2020-09-30T00:00:00,,9.91043346459378,68.57399718331149,90.17431925676085
2020-10-31T00:00:00,,9.8382633729333,68.29957890142357,90.49007696689495
2020-11-30T00:00:00,,9.581551193650242,68.45776338046082,90.5001084826495
2020-12-31T00:00:00,,9.597856104928209,69.27360974301652,91.32610325908801
2021-01-31T00:00:00,,9.66553790937246,69.6777546982291,90.75290966234701
2021-02-28T00:00:00,,9.451013661857658,69.37888306046722,90.1722187769399
2021-03-31T00:00:00,,9.462347653730768,69.47604763271855,90.17310841633298
2021-04-30T00:00:00,,9.560672565670279,69.77289862636124,89.6052390548716
2021-05-31T00:00:00,,9.586377744537645,69.41879966360379,89.25687425524917
2021-06-30T00:00:00,,9.31969784212825,68.87611777166202,88.76164840488677
2021-07-31T00:00:00,,9.373515785258803,67.88052449860014,87.9141091109218
2021-08-31T00:00:00,,9.240733464663283,67.80371885587797,88.40708554885225
2021-09-30T00:00:00,,9.035304262094733,67.64990040552273,87.98465963254428
2021-10-31T00:00:00,,8.94746444354965,67.18125068550664,88.08725616583145
2021-11-30T00:00:00,,8.90804603477187,67.73886225569188,88.69337905422995
2021-12-31T00:00:00,,8.85153653668122,67.76077123277263,89.21477701311747
2022-01-31T00:00:00,,8.843757495663706,67.4200662899944,88.4593652590277
2022-02-28T00:00:00,,8.696693871144022,67.11035569104631,88.09205114186214
2022-03-31T00:00:00,,8.658186348934045,66.78724705298352,88.05191120634451
2022-04-30T00:00:00,,8.936378995773504,65.86128667212203,88.00472919736113
2022-05-31T00:00:00,,8.661572543460862,65.81831352676757,87.51375019187353
2022-06-30T00:00:00,,8.463384579432901,65.4976307741576,87.76061638203451
2022-07-31T00:00:00,,8.366514044896219,65.59244971468596,86.94196299118785
2022-08-31T00:00:00,,8.156908988051327,65.36873561441018,86.88548338617454
2022-09-30T00:00:00,,8.086882476274045,64.75424128795892,86.78464324942145
2022-10-31T00:00:00,,8.036023387005615,61.905098926528225,86.3484856387448
2022-11-30T00:00:00,,7.9146327931390275,61.383160592454345,86.94306325429217
2022-12-31T00:00:00,,8.013462673162135,61.23840664636347,87.47755123766834
2023-01-31T00:00:00,,8.143345742500946,60.6049458028015,87.32331492476368
2023-02-28T00:00:00,,8.038384933925196,60.367861934244914,86.91186237191297
2023-03-31T00:00:00,,7.9573343406906,59.883198427271836,86.6604300358717
2023-04-30T00:00:00,,8.1760158181786,59.17159586454949,86.11307266895354
2023-05-31T00:00:00,,8.134165955554144,59.400185815938976,87.09239945033492
2023-06-30T00:00:00,,8.300549778613002,58.14568912023842,87.09784696464271
2023-07-31T00:00:00,,7.944262242075687,57.88284184055426,86.96568529992255
2023-08-31T00:00:00,,7.809960478131919,57.1299346233765,87.39736326401233
2023-09-30T00:00:00,,7.808944293696525,57.76129381006933,88.2236673197238
2023-10-31T00:00:00,,7.7290846528952795,56.54125464041322,87.8574474503868
2023-11-30T00:00:00,,7.871873774826364,57.82033945570713,89.20952845132594
2023-12-31T00:00:00,,7.890420797978345,56.76053465420071,88.93777798129241
2024-01-31T00:00:00,,7.802658774711675,56.221476940909,87.98681638337807
2024-02-29T00:00:00,,7.908601552394921,56.78944553611318,87.21303299642318
2024-03-31T00:00:00,,8.056348264397531,57.88783684241906,87.75059006212742
2024-04-30T00:00:00,,8.172360832170234,57.53151142619662,87.68516977353372
2024-05-31T00:00:00,,8.155676811250997,57.37837517915937,88.85920509006161
2024-06-30T00:00:00,,7.906529413487464,56.942984047403385,88.1193946038987
2024-07-31T00:00:00,,7.847060866153019,56.612455467482214,89.02738843540489
2024-08-31T00:00:00,,7.7888134119627335,57.23996847791458,89.22397749469361
2024-09-30T00:00:00,,7.636125078481562,56.64858149191843,88.81483247142019
2024-10-31T00:00:00,,7.731059910661974,56.28165519956615,89.35637917829727
2024-11-30T00:00:00,,7.694278056641698,56.457359512915495,90.06570835563801
2024-12-31T00:00:00,,7.841532325830417,57.153675481879475,89.66152780902921
2025-01-31T00:00:00,,7.879400866907578,56.63338927715312,89.84271025270291
2025-02-28T00:00:00,,7.842132129492464,56.31070597913639,90.31926371409523
2025-03-31T00:00:00,,8.231192732228818,56.071661424884,91.26707907849944
2025-04-30T00:00:00,,7.9861261947715185,55.79559506037798,90.6043916362137
2025-05-31T00:00:00,,7.964428822557084,56.57155557994786,91.73292056738185
2025-06-30T00:00:00,,7.830441403961694,55.75586744081955,91.00829652800121
2025-07-31T00:00:00,,7.792888279327107,54.33719608590728,90.45850342217079
2025-08-31T00:00:00,,7.599968109212372,55.26872156820768,90.97756218571304
2025-09-30T00:00:00,,7.481542978816402,54.06678691849063,90.40445442480986
2025-10-31T00:00:00,,7.664851755404538,52.76349614639606,89.74559740273274
2025-11-30T00:00:00,,7.631368435528277,52.8148075530293,90.11330570926457
2025-12-31T00:00:00,,7.638343339099951,52.85363600501282,89.90915778678007
2026-01-31T00:00:00,,7.612077651915353,52.53805376542837,89.38097390342263
2026-02-28T00:00:00,,7.540905509931821,52.781428685909916,89.22805726164874
