,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1,Consumer Price Indices By Expenditure Divisions,,الأرقام القياسية لأسعار المستهلك حسب أقسام الإنفاق,1,,
,,,,,,
2,Wholesale Price Indices by Principal Groups,,الأرقام القياسية لأسعار الجملة حسب الأبواب الرئيسة,2,,
