,,,,,,,,,,,,
القائمة الرئيسية   Main List,,,,,,,,,,,قائمة الإحصاءات النقدية والمالية       Money & Banking Stat. List,
,,,,,,,,,,,,
Table 10b: Consolidated Balance Sheet of Commercial Banks - Liabilities *,,,,,,,,,,,جدول 10b:  المركز المالي  الموحـــــــد  للمـــــصـــــــارف الـتـجـــــاريـــة - الـمـطــلــوبـــــــات *,
(Million ﷼),,,,,,,,,,,(مليون ﷼),
نهاية الفترة,,مجموع,المطـلوبات,Capital Accounts            حســاب رأس المــال,,,,مطلوبات ,**اتفاقيات ,مطـلوبـات,إجمالي,
,,الودائع,الأجنبية,المجموع,الإحتياطيات,رأس المال,***(أرباح الفترة (تراكمي,ما بين المصارف,إعادة الشراء,أخــرى,المطـلوبات,
End of Period,,Total,Foreign,,,,Period Profits,Inter Bank,Repos**,Other,Total,
,,Deposits,Liabilities,Total,Reserves,Capital ,(Cumulative)***,Liabilities,,Liabilities,Liabilities,
2006-09-30T00:00:00,,561081.763,54870.658,107866.438,33356.249,47108.665,27401.523999999998,16847.314,3316.885,87888.925,831871.9830000001,831871.9830000001
2006-10-31T00:00:00,,552916.2050000001,62095.029,110186.42000000001,33162.052,47108.665,29915.703,19384.573,3701.543,80721.98900000002,829005.7590000001,829005.7590000001
2006-11-30T00:00:00,,569147.167,57126.99699999999,112755.31999999999,33348.692,47108.666,32297.962,24963.119,3926.296,79017.557,846936.456,846936.456
2006-12-31T00:00:00,,590943.952,59198.539000000004,114611.9,32835.805,47111.25,34664.845,16731.309,2452.724,77149.988,861088.412,861088.412
2007-01-31T00:00:00,,592312.946,56586.628,114653.40800000001,65108.447,47108.665,2436.296,18357.626,3205.767,82948.79699999999,868065.172,868065.172
2007-02-28T00:00:00,,590257.033,63679.76900000001,115253.641,63119.087999999996,47111.25,5023.303,21251.167999999998,3329.601,84071.734,877842.946,877842.946
2007-03-31T00:00:00,,612353.1680000001,64053.861000000004,116987.85100000001,43794.52099999999,65356.16,7837.17,17710.7,2631.294,83460.615,897197.4890000001,897197.4890000001
2007-04-30T00:00:00,,626719.074,66464.765,119117.32599999999,42181.106999999996,66481.16,10455.059,14738.214999999998,2919.517,84888.30599999998,914847.203,914847.203
2007-05-31T00:00:00,,628322.683,67520.443,121761.272,42056.723,66481.16,13223.389000000001,13909.219000000001,2923.517,84810.59300000001,919247.727,919247.727
2007-06-30T00:00:00,,642293.8470000001,64875.089,121915.05900000001,39583.36,66481.16,15850.538999999999,13945.824,2778.756,90282.528,936091.1030000001,936091.1030000001
2007-07-31T00:00:00,,659463.8230000001,71607.04699999999,120829.96299999999,35792.151999999995,66481.16,18556.651,20243.572,3287.99,84902.06000000001,960334.4550000002,960334.4550000002
2007-08-31T00:00:00,,661555.0519999999,69247.318,123813.184,36167.838,66681.16,20964.185999999998,22120.397999999997,3979.576,83537.427,964252.9549999998,964252.9549999998
2007-09-30T00:00:00,,675030.0489999999,83544.15,127998.12100000001,37798.399,66481.16,23718.562,20713.248,3720.639,86606.64300000001,997612.85,997612.85
2007-10-31T00:00:00,,679702.814,102069.26499999998,130983.69900000002,38188.974,66481.16,26313.565,18320.378,3597.554,87194.309,1021868.0190000001,1021868.0190000001
2007-11-30T00:00:00,,700129.005,110158.46900000001,133754.594,38980.281,66481.16,28293.153000000002,20859.725,4961.943,86753.01299999999,1056616.749,1056616.749
2007-12-31T00:00:00,,717563.815,105212.69299999998,136289.749,39544.34,66481.16,30264.249,20831.738999999998,5293.601,90029.13699999999,1075220.7340000002,1075220.7340000002
2008-01-31T00:00:00,,743711.308,127776.588,137221.07200000001,68079.212,66481.16,2660.7,24311.648,5283.886,93906.557,1132211.059,1132211.059
2008-02-29T00:00:00,,756548.9339999999,129137.992,138098.53,64867.899000000005,67981.16,5249.471,22835.359999999997,7643.181,94306.99099999998,1148570.988,1148570.988
2008-03-31T00:00:00,,761642.272,138024.003,137198.40699999998,55387.505,73521,8289.902,24614.607,10392.28,101515.326,1173386.895,1173386.895
2008-04-30T00:00:00,,754775.96,137337.26499999998,139344.43799999997,51531.748999999996,76521,11291.688999999998,32902.26,11191.584,102578.06400000001,1178129.571,1178129.571
2008-05-31T00:00:00,,769970.255,138252.852,141532.80599999998,50742.143,76521,14269.663,36679.427,10225.002,106381.634,1203041.9760000003,1203041.9760000003
2008-06-30T00:00:00,,783099.208,134561.33299999998,155200.80199999997,52555.229999999996,85271,17374.572,30662.007,22388.706,96990.073,1222902.1289999997,1222902.1289999997
2008-07-31T00:00:00,,798472.422,139843.74599999998,153575.336,48094.315,85271,20210.021,36092.654,26506.115,88627.583,1243117.8560000001,1243117.8560000001
2008-08-31T00:00:00,,808901.1740000001,133332.506,158126.256,49794.98500000001,85271,23060.271,38695.123999999996,27029.676,91823.545,1257908.2810000002,1257908.2810000002
2008-09-30T00:00:00,,804126.6980000001,142100.108,157314.401,46521.67,85271,25521.730999999996,40758.351,29414.236,96175.98999999999,1269889.7840000005,1269889.7840000005
2008-10-31T00:00:00,,819221.157,123045.52300000002,157032.99000000002,43971.272,85271,27790.718,39125.026999999995,37805.504,114262.62099999998,1290492.8220000002,1290492.8220000002
2008-11-30T00:00:00,,835910.338,121873.137,160456.616,45162.816000000006,85271,30022.800000000003,39816.458,35980.795,114772.008,1308809.352,1308809.352
2008-12-31T00:00:00,,846118.179,112465.985,161749.891,46550.651000000005,85271,29928.239999999998,28520.697000000004,36777.872,116638.688,1302271.3120000002,1302271.3120000002
2009-01-31T00:00:00,,845509.006,108637.407,172286.54600000003,68435.009,100271,3580.5370000000003,38881.551,39404.171,113455.312,1318173.993,1318173.993
2009-02-28T00:00:00,,872780.338,95270.37800000001,173595.179,67270.435,100271,6053.744,36958.357,37232.143,112703.752,1328540.147,1328540.147
2009-03-31T00:00:00,,882740.3049999999,85656.50399999999,175415.65300000002,64738.599,102432.5,8244.554,36634.135,34255.6,109223.716,1323925.913,1323925.913
2009-04-30T00:00:00,,894356.1299999999,85167.41900000001,177757.757,62391.869999999995,104039.643,11326.244,43045.445,33009.452,108112.394,1341448.597,1341448.597
2009-05-31T00:00:00,,902390.077,86337.19900000001,180590.09999999998,62344.102,104039.643,14206.355,35593.068,30569.273,111956.399,1347436.1160000004,1347436.1160000004
2009-06-30T00:00:00,,916444.319,78116.12000000001,181682.56999999998,61477.424,104039.643,16165.503,34407.402,25862.854,101167.92599999999,1337681.191,1337681.191
2009-07-31T00:00:00,,925867.6370000001,90000.916,181158.823,58161.78600000001,104039.643,18957.394,32559.955,21736.71,89503.76799999998,1340827.8090000001,1340827.8090000001
2009-08-31T00:00:00,,909174.475,94370.183,183384.51200000002,57848.272,104039.643,21496.596999999998,40375.094,19368.944,99718.605,1346391.813,1346391.813
2009-09-30T00:00:00,,911356.4029999999,98296.926,186766.241,59507.84,104039.643,23218.758,47000.685000000005,12881.806,94659.64300000001,1350961.704,1350961.704
2009-10-31T00:00:00,,915844.159,94328.229,189045.54700000002,59602.138,104039.643,25403.766,39104.393000000004,12777.221,94114.82499999998,1345214.3739999998,1345214.3739999998
2009-11-30T00:00:00,,929929.083,108403.35400000002,191026.522,59833.32400000001,104039.643,27153.555,46461.229,8082.197,103837.03400000001,1387739.419,1387739.419
2009-12-31T00:00:00,,940548.4299999999,99682.954,190471.78,59602.615,104039.643,26829.522,32409.057999999997,4631.09,102514.794,1370258.106,1370258.106
2010-01-31T00:00:00,,917214.793,102917.602,192923.773,86026.72,104039.643,2857.41,29632.145,11496.545,100906.153,1355091.011,1355091.0110000002
2010-02-28T00:00:00,,921251.242,108366.37,194770.276,85570.984,104039.643,5159.649,29233.505,14846.139,105104.96600000001,1373572.498,1373572.498
2010-03-31T00:00:00,,920688.232,105434.358,189720.343,78747.787,104039.643,6932.913,32686.976000000002,15172.716,113715.80600000001,1377418.4309999999,1377418.4309999999
2010-04-30T00:00:00,,911866.408,115289.266,192665.779,78993.155,104039.643,9632.981,33727.636,15806.579,113795.84400000001,1383151.512,1383151.512
2010-05-31T00:00:00,,921708.719,103199.301,195554.254,79357.917,104039.643,12156.694,28626.292,15950.901,110758.95100000002,1375798.418,1375798.418
2010-06-30T00:00:00,,943159.328,96191.913,196511.48,78584.166,104039.643,13887.671,25103.605,13295.903,107440.89,1381703.119,1381703.119
2010-07-31T00:00:00,,942916.24,84788.023,196429.316,75720.791,104039.643,16668.882,25460.847,9114.755,108781.08399999999,1367490.2649999997,1367490.2649999997
2010-08-31T00:00:00,,925866.092,94120.82,199471.809,76105.021,104039.643,19327.145,22496.864999999998,6381.013,110500.965,1358837.5639999998,1358837.5639999998
2010-09-30T00:00:00,,955470.37,87147.102,200466.419,76832.097,104039.643,19594.679,23211.314,4763.427,105053.819,1376112.451,1376112.451
2010-10-31T00:00:00,,945200.766,83563.946,202878.646,76850.47,104039.643,21988.533,26686.818,3159.505,113469.01,1374958.6909999999,1374958.6909999999
2010-11-30T00:00:00,,964898.318,88840.638,204172.179,75914.237,104039.643,24218.299,23492.451,2989.482,117711.932,1402105,1402105
2010-12-31T00:00:00,,984849.944,94705.745,204144.389,73984.991,104039.643,26119.755,16407.627,8475.831,106683.587,1415267.1230000001,1415267.1230000001
2011-01-31T00:00:00,,1002239.622,100653.757,205942.66,99003.508,104289.64,2649.512,20264.288,5031.202,107329.399,1441460.9279999998,1425732.072
2011-02-28T00:00:00,,1011092.817,97501.007,206149.377,96781.939,104289.64,5077.798,20278.923,2447.391,110357.504,1447827.0190000003,1433531.8820000002
2011-03-31T00:00:00,,1055759.911,91596.552,204108.141,89259.033,107289.64,7559.468,20550.109,3843.294,119040.06,1494898.0669999998,1480906.4
2011-04-30T00:00:00,,1079128.313,87675.975,206402.687,88868.57,107289.64,10244.477,22859.768,4413.821,121049.012,1521529.5760000001,1503907.1609999998
2011-05-31T00:00:00,,1077302.937,84969.815,209730.599,89369.831,107289.64,13071.128,20583.424,4608.457,120032.496,1517227.7279999997,1500029.216
2011-06-30T00:00:00,,1071453.254,88263.668,209409.482,86427.301,107289.64,15692.541,22015.453,7105.964,128118.52500000001,1526366.346,1506595.8209999998
2011-07-31T00:00:00,,1076129.869,84071.661,209933.744,83944.318,107289.645,18699.781,21150.02,7273.316,126699.42300000001,1525258.033,1502987.511
2011-08-31T00:00:00,,1068114.104,89309.772,212559.325,83825.546,107289.64,21444.139,26113.790999999997,7241.026,124355.747,1527693.7650000001,1505858.8140000002
2011-09-30T00:00:00,,1079398.376,86563.516,213707.404,83127.992,107308.39,23271.022,22078.426,5067.171,125210.146,1532025.039,1507811.578
2011-10-31T00:00:00,,1098973.907,91591.71,216465.804,82973.967,107308.39,26183.447,24392.288999999997,5436.465,126053.71699999999,1562913.892,1533586.9610000004
2011-11-30T00:00:00,,1096495.095,84759.814,218403.503,82424.485,107308.39,28670.628,23583.565000000002,4711.576,124811.905,1552765.4579999999,1522147.2770000002
2011-12-31T00:00:00,,1119643.919,81563.31,220275.088,82185.106,107358.39,30731.592,16979.963,6499.422,123693.85200000001,1568655.5540000002,1544433.9690000005
2012-01-31T00:00:00,,1138805.928,85590.169,223439.559,112621.069,107358.39,3460.1,26988.311999999998,1882.32,129021.328,1605727.6160000002,1570614.2790000003
2012-02-29T00:00:00,,1147724.5,96860.912,227908.583,113811.697,107358.39,6738.496,27148.050000000003,1893.358,135995.70899999997,1637531.1120000002,1604309.6230000001
2012-03-31T00:00:00,,1168206.251,89842.375,224671.968,104868.159,110519.89,9283.919,26058.439,2050.498,117524.53300000001,1628354.0640000002,1595870.209
2012-04-30T00:00:00,,1174485.526,84828.856,226506.75,101696.912,112327.926,12481.912,29488.15,4256.825,112989.46399999999,1632555.571,1592483.012
2012-05-31T00:00:00,,1162264.222,87950.744,228410.084,100703.98,112327.926,15378.178,37566.587,4543.662,112735.06700000001,1633470.3660000002,1598414.4520000003
2012-06-30T00:00:00,,1175840.925,88132.954,228807.914,98362.435,112327.926,18117.553,31204.073000000004,7691.017,116414.72600000001,1648091.609,1619569.0010000002
2012-07-31T00:00:00,,1169357.582,85593.061,230526.113,96238.371,113027.926,21259.816,32468.583,7484.504,121887.196,1647317.039,1621020.443
2012-08-31T00:00:00,,1173884.32,91267.706,233530.17,96600.387,113027.926,23901.857,31004.105000000003,7162.427,118088.96100000001,1654937.689,1627037.2329999998
2012-09-30T00:00:00,,1196678.445,91443.772,235721.997,96752.066,113027.926,25942.005,23122.477,9033.601,120594.336,1676594.6280000003,1649443.9530000002
2012-10-31T00:00:00,,1225564.818,91333.089,238352.192,96638.823,113027.926,28685.443,35332.688,6997.767,116562.113,1714142.6669999997,1689150.988
2012-11-30T00:00:00,,1210747.955,85132.861,240932.985,96703.039,113027.926,31202.02,32855.734000000004,9606.028,121442.597,1700718.1600000004,1678536.082
2012-12-31T00:00:00,,1274952.772,88112.108,242784.686,96357.479,113027.926,33399.281,19996.216999999997,10342.334,123668.88,1759856.9970000004,1734141.478
2013-01-31T00:00:00,,1277884.838,90214.937,246188.443,129910.076,113027.926,3250.441,23997.424,7104.332,121515.632,1766905.6060000001,1742682.6090000002
2013-02-28T00:00:00,,1278635.862,95706.95,249213.344,129934.977,113027.926,6250.441,27726.064,6425.178,122936.877,1780644.275,1753610.853
2013-03-31T00:00:00,,1305039.816,89076.11,243819.159,121501.774,113027.926,9289.459,20864.962,10466.13,132005.354,1801271.5310000004,1772172.6970000002
2013-04-30T00:00:00,,1332380.544,84521.028,246805.565,120359.501,114027.926,12418.138,25643.428,8070.062,129746.325,1827166.9519999998,1795425.4640000002
2013-05-31T00:00:00,,1345746.013,84436.935,249707.764,120024.29,114027.926,15655.548,24789.816,7748.927,128246.366,1840675.8210000002,1814773.4090000005
2013-06-30T00:00:00,,1340702.471,86136.474,250559.303,117478.721,114027.926,19052.656,19570.553,9224.466,128442.104,1834635.3709999998,1807639.4070000004
2013-07-31T00:00:00,,1341031.152,84454.377,249478.017,113263.351,114027.926,22186.74,31989.349000000002,6250.273,128571.452,1841774.62,1815258.3429999999
2013-08-31T00:00:00,,1336175.741,95817.729,251426.477,112268.1,114027.926,25130.451,24434.381999999998,6525.08,126752.752,1841132.1609999998,1817079.662
2013-09-30T00:00:00,,1356463.911,85378.278,254957.746,112823.326,114027.926,28106.494,23115.356,9178.296,129000.386,1858093.973,1835609.381
2013-10-31T00:00:00,,1355038.54,92281.3,258671.781,113405.995,114027.926,31237.86,28384.708,8865.155,123443.81999999999,1866685.304,1840468.825
2013-11-30T00:00:00,,1380794.68,96936.44,261715.408,113610.634,114027.926,34076.848,26534.177,8817.19,128635.79599999999,1903433.6909999996,1875232.352
2013-12-31T00:00:00,,1417930.407,83822.047,261187.509,111629.933,114027.926,35529.65,19381.262000000002,6892.537,132549.416,1921763.1780000003,1893283.2090000003
2014-01-31T00:00:00,,1448096.046,90586.875,266103.831,148377.313,114027.926,3698.592,23420.309999999998,8273.673,127473.849,1963954.584,1937110.0069999998
2014-02-28T00:00:00,,1452075.187,92158.224,270319.349,149470.525,114027.926,6820.898,25621.773999999998,8690.699,131493.754,1980358.9869999997,1952865.5279999997
2014-03-31T00:00:00,,1488113.137,89359.711,268262.85,138600.247,119321.726,10340.877,23200.372000000003,9333.392,140699.669,2018969.1309999998,1990675.4079999998
2014-04-30T00:00:00,,1503164.417,89790.627,270303.366,131537.673,124085.119,14680.574,27902.205,9692.583,137416.62,2038269.818,2011799.48
2014-05-31T00:00:00,,1507493.017,88775.46,274827.503,116473.984,140085.119,18268.4,29851.677000000003,11826.826,143937.574,2056712.057,2032086.5789999997
2014-06-30T00:00:00,,1509952.327,84064.006,274981.171,108856.592,145085.119,21039.46,24973.457000000002,13037.759,150624.573,2057633.293,2031721.6309999998
2014-07-31T00:00:00,,1538285.127,82125.564,276670.741,107139.063,145085.119,24446.559,22388.843,12807.997,146127.218,2078405.49,2051390.0669999998
2014-08-31T00:00:00,,1536355.815,88711.065,279768.594,106438.698,145085.119,28244.777,25406.678,12233.154,150488.612,2092963.918,2069120.696
2014-09-30T00:00:00,,1540134.862,87288.174,281358.774,105509.646,145085.119,30764.009,20740.300000000003,11392.515,152863.766,2093778.3909999998,2068472.007
2014-10-31T00:00:00,,1562227.221,90249.896,284630.422,105483.683,145085.119,34061.62,18203.225,12150.186,172543.621,2140004.5709999995,2113766.084
2014-11-30T00:00:00,,1555300.689,89767.813,286661.427,104327.914,145085.119,37248.394,21112.868000000002,11919.478,154408.46199999997,2119170.7369999997,2091596.2049999996
2014-12-31T00:00:00,,1588139.04,105119.075,287696.65,102532.522,145085.119,40079.009,19186.504999999997,9441.778,152961.898,2162544.9460000005,2132576.5140000004
2015-01-31T00:00:00,,1556845.05,106613.584,292624.645,143611.47,145085.119,3928.056,23911.121,9068.786,157298.063,2146361.249,2117197.005
2015-02-28T00:00:00,,1612867.491,91414.186,296588.377,144383.277,145085.119,7119.981,27624.944,9935.952,159901.334,2198332.284,2169246.2939999998
2015-03-31T00:00:00,,1632769.199,88792.94,294554.633,124295.961,159537.679,10720.993,21608.609,9728.533,158469.29799999998,2205923.212,2175807.953
2015-04-30T00:00:00,,1639832.866,75841.919,295873.233,120367.349,160537.679,14968.205,20865.89,8927.838,155655.385,2196997.1309999996,2170022.4179999996
2015-05-31T00:00:00,,1661811.368,81660.005,299127.704,119811.719,160537.679,18778.306,21424.296000000002,10465.4,154185.05299999999,2228673.826,2201503.538
2015-06-30T00:00:00,,1656932.367,85280.371,300919.112,118078.412,160537.679,22303.021,21750.022,11561.536,158548.992,2234992.4000000004,2210113.2240000004
2015-07-31T00:00:00,,1638760.015,85678.945,300640.953,114490.652,160537.679,25612.622,28269.061,7758.077,158900.57,2220007.6210000003,2194202.956
2015-08-31T00:00:00,,1636249.399,90703.307,301332.06,111617.302,160537.679,29177.079,34063.628,8573.51,161892.41,2232814.3140000002,2208459.312
2015-09-30T00:00:00,,1663813.59,91498.457,304842.108,111661.804,160537.679,32642.625,19680.701999999997,922.076,165184.856,2245941.7890000003,2223921.184
2015-10-31T00:00:00,,1612519.628,89321.077,307373.045,110776.54,160537.679,36058.826,24462.345999999998,1056.904,163044.31600000002,2197777.316,2175088.176
2015-11-30T00:00:00,,1633647.639,98736.645,309265.009,109498.401,160537.679,39228.929,37425.765,1587.925,165420.64099999997,2246083.6240000003,2222145.16
2015-12-31T00:00:00,,1617090.273,99986.571,312838.27,109880.262,160537.679,42420.329,32726.721,1712.483,168900.029,2233254.3470000005,2208768.3819999998
2016-01-31T00:00:00,,1608907.525,96394.748,314130.908,149822.88,160537.679,3770.349,38193.291,1736.938,167581.396,2226944.806,2203181.1739999996
2016-02-29T00:00:00,,1594548.89531743,92820.660459,320544.54,152392.956,160537.679,7613.905,46122.905612515,649.19,177498.81666918,2232185.0080581247,
2016-03-31T00:00:00,,1619541.4121510799,89751.87198403999,321217.12668056,149108.17653299,160537.679,11571.27114757,39281.826223020005,2038.553,176616.78070053,2248447.5707392297,
2016-04-30T00:00:00,,1609417.14782338,91508.44322415028,321336.51045303,144003.20492545,162037.679,15295.62652758,38185.53341666,40.738,176721.4239093599,2237209.79682658,
2016-05-31T00:00:00,,1601301.3383059,116006.98569796998,323749.83030144,136750.82468887002,167753.039,19245.96661257,50881.3195,335.43,175418.82952399002,2267693.7333293,
2016-06-30T00:00:00,,1601798.5257759,109284.31339044,326227.5519863999,135447.38499655,167753.039,23027.12798985,51428.91392,970.393,193238.80726137004,2282948.50533411,
2016-07-31T00:00:00,,1590350.66162905,107848.20990897762,326981.10343894997,132572.68262779,167753.039,26655.381811159998,39966.1966026125,70.974,185830.78173563,2251047.9273152202,
2016-08-31T00:00:00,,1588764.56210734,105274.33787684131,326835.74321950006,128669.94331437,167753.039,30412.76090513,40292.8631417218,643.784,188686.68942618012,2250497.9797715833,
2016-09-30T00:00:00,,1592722.0003727898,125483.95126710049,329141.32954663003,128616.07172483,167753.039,32772.2188218,38439.9897288863,1915.354,191207.66802612002,2278910.2929415265,
2016-10-31T00:00:00,,1620234.40989413,120727.4276519399,333218.86674888,129327.04414241001,167753.039,36138.78360647,36778.583827769995,1992.805,186611.83944026,2299563.93256298,
2016-11-30T00:00:00,,1634634.7964329098,118579.88550210021,338372.54454609,131259.82111231002,167753.039,39359.68443378,40172.04795834,1883.756,186297.78456843,2319940.8150078696,
2016-12-31T00:00:00,,1629384.61526081,96101.0824317776,338789.9832698901,130639.42445746,167753.039,40397.51981243,34095.943209997095,1857.631,188771.819822993,2289001.074995468,
2017-01-31T00:00:00,,1612447.5571299898,94487.38913561261,341051.93946364,168917.89955517,167753.039,4381.0009084700005,38782.759999999995,1288.36,187241.58433980003,2275299.5900690425,
2017-02-28T00:00:00,,1596913.91120617,95488.9367126399,345426.72823713004,169767.36772642,167753.039,7906.32151071,38535.298,1271.137,188091.59658838,2265727.60774432,
2017-03-31T00:00:00,,1622310.32803655,96571.76473210231,343585.76887218,164520.91114652003,167753.039,11311.81872566,43996.1613584876,649.09,194074.54099227,2301187.6539915903,
2017-04-30T00:00:00,,1623933.93911049,99034.38456064281,344838.10958959,160450.6689742,169453.039,14934.401615390001,61223.18730498,825.1,192793.56990950002,2322648.2904752027,
2017-05-31T00:00:00,,1613936.8900814299,100140.1655981512,345778.51743146894,157299.56780797,169453.039,19025.910623499,53199.506109527305,427.465,193703.4211778045,2307185.965398382,
2017-06-30T00:00:00,,1648589.3604384998,92430.44916125,346108.40601219994,154284.27041289,169453.039,22371.096599309898,46967.651000000005,712.125,192836.7089183025,2327644.700530252,
2017-07-31T00:00:00,,1644751.46844718,91940.85256628,345142.34915870905,149305.32849106,169453.039,26383.981667649,48671.829767282594,22.683,190444.97526887993,2320974.1582083316,
2017-08-31T00:00:00,,1634584.69053387,91476.76675728029,347891.371791069,148144.48635549,169384.289,30362.596435579,47816.1835991726,564.873,195007.45558719008,2317341.341268582,
2017-09-30T00:00:00,,1615817.21680838,101513.6535585228,349921.52790255897,146930.11279228,169453.039,33538.376110279,53435.7018347221,31.677,195120.6705854199,2315840.4476896035,
2017-10-31T00:00:00,,1614050.61548384,89949.86211882,355301.1256518657,148242.77227274672,169453.039,37605.314379119,44791.0735297573,37.985,192163.8578179453,2296294.5196022284,
2017-11-30T00:00:00,,1614227.6014879812,100929.76173379,358684.7130030159,147964.52470148672,169453.039,41267.1493015292,40492.9366141173,700.172,190234.8723558153,2305270.0571947196,
2017-12-31T00:00:00,,1633125.02193909,119186.08941118,360924.7445565565,147614.37162700001,169453.039,43857.333929556495,43477.19911772,705.404,193472.35157965004,2350890.810604196,
2018-01-31T00:00:00,,1635860.8929153502,91833.99635804,358736.89527829003,185173.04934579,169384.289,4179.5569325,41229.298206315,10.09,200813.57914443998,2328484.751902435,
2018-02-28T00:00:00,,1625224.5888561502,80732.41872177002,358972.62153714,181593.28756506002,169384.289,7995.04497208,36108.53743509,12.707,207636.00538433,2308686.87893448,
2018-03-31T00:00:00,,1614396.63885441,86062.00207907999,351484.85694321996,169913.02479794002,169384.289,12187.54314528,30311.302327600002,21.113,216729.34392695004,2299005.25713126,
2018-04-30T00:00:00,,1617274.07927664,87439.80880047,351050.38319002005,165102.7808906,169384.289,16563.31329942,46331.59821579013,25.991,214562.55617227987,2316684.4166552,
2018-05-31T00:00:00,,1607422.9395018301,100305.72103905,356711.51203595,153411.75204275,182384.289,20915.4709932,44391.622345642696,454.799,203238.89066455534,2312525.484587028,
2018-06-30T00:00:00,,1626347.0768437502,106839.60718418998,356591.589301,150189.04583325,182384.289,24018.25446775,42059.889622843795,2209.158,211767.49370325066,2345814.814655035,
2018-07-31T00:00:00,,1618968.22839864,107499.28588126999,352407.80306123995,141237.68342788,182384.289,28785.830633359998,32827.173,1000.947,211422.89454856503,2324126.3318897146,
2018-08-31T00:00:00,,1623532.42944886,93042.36711752998,353316.48842380004,137998.84779979,182384.289,32933.35162401,41692.77776177,38.067,208964.96568159547,2320587.0954335555,
2018-09-30T00:00:00,,1658923.46627403,96576.38600926999,354822.26853147,136048.04742788,182384.289,36389.93210359,44684.064999999995,1533.024,218493.82617421,2375033.03598898,
2018-10-31T00:00:00,,1636021.3774928397,116734.35749101,358694.5130894745,135753.44779978998,182384.289,40556.776289684494,39393.553,757.913,210761.13345168997,2362362.847525014,
2018-11-30T00:00:00,,1641672.45500095,117511.47852345,361949.4765809366,135188.31279979,182384.289,44376.8747811465,38591.99851669,62.53,208924.5352887916,2368712.4739108183,
2018-12-31T00:00:00,,1673512.92585707,110933.26644153001,351586.83078817,121054.32027088,182384.289,48148.22151729,39055.909,471.749,222585.82481184,2398146.50589861,
2019-01-31T00:00:00,,1647591.80523179,108800.22875949,359322.90529713,172035.51108916997,182384.289,4903.10520796,29776.318,96.226,223332.72640223,2368920.2096906397,
2019-02-28T00:00:00,,1649570.99472555,112774.56162105,364070.07551074,172842.96308917,182384.289,8842.82342157,30961.509,106.764,219971.23347623998,2377455.1383335795,
2019-03-31T00:00:00,,1644363.43731049,123176.28876835,364120.9054835,162330.46824616997,187887.789,13902.64823733,29571.691,2059.385,234615.25542719,2397906.96298953,
2019-04-30T00:00:00,,1664248.0500838798,124583.27759510001,369389.07591451,145129.67424616998,205637.789,18621.61266834,23842.829,146.184,227758.96784746,2409968.3844409497,
2019-05-31T00:00:00,,1686606.09756635,132887.72852059,368109.08365135995,139579.52124616998,205134.289,23395.273405189997,24693.735999999997,815.549,234914.10838052,2448026.3031188194,
2019-06-30T00:00:00,,1691451.9145454,135510.9934929,383218.16664506,159123.61024617,199251.514,24843.04239889,28779.766,1749.228,228904.20518099,2469614.2738643503,
2019-07-31T00:00:00,,1679365.1820689002,154846.15980437,379617.0398109944,151022.58624617,199251.514,29342.9395648244,20005.182,1463.493,230403.920936156,2465700.9776204205,
2019-08-31T00:00:00,,1705294.4479088902,160550.39639823,382168.4929591,148998.7296803,199251.514,33918.249278799994,23897.671449299996,1062.242,239823.93559203998,2512797.1863075607,
2019-09-30T00:00:00,,1699237.2092581699,165166.73295193,383576.38637436996,145778.02541027,199251.514,38546.846964100005,21143.030000000002,238.043,236989.31614071998,2506350.71772519,
2019-10-31T00:00:00,,1713471.04125817,158574.40895192997,386790.92937436997,144876.08541027,199251.514,42663.329964100005,23060.46,118.44,234263.46914071997,2516278.74872519,
2019-11-30T00:00:00,,1727626.11021412,167309.76353893,390467.57379722,144804.81141027,199251.514,46411.24838695,23712.260000000002,4659.239,261460.02298724002,2575234.96953751,
2019-12-31T00:00:00,,1795979.1838346,173154.83832517,393290.91693213,143724.36820293,199251.514,50315.0347292,22463.254999999997,2931.618,243308.57533878,2631128.3874306805,
2020-01-31T00:00:00,,1757835.2644439302,183671.33048983,398810.74665826,194278.28393213,199307.764,5224.69872613,30071.433,893.685,250891.65312018,2622174.1127122007,
2020-02-29T00:00:00,,1776465.3739679,190477.87107892,401571.12054284,192576.24693213002,199307.764,9687.10961071,36302.57,604.071,270118.66314436,2675539.66973402,
2020-03-31T00:00:00,,1810488.12420914,185474.94141704,384266.45668961003,171740.70600657,199307.764,13217.98668304,40950.572,718.092,302235.72906610003,2724133.91538189,
2020-04-30T00:00:00,,1829239.585425985,176962.84706476098,389656.84573978995,168804.96100656997,204307.764,16544.12073322,30677.606405458,217.983,316948.45555446896,2743703.3231904632,
2020-05-31T00:00:00,,1861732.166468383,177627.41634800902,394581.379540002,170834.88100656998,204307.764,19438.734533431998,30373.868739281002,90.095,343481.776527196,2807886.702622871,
2020-06-30T00:00:00,,1842978.301795537,175562.41879658698,394160.005018817,175206.18891589998,204307.764,14646.052102917001,29370.451939123,661.098,389185.2957068579,2831917.571256922,
2020-07-31T00:00:00,,1836596.8222644269,165645.04932127698,400870.38163213996,177601.70791589998,204307.764,18960.90971624,33413.194856213,501.898,392455.169452393,2829482.5155264493,
