,,,,,
القائمة الرئيسية   Main List,,,,,قائمة الإحصاءات النقدية والمالية       Money & Banking Stat. List
,,,,,
,,,,,
Table 4b: Money Supply Components in M3,,,,,جدول4b :   مــــكــــونـــــات عـــــرض الـنـقـــــــــود فــــي ن3
(Percentage Shares),,,,,(نـسـب مـئـوية)
نهاية الفترة,,النقد المتداول,الودائع,الودائع الزمنية ,الودائع الأخرى
,,خارج المصارف, تحت الطلب,والإدخارية,شبه النقدية
End of Period,,Currency,Demand,Time & Savings,Other Quasi-
,,Outside Banks,Deposits,Deposits,Money Deposits
Q2,2003,13.598120498830005,40.35718440869591,26.008422995895142,20.036272096578944
Q3,2003,12.981363604033627,40.25293429865398,26.44881671335711,20.316885383955274
Q4,2003,13.292677173491748,40.17609140673238,27.182938732461075,19.34829268731478
Q1,2004,13.02604751558771,41.84894338393428,25.62741356214886,19.497595538329143
Q2,2004,12.742554930773947,41.43358338405596,25.729209869685153,20.094651815484937
Q3,2004,12.27072698157141,41.02399034210648,27.605222049533364,19.100060626788746
Q4,2004,12.131739813505183,42.60316783661158,27.573476738483738,17.69161561139951
Q1,2005,11.47409901227002,42.515689146445524,27.811465480723328,18.19874636056112
Q2,2005,11.336731911965115,40.701221503318266,29.563513166260996,18.39853341845563
Q3,2005,11.130106867608315,39.88751929378084,30.053391229326603,18.928982609284244
Q4,2005,11.618013579893503,39.62263576396155,29.866633115262765,18.892717540882188
Q1,2006,10.423293644430105,39.158949437804424,32.47333004447049,17.94442687329498
Q2,2006,10.60650991692016,39.63539169478009,31.82901367843559,17.929084709864178
Q3,2006,9.960907144380101,37.161798520253846,34.02489150726994,18.852402828096103
Q4,2006,10.499387435908547,36.86649534140037,34.232573266724444,18.40154395596662
Q1,2007,9.60523900553777,38.02650121833675,35.27930874167863,17.088951034446843
Q2,2007,9.447347383648335,37.516196768736016,35.886307423375264,17.150148424240385
Q3,2007,9.286446565873478,38.27408254985173,35.54087665062089,16.898594233653892
Q4,2007,9.141015681045829,39.425501529405004,35.841362206526384,15.592120583022778
Q1,2008,8.680433527042165,40.68239552262666,35.26598386402558,15.371187086305591
Q2,2008,9.015641424924084,40.84519372751734,32.85426098853055,17.284903859028034
Q3,2008,9.49133406495659,37.54654323397851,36.74951375830849,16.212608942756418
Q4,2008,8.93382809913871,36.86133083655152,39.566694119856614,14.63814694445316
Q1,2009,8.581226685516585,39.03629567521984,36.91001633077749,15.47246130848608
Q2,2009,8.52964149751103,38.9853457259335,34.74875979468265,17.73625298187282
Q3,2009,8.857543246801885,40.414058427015696,33.06582916029706,17.662569165885348
Q4,2009,8.590882478933025,42.09775305498445,31.42805612622678,17.883308339855745
Q1,2010,8.888815668285858,44.74846569938486,31.044378726382217,15.318339905947068
Q2,2010,8.924698236528679,46.7858203573117,29.360045304770615,14.929436101389001
Q3,2010,9.08386779650062,47.17829529459219,28.372207142716505,15.365629766190686
Q4,2010,8.84140304737818,49.06396227288779,27.609300842703682,14.485333837030334
Q1,2011,9.141925887390578,50.17535086308623,26.218920770556025,14.463802478967164
Q2,2011,9.833346796400354,50.9104735916031,25.836391401704777,13.419788210291783
Q3,2011,10.057891021313987,51.061500311559236,24.997429977192912,13.883178689933859
Q4,2011,9.67302383712701,51.800736502210796,25.525538186002166,13.000701474660042
Q1,2012,9.504450273375017,52.56505228374301,24.754530943567012,13.175966499314956
Q2,2012,9.651241194911412,52.79647408856199,24.4761976846785,13.076087031848093
Q3,2012,9.80864441425522,52.622125936339,22.679988815112196,14.889240834293584
Q4,2012,9.454103657312166,53.72981913550946,23.41354112072083,13.402536086457543
Q1,2013,9.39397736412753,56.1148428182842,22.073099873353065,12.418079944235192
Q2,2013,9.384160432823304,55.82040349910854,22.020044037988846,12.775392030079317
Q3,2013,9.297395143299415,55.31590251610814,22.111402762684563,13.275299577907887
Q4,2013,9.169351563314885,55.10771145585157,22.437583538039206,13.285353442794317
Q1,2014,8.971092382984416,56.14453047908419,21.500260105949113,13.384117031982278
Q2,2014,9.118226127900627,56.63774645050659,21.998023543148886,12.246003878443897
Q3,2014,9.306133804759183,55.51866612339317,23.930175397206334,11.245024674641314
Q4,2014,8.826631717012928,56.91432150861417,23.159880313357256,11.099166461015654
Q1,2015,9.25826457888001,58.53363018376242,21.778882878688098,10.429222358669472
Q2,2015,9.50417353408536,59.26322453947147,20.641991574108363,10.590610352334815
Q3,2015,9.524183130463248,58.03966136040535,22.395682111743042,10.040473397388363
Q4,2015,9.436238967958973,54.892501669195525,24.60695243230399,11.06430693054152
Q1,2016,9.460862220929975,55.209030860586786,23.318321804561677,12.011785113921565
Q2,2016,10.192960338398874,54.171070103459584,25.0771421618892,10.558827396252362
Q3,2016,9.821597322911407,53.47108294387317,27.123172670467348,9.584147062748078
Q4,2016,9.463929633665197,54.23581881848906,27.561104076187746,8.739147471658
Q1,2017,9.472992529092817,55.679926402462776,26.301183633625435,8.545897434818976
Q2,2017,10.05399430556055,53.715501599961044,26.400561772439318,9.829942322039102
Q3,2017,9.550323198037836,54.87224353132583,26.670741115551554,8.906692155084778
Q4,2017,9.530748897492897,55.533106895297536,25.15839028250792,9.777753924701653
Q1,2018,10.07240355617923,56.44223702171852,24.32628128475217,9.159078137350072
Q2,2018,10.453747217585496,56.27832927588411,23.41197629188591,9.85594721464448
Q3,2018,9.739140314690815,55.77497440234648,23.419567548686263,11.06631773427645
Q4,2018,9.717740444423455,56.14153427883954,23.900063079827223,10.240662196909778
Q1,2019,10.099003382161282,56.66782239965195,23.502764637680297,9.73040958050645
Q2,2019,10.137270604680484,56.96824767817586,23.22647133679147,9.66801038035219
Q3,2019,9.971846188068794,57.906240675145035,22.80129003677131,9.320623100014862
Q4,2019,9.528815095363226,55.368960721319695,25.271117255552955,9.831106927764123
Q1,2020,9.883059260928604,58.06439932966943,22.911084368607533,9.14145704079444
Q2,2020,10.16711678096474,59.3030823440841,21.617210591744307,8.91259028320685
Q3,2020,9.91043346459378,58.663563718717725,21.600322073449362,9.82568074323914
Q4,2020,9.597856104928209,59.67575363808832,22.052493516071493,8.673896740911983
Q1,2021,9.462347653730768,60.013699978987766,20.697060783614436,9.82689158366702
Q2,2021,9.31969784212825,59.556419929533774,19.885530633224747,11.23835159511324
Q3,2021,9.035304262094733,58.614596143428,20.33475922702155,12.015340367455716
Q4,2021,8.85153653668122,58.909234696091396,21.454005780344858,10.785222986882518
Q1,2022,8.658186348934045,58.129060704049465,21.264664153361,11.948088793655486
Q2,2022,8.463384579432901,57.034246194724695,22.26298560787691,12.239383617965492
Q3,2022,8.086882476274045,56.66735881168488,22.030401961462516,13.215356750578543
Q4,2022,8.013462673162135,53.22494397320134,26.239144591304864,12.522448762331667
Q1,2023,7.9573343406906,51.92586408658124,26.777231608599877,13.339569964128284
Q2,2023,8.300549778613002,49.84513934162542,28.952157844404287,12.902153035357294
Q3,2023,7.808944293696525,49.95234951637282,30.462373509654473,11.776332680276202
Q4,2023,7.890420797978345,48.87011385622236,32.17724332709169,11.062222018707589
Q1,2024,8.056348264397531,49.83148857802153,29.86275321970835,12.249409937872587
Q2,2024,7.906529413487464,49.03645463391592,31.1764105564953,11.880605396101316
Q3,2024,7.636125078481562,49.012456413436865,32.16625097950176,11.185167528579813
