,,,,,,,,,,,,,,,
القائمة الرئيسية   Main List,,,,,,,,,,,,,,قائمة الإحصاءات النقدية والمالية       Money & Banking Stat. List,
,,,,,,,,,,,,,,,
Table 20: Private Sector Imports Financed Through Commercial Banks,,,,,,,,,,,,,,جدول 20: واردات القطاع الخاص الممولة عن طريق المصارف التجارية,
 (Letters of Credit Settled and Bills Received),,,,,,,,,,,,,, (الإعتمادات المسددة وأوراق تحت التحصيل),
(Million ﷼),,,,,,,,,,,,,,(مليون ﷼),
الفترة,,Foodstuff             المواد الغذائية,,,,,,منسوجات ,مواد بناء,سيارات,آلات ,أجهزة, سلع أخرى,الإجمالي,
,,حبوب, فواكه و خضروات,سكر وشاي وبن,مواشي ولحوم,مواد,المجموع,وملبوسات,,,,,,,
Period,,Food,Fruits &,"Sugar, Tea",Livestock,غذائية أخرى,,Textiles,Building,Motor,Machinery,Appliances,Other,Grand,
,,Grains,Vegetables,& Coffee,& Meat,Others,Total,& Clothing,Materials,Vehicles,,,Goods,Total,
2018-11-30T00:00:00,,304.329038564,40.8041496,49.994130353500005,158.032,578.4535287313199,1131.61284724882,120.03817381734,1091.52528815203,1164.66778961028,430.233965274,213.68174846522,4627.03103566468,8778.79084823237,
2018-12-31T00:00:00,,718.789854356,21.825,72.13603107,174.90414381772,702.54548458559,1690.20051382931,114.4358982787,1138.00151951694,1651.2674004404,462.23081953325,371.51031987790003,5686.294651134999,11113.9411226115,
2019-01-31T00:00:00,,671.56448826,24.847139349,120.49591967500001,273.37911302412,589.4602019414,1679.7468622495198,142.655388499,1077.4919338614698,1247.3095017925798,526.2607832208,285.66328219409996,5235.52275923705,10194.65051105452,
2019-02-28T00:00:00,,393.669,15.136,110.8970718,297.125,838.172,1654.9990718000001,123.05638022,1190.4483316399999,1471.953,467.57519763,282.37025,4216.5392317099995,9406.941463,
2019-03-31T00:00:00,,527.87085081743,43.697,54.816305758999995,240.208,1268.8540827963402,2135.4462393727704,247.71772317904,1247.5070862370699,2092.9402714142,647.05265,435.44272640561996,5873.25205770989,12679.35875431859,
2019-04-30T00:00:00,,585.814363941,34.886,114.4477743,331.213,1245.35239673851,2311.7135349795103,177.24649338364003,1935.8092562031502,1675.89544701717,426.70425520746005,387.26116622461,6340.0564706633295,13254.686623678872,
2019-05-31T00:00:00,,329.825,13.571,32.763,154.49,592.713,1123.362,160.132,1437.034,1325.347,457.372,321.472,6454.425,11279.144,
2019-06-30T00:00:00,,348.549,20.892,37.28,146.751,486.984,1040.456,132.09693355000002,1170.696,1733.312,468.132,241.589,5501.530649,10287.812582550001,
2019-07-31T00:00:00,,455.31170199999997,12.379,47.923,200.299,523.529,1239.441702,202.08,1388.31075,2522.933,556.146,287.951,6652.951145,12849.813596999998,
2019-08-31T00:00:00,,273.246,9.102,36.334,139.595,422.193,880.47,157.363,977.657,1983.856,482.288,288.274,4274.305,9044.213,
2019-09-30T00:00:00,,370.82600724300005,27.37643365,52.078203030000005,187.709854378,484.36182552224,1122.35232382324,149.79517241859,1142.2200820710998,2463.73462671556,513.84918143869,255.43982684848,5246.984807201,10894.37602051666,
2019-10-31T00:00:00,,395.28,22.966,53.394,203.184,488.46,1163.284,116.174,1257.37863,2966.046,602.45024,228.54,5983.88164,12317.75451,
2019-11-30T00:00:00,,312.69362,21.213,48.5057,119.82505,410.45784,912.69521,115.52813,904.66227,2871.7380200000002,379.39876,186.69817,5125.694820000001,10496.415379999999,
2019-12-31T00:00:00,,349.37820999999997,18.831,47.738609280000006,141.81436,535.29737572,1093.059555,154.44459,1200.35256,3087.834,501.13016,207.46747393,6120.51395992,12364.80229885,
2020-01-31T00:00:00,,326.68813,11.265,25.13984,165.02116,704.33588,1232.45001,176.55120000000002,1142.64356,2196.6139900000003,405.90778286,170.70869100923002,5550.2737799999995,10875.14901386923,
2020-02-29T00:00:00,,515.081,13.648,29.499,167.04,1330.274,2055.542,88.343,1120.25279,3017.866,331.46353999999997,139.58096000000003,4705.0795,11458.127789999999,
2020-03-31T00:00:00,,437.01518000000004,56.962,32.75459,158.30787,1041.14111,1726.18075,100.50713,1167.88229,3381.49421,404.50797,202.68212,5548.60415,12531.85862,
2020-04-30T00:00:00,,175.45823000000001,51.187,40.97508,92.98244,422.5745,783.17725,92.57567,1139.11124,3005.39597,351.42701,252.83992999999998,5644.708439999999,11269.23551,
2020-05-31T00:00:00,,218.1905,9.666,35.64,63.381,401.6095,728.487,54.902,937.109,1563.4995,426.023,383.7255,4746.75965,8840.505650000001,
2020-06-30T00:00:00,,294.835,47.142300000000006,102.875,191.106,463.076,1099.0343,64.245,1021.52473,853.6763000000001,613.1097199999999,284.77,5995.50103,9931.861079999999,
2020-07-31T00:00:00,,530.334,15.9033,33.047,149.871,329.89529999999996,1059.0506,103.261,965.94825,1077.645,599.22,347.1982,5155.12017,9307.44322,
2020-08-31T00:00:00,,492.13278,16.623,45.557339999999996,158.47553,374.17375,1086.9624,50.22061,987.76206,1644.85971,393.46963,205.09024,4924.59458,9292.95923,
2020-09-30T00:00:00,,377.81952,24.518,63.856139999999996,162.15623000000002,406.73536,1035.08525,57.74359,984.68575,1534.7988500000001,271.67484,194.12503,4976.252810000001,9054.366119999999,
2020-10-31T00:00:00,,345.11361,24.162,30.152,141.4263,451.98321000000004,992.83712,68.0395,943.46064,2697.43315,314.37577000000005,192.80442000000002,4855.509859999999,10064.46046,
2020-11-30T00:00:00,,260.95336,38.077,48.6569,147.23132,431.62925,926.54783,56.259,876.63679,2831.9889399999997,299.1785,216.12579,5473.23788,10679.974729999998,
2020-12-31T00:00:00,,222.13499277000003,33.715,41.203,285.68287,476.00477,1058.74063277,58.811,999.40459,2351.28406,340.46368612000003,185.2274,4923.104627839999,9917.03599673,
2021-01-31T00:00:00,,493.9817,36.13,55.20464,345.45313,624.12324,1554.8927099999999,55.90987,953.9134499999999,1745.69731,441.3888,254.13451,5075.94757,10081.884219999998,
2021-02-28T00:00:00,,229.68725,35.638,57.54903,359.50049,668.53678,1350.91155,86.36,1108.98794,2034.1433200000001,321.49612,180.72301000000002,4681.403729999999,9764.025669999999,
2021-03-31T00:00:00,,806.01465,37.234,35.81706,282.24993,1544.8307,2706.14634,59.944,1157.7626800000003,2777.52877,374.81396,280.75534999999996,5766.77797,13123.72907,
2021-04-30T00:00:00,,541.29126,15.404,35.21659,216.65703,1193.7761099999998,2002.3449900000003,54.82536,1008.46767,3220.48117,293.56447,334.34681,5078.39781,11992.42828,
2021-05-31T00:00:00,,392.42959,12.477,175.03517,152.59149,783.05876,1515.59201,57.26,1007.3599499999999,2630.1865,435.45378999999997,336.54407000000003,5083.21833,11065.614649999998,
2021-06-30T00:00:00,,446.09983,17.899,99.57976,167.22154999999998,979.21798,1710.01812,51.924,1145.18523,2725.83913,304.63458,360.85940000000005,5307.495599999999,11605.95606,
2021-07-31T00:00:00,,254.58513,4.438,20.37564,123.5547,487.62852,890.58199,53.12778,959.75586,2208.40659,284.6988,321.26043,4933.99791,9651.82936,
2021-08-31T00:00:00,,507.03,12.337,101.285,121.90983,574.13047,1316.6923000000002,56.86907,1213.7045,2462.14333,363.22330999999997,268.98382,5333.52958,11015.145910000003,
2021-09-30T00:00:00,,600.33002,24.446,38.70207,96.32661,557.65636,1317.46106,71.59322,1074.4026199999998,2124.38544,362.24246,240.44414,5813.17633,11003.70527,
2021-10-31T00:00:00,,491.76889,6.744,43.44711,86.404,593.417196,1221.781196,59.56306,949.091194,2166.531698,334.11383,186.537782,5493.286153,10410.904912999998,
2021-11-30T00:00:00,,400.24696,7.19,32.770869999999995,85.67408999999999,544.89487,1070.7767900000001,52.10257,1004.3039100000001,2157.00456,345.83840999999995,287.4395,4913.38538,9830.85112,
2021-12-31T00:00:00,,442.22591,17.095,29.66213,104.704,455.77142000000003,1049.45846,57.92659,1240.50579,3148.7854300000004,489.03217,283.33743,4940.25484,11209.300710000001,
2022-01-31T00:00:00,,763.66029,5.171,44.726,71.72510000000001,938.79245,1824.0748400000002,56.214059999999996,1212.91544,2609.6209,425.14551,330.19536999999997,5472.041450000001,11930.20757,
2022-02-28T00:00:00,,373.96395,6.47,33.01,59.833,1022.1883900000001,1495.4653400000002,63.98254,1141.75527,1973.22675,284.07329999999996,280.45822999999996,5208.329299999999,10447.29073,
2022-03-31T00:00:00,,381.54315,9.303,67.72979,96.236,729.2057199999999,1284.0176600000002,64.46948,1328.56512,2539.5527700000002,499.91506,288.58814,7686.10352,13691.211749999999,
2022-04-30T00:00:00,,267.3718,10.788,65.545,110.31362,869.5767,1323.5951200000002,66.17893,1070.3972430000001,2501.254022,468.729166,310.560987,6133.5053020000005,11874.22077,
2022-05-31T00:00:00,,891.21,93.689,61.41917,99.55541000000001,704.02224,1849.89582,62.09493,1543.41913,2864.42719,481.13091,279.6493,7004.73709,14085.35437,
2022-06-30T00:00:00,,671.96366,5.962,36.05008,114.70821000000001,1011.72249,1840.40644,73.25711,1362.10925,2946.25172,534.59347,298.00346,6630.67691,13685.29836,
2022-07-31T00:00:00,,576.1849199999999,7.589,22.751849999999997,91.06122,690.9999799999999,1388.58697,81.81267999999999,1258.88015,2978.86258,437.82526,223.45314000000002,5510.6726,11880.09338,
2022-08-31T00:00:00,,757.23095,4.344,34.86363000000001,68.71029,825.4541100000001,1690.60298,104.90148,1526.7495800000002,3024.72937,347.04492,286.44337,7068.68781,14049.159510000001,
2022-09-30T00:00:00,,579.2832900000001,408.868,37.3,65.52518,1060.28282,2151.25929,65.94206999999999,1085.9723000000001,3124.32226,433.94115999999997,257.19506,7057.239509999999,14175.871650000001,
2022-10-31T00:00:00,,865.8781899999999,18.017,54.367110000000004,59.18551,919.50477,1916.95258,76.19945999999999,1238.32375,3255.6375099999996,439.00201,170.01608,7054.13576,14150.267149999998,
2022-11-30T00:00:00,,646.65811,7.913,84.762,79.82236999999999,855.82544,1674.98092,63.8688,1407.95811,3614.10819,412.89578,224.28955,6770.5085,14168.60985,
2022-12-31T00:00:00,,416.77916999999997,7.36,46.663855770000005,52.202769999999994,739.73279933,1262.7385951,55.522511230000006,1127.54808168,4230.12423125,477.38026568000004,279.16765826,6551.772810749999,13984.25415395,
2023-01-31T00:00:00,,462.394,3.402,25.63675898,64.34904,556.70099106,1112.48279004,75.24371819,1265.95966873,3238.2449699599997,692.93299167,311.16336374,8514.20198093,15210.229483259998,
2023-02-28T00:00:00,,582.288,6.434,49.120538339999996,78.95257000000001,548.94630158,1265.74140992,57.771618690000004,1236.2786283500002,3098.41734477,736.45348596,195.55607314,6138.126897869999,12728.3454587,
2023-03-31T00:00:00,,621.57047,11.494678749999999,63.24408988,72.68157000000001,759.70879827,1528.6996069,61.46087378,1298.36788756,3774.31959529,580.55577381,260.86228215,6420.07863419,13924.34465368,
2023-04-30T00:00:00,,190.25433,3.171199,59.812540719999994,77.06161999999999,850.67117237,1180.9708620899999,40.286513299999996,1095.16889287,3243.76688829,540.18391625,309.928676,5801.63072198,12211.93647078,
2023-05-31T00:00:00,,252.91883,49.10071,38.05483341,78.68701,715.84992626,1134.6113096699999,87.21243346,1594.09059058,3912.75523509,657.4149346199999,211.87386382999998,7236.8985126,14834.85687985,
2023-06-30T00:00:00,,492.57694,7.2016800000000005,25.86427286,55.826010000000004,590.8818997,1172.35080256,39.84011974,1070.7520755799999,2838.11430075,421.59138217,213.63771333999998,6248.797697319999,12005.084091460001,
2023-07-31T00:00:00,,342.256,0.95352,42.183927690000004,88.38923,536.4548960599999,1010.23757375,56.75308709,1451.41374308,4771.040489110001,1019.49647613,375.47148487000004,7680.26315762,16364.676011649999,
2023-08-31T00:00:00,,253.344,6.193,33.07023651,57.66475843,435.38840179000005,785.66039673,61.675933900000004,1426.62403769,3821.4395980500003,816.6560978,442.49568628000003,7353.34190761,14707.89365806,
2023-09-30T00:00:00,,218.86907,4.598,27.554166060000004,60.429970000000004,611.22841422,922.67962028,46.62378708,1244.65552665,3407.1674282999998,749.8821588899999,216.22253151,6524.57089438,13111.801947090002,
2023-10-31T00:00:00,,266.702,27.01154,27.9235246,87.96767,817.3421672000001,1226.9469018000002,49.65449998,1638.6322782999998,4468.43716,753.7560552,395.0160973,7593.25396,16125.696952580001,
2023-11-30T00:00:00,,171.82414,30.61849,35.342312080000006,61.096,555.7157893799999,854.59673146,42.08205553,1546.50887901,3123.1432221200002,544.7589686199999,300.60211437,7558.312498989999,13970.004470100002,
2023-12-31T00:00:00,,289.94855,12.827,30.45540354,100.99186999999999,696.95877016,1131.1815937000001,46.58109609,1793.80036952,3219.13784371,665.77937214,494.98210485,7739.21222167,15090.674601679999,
2024-01-31T00:00:00,,299.40242,7.82806,37.18858525,91.579,624.50350047,1060.50156572,78.45141815,1927.08133458,2669.80430935,1085.4377218200002,403.60387179,7574.97452312,14799.854744530003,
2024-02-29T00:00:00,,225.58943,19.12760808,125.72999871,115.04464999999999,477.72217139,963.21385818,70.10415324,2027.53602863,3156.3695417,849.08032759,264.58286498,5897.6442326,13228.531006919999,
2024-03-31T00:00:00,,283.99469,44.2,50.77941122,128.21831,448.40298960999996,955.5954008299999,82.56587592999999,2114.31473092,2768.62277452,726.72895291,208.71303232999998,7113.047135710001,13969.587903150003,
2024-04-30T00:00:00,,381.76088,22.30559,374.6442811,133.45580999999999,669.62452748,1581.79108858,92.3858787,2546.8626512700002,3524.73747768,835.8383507,298.08776747999997,7341.72362954,16221.426843949997,
2024-05-31T00:00:00,,306.91594,23.409779999999998,29.15142781,122.05221,684.3896019800001,1165.9189597900001,69.6979442,2562.64242848,3765.85269529,1052.42655609,316.13422552,7479.616722029999,16412.2895314,
2024-06-30T00:00:00,,351.19,25.67981,14.75432365,94.42384,588.2439588999999,1074.29193255,40.03781812,2256.5637399800003,3094.70400915,803.70727395,298.82342477000003,6226.44015968,13794.5683582,
2024-07-31T00:00:00,,186.40464,21.972,41.781,95.863,600.46429,946.48493,81.33254000000001,2751.2726999999995,3845.16667,1009.8454499999999,221.25334,7285.208769999999,16140.5644,
2024-08-31T00:00:00,,430.52371999999997,38.788,127.04,104.83475,625.9751699999999,1327.1616399999998,82.14482000000001,2303.07848,3024.4064900000003,1506.6678100000001,226.48104,6053.200390000001,14523.14067,
2024-09-30T00:00:00,,440.295,16.951790000000003,120.86153999999999,126.69007,401.50332000000003,1106.30172,71.57285,2093.8978899999997,3156.0959199999998,1139.6683600000001,300.65274,7763.51593,15631.705409999999,
2024-10-31T00:00:00,,245.34974,333.15876000000003,113.2009204,105.09728999999999,415.71360955,1212.52031995,64.97248005,2454.29646495,3652.69630644,916.8455091700001,290.21982018000006,6857.12240272,15448.673303460002,
2024-11-30T00:00:00,,278.36057,149.513,52.408,90.01822,413.98357999999996,984.28337,52.04066,2555.4936300000004,3375.07584,717.85226,293.7127,7556.71135,15535.169810000001,
2024-12-31T00:00:00,,408.35418,32.82425,62.34096,121.23106,660.52172,1285.27217,81.11976000000001,2743.2785700000004,2777.82667,970.4287800000001,201.06577,8494.577130000001,16553.568849999996,
2025-01-31T00:00:00,,515.7416,40.02753,55.436,147.188,466.45486,1224.84799,93.04176000000001,2113.42546,3085.96999,905.31616,194.57585,8901.518789999998,16518.696,
2025-02-28T00:00:00,,421.01277000000005,16.34147,52.69400999999999,86.45502,413.99739,990.50066,62.3484,1849.11707,2291.26848,991.14687,178.66331,7453.25686,13816.301650000003,
2025-03-31T00:00:00,,231.477,16.241,22.972,117.57881,413.67328000000003,801.94209,78.86004000000001,1999.85506,2754.54375,969.50739,265.1246,7551.431369999999,14421.264299999997,
2025-04-30T00:00:00,,343.06511,25.34889,174.97403,223.59471,667.1776699999999,1434.1604100000002,85.61763,2328.20560538,2659.60718,861.03493,257.10951,8278.68721,15904.422475379999,
2025-05-31T00:00:00,,284.57955,13.43691,120.39394,106.61508,899.9582999999999,1424.9837799999998,59.37682,2098.5195700000004,2009.99577,1089.95925,243.652,7576.564058,14503.051248,
2025-06-30T00:00:00,,285.66492000000005,20.350489999999997,36.365,102.02067,862.04274,1306.4438199999997,47.04475,2449.4079766100003,2645.33696,927.85312,295.07912,7490.82884,15161.99458661,
2025-07-31T00:00:00,,217.01789000000002,18.88242,52.302,100.03744999999999,450.50316000000004,838.74292,57.673300000000005,3040.66632449,3689.9234500000002,698.12766,446.75232,7061.4850505800005,15833.371025069999,
2025-08-31T00:00:00,,418.15162,81.918,27.194,196.18403,595.23524,1318.6828899999998,72.39853,1751.74737341,2769.4057599999996,754.35874,373.58423,6477.03682,13517.21434341,
2025-09-30T00:00:00,,263.20612,69.83350999999999,76.068,274.39196,828.59765,1512.09724,104.56845999999999,2812.2375599999996,2127.27575,286.34517999999997,472.11361999999997,7669.8828300000005,14984.52064,
2025-10-31T00:00:00,,294.83775,22.45933,74.382,352.52334,639.6069299999999,1383.80935,98.58373000000002,1946.96880018,1849.11895,658.40179,600.79518,7756.35013,14294.02793018,
2025-11-30T00:00:00,,238.11637,70.742,46.09808,210.66149,1235.20379,1800.82173,105.33314,2355.2609500000003,2450.5596,524.8459200000001,555.0786699999999,6646.62919,14438.529200000003,
2025-12-31T00:00:00,,303.886,29.58,107.68268923,225.0435,986.48342936,1652.6756185899999,113.8150677,2671.88379816,3145.78798168,547.5510049100001,753.90358671,5630.4854726700005,14516.10253042,
2026-01-31T00:00:00,,366.10831,21.9552,84.21508,182.54257,943.40045,1598.22161,122.063,2653.21848,2830.88713,554.51787,873.92558,4912.830827649999,13545.664497649997,
2026-02-28T00:00:00,,163.76133000000002,47.815,85.02411000000001,160.59832999999998,772.85794,1230.05671,95.97849,2767.17938,2119.82708,553.57223,1025.67407,5420.03271,13212.32067,
