,,,,,,,
القائمة الرئيسية   Main List,,,,,,قائمة الإحصاءات النقدية والمالية       Money & Banking Stat. List,
,,,,,,,
Table 12a: Bank Claims on Private Sector,,,,,,جدول 12a: مطلوبات المصــــارف من القطــــاع الخـــاص ,
(Million ﷼),,,,,,(مليون ﷼),
نهاية الفترة,,ائتمان مصرفي,,,,,
,,Bank Credit ,,,استثمارات في,الإجمالي,
,,قروض وسلف,كمبيالات,المجموع,أوراق مالية خاصة,,
End of Period,,وسحوبات على المكشوف,مخصومة,,Investments in,Grand,
,,"Loans, Advances",Bills,Total,Private Securities,Total,
,,& Overdrafts,Discounted,,,,
2004-04-30T00:00:00,,230195.93099999998,11751.818,241947.74899999998,7658.363,249606.112,
2004-05-31T00:00:00,,240199.777,12357.542000000001,252557.31900000002,7815.003000000001,260372.32200000001,
2004-06-30T00:00:00,,245996.093,12712.927,258709.02,8349.597,267058.61699999997,
2004-07-31T00:00:00,,251974.971,13009.223,264984.194,8353.298,273337.492,
2004-08-31T00:00:00,,261435.843,13182.809000000001,274618.652,7989.062,282607.714,
2004-09-30T00:00:00,,268240.54699999996,13510.225999999999,281750.773,9482.346,291233.119,
2004-10-31T00:00:00,,306840,13832.844000000001,320673,9683.755999999998,330356.756,
2004-11-30T00:00:00,,287936.56100000005,14072.582,302009.14300000004,10266.22,312275.363,
2004-12-31T00:00:00,,288068.669,14929.746,302998.415,10929.464,313927.87899999996,
2005-01-31T00:00:00,,290839.598,14457.309000000001,305296.907,14418.826,319715.733,
2005-02-28T00:00:00,,298838.814,14094.35,312933.164,14984.591,327917.755,
2005-03-31T00:00:00,,311776.524,13959.437,325735.96099999995,14004.896,339740.85699999996,
2005-04-30T00:00:00,,320584.516,13432.385,334016.901,11880.271,345897.172,
2005-05-31T00:00:00,,334544.74,12953.594000000001,347498.334,11934.981999999998,359433.316,
2005-06-30T00:00:00,,348522.33499999996,12386.142,360908.47699999996,13098.527999999998,374007.00499999995,
2005-07-31T00:00:00,,357332.609,12016.314,369348.923,12384.144,381733.06700000004,
2005-08-31T00:00:00,,367349.647,11699.587000000001,379049.234,13735.197,392784.431,
2005-09-30T00:00:00,,382370.93299999996,11657.534,394028.46699999995,13836.231,407864.698,
2005-10-31T00:00:00,,388464.79199999996,11588.916000000001,400053.708,13949.521999999999,414003.23,
2005-11-30T00:00:00,,399010.593,11201.036,410211.629,14129.959,424341.588,
2005-12-31T00:00:00,,409732.515,11095.814,420828.329,15097.442,435925.771,
2006-01-31T00:00:00,,414241.76800000004,10860.528,425102.29600000003,14995.591999999999,440097.88800000004,
2006-02-28T00:00:00,,422295.56200000003,10806.599,433102.161,13102.585000000001,446204.74600000004,
2006-03-31T00:00:00,,423916.53199999995,10203.941,434120.47299999994,13338.092,447458.56499999994,
2006-04-30T00:00:00,,423205.31399999995,9935.767,433141.08099999995,11933.835000000001,445074.91599999997,
2006-05-31T00:00:00,,425401.317,9851.048,435252.365,11706.963,446959.328,
2006-06-30T00:00:00,,432732.716,9926.974,442659.69,11339.643,453999.333,
2006-07-31T00:00:00,,437604.78400000004,9609.362,447214.14600000007,10028.426,457242.57200000004,
2006-08-31T00:00:00,,442643.94399999996,9623.563,452267.507,10042.642,462310.149,
2006-09-30T00:00:00,,446624.578,9520.348,456144.926,11649.639,467794.565,
2006-10-31T00:00:00,,449753.796,9710.68,459464.47599999997,11608.65,471073.126,
2006-11-30T00:00:00,,450062.37,9872.226,459934.596,11964.725,471899.321,
2006-12-31T00:00:00,,451874.875,10227.648000000001,462102.523,13916.984,476019.507,
2007-01-31T00:00:00,,444814.567,9948.968,454763.535,14442.587,469206.122,
2007-02-28T00:00:00,,449517.735,9888.923999999999,459406.659,13612.408000000001,473019.067,
2007-03-31T00:00:00,,458362.35,9790.776,468153.126,14098.932,482252.05799999996,
2007-04-30T00:00:00,,465869.77699999994,9449.833999999999,475319.6109999999,14794.764,490114.37499999994,
2007-05-31T00:00:00,,475717.08200000005,9227.538,484944.62000000005,20102.894999999997,505047.5150000001,
2007-06-30T00:00:00,,486825.932,9169.591,495995.523,15617.764,511613.287,
2007-07-31T00:00:00,,498034.782,8662.965,506697.74700000003,15852.139,522549.88600000006,
2007-08-31T00:00:00,,502315.24700000003,8718.565,511033.81200000003,18509.490999999998,529543.3030000001,
2007-09-30T00:00:00,,519966.826,8572.916,528539.742,19682.211000000003,548221.953,
2007-10-31T00:00:00,,528715.823,7396.236,536112.059,18838.093,554950.152,
2007-11-30T00:00:00,,540588.1410000001,7507.427,548095.5680000001,21033.877000000004,569129.4450000001,
2007-12-31T00:00:00,,549884.496,7520.965999999999,557405.462,20476.472999999998,577881.935,
2008-01-31T00:00:00,,566557.197,6191.999,572749.196,21466.751,594215.947,
2008-02-29T00:00:00,,580846.111,6478.792,587324.903,20637.83,607962.733,
2008-03-31T00:00:00,,600362.227,6284.784,606647.0109999999,19319.422000000002,625966.433,
2008-04-30T00:00:00,,624308.057,6669.585,630977.642,19592.240999999998,650569.883,
2008-05-31T00:00:00,,644252.0449999999,6770.542,651022.5869999999,22575.317,673597.904,
2008-06-30T00:00:00,,661575.0179999999,7017.942,668592.96,21682.561999999998,690275.522,
2008-07-31T00:00:00,,674424.192,7263.691999999999,681687.8840000001,22100.395,703788.2790000001,
2008-08-31T00:00:00,,681946.527,7209.5470000000005,689156.074,21888.026,711044.1,
2008-09-30T00:00:00,,699403.219,7891.626,707294.8450000001,21062.126000000004,728356.9710000001,
2008-10-31T00:00:00,,708716.7509999999,8711.685000000001,717428.436,20199.768,737628.204,
2008-11-30T00:00:00,,714199.834,9003.493,723203.327,19849.629,743052.956,
2008-12-31T00:00:00,,703617.181,9119.445,712736.6259999999,21820.436999999998,734557.063,
2009-01-31T00:00:00,,700037.325,9348.958999999999,709386.284,20052.001,729438.285,
2009-02-28T00:00:00,,700852.311,9124.174,709976.485,20710.798000000003,730687.2829999999,
2009-03-31T00:00:00,,698687.9419999999,9265.293,707953.2349999999,20173.856,728127.0909999999,
2009-04-30T00:00:00,,697530.008,8783.018,706313.0260000001,21160.549,727473.5750000001,
2009-05-31T00:00:00,,694050.4990000001,8943.379,702993.878,21873.886000000002,724867.7640000001,
2009-06-30T00:00:00,,698593.703,8678.647,707272.35,21381.282,728653.632,
2009-07-31T00:00:00,,699608.0519999999,8159.124,707767.1759999999,21072.4,728839.5759999999,
2009-08-31T00:00:00,,713723.172,7800.902999999999,721524.0750000001,21039.58,742563.655,
2009-09-30T00:00:00,,714328.945,7287.664000000001,721616.6089999999,24717.236,746333.845,
2009-10-31T00:00:00,,715457.693,7117.344,722575.037,24592.374000000003,747167.411,
2009-11-30T00:00:00,,716235.724,7160.034,723395.758,25369.810999999998,748765.569,
2009-12-31T00:00:00,,701706.3579999999,7062.976000000001,708769.3339999999,25467.554,734236.8879999999,
2010-01-31T00:00:00,,703127.183,6753.950000000001,709881.1329999999,25745.882,735627.0149999999,
2010-02-28T00:00:00,,707144.865,7034.759999999999,714179.625,27911.533000000003,742091.158,
2010-03-31T00:00:00,,709802.178,7184.347,716986.5249999999,28771.548,745758.0729999999,
2010-04-30T00:00:00,,713108.1579999999,7607.3550000000005,720715.5129999999,29917.592,750633.1049999999,
2010-05-31T00:00:00,,716181.754,7693.675,723875.429,29546.739,753422.1680000001,
2010-06-30T00:00:00,,720476.8250000001,7831.316000000001,728308.1410000001,32045.629999999997,760353.7710000001,
2010-07-31T00:00:00,,723747.688,7855.494000000001,731603.1819999999,33084.892,764688.0739999999,
2010-08-31T00:00:00,,725894.862,7665.900000000001,733560.762,33257.563,766818.325,
2010-09-30T00:00:00,,732893.388,7358.18,740251.5680000001,32919.671,773171.2390000001,
2010-10-31T00:00:00,,736540.1070000001,8072.142,744612.2490000001,33286.928,777899.177,
2010-11-30T00:00:00,,734254.4309999999,8310.219000000001,742564.6499999999,33757.078,776321.7279999999,
2010-12-31T00:00:00,,735009.7729999999,8047.272,743057.0449999999,32698.685999999998,775755.7309999999,
2011-01-31T00:00:00,,744283.5,7798.488,752081.988,34218.392,786300.38,
2011-02-28T00:00:00,,752798.814,7518.108,760316.922,33343.609,793660.531,
2011-03-31T00:00:00,,759825.461,7983.542,767809.003,35102.17,802911.1730000001,
2011-04-30T00:00:00,,763607.898,7667.559,771275.457,36222.816,807498.273,
2011-05-31T00:00:00,,772392.566,7632.586,780025.152,36435.541,816460.693,
2011-06-30T00:00:00,,781398.76,8140.356,789539.116,35005.08,824544.196,
2011-07-31T00:00:00,,791896.145,8220.177,800116.322,36398.66,836514.9820000001,
2011-08-31T00:00:00,,797914.366,8856.486,806770.852,35838.323,842609.1749999999,
2011-09-30T00:00:00,,802662.984,8508.159,811171.143,34855.141,846026.284,
2011-10-31T00:00:00,,815329.783,8663.72,823993.503,36283.105,860276.608,
2011-11-30T00:00:00,,819542.57,9279.281,828821.851,35991.598,864813.449,
2011-12-31T00:00:00,,819038.049,9867.365,828905.414,34320.171,863225.585,
2012-01-31T00:00:00,,832733.917,10044.108,842778.025,34954.116,877732.1410000001,
2012-02-29T00:00:00,,842809.671,9650.442,852460.113,36609.231,889069.344,
2012-03-31T00:00:00,,856118.749,9654.08,865772.829,38178.388,903951.2170000001,
2012-04-30T00:00:00,,866104.543,9361.147,875465.69,39249.332,914715.022,
2012-05-31T00:00:00,,873415.615,9500.463,882916.078,40072.621,922988.699,
2012-06-30T00:00:00,,891458.314,8871.854,900330.168,40007.66,940337.828,
2012-07-31T00:00:00,,905030.293,8823.291,913853.584,37635.796,951489.38,
2012-08-31T00:00:00,,915850.765,8480.657,924331.422,37817.675,962149.0970000001,
2012-09-30T00:00:00,,926278.521,8786.94,935065.461,37623.449,972688.91,
2012-10-31T00:00:00,,940974.542,8865.507,949840.049,37349.121,987189.17,
2012-11-30T00:00:00,,947770.853,8886.586,956657.439,38181.096,994838.535,
2012-12-31T00:00:00,,958917.254,9489.315,968406.569,39108.456,1007515.025,
2013-01-31T00:00:00,,971279.248,9196.545,980475.793,39632.323,1020108.1159999999,
2013-02-28T00:00:00,,981650.519,9730.932,991381.451,40295.315,1031676.7660000001,
2013-03-31T00:00:00,,993366.244,10204.423,1003570.667,41069.091,1044639.758,
2013-04-30T00:00:00,,1009332.94,10333.471,1019666.411,45788.807,1065455.2179999999,
2013-05-31T00:00:00,,1022670.041,10142.826,1032812.867,45657.212,1078470.079,
2013-06-30T00:00:00,,1036102.375,10397.211,1046499.586,46247.513,1092747.099,
2013-07-31T00:00:00,,1046129.664,10832.362,1056962.026,45660.578,1102622.604,
2013-08-31T00:00:00,,1053857.94,10444.391,1064302.331,44437.617,1108739.948,
2013-09-30T00:00:00,,1059945.892,10704.3,1070650.192,44680.205,1115330.397,
2013-10-31T00:00:00,,1064573.754,10655.08,1075228.834,46799.689,1122028.523,
2013-11-30T00:00:00,,1072481.995,10441.824,1082923.819,50218.271,1133142.0899999999,
2013-12-31T00:00:00,,1074632.526,10913.338,1085545.864,47634.076,1133179.94,
2014-01-31T00:00:00,,1087221.452,10286.925,1097508.377,48116.983,1145625.36,
2014-02-28T00:00:00,,1097758.759,10370.293,1108129.052,49566.169,1157695.221,
2014-03-31T00:00:00,,1116768.06,10376.882,1127144.942,49634.497,1176779.439,
2014-04-30T00:00:00,,1130445.795,10439.991,1140885.786,49068.214,1189954,
2014-05-31T00:00:00,,1145192.154,10593.093,1155785.247,49820.121,1205605.368,
2014-06-30T00:00:00,,1164990.532,9170.879,1174161.411,51364.323,1225525.7340000002,
2014-07-31T00:00:00,,1170340.819,9843.827,1180184.646,51666.477,1231851.123,
2014-08-31T00:00:00,,1181446.993,9650.089,1191097.082,52731.227,1243828.309,
2014-09-30T00:00:00,,1201001.244,10258.146,1211259.39,53280.357,1264539.747,
2014-10-31T00:00:00,,1237673.984,10376.475,1248050.459,52737.172,1300787.631,
2014-11-30T00:00:00,,1211974.759,10503.284,1222478.043,52548.519,1275026.5620000002,
2014-12-31T00:00:00,,1208452.174,10339.968,1218792.142,51688.886,1270481.028,
2015-01-31T00:00:00,,1219374.224,10896.89,1230271.114,52199.12,1282470.2340000002,
2015-02-28T00:00:00,,1229225.502,11205.795,1240431.297,51941.715,1292373.012,
2015-03-31T00:00:00,,1239244.898,12458.369,1251703.267,50707.097,1302410.364,
2015-04-30T00:00:00,,1244009.783,12819.065,1256828.848,49869.705,1306698.553,
2015-05-31T00:00:00,,1260891.598,13214.726,1274106.324,50048.041,1324154.365,
2015-06-30T00:00:00,,1278931.142,13603.746,1292534.888,53060.583,1345595.4710000001,
2015-07-31T00:00:00,,1285124.755,14102.414,1299227.169,52123.952,1351351.121,
2015-08-31T00:00:00,,1285073.458,14735.302,1299808.76,50579.825,1350388.585,
2015-09-30T00:00:00,,1289614.215,14870.796,1304485.011,49768.186,1354253.197,
2015-10-31T00:00:00,,1300695.42,14760.693,1315456.113,48813.88,1364269.9929999998,
2015-11-30T00:00:00,,1313838.692,14450.756,1328289.448,47838.221,1376127.669,
2015-12-31T00:00:00,,1320963.266,14648.143,1335611.409,49246.986,1384858.395,
2016-01-31T00:00:00,,1335452.46,14553.894,1350006.354,47826.743,1397833.097,
2016-02-29T00:00:00,,1353039.767,14599.665,1367639.432,50299.549536980005,1417938.98153698,
2016-03-31T00:00:00,,1365764.45549719,14550.2055,1380314.66099719,49618.59964976,1429933.26064695,
2016-04-30T00:00:00,,1369531.847993131,14640.4815,1384172.329493131,51027.338245570005,1435199.667738701,
2016-05-31T00:00:00,,1381184.3739542798,14220.216900000001,1395404.59085428,50339.65609719,1445744.24695147,
2016-06-30T00:00:00,,1386991.438720542,14190.1249,1401181.563620542,50893.20044834,1452074.764068882,
2016-07-31T00:00:00,,1382799.444057342,13992.707199999999,1396792.151257342,50965.7353655,1447757.886622842,
2016-08-31T00:00:00,,1383439.596891457,14021.4325,1397461.029391457,52686.36649024,1450147.395881697,
2016-09-30T00:00:00,,1380931.9930963868,13737.7193,1394669.7123963865,53239.62700330999,1447909.3393996966,
2016-10-31T00:00:00,,1381164.2935893217,14290.679900000001,1395454.9734893215,53638.09499733,1449093.0684866516,
2016-11-30T00:00:00,,1367192.4805543872,14155.56,1381348.040554387,54570.634270170005,1435918.674824557,
2016-12-31T00:00:00,,1349517.37684425,14091.5976,1363608.9744442499,54311.11689566001,1417920.09133991,
2017-01-31T00:00:00,,1354209.4818569839,13332.699,1367542.1808569839,53972.14714719,1421514.328004174,
2017-02-28T00:00:00,,1354542.6922105039,12952.801,1367495.4932105038,54490.06709087,1421985.5603013737,
2017-03-31T00:00:00,,1359620.390530564,13154.706,1372775.096530564,54597.687860930004,1427372.784391494,
2017-04-30T00:00:00,,1359801.054479206,12988.383,1372789.4374792061,56925.63569557,1429715.073174776,
2017-05-31T00:00:00,,1364427.4147451045,13434.2113,1377861.6260451048,56102.6537933233,1433964.2798384281,
2017-06-30T00:00:00,,1362689.5797206436,13702.029,1376391.6087206434,54043.923107680006,1430435.5318283234,
2017-07-31T00:00:00,,1360747.292990273,13490.68,1374237.972990273,54020.502274123304,1428258.4752643963,
2017-08-31T00:00:00,,1366465.3887193752,13853.509699999999,1380318.8984193748,53715.0139940033,1434033.9124133782,
2017-09-30T00:00:00,,1360134.2592559583,13583.0785,1373717.3377559583,53189.4667517133,1426906.8045076716,
2017-10-31T00:00:00,,1359788.72875921,13529.227,1373317.95575921,57276.5507341,1430594.50649331,
2017-11-30T00:00:00,,1355860.63848384,13225.38,1369086.01848384,56672.84675875,1425758.86524259,
2017-12-31T00:00:00,,1338555.23137677,12572.008,1351127.23937677,54083.13370043,1405210.3730772,
2018-01-31T00:00:00,,1341297.7582093424,12138.233,1353435.9912093424,54522.53709529,1407958.5283046323,
2018-02-28T00:00:00,,1342091.943447211,12161.4115,1354253.354947211,55810.455165080006,1410063.810112291,
2018-03-31T00:00:00,,1347780.3638104347,12929.719,1360710.0828104347,56599.67851419,1417309.7613246248,
2018-04-30T00:00:00,,1367208.72675789,13175.34,1380384.06675789,57663.9099696743,1438047.9767275641,
2018-05-31T00:00:00,,1366543.75730551,13734.986,1380278.7433055101,57376.69870842,1437655.44201393,
2018-06-30T00:00:00,,1365865.3231306998,13378.47,1379243.7931306998,57615.09826111,1436858.8913918098,
2018-07-31T00:00:00,,1368273.49510406,13828.731,1382102.22610406,58936.522,1441038.74810406,
2018-08-31T00:00:00,,1379466.7386591202,13670.267,1393137.0056591202,58630.479652270005,1451767.4853113901,
2018-09-30T00:00:00,,1378735.9835017102,13512.113,1392248.0965017101,60183.21536399,1452431.3118657002,
2018-10-31T00:00:00,,1382479.1386880798,13003.636,1395482.7746880797,61067.586,1456550.3606880796,
2018-11-30T00:00:00,,1387355.48571068,13040.662,1400396.14771068,57842.66125946,1458238.80897014,
2018-12-31T00:00:00,,1375627.50258274,13312.273,1388939.77558274,56312.245,1445252.0205827402,
2019-01-31T00:00:00,,1371861.00611627,12760.709,1384621.7151162701,56981.389,1441603.10411627,
2019-02-28T00:00:00,,1383192.97773243,12871.8219,1396064.7996324298,56810.753,1452875.5526324299,
2019-03-31T00:00:00,,1390596.5395014398,13567.287,1404163.8265014398,56641.358,1460805.1845014398,
2019-04-30T00:00:00,,1396936.65681584,13712.595,1410649.25181584,58060.855,1468710.10681584,
2019-05-31T00:00:00,,1416179.1030518299,15369.749,1431548.85205183,54483.743,1486032.59505183,
2019-06-30T00:00:00,,1408306.0195349401,13290.912900000001,1421596.93243494,55508.24,1477105.17243494,
2019-07-31T00:00:00,,1415180.2457141199,13761.5839,1428941.82961412,55559.587,1484501.4166141201,
2019-08-31T00:00:00,,1419229.68120502,13462.671900000001,1432692.35310502,54322.94790322999,1487015.30100825,
2019-09-30T00:00:00,,1432306.95563161,12837.285,1445144.24063161,53872.375,1499016.61563161,
2019-10-31T00:00:00,,1440926.9676316099,12714.128,1453641.09563161,53840.064,1507481.15963161,
2019-11-30T00:00:00,,1461234.974243,12912.907,1474147.881243,53445.962,1527593.843243,
2019-12-31T00:00:00,,1477979.67194744,12853.223199999999,1490832.89514744,55686.02,1546518.91514744,
2020-01-31T00:00:00,,1493217.75988271,12972.3542,1506190.1140827101,58385.607,1564575.7210827102,
2020-02-29T00:00:00,,1518501.40866584,12935.9952,1531437.40386584,61154.141,1592591.54486584,
2020-03-31T00:00:00,,1559768.18472463,14119.7362,1573887.9209246302,59188.932,1633076.8529246303,
2020-04-30T00:00:00,,1567729.780796148,14435.7642,1582165.5449961482,65390.518000000004,1647556.0629961481,
2020-05-31T00:00:00,,1571946.65628002,14764.1642,1586710.82048002,62050.564,1648761.38448002,
2020-06-30T00:00:00,,1595084.0303346158,14574.328,1609658.358334616,62270.476,1671928.834334616,
2020-07-31T00:00:00,,1605056.044233535,15421.173,1620477.2172335351,64107.512,1684584.7292335352,
2020-08-31T00:00:00,,1619135.17491787,14570.174,1633705.34891787,65880.959,1699586.30791787,
2020-09-30T00:00:00,,1650896.0130016492,14056.2358,1664952.248801649,58839.757,1723792.005801649,
2020-10-31T00:00:00,,1664726.356709507,14010.07162461,1678736.428334117,57528.092,1736264.5203341169,
2020-11-30T00:00:00,,1682917.5256031903,13517.389,1696434.9146031903,58611.214,1755046.1286031902,
2020-12-31T00:00:00,,1690315.717910301,13116.772,1703432.489910301,59007.557,1762440.046910301,
2021-01-31T00:00:00,,1717021.4207611901,12715.446,1729736.8667611901,60634.631,1790371.4977611902,
2021-02-28T00:00:00,,1751618.0241720807,13287.961,1764905.9851720808,61373.561,1826279.5461720808,
2021-03-31T00:00:00,,1792865.6014898482,13876.238,1806741.8394898481,64826.852,1871568.691489848,
2021-04-30T00:00:00,,1803081.48132821,14491.754,1817573.23532821,66800.355,1884373.59032821,
2021-05-31T00:00:00,,1825207.1696937701,15561.919,1840769.08869377,63636.671,1904405.7596937702,
2021-06-30T00:00:00,,1849423.64651743,15119.843,1864543.48951743,69419.174,1933962.66351743,
2021-07-31T00:00:00,,1859062.8452598099,15156.586,1874219.43125981,71111.25,1945330.68125981,
2021-08-31T00:00:00,,1871651.74806641,14099.953,1885751.7010664102,70537.547,1956289.2480664102,
2021-09-30T00:00:00,,1903553.9888959702,13988.623,1917542.61189597,68168.085,1985710.69689597,
2021-10-31T00:00:00,,1927303.4427267602,13676.688,1940980.1307267603,68866.292,2009846.4227267602,
2021-11-30T00:00:00,,1941867.7093008999,14251.192,1956118.9013009,66436.348,2022555.2493009,
2021-12-31T00:00:00,,1948981.4303,15165.863,1964147.2933,69937.874,2034085.1673,
2022-01-31T00:00:00,,1967405.6601931802,14533.347,1981939.00719318,72610.009,2054549.01619318,
2022-02-28T00:00:00,,2000530.9388591303,14436.309,2014967.2478591301,75300.096,2090267.34385913,
2022-03-31T00:00:00,,2044965.19630738,14671.124,2059636.32030738,74459.882,2134096.2023073803,
2022-04-30T00:00:00,,2064393.43326123,15434.96,2079828.39326123,72793.569,2152621.96226123,
2022-05-31T00:00:00,,2082620.05505825,15290.29436,2097910.34941825,70976.808,2168887.15741825,
2022-06-30T00:00:00,,2124875.9490868603,14987.816,2139863.7650868604,66368.054,2206231.8190868604,
2022-07-31T00:00:00,,2129759.79348198,15080.77565,2144840.5691319797,68295.158,2213135.7271319795,
2022-08-31T00:00:00,,2158650.4955575005,15241.237,2173891.7325575002,67541.425,2241433.1575575,
2022-09-30T00:00:00,,2180387.5098803397,14941.537,2195329.0468803397,69115.529,2264444.57588034,
2022-10-31T00:00:00,,2195666.49327913,15238.681,2210905.17427913,71098.973,2282004.1472791303,
2022-11-30T00:00:00,,2208532.04747744,15225.969,2223758.01647744,72087.777,2295845.7934774403,
2022-12-31T00:00:00,,2205599.88148991,15609.511173,2221209.39266291,68371.220163,2289580.6128259096,
2023-01-31T00:00:00,,2216952.97518234,15165.746173,2232118.72135534,67751.441759,2299870.16311434,
2023-02-28T00:00:00,,2235638.64749605,15458.545,2251097.19249605,70093.09284896805,2321190.2853450184,
2023-03-31T00:00:00,,2265806.63545631,15231.251,2281037.8864563103,73569.665282,2354607.55173831,
2023-04-30T00:00:00,,2272232.38747094,15164.078,2287396.4654709403,73485.04143600003,2360881.5069069406,
2023-05-31T00:00:00,,2301175.6401845403,15380.457199999999,2316556.09738454,75728.238445,2392284.3358295397,
2023-06-30T00:00:00,,2324118.0803631702,15860.521192,2339978.60155517,76991.14153200001,2416969.74308717,
2023-07-31T00:00:00,,2341880.3893117514,16481.64420024,2358362.033511991,75365.56968,2433727.6031919913,
2023-08-31T00:00:00,,2363065.9363694694,16690.0082,2379755.9445694694,74698.370219,2454454.3147884696,
2023-09-30T00:00:00,,2381724.20580899,17073.8492,2398798.05500899,76997.46892,2475795.52392899,
2023-10-31T00:00:00,,2400593.4682619,17655.67946,2418249.1477219,78986.748834,2497235.8965559,
2023-11-30T00:00:00,,2423373.31346779,17433.658,2440806.97146779,80561.74614,2521368.71760779,
2023-12-31T00:00:00,,2418230.1530493004,18765.285,2436995.4380493,81791.02872599999,2518786.4667753,
2024-01-31T00:00:00,,2446653.58191718,18794.585,2465448.16691718,82988.919332,2548437.08624918,
2024-02-29T00:00:00,,2473365.0187171055,18897.713,2492262.7317171055,86169.90759799999,2578432.6393151055,
2024-03-31T00:00:00,,2491862.217363759,18748.026,2510610.243363759,88605.53913203956,2599215.7824957985,
2024-04-30T00:00:00,,2506385.3385942997,19245.24,2525630.5785943,88858.527289,2614489.1058833,
2024-05-31T00:00:00,,2542780.7147870404,18759.94,2561540.6547870403,90343.11129799999,2651883.7660850403,
2024-06-30T00:00:00,,2573672.40072612,19133.716,2592806.11672612,97054.39496686561,2689860.5116929854,
2024-07-31T00:00:00,,2603424.04053597,19143.771,2622567.8115359703,96473.005,2719040.81653597,
2024-08-31T00:00:00,,2632280.50195021,19156.197,2651436.69895021,95549.718,2746986.41695021,
2024-09-30T00:00:00,,2660969.24505795,18774.248,2679743.49305795,95322.763,2775066.2560579497,
2024-10-31T00:00:00,,2684406.928513,19290.199,2703697.127513,96286.286,2799983.4135129997,
2024-11-30T00:00:00,,2717753.939635,21963.087,2739717.026635,102135.792,2841852.818635,
2024-12-31T00:00:00,,2729221.33687369,23231.83,2752453.16687369,102893.456,2855346.62287369,
2025-01-31T00:00:00,,2770984.44353444,20952.567,2791937.01053444,107202.351,2899139.36153444,
2025-02-28T00:00:00,,2808317.7073343704,19827.213,2828144.9203343703,105120.123,2933265.0433343705,
2025-03-31T00:00:00,,2864022.12732518,20612.229,2884634.3563251803,103171.116,2987805.47232518,
2025-04-30T00:00:00,,2886027.5855735303,22154.329,2908181.91457353,104459.113,3012641.02757353,
2025-05-31T00:00:00,,2922211.0498450096,21761.010570360002,2943972.06041537,105423.177,3049395.23741537,
2025-06-30T00:00:00,,2937289.8050986403,22145.0428131,2959434.84791174,98030.305,3057465.1529117404,
2025-07-31T00:00:00,,2965947.1923714494,20936.417938579998,2986883.6103100297,105083.696,3091967.3063100297,
2025-08-31T00:00:00,,2983059.6876058998,20522.56157179,3003582.24917769,105671.295,3109253.54417769,
2025-09-30T00:00:00,,3007014.8201041496,20512.475080850003,3027527.2951850006,107490.722,3135018.0171850007,
2025-10-31T00:00:00,,3007823.27143432,20438.952394030002,3028262.22382835,106799.617,3135061.8408283503,
2025-11-30T00:00:00,,3015471.1313426206,20265.20725115,3035736.3385937703,106608.329,3142344.66759377,
2025-12-31T00:00:00,,3017480.5853122566,22099.328808529997,3039579.914120787,107840.03,3147419.9441207866,
2026-01-31T00:00:00,,3043012.507276895,21949.253348590002,3064961.760625485,112483.916,3177445.676625485,
2026-02-28T00:00:00,,3060296.7544606123,22724.56314556,3083021.3176061725,108262.34,3191283.6576061724,
,,,,,,,
,,,,,,,
Note: Excluding banks’ off-balance sheet data.,,,,,,ملاحظة: لا تشمل على بيانات خارج الميزانية للمصارف,
