,,,,,,,,,,
القائمة الرئيسية   Main List,,,,,,,,,احصاءات اسعار الفائدة وأسواق المال   Money Market & Exchange Rate Stat.,
,,,,,,,,,,
Table 6: Monetary Indicators: (Interest Rates),,,,,,,,,جدول 6:   مؤشرات نقـدية: (أسعـار الفائـدة ),
,,,,,,,,,,
,,,,متوسط شهري  ,أذونات البنك المركزي (متوسط),,,,,
الفترة,,إتفاقية إعادة,إتفاقية إعادة, لأسعار الفائدة ,          (Average) SAMA Bills        ,,,,,
,,الشراء,  الشراء المعاكس, بين البنوك ,أسبوع,4 أسابيع,13 أسبوع,26 أسبوع,52 أسبوع,
Period,,RR,RRR,Monthly Avg. ,,,,,,
,,,, 3M SAIBOR,1 week,4 weeks,13 weeks,26 weeks,52 weeks,
2022-02-28T00:00:00,,1,0.5,1.19866321428571,0.51768,0.54255,0.57252,0.6025,0.6275,
2022-03-31T00:00:00,,1.25,0.75,1.95853322580645,0.62617,0.67006,0.71902,0.787,0.83601,
2022-04-30T00:00:00,,1.25,0.75,2.36750633333333,0.77254,0.82505,0.88128,0.98751,1.04625,
2022-05-31T00:00:00,,1.75,1.25,2.66007580645161,1.27678,1.31672,1.37667,1.50002,1.57002,
2022-06-30T00:00:00,,2.25,1.75,3.116236,1.49424,1.534,1.594,1.72801,1.79802,
2022-07-31T00:00:00,,3,2.5,2.900008387,1.78275,1.81503,1.87501,2.01502,2.08502,
2022-08-31T00:00:00,,3,2.5,3.028,2.54018,2.59009,2.65802,2.76202,2.84402,
2022-09-30T00:00:00,,3.75,3.25,3.49454933333333,2.93274,3.02757,3.59752,3.88751,4.14001,
2022-10-31T00:00:00,,3.75,3.25,4.97280096774193,3.58,3.8175,4.525,5.055,5.68,
2022-11-30T00:00:00,,4.5,4,5.58982466666666,3.934,4.094,4.718,5.182,5.6,
2022-12-31T00:00:00,,5,4.5,5.28211290322581,4.395,4.5175,5,5.3875,5.67,
2023-01-31T00:00:00,,5,4.5,5.38134032258065,4.67,4.72,5.105,5.45,5.6925,
2023-02-28T00:00:00,,5.25,4.75,5.52829928571429,4.72333,4.77667,5.06333,5.35,5.58333,
2023-03-31T00:00:00,,5.5,5,5.57501129032258,4.828,4.88,5.066,5.27,5.448,
2023-04-30T00:00:00,,5.5,5,5.72605,5.01,5.03,5.1,5.2125,5.2575,
2023-05-31T00:00:00,,5.75,5.25,5.82891677419355,5.212,5.234,5.288,5.346,5.374,
2023-06-30T00:00:00,,5.75,5.25,5.935326,5.26,5.28,5.33667,5.39333,5.41,
2023-07-31T00:00:00,,6,5.5,5.95436032258064,5.29,5.3625,5.49,5.6175,5.6575,
2023-08-31T00:00:00,,6,5.5,6.09334347826087,5.52,5.554,5.656,5.78,5.828,
2023-09-30T00:00:00,,6,5.5,6.21910476190476,5.52,5.5575,5.6575,5.8025,5.845,
2023-10-31T00:00:00,,6,5.5,6.28293545454546,5.52,5.5525,5.6175,5.715,5.7525,
2023-11-30T00:00:00,,6,5.5,6.319900909,5.52,5.544,5.586,5.638,5.678,
2023-12-31T00:00:00,,6,5.5,6.32069190476191,5.515,5.535,5.5525,5.565,5.5775,
2024-01-31T00:00:00,,6,5.5,6.23185086956522,5.5098,5.5216,5.5298,5.5396,5.5494,
2024-02-29T00:00:00,,6,5.5,6.24232714285714,5.50925,5.5185,5.523,5.5315,5.539,
2024-03-31T00:00:00,,6,5.5,6.22258904761905,5.51,5.52,5.523,5.5315,5.53525,
2024-04-30T00:00:00,,6,5.5,6.21223818181818,5.51067,5.52,5.52333,5.532,5.53367,
2024-05-31T00:00:00,,6,5.5,6.25195695652174,5.51,5.518,5.5212,5.533,5.5354,
2024-06-30T00:00:00,,6,5.5,6.2675335,5.51025,5.517,5.521,5.53175,5.5345,
2024-07-31T00:00:00,,6,5.5,6.21467260869565,5.51,5.516,5.5196,5.527,5.5284,
2024-08-31T00:00:00,,6,5.5,6.10564772727272,5.50875,5.51375,5.51475,5.51725,5.51825,
2024-09-30T00:00:00,,5.5,5,5.81715266666667,5.39175,5.401,5.403,5.40475,5.4065,
2024-10-31T00:00:00,,5.5,5,5.61646193548387,5.0716,5.0748,5.079,5.0844,5.0892,
2024-11-30T00:00:00,,5.25,4.75,5.52957466666667,4.898,4.9055,4.91375,4.9215,4.93,
2024-12-31T00:00:00,,5,4.5,5.52454193548387,4.75725,4.76875,4.77875,4.79525,4.80875,
2025-01-31T00:00:00,,5,4.5,5.3969,4.607,4.6292,4.6548,4.6924,4.7162,
2025-02-28T00:00:00,,5,4.5,5.45718178571429,4.60025,4.62375,4.64375,4.67925,4.69775,
2025-03-31T00:00:00,,5,4.5,5.40750774193548,4.59425,4.6235,4.63925,4.67425,4.689,
2025-04-30T00:00:00,,5,4.5,5.36609666666667,4.59,4.6115,4.63025,4.653,4.6695,
2025-05-31T00:00:00,,5,4.5,5.36470387096774,4.5885,4.60475,4.626,4.64975,4.67,
2025-06-30T00:00:00,,5,4.5,5.484387,4.589,4.607,4.6295,4.65325,4.6745,
2025-07-31T00:00:00,,5,4.5,5.45222225806452,4.5854,4.6022,4.6254,4.6452,4.6662,
2025-08-31T00:00:00,,5,4.5,5.40406935483871,4.57625,4.594,4.61475,4.63275,4.651,
2025-09-30T00:00:00,,4.75,4.25,5.26381466666666,4.51175,4.52525,4.539,4.5525,4.5645,
2025-10-31T00:00:00,,4.5,4,5.20804225806452,4.3388,4.3438,4.351,4.3586,4.364,
2025-11-30T00:00:00,,4.5,4,4.97107966666667,4.157,4.16525,4.176,4.18475,4.19375,
2025-12-31T00:00:00,,4.25,3.75,4.89347129032258,4.0006,4.007,4.0244,4.0482,4.0926,
2026-01-31T00:00:00,,4.25,3.75,4.85205516129032,3.8905,3.89675,3.915,3.94225,3.99475,
2026-02-28T00:00:00,,4.25,3.75,4.8427775,3.8825,3.88775,3.90275,3.92575,3.96875,
,,,,,,,,,,
,,,,,,,,,,
RR: Repo Rate.,,,,,,,,,,
RRR: Reverse Repo Rate.,,,,,,,,,,
3M SAIBOR: Saudi Interbank Offered Rates.,,,,,,,,,,
