,,,,,,,,,,,,,,,
القائمة الرئيسية   Main List,,,,,,,,,,,,,,قائمة الإحصاءات النقدية والمالية       Money & Banking Stat. List,
,,,,,,,,,,,,,,,
Table 21: Private Sector Imports Financed Through Commercial Banks,,,,,,,,,,,,,,جدول 21: واردات القطاع الخاص الممولة عن طريق المصارف التجارية,
 (New Letters of Credit Opened),,,,,,,,,,,,,, (الإعتمادات المستندية الجديدة المفتوحة),
(Million ﷼),,,,,,,,,,,,,,(مليون ﷼),
الفترة,,Foodstuff             المواد الغذائية,,,,,,منسوجات ,مواد بناء,سيارات,آلات ,أجهزة, سلع أخرى,الإجمالي,
,,حبوب, فواكه و خضروات,سكر وشاي وبن,مواشي ولحوم,مواد,المجموع,وملبوسات,,,,,,,
Period,,Food,Fruits &,"Sugar, Tea",Livestock,غذائية أخرى,,Textiles,Building,Motor,Machinery,Appliances,Other,Grand,
,,Grains,Vegetables,& Coffee,& Meat,Others,Total,& Clothing,Materials,Vehicles,,,Goods,Total,
2001-02-28T00:00:00,,169.134,12.097,38.32,85.745,270.687,575.983,297.025,296.435,639.407,239.087,297.558,2509.387,4854.882,
2001-03-31T00:00:00,,230.607,14.134,13.044,77.918,163.924,499.62699999999995,213.401,251.113,705.926,371.371,228.889,1996.147,4266.474,
2001-04-30T00:00:00,,131.819,4.584,15.641,46.434,136.04,334.518,271.665,305.583,532.376,390.097,292.965,2383.984,4511.188,
2001-05-31T00:00:00,,173.427,8.89,16.603,37.835,221.28,458.035,289.988,366.151,643.776,335.863,171.064,2034.15,4299.027,
2001-06-30T00:00:00,,108.637,3.056,26.159,31.651,191.588,361.091,299.632,277.651,750.016,288.923,243.993,1906.372,4127.678,
2001-07-31T00:00:00,,294.719,20.177,21.531,65.745,418.388,820.56,385.579,375.1,584.832,291.113,387.566,2331.787,5176.536999999999,
2001-08-31T00:00:00,,162.317,14.102,28.526,58.982,270.139,534.066,250.379,353.497,706.238,306.676,313.092,1998.898,4462.8460000000005,
2001-09-30T00:00:00,,158.953,7.745,13.522,74.884,185.327,440.431,277.282,290.592,837.523,314.641,209.151,2141.602,4511.222,
2001-10-31T00:00:00,,286.339,3.27,21.818,117.234,200.423,629.084,227.937,314.779,930.935,340.044,194.827,2379.178,5016.784,
2001-11-30T00:00:00,,194.309,4.999,7.121,75.383,194.789,476.601,203.034,223.071,617.493,239.894,209.126,1992.191,3961.41,
2001-12-31T00:00:00,,114.226,4.299,12.142,125.284,221.708,477.659,234.443,307.05,979.395,288.958,275.045,1895.413,4457.963,
2002-01-31T00:00:00,,242.132,17.307,11.005,163.955,308.55,742.9490000000001,271.809,295.544,888.883,212.059,267.117,1987.926,4666.287,
2002-02-28T00:00:00,,333.533,8.569,25.947,48.109,239.824,655.982,210.195,192.975,749.23,116.103,188.745,1679.33,3792.56,
2002-03-31T00:00:00,,248.007,6.76,17.887,101.006,235.289,608.949,269.395,190.998,910.933,170.533,183.41,2292.202,4626.42,
2002-04-30T00:00:00,,236.012,2.214,14.052,78.179,231.644,562.101,323.564,246.58,626.587,182.583,288.857,2351.008,4581.28,
2002-05-31T00:00:00,,187.923,3.809,36.095,67.297,177.839,472.963,276.718,326.802,664.788,196.466,247.397,2571.097,4756.231,
2002-06-30T00:00:00,,189.598,3.504,19.526,75.229,259.507,547.364,337.197,258.377,822.824,196.074,186.888,2483.117,4831.841,
2002-07-31T00:00:00,,250.695,5.907,10.356,72.087,193.9,532.945,427.656,329.341,1081.837,257.987,210.277,2503.212,5343.255,
2002-08-31T00:00:00,,147.995,4.15,15.17,57.915,222.946,448.176,323.708,182.963,879.1,176.084,162.332,2048.417,4220.78,
2002-09-30T00:00:00,,180.318,6.45,30.342,80.547,209.761,507.418,282.777,305.716,1014.919,212.42,238.539,2399.049,4960.838,
2002-10-31T00:00:00,,350.432,3.331,11.105,91.559,200.769,657.196,227.873,223.429,1140.896,215.087,166.596,2654.652,5285.729,
2002-11-30T00:00:00,,227.999,2.448,5.716,78.685,231.191,546.039,305.778,213.929,878.555,212.659,154.214,2193.927,4505.101000000001,
2002-12-31T00:00:00,,199.41,9.39,32.423,87.638,322.439,651.3,203.065,186.561,886.923,361.926,191.911,3100.912,5582.598,
2003-01-31T00:00:00,,349.435,3.658,18.366,74.06,327.486,773.005,310.228,221.518,825.216,282.096,264.013,2671.462,5347.5380000000005,
2003-02-28T00:00:00,,221.898,4.983,6.054,68.792,251.425,553.152,238.923,136.416,883.201,127.713,220.53,1991.066,4151.001,
2003-03-31T00:00:00,,400.278,4.79,19.081,67.21,393.233,884.5920000000001,246.185,195.924,1026.675,291.252,256.987,2936.657,5838.272000000001,
2003-04-30T00:00:00,,323.307,8.271,8.654,61.024,221.783,623.039,259.02,201.532,520.681,327.625,236.497,2484.412,4652.806,
2003-05-31T00:00:00,,268.664,3.612,22.658,56.971,222.705,574.61,282.288,189.631,634.92,240.297,146.598,2471.588,4539.932000000001,
2003-06-30T00:00:00,,192.45,6.947,14.297,50.969,343.835,608.498,359.917,299.925,645.316,238.1,201.713,2821.278,5174.746999999999,
2003-07-31T00:00:00,,227.236,12.274,13.501,62.009,243.558,558.578,350.511,318.101,1214.781,210.792,196.321,2967.96,5817.044,
2003-08-31T00:00:00,,318.329,5.897,6.407,65.933,494.128,890.694,252.995,192.921,1322.205,169.42,151.696,3466.008,6445.938999999999,
2003-09-30T00:00:00,,345.588,8.52,6.38,53.357,232.328,646.173,236.179,208.351,1094.34,220.041,136.057,2969.403,5510.544,
2003-10-31T00:00:00,,289.759,4.146,8.289,44.503,360.726,707.423,219.512,261.967,1054.871,296.797,110.747,2893.139,5544.456,
2003-11-30T00:00:00,,458.386,4.697,8.738,99.921,254.932,826.6740000000001,209.683,200.073,947.646,280.181,153.256,2833.177,5450.69,
2003-12-31T00:00:00,,456.398,4.962,8.224,167.106,240.747,877.4370000000001,236.911,204.532,1355.648,272.213,109.473,3465.017,6521.231,
2004-01-31T00:00:00,,328.41,3.18,7.308,25.744,310.944,675.586,189.017,234.037,816.603,255.808,218.165,4108.423,6497.638999999999,
2004-02-29T00:00:00,,285.654,3.882,10.349,52.483,169.034,521.402,295.454,198.959,658.67,126.179,153.2,3911.351,5865.215,
2004-03-31T00:00:00,,261.017,2.466,11.824,80.258,349.673,705.238,293.095,322.543,1156.996,335.759,549.77,4718.155,8081.5560000000005,
2004-04-30T00:00:00,,250.563,18.072,14.145,103.47,248.857,635.107,239.707,292.337,638.75,330.259,245.28,2824.434,5205.874,
2004-05-31T00:00:00,,246.823,4.62,20.303,29.117,376.627,677.49,374.362,519.185,897.951,1476.885,229.317,3065.223,7240.4130000000005,
2004-06-30T00:00:00,,167.94,7.323,19.687,18.252,295.975,509.177,351.668,387.504,901.736,374.827,361.836,3588.444,6475.192000000001,
2004-07-31T00:00:00,,219.3,22.869,12.766,34.936,486.144,776.015,282.019,260.687,987.248,245.625,124.459,3827.31,6503.362999999999,
2004-08-31T00:00:00,,181.695,8.223,8.451,24.552,315.567,538.488,296.967,419.128,1260.995,263.996,255.512,3350.286,6385.372,
2004-09-30T00:00:00,,176.692,5.851,13.516,59.54,224.269,479.868,230.639,429.803,1124.758,280.515,320.905,3485.078,6351.566000000001,
2004-10-31T00:00:00,,311.099,7.836,8.217,142.297,282.969,752.4179999999999,204.093,414.378,1376.353,307.014,114.033,3141.921,6310.21,
2004-11-30T00:00:00,,286.686,12.112,4.742,92.933,338.298,734.771,252.239,462.002,1340.419,416.762,118.039,3477.569,6801.801,
2004-12-31T00:00:00,,295.867,3.801,25.097,78.377,414.366,817.508,238.394,532.22,856.06,402.387,327.599,3268.862,6443.03,
2005-01-31T00:00:00,,246.095,2.073,4.001,94.929,279.883,626.981,272.677,477.925,950.195,305.338,143.29,3086.364,5862.77,
2005-02-28T00:00:00,,286.593,9.521,13.092,23.908,398.496,731.61,165.685,474.355,1283.264,301.84,197.725,3913.076,7067.555,
2005-03-31T00:00:00,,378.891,5.648,24.857,27.111,341.916,778.423,400.628,501.06,959.135,933.904,450.485,4037.629,8061.264,
2005-04-30T00:00:00,,334.378,4.478,19.425,55.93,349.134,763.345,321.893,680.204,1242.94,581.211,199.652,3786.597,7575.842000000001,
2005-05-31T00:00:00,,288.271,16.844,24.007,43.534,305.831,678.4870000000001,439.631,633.269,1735.712,513.716,300.333,2808.619,7109.767,
2005-06-30T00:00:00,,154.899,20.396,24.141,48.174,185.551,433.161,424.141,724.813,1450.861,545.742,362.214,2999.173,6940.105,
2005-07-31T00:00:00,,322.049,21.428,35.5,67.914,494.349,941.24,462.457,833.735,1912.546,710.073,378.31,2632.712,7871.073,
2005-08-31T00:00:00,,311.779,22.009,7.271,119.385,447.158,907.6020000000001,361.173,801.175,1855.422,1117.765,243.783,2777.878,8064.798000000001,
2005-09-30T00:00:00,,121.881,4.829,9.435,100.469,341.232,577.846,255.228,500.845,1628.738,553.576,376.809,2428.479,6321.521000000001,
2005-10-31T00:00:00,,319.643,7.863,12.137,113.791,599.466,1052.9,293.432,578.988,2194.787,826.792,203.303,3253.169,8403.371,
2005-11-30T00:00:00,,310.019,8.18,8.599,95.813,314.663,737.274,249.058,644.762,1829.413,554.28,207.142,2626.521,6848.45,
2005-12-31T00:00:00,,303.527,7.028,8.367,105.26,520.117,944.299,293.624,557.003,1284.735,822.28,516.21,3542.346,7960.496999999999,
2006-01-31T00:00:00,,354.586,7.184,20.508,79.351,280.566,742.1949999999999,289.627,489.88,1521.546,804.313,248.446,3120.018,7216.025,
2006-02-28T00:00:00,,358.853,9.6,14.146,60.06,304.795,747.4540000000001,239.188,877.514,1756.197,844.352,289.075,5494.459,10248.239,
2006-03-31T00:00:00,,250.562,13.436,41.096,278.811,319.124,903.029,392.357,817.285,1865.263,1097.766,246.693,4542.142,9864.535,
2006-04-30T00:00:00,,171.409,7.767,19.338,88.697,401.608,688.819,303.957,934.691,1343.525,798.347,362.633,3329.469,7761.441,
2006-05-31T00:00:00,,296.8,12.404,11.905,82.567,223.178,626.854,340.073,961.717,1410.582,1247.055,444.364,4177.993,9208.637999999999,
2006-06-30T00:00:00,,178.504,3.336,10.904,28.878,314.33,535.952,339.058,896.477,726.54,756.651,397.361,3616.451,7268.49,
2006-07-31T00:00:00,,379.104,17.136,21.523,80.131,564.484,1062.3780000000002,409.207,1269.597,1328.912,968.952,421.155,3798.112,9258.313,
2006-08-31T00:00:00,,284.842,19.377,20.302,192.908,306.22,823.649,257.291,1039.565,1228.657,1077.831,175.963,3737.227,8340.183,
2006-09-30T00:00:00,,207.259,25.089,13.785,100.749,305.982,652.864,232.275,892.167,874.62,1734.008,336.891,3398.97,8121.795,
2006-10-31T00:00:00,,322.356,3.112,6.612,167.614,366.375,866.0690000000001,245.76,961.91,1482.493,748.365,183.785,3299.51,7787.892,
2006-11-30T00:00:00,,356.296,16.326,18.52,63.587,682.485,1137.214,256.98,1240.518,1360.203,772.745,386.877,3907.632,9062.169,
2006-12-31T00:00:00,,469.761,10.044,29.889,119.604,586.862,1216.1599999999999,381.45,968.464,1473.741,1127.682,325.197,4338.154,9830.848000000002,
2007-01-31T00:00:00,,355.85,7.525,21.616,41.133,460.183,886.307,306.467,1223.643,939.504,973.007,214.489,3438.322,7981.739,
2007-02-28T00:00:00,,749.921,9.776,29.253,114.79,480.584,1384.324,243.323,1159.793,1249.328,895.56,391.505,4343.965,9667.797999999999,
2007-03-31T00:00:00,,356.858,4.135,22.669,130.861,515.518,1030.041,359.216,1786.251,1327.97,826.33,474.804,4522.817,10327.429,
2007-04-30T00:00:00,,571.095,16.224,31.066,152.251,337.706,1108.342,419.06,1483.983,1598.027,986.784,304.087,4837.486,10737.769,
2007-05-31T00:00:00,,329.864,1.947,24.648,22.601,458.902,837.962,385.952,1452.713,710.004,838.493,324.437,5036.465,9586.026,
2007-06-30T00:00:00,,288.011,20.823,42.062,63.818,408.557,823.271,507.913,1300.331,1289.481,1254.349,389.382,5716.519,11281.246,
2007-07-31T00:00:00,,352.11,26.525,30.318,91.449,393.12,893.5219999999999,443.803,1157.755,2357.774,1354.042,600.371,5132.685,11939.952,
2007-08-31T00:00:00,,692.657,5.859,25.828,102.355,534.54,1361.239,241.041,1708.533,1405.31,978.242,345.459,4840.068,10879.892,
2007-09-30T00:00:00,,613.077,0.702,13.909,106.392,1061.714,1795.7939999999999,228.362,833.84,1947.885,1197.429,293.544,4872.686,11169.54,
2007-10-31T00:00:00,,1190.319,10.043,13.483,221.774,624.472,2060.0909999999994,267.899,1013.173,2195.315,1164.754,256.826,5691.145,12649.203,
2007-11-30T00:00:00,,973.885,4.977,26.934,327.478,776.003,2109.277,363.441,1313.981,1420.032,861.458,264.741,5989.969,12322.899,
2007-12-31T00:00:00,,715.453,2.549,26.875,104.906,813.185,1662.9679999999998,324.933,855.969,1907.583,1078.689,448.582,8144.458,14423.182,
2008-01-31T00:00:00,,1150.823,7.805,43.552,51.772,658.612,1912.5639999999999,407.276,1366.41,1281.97,1220.123,565.451,6653.264,13407.058,
2008-02-29T00:00:00,,831.47,154.445,282.369,160.235,892.207,2320.726,304.857,1312.555,1587.272,1056.022,464.758,7022.363,14068.553,
2008-03-31T00:00:00,,1063.318,3.557,40.987,82.618,916.152,2106.632,401.536,1998.042,2168.312,1458.61,536.397,7133.077,15802.606,
2008-04-30T00:00:00,,1037.8,6.349,26.698,63.711,837.9,1972.458,530.637,1968.649,1784.359,1286.525,370.091,7372.258,15284.977,
2008-05-31T00:00:00,,659.308,5.923,21.561,150.145,560.502,1397.4389999999999,508.679,2505.927,1546.792,2415.455,551.986,7387.081,16313.359,
2008-06-30T00:00:00,,673.827,13.967,36.466,168.859,594.115,1487.234,427.319,2928.725,1696.293,1137.505,372.125,10755.19,18804.391,
2008-07-31T00:00:00,,694.253,61.479,67.916,80.082,644.795,1548.525,437.546,2302.128,1531.701,1132.782,679.835,8972.329,16604.846,
2008-08-31T00:00:00,,705.85,7.975,28.594,144.531,1020.819,1907.769,322.817,1668.568,2745.261,1404.865,378.869,6830.68,15258.829000000002,
2008-09-30T00:00:00,,693.27,1.88,8.534,58.147,800.287,1562.118,255.934,1131.317,1712.051,1576.292,509.746,8011.027,14758.485,
2008-10-31T00:00:00,,394.713,1.46,12.298,82.671,558.704,1049.846,198.264,970.147,2011.667,1049.033,247.138,6270.339,11796.434000000001,
2008-11-30T00:00:00,,624.887,1.145,11.73,50.349,837.232,1525.3429999999998,340.792,828.645,1807.802,816.076,213.45,5799.387,11331.494999999999,
2008-12-31T00:00:00,,280.607,15.111,21.978,65.497,182.828,566.0210000000001,268.525,650.229,1428.897,1182.603,302.725,4342.803,8741.803,
2009-01-31T00:00:00,,282.749,7.069,30.832,76.495,375.299,772.444,279.437,865.467,1553.501,981.402,446.01,5319.165,10217.426,
2009-02-28T00:00:00,,865.696,6.006,39.571,53.903,381.847,1347.0230000000001,277.982,832.719,1237.817,945.601,248.331,3450.464,8339.937,
2009-03-31T00:00:00,,343.923,5.91,39.881,185.108,603.392,1178.2140000000002,309.442,881.389,1479.04,1422.239,533.055,4823.326,10626.705000000002,
2009-04-30T00:00:00,,521.828,9.99,33.489,110.343,577.809,1253.4589999999998,345.905,1081.657,1555.012,1065.746,299.251,4870.891,10471.920999999998,
2009-05-31T00:00:00,,221.932,52.326,46.832,52.023,428.29,801.403,390.759,1167.967,675.548,1458.085,547.034,3803.597,8844.393,
2009-06-30T00:00:00,,575.642,3.685,29.488,91.341,407.074,1107.23,390.122,1294.394,2057.518,2143.41,351.265,5347.266,12691.205,
2009-07-31T00:00:00,,642.537,3.034,49.157,32.188,762.967,1489.883,359.094,988.623,1739.738,948.541,298.606,4383.916,10208.401000000002,
2009-08-31T00:00:00,,263.918,5.12,35.939,67.458,508.707,881.142,244.891,949.353,1554.845,1871.31,285.89,4025.352,9812.783,
2009-09-30T00:00:00,,214.442,8.678,15.336,29.319,611.01,878.7850000000001,139.206,637.685,2170.125,1118.499,191.259,4003.215,9138.774000000001,
2009-10-31T00:00:00,,327.162,4.038,32.335,110.789,303.413,777.737,237.882,1001.126,1572.104,901.573,262.747,3961.42,8714.589,
2009-11-30T00:00:00,,572.799,6.617,16.385,68.612,382.24,1046.6529999999998,207.233,998.978,2600.854,2039.742,431.561,4373.808,11698.828999999998,
2009-12-31T00:00:00,,852.825,4.976,38.187,93.739,384.643,1374.3700000000001,242.831,815.309,1184.016,1437.89,370.645,3539.525,8964.586,
2010-01-31T00:00:00,,472.71,10.03,35.015,44.705,453.46,1015.9200000000001,314.174,1276.004,1231.101,1446.093,896.124,5350.751,11530.167000000001,
2010-02-28T00:00:00,,614.981,4.275,53.516,66.411,438.366,1177.549,252.962,1246.781,1642.381,1473.365,856.262,4906.943,11556.242999999999,
2010-03-31T00:00:00,,651.217,1.965,53.759,54.117,731.59,1492.6480000000001,332.746,1742.074,3581.529,2096.167,329.871,6802.18,16377.215,
2010-04-30T00:00:00,,693.171,0.316,31.389,55.571,678.023,1458.4700000000003,302.921,1827.67,1099.508,1485.962,372.419,6319.046,12865.996000000001,
2010-05-31T00:00:00,,607.4,3.028,40.783,52.087,515.993,1219.2910000000002,331.505,1499.307,2782.019,1635.189,825.907,5778.701,14071.918999999998,
2010-06-30T00:00:00,,322.649,34.382,50.832,64.728,736.197,1208.788,310.005,991.839,2610.081,1762.903,332.816,4692.055,11908.487000000001,
2010-07-31T00:00:00,,522.19,44.03,32.183,64.145,344.388,1006.9359999999999,328.276,1432.215,1975.995,1713.913,298.514,4076.815,10832.663999999999,
2010-08-31T00:00:00,,1215.982,13.961,25.584,37.473,634.026,1927.0259999999998,300.1,1275.936,3471.821,1430.34,380.955,5087.754,13873.932,
2010-09-30T00:00:00,,100.218,5.941,40.318,99.875,318.386,564.738,159.861,977.079,2048.719,1261.499,173.824,4317.149,9502.868999999999,
2010-10-31T00:00:00,,264.769,19.156,46.964,83.58,666.594,1081.063,249.554,2410.331,2244.197,1809.378,478.666,5803.49,14076.679,
2010-11-30T00:00:00,,275.544,6.253,21.445,32.551,680.076,1015.8689999999999,291.491,1242.741,2513.848,1921.051,382.173,4429.426,11796.599,
2010-12-31T00:00:00,,409.116,5.526,41.459,31.761,560.393,1048.255,323.289,1645.409,2743.287,2080.581,484.189,6617.394,14942.404,
2011-01-31T00:00:00,,549.787,8.444,38.935,44.81,406.942,1048.918,307.485,1627.441,1534.96,1509.606,670.4,5292.83,11991.64,
2011-02-28T00:00:00,,393.35,22.761,30.928,92.637,319.343,859.019,227.396,1539.389,2663.758,1732.106,511.216,6085.841,13618.725,
2011-03-31T00:00:00,,556.109,4.169,40.679,34.925,768.177,1404.059,391.303,1547.104,2735.045,3159.292,473.537,6889.163,16599.503,
2011-04-30T00:00:00,,486.303,3.139,27.492,26.024,488.491,1031.449,366.83,1525.438,1396.792,2331.113,883.238,7090.465,14625.325,
2011-05-31T00:00:00,,290.881,20.466,62.184,57.442,489.583,920.556,432.378,1749.919,2529.895,2495.386,646.91,6745.498,15520.542,
2011-06-30T00:00:00,,438.065,3.228,77.376,45.326,281.201,845.196,333.43,1921.099,1800.787,2821.706,789.103,7342.192,15853.513,
2011-07-31T00:00:00,,282.117,34.734,75.177,12.831,411.809,816.668,369.696,1686.37,2817.376,2136.068,708.064,7520.124,16054.366,
2011-08-31T00:00:00,,390.602,0.512,34.828,34.534,356.807,817.283,241.029,1539.363,1865.119,1863.537,355.943,7578.947,14261.221,
2011-09-30T00:00:00,,431.711,14.082,45.966,77.048,333.44,902.247,212.345,2178.498,2129.305,2192.426,450.174,6098.923,14163.918,
2011-10-31T00:00:00,,337.072,1.873,50.695,71.448,490.725,951.813,409.957,2176.212,3264.255,2193.108,303.955,8530.984,17830.284,
2011-11-30T00:00:00,,183.298,4.324,30.983,51.485,456.927,727.017,217.182,1315.668,1872.36,1986.888,407.357,5780.124,12306.596,
2011-12-31T00:00:00,,275.844,1.694,41.826,41.442,351.42,712.226,325.048,1482.771,1712.234,3816.65,588.47,8200.107,16837.506,
2012-01-31T00:00:00,,1328.641,4.239,48.632,37.592,504.978,1924.082,349.785,1966.111,2868.335,2163.598,595.655,8838.257,18705.823,
2012-02-29T00:00:00,,1274.368,150.441,49.16,54.305,369.165,1897.439,261.292,1792.287,2384.213,2356.338,838.218,7633.944,17163.731,
2012-03-31T00:00:00,,705.274,1.925,67.714,59.903,385.37,1220.186,319.539,2299.937,3024.132,2515.704,581.291,7548.329,17509.118,
2012-04-30T00:00:00,,723.691,0.433,63.285,58.445,482.111,1327.965,397.787,2676.44,2351.263,2676.316,374.812,7809.686,17614.269,
2012-05-31T00:00:00,,1672.075,6.2,46.32,41.71,427.427,2193.732,388.074,2467.186,3184.517,3187.188,370.017,7241.797,19032.511,
2012-06-30T00:00:00,,671.138,7.196,33.478,46.307,306.522,1064.641,284.078,2304.483,1881.856,3073.287,358.583,8983.313,17950.241,
2012-07-31T00:00:00,,1324.729,3.156,24.993,99.227,246.526,1698.631,383.264,1775.438,2889.175,2308.414,436.245,7506.071,16997.238,
2012-08-31T00:00:00,,1379.629,1.49,18.774,54.285,200.536,1654.714,304.06,1091.215,3321.296,1892.063,272.838,4985.149,13521.335,
2012-09-30T00:00:00,,1408.097,4.787,33.59,36.691,278.474,1761.639,723.001,1614.078,2800.51,2012.577,260.557,7823.689,16996.051,
2012-10-31T00:00:00,,1035.943,40.252,32.238,11.101,514.248,1633.782,273.114,1667.973,3218.253,2058.655,295.441,7688.647,16835.865,
2012-11-30T00:00:00,,1503.607,81.247,50.385,30.614,529.61,2195.463,326.747,1464.231,3061.731,1685.987,329.949,7263.851,16327.959,
2012-12-31T00:00:00,,1553.678,6.781,38.816,44.234,684.243,2327.752,391.538,1689.393,3730.17,2146.831,642.455,6477.389,17405.528,
2013-01-31T00:00:00,,741.788,13.211,25.855,28.156,434.071,1243.081,343.738,1449.112,3486.403,1393.45,750.501,9440.511,18106.796,
2013-02-28T00:00:00,,1421.783,5.739,43.771,68.316,400.095,1939.704,226.532,1700.022,4786.959,1666.073,675.374,7011.007,18005.671,
2013-03-31T00:00:00,,1050.18,9.483,35.398,27.924,567.095,1690.08,387.404,1654.194,6202.525,2178.024,378.524,7639.408,20130.159,
2013-04-30T00:00:00,,921.202,24.158,26.97,11.459,534.816,1518.605,304.35,1652.527,3969.222,1742.442,636.226,9082.699,18906.071,
2013-05-31T00:00:00,,843.203,2.307,27.557,18.815,466.712,1358.594,365.927,1258.967,2140.777,1648.937,369.063,6467.639,13609.904,
2013-06-30T00:00:00,,769.909,5.939,29.139,51.379,451.831,1308.197,361.956,1365.818,3563.205,1423.966,355.633,8307.411,16686.186,
2013-07-31T00:00:00,,2408.838,14.423,17.815,30.993,537.52,3009.589,265.878,1282.017,3767.448,1527.582,412.015,7066.243,17330.772,
2013-08-31T00:00:00,,1547.603,0.526,13.11,5.571,292.003,1858.813,160.525,1191.982,3119.135,1081.051,176.332,4000.092,11587.93,
2013-09-30T00:00:00,,1385.39,11.738,37.622,13.09,569.101,2016.941,160.808,1316.862,4257.799,1748.148,723.956,7472.639,17697.153,
2013-10-31T00:00:00,,2179.469,0.151,28.813,28.372,414.908,2651.713,159.966,1044.842,4073.096,1491.447,253.637,8325.453,18000.154,
2013-11-30T00:00:00,,912.891,69.923,27.041,19.384,275.242,1304.481,159.164,1317.737,3770.168,1385.696,428.18,6341.605,14707.031,
2013-12-31T00:00:00,,1206.475,5.735,32.822,46.08,411.667,1702.779,341.299,1683.023,4618.787,1908.313,568.852,9015.757,19838.81,
2014-01-31T00:00:00,,1165.004,9.835,47.187,37.042,472.712,1731.78,213.451,1329.743,3044.754,1941.738,451.869,6898.938,15612.273,
2014-02-28T00:00:00,,584.052,18.876,38.962,43.682,535.289,1220.861,255.309,1865.228,2866.611,1634.823,544.267,5519.192,13906.291,
2014-03-31T00:00:00,,918.042,7.241,80.246,76.457,571.196,1653.182,309.119,2942.622,5486.947,2395.719,1169.875,7574.012,21531.476,
2014-04-30T00:00:00,,659.196,5.41,30.146,63.344,507.399,1265.495,353.689,2591.044,4470.077,2002.54,577.684,6545.956,17806.485,
2014-05-31T00:00:00,,364.597,3.372,37.248,19.711,393.939,818.867,270.645,2598.266,2403.314,1688.342,879.922,8326.651,16986.007,
2014-06-30T00:00:00,,1146.798,5.73,25.17,29.858,649.414,1856.97,378.932,2300.864,4142.164,2198.384,481.384,7238.887,18597.585,
2014-07-31T00:00:00,,1447.572,2.514,19.325,22.165,473.442,1965.018,268.518,1426.585,2370.959,1581.097,443.057,5928.137,13983.371,
2014-08-31T00:00:00,,1347.696,12.429,61.205,21.84,417.927,1861.097,255.605,1488.937,6112.99,1264.363,464.093,4781.454,16228.539,
2014-09-30T00:00:00,,1174.834,2.529,32.433,26.601,500.399,1736.796,311.937,2317.887,3606.033,1586.15,538.649,8029.06,18126.512,
2014-10-31T00:00:00,,687.795,2.829,32.789,17.87,504.868,1246.151,235.905,1735.082,4159.881,1101.394,660.86,5695.972,14835.245,
2014-11-30T00:00:00,,1243.944,28.372,47.35,13.079,524.05,1856.795,321.08,2281.238,2493.097,2091.549,1076.36,7640.224,17760.343,
2014-12-31T00:00:00,,1138.362,3.791,43.213,29.156,489.119,1703.641,303.358,2496.227,3590.548,1468.317,693.932,8094.142,18350.165,
2015-01-31T00:00:00,,607.195,3.056,34.259,19.895,555.638,1220.043,202.198,1795.064,4261.419,1470.998,567.245,6670.308,16187.275,
2015-02-28T00:00:00,,1287.291,9.404,48.751,31.272,407.94,1784.658,171.753,1987.436,4464.418,959.83,362.64,6349.906,16080.641,
2015-03-31T00:00:00,,1303.606,9.337,61.882,35.351,594.855,2005.031,201.5,2620.071,5295.463,1897.005,1019.522,7903.565,20942.157,
2015-04-30T00:00:00,,1277.922,7.28,47.374,13.16,472.107,1817.843,282.588,1619.814,3944.791,1176.719,715.299,6952.059,16509.113,
2015-05-31T00:00:00,,794.882,0.682,44.875,57.561,323.256,1221.256,264.079,1705.73,2565.677,916.521,807.572,6291.998,13772.833,
2015-06-30T00:00:00,,938.721,3.772,37.859,31.207,332.812,1344.371,184.135,1509.183,4719.261,803.687,504.932,6874.354,15939.923,
2015-07-31T00:00:00,,1022.673,1.936,12.844,19.293,305.161,1361.907,171.152,1050.364,4401.611,801.325,554.512,5949.692,14290.563,
2015-08-31T00:00:00,,918.903,0.789,24.7,27.142,254.991,1226.525,146.076,1433.91,4592.188,744.656,479.712,7035.625,15658.692,
2015-09-30T00:00:00,,1119.889,4.693,22.616,79.981,250.916,1478.095,138.491,994.699,6286.918,781.017,395.403,5194.876,15269.499,
2015-10-31T00:00:00,,937.976,30.868,92.567,65.832,695.176,1822.419,193.02,1208.446,2245.257,948.956,505.77,6110.899,13034.767,
2015-11-30T00:00:00,,1012.167,19.08,38.786,87.666,444.79,1602.489,165.301,1623.541,3981.237,940.554,364.311,6784.995,15462.428,
2015-12-31T00:00:00,,655.839,62.094,28.191,87.887,425.839,1259.85,187.283,1528.224,3638.698,1157.742,477.199,5787.535,14036.531,
2016-01-31T00:00:00,,818.535,3.589,32.34,74.543,432.682,1361.689,149.149,1531.977,3511.476,746.52,520.747,4819.344,12640.902,
2016-02-29T00:00:00,,1050.853,7.071,34.5539437408,83.1,500.11840091731,1675.69634465811,89.27565745486001,1604.55032838227,3577.874,650.62455353992,427.12292780492,5142.4227820345495,13167.56659387463,
2016-03-31T00:00:00,,1123.042,4.5425289678,41.31690123968,96.889,466.69092398848,1732.48135419596,156.25466183972,1614.0415305495599,3469.177,734.61897524197,561.59055032558,5827.68119525237,14095.84526740516,
2016-04-30T00:00:00,,1145.151,3.904,37.26755707224,86.66032864248,392.93532787576,1665.9182135904798,116.16369868786,1241.98800837762,3576.2406371300003,579.20747217174,476.24962957906,5020.0282378639995,12675.795897400762,
