,,دول مجلس,,أمريكا الشمالية,,أمريكا اللاتينية,,أوروبا الغربية,,أوروبا الشرقية,,بلدان أوروبية أخرى,,,,,,اليابان,,الصين,,كوريا الجنوبية,,بلدان آسيوية أخرى,,الدول العربية,,بلدان أخرى,,الإجمـــــالي,
الفترة,,التعاون الخليجي,,,,,,,,,,Other European,,,,الفترة,,,,,,,,Other Asian,,,,,,,
,,GCC  Countries,,North America,,Latin America,,Western Europe,,Eastern Europe,,Countries,,,,,,Japan,,China,,South Korea,,Countries,,Arab Countries,,Other Countries,,TOTAL,
Period,,مفتوح,مسدد,مفتوح,مسدد,مفتوح,مسدد,مفتوح,مسدد,مفتوح,مسدد,مفتوح,مسدد,,,Period,,مفتوح,مسدد,مفتوح,مسدد,مفتوح,مسدد,مفتوح,مسدد,مفتوح,مسدد,مفتوح,مسدد,مفتوح,مسدد
,,Opened,Settled,Opened,Settled,Opened,Settled,Opened,Settled,Opened,Settled,Opened,Settled,,,,,Opened,Settled,Opened,Settled,Opened,Settled,Opened,Settled,Opened,Settled,Opened,Settled,Opened,Settled
2002-12-31T00:00:00,,7840.298,6510.783,3792.015,3802.416,523.011,591.148,13728.901,13067.96,397.826,407.231,897.022,844.274,,,2002-12-31T00:00:00,,10087.778,11096.701,2539.465,2171.565,4242.07,3743.794,8994.526,7741.642,1481.361,1250.31,2628.647,2874.229,57152.92,54102.05299999999
2003-12-31T00:00:00,,8765.876,7320.595,3670.197,3231.221,511.351,624.086,16737.8,15085.795,590.999,590.596,861.429,827.957,,,2003-12-31T00:00:00,,10291.768,10723.304,3341.304,2506.057,4374.618,4022.185,9865.868,8955.604,2028.296,1650.882,2509.394,3301.667,63548.9,58839.949
2004-12-31T00:00:00,,12011.503,7672.022,4400.434,3571.877,719.24,524.087,19318.32,16513.836,682.841,634.069,1725.801,893.305,,,2004-12-31T00:00:00,,11179.371,11706.604,4487.949,3467.286,4570.76,4601.877,12386.403,9708.625,2531.164,2095.533,4147.445,3299.772,78161.231,64688.893
2005-12-31T00:00:00,,13475.767,10806.362,4528.657,3321.985,1396.187,1226.941,20766.284,18307.355,714.465,725.376,1586.398,1401.542,,,2005-12-31T00:00:00,,11616.906,15262.552,5772.448,4705.806,6196.74,5148.848,14459.109,12182.909,3776.441,3064.32,3797.611,3141.453,88087.013,79295.449
2006-12-31T00:00:00,,14926.998,10959.529,5208.43,4360.599,1872.438,1532.022,24653.869,19368.409,1150.465,751.111,2464.531,2181.597,,,2006-12-31T00:00:00,,12930.72,14582.328,8646.223,5545.553,7645.803,5659.103,16331.827,15437.866,4241.004,3431.286,3873.61,4080.085,103945.91799999998,87889.48800000001
2007-12-31T00:00:00,,20892.906,14914.641,6658.95,5675.982,1870.416,1988.72,33521.887,25491.614,863.872,884.926,3684.884,2982.025,,,2007-12-31T00:00:00,,14397.827,19669.3,9841.126,9442.021,7129.991,6726.783,23446.474,17320.644,5066.06,4045.573,5473.08,4424.347,132847.473,113566.57599999999
2008-12-31T00:00:00,,28645.794,24718.945,9253.041,6684.195,2325.208,2042.545,38299.195,30530.12,4090.454,3535.56,5435.984,4492.504,,,2008-12-31T00:00:00,,16166.456,16813.337,14905.959,14369.144,8476.97,8247.141,21694.31,20839.373,16345.73,11890.106,6177.649,6193.87,171816.75,150356.84000000003
2009-12-31T00:00:00,,22509.999,21473.258,6933.48,8189.791,1058.131,1682.601,25846.071,25046.759,2988.481,2589.47,1607.822,1495.742,,,2009-12-31T00:00:00,,11707.421,13894.392,9586.621,9284.01,7692.216,7458.515,17678.226,16663.868,10342.883,9553.636,2781.151,2836.038,120732.502,120168.08000000002
2010-12-31T00:00:00,,40193.324,29527.625,9379.849,7721.052,2131.551,1343.335,27996.646,25400.024,1552.76,1475.241,3445.443,4212.321,,,2010-12-31T00:00:00,,15536.886,15885.387,8063.492,7413.9,12003.86,10475.076,23046.787,22724.714,7178.706,6115.232,2643.976,2354.697,153173.28,134648.604
2011-12-31T00:00:00,,46661.176,36983.199,14445.533,13838.264,2085.805,1631.518,34120.915,27749.198,1292.312,1156.661,1515.239,1478.025,,,2011-12-31T00:00:00,,14593.404,17790.251,10987.652,9845.33,12544.777,13050.402,23862.06,23544.996,4941.699,5259.749,9758.192,8263.912,176808.764,160591.505
2012-12-31T00:00:00,,57212.979,40606.034,13777.269,11469.321,2826.875,2300.323,41136.356,37020.829,1166.105,1072.993,3788.127,2646.946,,,2012-12-31T00:00:00,,21766.155,23124.842,11011.74,10682.338,15747.341,17193.208,27125.828,27973.539,4834.804,5023.984,4047.242,3904.251,204440.821,183018.608
2013-12-31T00:00:00,,60262.569,46037.741,13291.778,12730.575,1557.062,1192.766,37899.581,36873.853,1036.816,997.209,1592.356,2093.467,,,2013-12-31T00:00:00,,23005.8,24193.01,10916.179,9516.351,16231.424,16121.008,29925.252,29092.501,4479.852,4024.266,3206.774,3631.342,203405.443,186504.089
2014-12-31T00:00:00,,60079.537,47010.87,13016.099,9690.529,2831.466,1731.73,32344.942,28853.482,1419.37,1256.953,1445.028,1237.154,,,2014-12-31T00:00:00,,17441.936,19090.68,13023.452,11998.368,18671.95,19199.252,28377.173,30108.638,8306.98,6473.529,4889.566,4599.679,201847.499,181250.864
2015-12-31T00:00:00,,56053.342,47372.632,10913.637,8932.649,2031.981,1252.471,27781.042,27794.987,1685.13,1693.605,1218.941,1192.235,,,2015-12-31T00:00:00,,21142.292,21940.297,11280.855,11276.89,18444.667,20145.476,28228.635,30547.562,3872.169,5290.939,3429.033,3923.079,186081.724,181362.822
2016-12-31T00:00:00,,40454.969475421196,36906.6241331248,6475.5964630604,7071.8842006545,1483.0421994696999,1491.14383535,22824.5366183373,21920.688852240397,1548.5801087787,1379.3142693398001,1716.3972166019998,1328.65074778,,,2016-12-31T00:00:00,,11090.5829245603,12628.646116900001,8763.9635451931,8464.154462946999,13052.710556364,11476.391467355801,19805.5211899348,21342.8667814836,2794.7177341143,2682.3632042561003,3062.9966612749004,2409.54144723,133073.6146931107,129102.269518662
2017-12-31T00:00:00,,38352.562122094496,36996.449574311,4431.4901345454,4761.82074116,1884.9621089862999,1536.09576083,19130.8105604341,16473.7988785764,1225.0689869804999,1307.7745409435,2353.3234026103,1979.5348751699999,,,2017-12-31T00:00:00,,7471.4351093672,7468.5257237138,8574.4788157846,7381.4067697764,10924.269606764801,8703.292881689998,12913.740603399201,11674.9516183945,3996.8466461561,3253.8174696584,2495.3364729074,2390.3227114832002,113754.32457003041,103927.7915457072
2018-12-31T00:00:00,,37008.427,35917.328,5621.146,4274.886,1672.123,1381.332,19177.596,16602.267,1013.617,927.387,2159.602,1501.13,,,2018-12-31T00:00:00,,4906.017,5658.287,7992.956,7815.096,7044.125,6541.969,13351.791,12322.863,3402.549,4534.493,2120.314,2162.015,105470.263,99639.053
2019-12-31T00:00:00,,36353.089644730004,35026.94966897,6224.909,4949.408,2241.702,1376.893,19545.938678,16380.436,881.8426870000001,841.0351019999999,2340.048687,1928.382898,,,2019-12-31T00:00:00,,4586.64,4430.1318,8899.06514211,7504.7100670400005,9350.53217613,8513.9768,20313.43541554,16087.41418507,2414.0946,2398.391335,2564.03707137,2180.85678714,115715.33510188,101618.58564321998
2020-12-31T00:00:00,,29624.684,28393.98705,5205.6,4783.59167,1240.922,1617.953,14130.134,13412.03874,635.079,669.69,776.204,1401.914,,,2020-12-31T00:00:00,,4795.27,3925.617,9254.986,7154.62891,6543.619,5816.94012,21930.883,22302.65201,1898.492,1652.97475,3880.732,3098.81958,99916.605,94230.80683000002
2021-12-31T00:00:00,,39598.576,31670.675,4217.468,4198.258,1666.168,1390.875,16505.504,13570.55,837.879,525.178,1120.133,878.273,,,2021-12-31T00:00:00,,5403.595,5396.89,9461.862,8147.444,8076.345,6444.233,24397.996,21782.853,2603.212,1854.739,6348.028,4737.084,120236.766,100597.052
2022-12-31T00:00:00,,59667.95872653,39735.629,6463.22123296,4866.148,842.631,1270.53,17740.431365729997,15736.319,1561.001,1100.668,1921.289,2211.525,,,2022-12-31T00:00:00,,5709.871,4500.596,13199.05161137,10479.524,9327.05678856,7725.992,25240.53475736,25278.395,4594.407,3399.935,6000.28282274,5470.475,152267.73630525,121775.736
2023-12-31T00:00:00,,60321.690036,42252.271573,5377.452977,5032.291193,1032.016502,927.0729150000001,13684.112464,12836.269534,1370.7911589999999,1289.3817990000002,1204.275484,758.414173,,,2023-12-31T00:00:00,,4491.426471,3812.078772,12811.7075535,9325.919033,10836.637635,8358.275174,28948.060939,29875.011116,3806.4204904999997,3490.155601,4949.567555,4597.842344,148834.159266,122554.983227
2024-12-31T00:00:00,,63358.978693460005,47811.91829,4673.0575,4897.373,1000.591,709.722,17734.15433146,14502.435,1972.298,1163.397,1315.8135,1261.382,,,2024-12-31T00:00:00,,7371.987,5977.073,14866.31811012,10107.75759,13453.407,9778.237,33841.417687,32680.898,3477.202,3969.276,5186.43693245,2349.994,168251.66175449,135209.46288
2025-12-31T00:00:00,,56936.676689,46737.16572999999,14036.2438,4176.543,891.428,717.198,15639.7812,12003.816,1151.985,931.841,972.481,1004.501,,,2025-12-31T00:00:00,,14012.7348,17048.141,16664.6727,11769.393,11351.155,9191.722,24338.44,21675.28,2770.745,3043.467,4817.23714243,2005.495,163583.58033143,130304.56272999999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3,1996,1180.981,928.027,1139.525,875.784,99.048,115.318,3081.502,2118.348,97.727,585.612,401.873,325.5,,,Q3,1996,1663.776,1600.001,759.529,842.47,1045.331,1035.896,1304.291,1474.833,365.924,337.635,889.932,716.501,12029.439,10955.925
Q4,1996,1599.387,1199.888,1124.542,1060.755,216.934,116.493,3027.293,2608.472,283.159,468.143,272.767,316.68,,,Q4,1996,2061.816,1830.59,776.847,879.101,1238.889,1066.172,1807.746,2075.502,307.473,218.597,819.894,1117.307,13536.747,12957.7
Q1,1997,1670.328,1043.521,1029.658,890.116,66.494,73.268,2690.469,2236.603,147.252,221.5,176.75,176.95,,,Q1,1997,2050.51,1913.027,563.753,567.291,902.67,949.229,2169.057,1763.468,486.005,278.528,466.973,4789.156,12419.919,14902.657
Q2,1997,1419.417,896.259,1077.827,1056.302,103.295,95.18,3759.586,3079.881,165.466,170.632,206.259,224.208,,,Q2,1997,1767.545,1927.815,651.748,527.446,917.598,797.828,2296.973,2037.088,368.799,221.135,557.819,694.929,13292.332,11728.703
Q3,1997,1756.918,1758.603,1309.487,1069.723,87.911,121.187,2826.587,2715.271,129.188,181.845,278.688,199.055,,,Q3,1997,2162.765,2027.991,504.712,545.06,790.766,766.957,2022.548,2143.756,244.38,231.059,636.332,343.193,12750.282,12103.7
Q4,1997,2376.979,1835.196,1208.819,1116.207,156.434,181.228,3111.45,2699.767,222.649,165.957,243.324,226.35,,,Q4,1997,2364.715,2296.124,568.561,569.06,1213.54,940.148,2209.163,1896.881,392.629,384.717,813.334,844.466,14881.597,13156.101
Q1,1998,2121.911,1828.479,1266.208,1086.805,161.193,198.99,3159.818,2799.735,154.28,181.045,183.759,185.638,,,Q1,1998,2721.244,2374.759,832.649,678.334,980.884,1030.651,2419.088,1905.575,451.883,326.262,571.234,564.689,15024.151,13160.962
Q2,1998,1571.787,1643.64,1005.249,1073.57,116.164,110.133,3891.038,2733.325,196.47,108.176,316.628,158.819,,,Q2,1998,1992.716,2451.332,686.544,559.314,932.593,827.978,2107.77,2023.395,247.698,348.415,422.715,536.771,13487.372,12574.868
Q3,1998,1992.47,1601.546,1245.971,1034.163,99.649,56.625,2940.785,2459.057,244.173,149.673,211.781,134.724,,,Q3,1998,2120.208,2028.866,436.386,510.21,1085.796,811.309,2156.709,2271.486,120.659,169.838,633.353,298.116,13287.94,11525.613
Q4,1998,1660.432,1827.124,679.429,931.583,77.726,69.115,3223.049,2952.197,190.388,138.756,192.004,110.995,,,Q4,1998,2912.343,2917.609,529.856,512.637,1191.64,1200.856,2278.865,2010.281,364.705,315.234,561.265,326.316,13861.702,13312.703
Q1,1999,1226.125,1108.61,826.606,663.229,53.31,39.854,2633.951,2820.989,139.908,103.271,84.444,80.046,,,Q1,1999,1845.235,2299.12,488.772,513.521,785.142,938.338,1808.01,1699.733,331.056,397.472,321.369,431.158,10543.928,11095.341
Q2,1999,1352.278,1147.415,829.846,948.905,112.652,75.25,3028.655,2853.224,53.784,27.154,110.583,191.892,,,Q2,1999,2227.974,2271.914,394.252,563.028,968.151,833.86,2114.409,2567.461,72.466,49.471,470,350.215,11735.05,11879.789
Q3,1999,1916.016,1712.064,865.377,688.671,52.164,52.697,3134.2,2553.065,82.799,52.279,239.16,258.656,,,Q3,1999,2388.669,2151.093,404.509,388.642,949.261,837.659,2079.81,1980.322,199.011,161.504,253.304,486.195,12564.28,11322.847
Q4,1999,1554.395,1424.842,811.213,561.282,66.486,32.27,2571.519,2818.884,73.707,107.591,27.688,47.521,,,Q4,1999,1890.866,2023.523,199.464,72.744,747.161,477.865,1782.791,2026.488,211.642,104.48,252.776,149.575,10189.708,9847.065
Q1,2000,1480.009,1365.918,678.999,876.534,55.482,156.134,3773.326,2746.988,121.532,193.506,93.379,142.874,,,Q1,2000,1834.77,1991.569,328.801,410.689,813.172,851.469,2183.256,1895.758,179.808,211.909,366.174,400.434,11908.707999999999,11243.781999999997
Q2,2000,1641.3049999999998,1392.1340000000002,803.9069999999999,891.3760000000001,58.468999999999994,70.536,3141.044,3672.453,84.859,154.436,74.54799999999999,133.261,,,Q2,2000,2060.441,2106.6600000000003,547.663,494.71599999999995,881.182,912.5929999999998,2046.56,2212.8100000000004,422.42499999999995,254.676,132.21000000000004,365.61999999999995,11894.613,12661.271
Q3,2000,1577.3610000000003,1306.9319999999998,861.489,621.934,73.12800000000001,85.458,3152.004,2803.9749999999995,905.0470000000001,623.156,146.48499999999999,80.382,,,Q3,2000,1970.0210000000002,1629.1599999999999,880.8859999999999,1012.0419999999999,811.7789999999998,778.4140000000002,1458.1770000000006,1429.277,673.3900000000001,709.1489999999999,574.1769999999999,395.98000000000013,13083.944000000001,11475.858999999999
Q4,2000,1955.7299999999996,1682.5040000000004,897.9250000000002,747.3009999999999,115.947,296.127,3161.501,2710.7000000000007,157.433,151.56799999999998,173.312,91.31099999999998,,,Q4,2000,2035.9049999999997,2306.9790000000003,535.3720000000003,536.771,1066.5570000000002,1041.5149999999999,1997.5529999999999,2002.9669999999996,312.5709999999999,198.02600000000007,431.453,386.3299999999999,12841.259,12152.099
Q1,2001,2334.463,1585.124,1031.56,958.338,106.998,138.708,3470.636,3391.242,165.976,132.803,132.131,185.27,,,Q1,2001,2437.487,2315.873,514.886,592.17,982.949,1036.677,2106.635,1976.685,211.679,201.942,407.384,449.565,13902.784,12964.397
