,,From          مـن,,,,,,,,,,A. Sales Attributable to Specific Purposes        أ - مبيعات منسوبة لأغراض محددة,,,,,,,,,,,,,B: Sales to Third Parties    ب: مبيعات لجهات أخرى - طرف ثالث,,,,,,,,المجموع الكلي
الفترة,,,,,,,مجموع المشتريات,,,الفترة,,تمويل الواردات,مقاولون أجانب,,تحويلات شخصية,,السفر الى الخارج,,إستثمارات  ,(الإجمالي(أ,,,الفترة,, للصيارفة,لجهات حكومية,للبنك,للوزارات أو البلديات,لعملاء آخرين,مصارف داخل المملكة,مصارف خارج المملكة,(الإجمالي(ب,( أ + ب  )
,,البنك المركزي,المصارف المحلية,المصارف الخارجية,عملاء,مصادر أخرى,,,,,,,Foreign Contractors,,Personal Transfers,,Foreign Travel,,بالخارج,,,,,,,,المركزي,,في المملكة,,,,
Period,,,,,,,Total Purchases,,,Period,,Import,إستيراد السلع,أغراض أخرى,سعودي,غير سعودي,سعودي,غير سعودي,Investments,Sub-Total (A),,,Period,,Money,Govt.,SAMA,Ministries or,Other Customers,Domestic Banks,Overseas Banks,Sub-Total (B),Total
,,SAMA  ,Local Banks ,Banks Abroad,Customers,Other Sources,,,,,,Financing,Import of Goods,Other Purposes,Saudis,Non-Saudis,Saudis,Non-Saudis,Abroad,,,,,,Changers,Agencies,,Municipalities,in the Kingdom,,, , ( A  +  B )
1999,,127542.662,269319.141,506386.553,348372.429,4778.831,1256399.616,,,1999,,45792.621,10399.746,5945.038,19843.908,35950.039,3920.017,13738.982,75.816,135666.167,,,1999,,7486.91,93.9,19183.531,0.802,360770.483,226009.173,472592.466,1086137.265,1221803.4319999998
2000,,162221.674,267378.317,357413.26399999997,274169.95700000005,3808.883,1064992.095,,,2000,,53521.697,171.08,540.32,20810.542,39428.31300000001,3554.1309999999994,16120.573999999999,236.11200000000002,134382.76900000003,,,2000,,6009.619,1223.579,14213.837000000001,19.375,365111.606,204064.915,313186.581,903829.5120000001,1038212.281
2001,,164668.504,263124.296,450717.311,313910.972,5996.188,1198417.271,,,2001,,58579.324,21.737000000000002,311.51899999999995,20489.502999999997,39301.306000000004,2948.242,14868.092,113.33,136633.05299999999,,,2001,,6750.2970000000005,2073.395,76.875,0.675,356630.635,226666.79200000002,424632.645,1016831.3139999999,1153464.3669999999
2002-12-31T00:00:00,,164474.953,187444.02800000002,561354.464,250862.741,10802.603000000001,1174938.789,,,2002-12-31T00:00:00,,58716.16599999999,170.711,139.087,21640.235999999997,39114.673,2562.296,17202.217,153.607,139698.99300000002,,,2002-12-31T00:00:00,,8278.055,3313.8810000000003,714.2959999999999,1.395,262160.076,180082.78399999999,563867.983,1018418.47,1158117.463
2003,,155422.506,198964.765,641831.598,247880.43100000004,3663.8869999999993,1247763.1870000002,,,2003,,55245.887,4.595,70.32600000000001,22494.17,37707.799999999996,4731.14,15334.601999999999,294.207,135882.727,,,2003,,5770.405000000001,4913.655,25.258,654.79,263660.5559999999,171586.689,648182.424,1094793.777,1230676.504
2004,,196217.022,235018.489,689729.365,292856.96,7736.044000000002,1421557.88,,,2004,,75992.13600000001,574.79,415.925,35766.347,36121.212999999996,3414.791,9444.378999999999,431.30100000000004,162160.67599999998,,,2004,,7522.7789999999995,5505.642,2345.714,10.345,308595.775,214641.42700000003,701678.275,1240299.9570000002,1402460.633
2005,,202442.756,234407.363,566019.4159999999,307824.104,18220.412,1328914.051,,,2005,,85132.541,79.453,562.7719999999999,56306.275,40801.699,3672.745,8135.478,2332.191,197023.15399999998,,,2005,,4781.43,5617.285,2505.3039999999996,50.056,367937.49399999995,213574.87600000002,554302.553,1148768.9980000001,1345792.152
2006,,247561.411,364965.8789999999,934397.6110000001,428922.5939999999,40466.147000000004,2016313.642,,,2006,,76467.82500000001,16838.204,769.7880000000001,50389.681000000004,44195.467000000004,2482.4750000000004,5528.218999999999,990.9700000000003,197662.629,,,2006,,7610.178,56544.905,1947.906,13.500000000000002,515308.65800000005,314139.491,889880.465,1785445.1029999997,1983107.732
2007,,205391.53399999999,532525.444,1720947.6489999997,638965.5970000001,83187.09100000001,3181017.315,,,2007,,114232.09200000002,27783.015,1289.0260000000003,55106.296,54367.24900000001,2069.754,5468.5289999999995,491.45,260807.41100000005,,,2007,,15680.432,125403.71599999999,39997.044,236.31,673513.2520000001,506297.78599999996,1473450.616,2834579.156,3095386.567
2008,,291704.69399999996,596987.967,2610989.5579999997,630048.071,88751.691,4218481.981,,,2008,,147956.544,40022.312999999995,1963.372,68501.066,68907.72499999999,1840.331,4630.5599999999995,922.9780000000001,334744.889,,,2008,,35284.39300000001,36220.031,58433.14,92,633929.2459999999,564741.952,2447717.8380000005,3776418.6000000006,4111163.489
2009,,380905.879,490878.45200000005,2519625.3580000005,635268.694,76191.897,4102870.2800000003,,,2009,,142049.852,235.13400000000001,2774.8570000000004,63487.994,84243.35599999999,2880.735,5759.932,450.647,301882.507,,,2009,,1954.9790000000005,106454.36299999998,11347.696,0,498738.81000000006,458158.31600000005,2594419.138,3671073.302,3972955.8090000004
2010,,389699.54799999995,642850.621,1884735.2420000003,251901.01400000002,118111.921,3287298.3460000004,,,2010,,131030.489,448.70400000000006,2609.374,52728.329,98806.018,2315.761,7988.17,97.156,296024.001,,,2010,,4364.751,32904.814000000006,8500.603000000001,0,333845.78299999994,575914.9599999998,1836760.8730000001,2792291.784,3088315.785
2011,,492493.551,498723.46400000004,1487264.0800000003,249891.82200000001,139107.443,2867480.3600000003,,,2011,,167465.308,1549.2290000000003,4105.24,61689.491,110400.24500000001,2893.411,5165.620999999999,34.057,353302.60199999996,,,2011,,5595.894000000001,9620.642,8836.360999999999,0,372785.20099999994,503152.701,1605605.4269999997,2505596.2260000003,2858898.8279999997
2012,,489740.658,578588.235,1710767.1970000002,257515.90499999997,120411.43800000001,3157023.433,,,2012,,192194.989,3292.2069999999994,5123.411,69239.987,125247.71999999997,840.069,1483.1770000000001,30.723,397452.283,,,2012,,4229.454,10358.116999999998,6308.369,0.011,432080.62600000005,544888.856,1721342.097,2719207.53,3116659.813
2013,,552897.534,673646.3979999999,1581442.3370000003,270389.445,156360.24000000002,3234735.9540000004,,,2013,,194241.41700000002,9707.125,5834.603,78608.453,147963.133,574.445,386.023,64.02399999999999,437379.223,,,2013,,7520.441,13266.916,2943.3550000000005,46.011,430289.71400000004,620718.5430000001,1471553.2440000002,2546338.224,2983717.447
2014,,641806.234,915012.9089999998,1703133.7460000003,411672.24199999997,260651.54700000002,3932276.678,,,2014,,201766.81300000002,15210.094000000001,4318.727,88569.94900000002,153290.15300000002,454.4269999999999,374.475,677.9449999999999,464662.5830000001,,,2014,,5990.65,27325.14,4252.729000000001,1.257,557679.7850000001,777699.5800000001,1702540.3179999997,3075489.4590000003,3540152.0420000004
2015-12-31T00:00:00,,762449.3150000001,731659.661,1586028.244,448043.83999999997,216252.463,3744433.523,,,2015-12-31T00:00:00,,199185.24199999997,30859.51,3398.7000000000003,89176.843,156858.639,467.74699999999996,416.323,233.008,480596.012,,,2015-12-31T00:00:00,,8367.46,27759.098,9554.216000000002,18.735,879337.633,646495.154,1544272.5779999997,3115804.874,3596400.886
2016-12-31T00:00:00,,503609.86143499956,480229.6706449998,1588577.5412438663,435207.84986794664,146532.58000000002,3154157.503191812,,,2016-12-31T00:00:00,,152103.39771020005,20567.44,2671.6425292299996,59576.381262692,151898.191797785,455.45316354,517.016,164.03235291,387953.554816357,,,2016-12-31T00:00:00,,6404.349999999999,33712.848999999995,6898.615405227581,626.3430000000001,843793.7810413514,413897.4905333329,1197173.2621506169,2502506.6911305287,2890460.245946886
2017-12-31T00:00:00,,575262.114,515287.113757,1298957.4317003398,384586.72722041997,174627.82900000003,2948721.21567776,,,2017-12-31T00:00:00,,117114.46462134,25402.321,5267.22347807,65270.16370281501,141656.710260011,3107.70351026,2096.9829999999993,156.69899708,360072.26856957603,,,2017-12-31T00:00:00,,2862.0139999999997,35297.391,4008.0635784799997,459.54400000000004,868141.9701504901,375327.24645000004,1199126.8906399999,2485223.1198189696,2845295.3883885453
2018-12-31T00:00:00,,526400.5800000001,414916.9904484401,1396270.85570954,422768.22527973,125788.22000000002,2886144.87143771,,,2018-12-31T00:00:00,,104368.90750971997,41883.316,13322.97847381768,60268.757020623896,136432.3667597682,320.84831598,346.656,95.61541576000002,357039.4454956698,,,2018-12-31T00:00:00,,0,72091.886,5976.923703329999,704.51,930923.95203602,303416.70624221,980215.7398459301,2293329.71782749,2650369.1633231603
2019-12-31T00:00:00,,516271.59487792995,472529.4584429899,1844837.71501305,519344.14859045757,83184.13900000001,3436167.0559244277,,,2019-12-31T00:00:00,,108895.35399999998,39778.935999999994,39649.581,58092.872,125527.23500000002,478.43300000000005,370.202,155.96653785,372948.57953785,,,2019-12-31T00:00:00,,0,55912.002,17814.27615947,935.622,1046618.9834811001,434738.87131,1238389.692141528,2794409.447092098,3167358.0266299485
2020-12-31T00:00:00,,688034.5079999999,402791.65565409727,1476462.4450960879,463361.7606484148,56837.744,3087488.1133986004,,,2020-12-31T00:00:00,,98022.51020619003,27336.834,22784.38890529434,48571.06683936801,149691.5754662448,447.14703441,223.82073863,174.49948081,347251.8426709472,,,2020-12-31T00:00:00,,0,4615.855,9106.44179486,1308.538,953118.7976284593,372747.243976465,1145209.9744327376,2486106.850832522,2833358.6935034683
2021-12-31T00:00:00,,655922.142561,317138.5977853534,1839839.4238186555,477678.3172375999,73830.72335446,3364409.2047570692,,,2021-12-31T00:00:00,,92682.40599999999,41772.043999999994,30336.108,65472.25400000001,153868.21399999998,560.517,284.22900000000004,118.86200000000001,385094.63399999996,,,2021-12-31T00:00:00,,0,21943.834,4656.436000000001,1366.7549999999999,1090727.2832703423,375536.74954161,1356971.7644261105,2851202.8222380625,3236297.4562380626
2022-12-31T00:00:00,,760112.851,340772.63369761256,1992827.8760016107,544434.1149970775,49638.002,3687785.477696301,,,2022-12-31T00:00:00,,95008.798137543,53437.918999999994,63447.44151734001,72469.35579877,143238.94983937,558.729,427.077,438.443,429026.713293023,,,2022-12-31T00:00:00,,0,14710.346999999998,19823.287,468.235,1191797.3055680997,288961.3990607099,1595406.9771410387,3111167.5507698483,3540194.2640628717
2023-12-31T00:00:00,,801380.3370281676,217197.80664938502,1572881.0409269312,516856.47857980203,20852.249825430004,3129167.9130097157,,,2023-12-31T00:00:00,,99343.57307440201,55988.961066089985,69943.54018328,61946.618131740004,126826.57038217003,616.66733135,569.02086912,311.11364844,415546.06468659197,,,2023-12-31T00:00:00,,0,2616.7609,48475.801999999996,1010.1879999999999,711318.6509499555,164373.43688509997,1542715.2066551093,2470510.0453901645,2886056.110076757
2024-12-31T00:00:00,,887605.0035837501,242052.1789121025,1780388.582653134,528214.8489431866,27516.54103797838,3465777.1551301517,,,2024-12-31T00:00:00,,106370.938574932,59683.24876102,86646.63109487,68602.03484427,144195.0728274004,592.8670674399999,587.03576377,204.80099695,466882.6299306524,,,2024-12-31T00:00:00,,10.593,1138.7017191999998,13662.45497638,1297.454,739069.125119913,203022.70137506997,1727799.509143103,2686000.5393336657,3152883.1692643184
2025-12-31T00:00:00,,800413.3199009999,220443.65534327828,1549422.7528886944,558826.7392877141,108628.74908189,3237735.216502576,,,2025-12-31T00:00:00,,100425.801117417,71677.00692347999,113554.43125126998,70398.25609388475,165511.7067649372,235.83507139000002,612.77711572,98.67,522514.48433809896,,,2025-12-31T00:00:00,,0,3052.362605,42359.65,962.9400000000002,825338.6551714962,197183.31239895578,1503457.3253263733,2572354.2455018256,3094868.7298399247
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1,1996,28386.803,109440.255,163847.492,--,87299.87,388974.42000000004,,,Q1,1996,9009.651,3372.62,1107.559,5035.767,8544.617,1946.945,5367.708,70.859,35643.786,,,Q1,1996,1867.798,84.454,37.825,18.968,67374.648,115689.107,168977.034,354049.834,389693.62
Q2,1996,25666.415,124244.443,206301.32700000002,--,106694.49100000001,462906.676,,,Q2,1996,10192.496,3169.796,3018.954,5743.733,9386.831,1228.784,4621.496,166.018,37712.005,,,Q2,1996,1301.789,0.281,1386.172,0,110240.792,131797.481,188866.461,433592.976,471304.981
Q3,1996,38203.095,90587.15279791778,193147.40914602243,--,118732.12185397759,440669.7787979178,,,Q3,1996,9423.226,3577.712,3308.781,6330.768,8873.918,1877.027,4985.431,45.59,38733.081,,,Q3,1996,1425.485,1.474,197.507,0,116682.985,96616.387,189429.821,404353.659,443086.74
Q4,1996,36432.098000000005,74455.032,164899.25900000002,--,121409.99900000001,397196.38800000004,,,Q4,1996,10267.274,4674.794,2938.321,6593.796,7745.316,1679.908,4620.307,124.099,39906.186,,,Q4,1996,868.931,3.045,453.75,4.406,92005.791,76282.843,186840.526,356459.292,396365.478
Q1,1997,25373.408,74421.8,150956.037,98628.019,4164.8949999999995,353543.947,,,Q1,1997,10049.797,5165.805,2729.205,6314.253,8214.676,2730.914,3204.556,228.501,38637.707,,,Q1,1997,1433.177,0.66,44.972,5.614,84388.191,75131.912,161284.673,322289.199,360926.906
Q2,1997,30659.550000000003,74076.39,148777.757,90198.36600000001,5457.795,349169.855,,,Q2,1997,11318.844,3543.701,2823.963,8148.207,8560.871,1636.481,4912.326,264.068,41208.461,,,Q2,1997,2047.715,1.051,47.6,0.495,77427.668,71639.306,167830.06,318993.895,360202.356
Q3,1997,36417.828,76052.456,152002.399,118899.795,2622.1059999999998,385994.558,,,Q3,1997,11953.098,3753.042,5134.458,7802.142,9874.939,1919.634,5399.888,309.911,46147.112,,,Q3,1997,3193.669,2.701,1687.601,6.908,107069.582,67322.401,153552.191,332835.053,378982.165
Q4,1997,38656.143000000004,61929.039,147385.50900000002,109066.932,1490.968,358528.591,,,Q4,1997,10987.218,5129.668,3884.17,5807.921,7408.634,1885.539,4034.244,245.308,39382.702,,,Q4,1997,2093.751,3.441,487.5,3.881,99518.837,66443.7,150707.722,319258.832,358641.53400000004
Q1,1998,32193.196,65354.198,166054.249,105052.393,1108.327,369762.363,,,Q1,1998,11161.752,3078.255,2280.225,2846.502,7900.777,1466.592,4673.139,20.123,33427.365,,,Q1,1998,1627.875,43.795,225,1.245,105450.284,64965.402,160298.19,332611.791,366039.15599999996
Q2,1998,37881.312,89269.152,156283.229,119713.191,443.151,403590.035,,,Q2,1998,11208.812,3124.06,2075.171,2557.036,8350.862,1756.963,4527.707,11.48,33612.091,,,Q2,1998,1780.821,345.44,217,0.212,122215.147,82109.529,152978.183,359646.332,393258.423
Q3,1998,67346.839,89769.472,185762.555,103119.935,1058.651,447057.452,,,Q3,1998,12911.235,3996.877,2011.751,3253.107,10286.674,1714.198,5006.915,198.22,39378.977,,,Q3,1998,2627.081,14.5,13050.644,0.122,111000.45,89295.829,181095.931,397084.557,436463.534
Q4,1998,41305.558,71169.549,145299.606,96212.603,902.794,354890.11,,,Q4,1998,12718.481,3080.436,2118.79,3357.874,9322.527,976.865,3353.328,242.068,35170.369,,,Q4,1998,1829.725,0.979,6154.35,0.097,95288.865,70966.539,155448.668,329689.223,364859.592
Q1,1999,28647.376,86874.232,153105.066,100418.921,1342.663,370388.258,,,Q1,1999,12195.359,4056.605,1939.549,3434.74,9053.285,963.419,3503.842,7.957,35154.756,,,Q1,1999,2068.35,5.751,7212.814,0.138,97656.451,71474.899,149631.727,328050.13,363204.886
Q2,1999,35101.087,82034.931,151260.072,95384.872,1192.217,364973.179,,,Q2,1999,9772.579,4392.054,1491.917,5364.152,9653.196,1179.642,3666.49,2.903,35522.933000000005,,,Q2,1999,2499.266,27.132,8867.25,0.244,100116.726,71724.954,136435.858,319671.43,355194.363
Q3,1999,30852.384,54432.889,118067.732,83454.653,1586.031,288393.689,,,Q3,1999,11329.795,1679.476,1307.649,5531.992,8567.107,1072.818,3251.881,18.478,32759.196,,,Q3,1999,1835.663,4.45,3103.467,0.385,86270.129,46737.557,109254.374,247206.025,279965.221
Q4,1999,32941.815,45977.089,83953.683,69113.983,657.92,232644.49,,,Q4,1999,12494.888,271.611,1205.923,5513.024,8676.451,704.138,3316.769,46.478,32229.282,,,Q4,1999,1083.631,56.567,0,0.035,76727.177,36071.763,77270.507,191209.68,223438.962
Q1,2000,44456.047,59065.618,82484.419,63884.775,1503.759,251394.618,,,Q1,2000,12462.404,144.18900000000002,367.48999999999995,5145.606,9437.114,604.049,3429.441,12.753,31603.046,,,Q1,2000,1673.095,32.512,8626.17,18.851,79821.818,49647.76,75326.119,215146.325,246749.371
Q2,2000,41433.244,64896.274999999994,94043.57699999999,68441.815,913.028,269727.93899999995,,,Q2,2000,13192.769,17.983999999999998,50.334,5440.039,10643.135999999999,803.511,3966.612,24.076999999999998,34138.46199999999,,,Q2,2000,1645.0590000000002,201.058,2250.18,0.188,89320.973,54901.706999999995,83624.29000000001,231943.455,266081.917
Q3,2000,41604.422000000006,67339.424,83798.97499999999,70240.361,497.62,263480.802,,,Q3,2000,13692.843,4.09,88.963,5128.669,10297.41,1126.1100000000001,4450.211,151.394,34939.69,,,Q3,2000,1294.729,530.51,3000.55,0.22599999999999998,96315.01699999999,44660.363,74073.119,219874.514,254814.20399999997
Q4,2000,34727.961,76077,97086.293,71603.006,894.4760000000001,280388.73600000003,,,Q4,2000,14173.681,4.817,33.533,5096.228,9050.652999999998,1020.461,4274.3099999999995,47.888,33701.570999999996,,,Q4,2000,1396.736,459.499,336.937,0.11000000000000001,99653.798,54855.085,80163.053,236865.218,270566.789
Q1,2001,46411.127,63717.509,107007.226,75013.829,675.1360000000001,292824.827,,,Q1,2001,14280.642,11.057,38.10300000000001,5457.66,10061.074999999999,665.344,3085.949,36.839000000000006,33636.668999999994,,,Q1,2001,1645.143,449.1089999999999,0,0.298,86323.731,53780.759,103002.122,245201.162,278837.831
Q2,2001,39721.388000000006,67425.826,102819.446,75280.806,2512.8,287760.266,,,Q2,2001,14747.284,4.271,170.549,5396.273,9858.907,802,3720.6100000000006,13.608,34713.502,,,Q2,2001,1649.57,538.456,76.875,0.188,90360.092,56335.333999999995,99678.929,248639.44400000002,283352.946
Q3,2001,41420.938,55452.014,110711.329,74287.341,1209.029,283080.651,,,Q3,2001,14499.824999999999,5.784,62.132999999999996,4593.898,9991.921,870.1329999999999,3811.04,22.137,33856.87100000001,,,Q3,2001,1773.629,390.29,0,0.109,85466.243,47322.553,96038.758,230991.58200000002,264848.453
Q4,2001,37115.051,76528.947,130179.31,89328.99600000001,1599.223,334751.527,,,Q4,2001,15051.573,0.625,40.734,5041.6720000000005,9389.403,610.765,4250.4929999999995,40.746,34426.011,,,Q4,2001,1681.955,695.54,0,0.08,94480.569,69228.14600000001,125912.836,291999.126,326425.137
Q1,2002,39177.965,57843.378,130543.883,70270.496,4079.41,301915.132,,,Q1,2002,13968.409,4.45,41.794000000000004,4859.245999999999,10226.699,587.937,4479.668,68.82,34237.023,,,Q1,2002,2265.014,568.328,0,0.9,70290.23700000001,56849.937,126093.61300000001,256068.029,290305.052
Q2,2002,44224.562999999995,37380.028,150437.033,58047.947,3055.7999999999997,293145.371,,,Q2,2002,14510.919,161.806,23.326,5329.966,10000.367,522.274,4032.007,27.655,34608.32,,,Q2,2002,2978.436,426.673,0,0.165,59373.121999999996,37505.388999999996,156795.38,257079.16499999998,291687.485
Q3,2002,47462.613,47178.761999999995,136751.95,64111.5,1083.522,296588.34699999995,,,Q3,2002,15174.091,3.1359999999999997,28.498,6122.902,9225.126,914.842,5001.389,24.378,36494.361999999994,,,Q3,2002,1571.249,1249.172,683.919,0.244,65076.16499999999,46597.116,137715.176,252893.041,289387.403
Q4,2002,33609.812,45041.86,143621.598,58432.798,2583.871,283289.93899999995,,,Q4,2002,15062.747,1.319,45.469,5328.122,9662.481,537.243,3689.1530000000002,32.754,34359.288,,,Q4,2002,1463.356,1069.708,30.377,0.086,67420.552,39130.342,143263.814,252378.23500000002,286737.523
Q1,2003,33374.065,44620.713,155281.149,60049.90299999999,1936.284,295262.114,,,Q1,2003,12516.527999999998,0.455,19.593,7106.602000000001,9170.054,742.215,3434.387,23.724999999999998,33013.559,,,Q1,2003,1569.9360000000001,794.206,22.523,630.1510000000001,59900.403999999995,40195.918,148926.842,252039.97999999998,285053.539
Q2,2003,39521.24,39543.371,147594.285,52356.34,358.4,279373.63600000006,,,Q2,2003,13097.483,0.604,32.11,5271.383,9944.762999999999,947.922,3329.254,128.139,32751.658000000003,,,Q2,2003,1078.712,1586.999,2.735,8.484,54150.229,34761.586,157118.206,248706.951,281458.609
Q3,2003,44901.771,57079.23599999999,171083.049,64203.242,1099.207,338366.50499999995,,,Q3,2003,14220.91,3.193,13.857,5003.6900000000005,9440.396,1666.44,4302.724,104.538,34755.748,,,Q3,2003,1532.7599999999998,1836.308,0,8.246,68338.647,48829.268000000004,173522.345,294067.574,328823.322
Q4,2003,37625.43,57721.445,167873.115,71270.946,269.996,334760.932,,,Q4,2003,15410.966,0.343,4.766,5112.495,9152.587,1374.563,4268.237,37.805,35361.762,,,Q4,2003,1588.997,696.142,0,7.909,81271.276,47799.917,168615.031,299979.272,335341.034
Q1,2004,47212.433000000005,65288.333,198454.06300000002,72579.446,1092.6770000000001,384626.95200000005,,,Q1,2004,16359.742,0.146,78.23599999999999,9924.945,8822.859,1002.7850000000001,3218.3189999999995,106.72699999999999,39513.759,,,Q1,2004,1535.6100000000001,1347.57,2122.223,2.15,70120.287,58569.051,200459.42200000002,334156.313,373670.07200000004
Q2,2004,47022.551,72305.465,200293.13299999997,70071.367,2962.5190000000002,392655.0349999999,,,Q2,2004,18490.43,12.698,112.185,7738.222,10436.68,831.4490000000001,2253.034,82.719,39957.417,,,Q2,2004,2041.946,850.7139999999999,0,1.96,76946.874,63202.351,207796.085,350839.93,390797.34699999995
Q3,2004,54364.013000000006,53272.398,160388.904,78700.962,1783.0339999999999,348509.311,,,Q3,2004,20002.149,555.317,73.443,9249.778,9440.221,661.267,1881.3979999999997,30.686999999999998,41894.26,,,Q3,2004,2281.162,1668.187,204.353,3.7439999999999998,88208.715,49107.467,164199.669,305673.297,347567.55700000003
Q4,2004,47618.025,44152.293000000005,130593.265,71505.185,1897.8139999999999,295766.582,,,Q4,2004,21139.815,6.629,152.061,8853.51,7421.139000000001,919.29,2091.628,211.168,40795.24,,,Q4,2004,1664.061,1639.1710000000003,19.137999999999998,2.491,73319.899,43762.558000000005,129223.099,249630.41700000002,290425.657
Q1,2005,51377.75,53333.868,148759.521,70529.27100000001,2127.389,326127.79900000006,,,Q1,2005,22035.933,7.111,233.664,9552.172,9366.611,956.2149999999999,2244.013,744.656,45140.37500000001,,,Q1,2005,2136.834,1491.06,476.3,3.8810000000000002,76286.708,58422.28200000001,147804.575,286621.64,331762.015
Q2,2005,52721,58700.482,130540.454,80400.296,1955.703,324317.93499999994,,,Q2,2005,21293.612999999998,15.724,113.81200000000001,13463.982,11373.055,911.914,2137.7400000000002,336.617,49646.45699999999,,,Q2,2005,723.805,1609.515,85.495,41.426,90701.588,50558.532,141270.339,284990.7,334637.157
Q3,2005,55215.968,62543.864,132263.998,79453.373,5612.831,335090.034,,,Q3,2005,19674.664999999997,5.417999999999999,169.39499999999998,16351.513,10492.186,913.876,1897.663,811.5730000000001,50316.289,,,Q3,2005,861.172,1270.808,908.593,3.394,96423.227,54280.79299999999,144168.407,297916.394,348232.683
Q4,2005,43128.038,59829.149000000005,154455.443,77441.16399999999,8524.489000000001,343378.283,,,Q4,2005,22128.33,51.199999999999996,45.900999999999996,16938.608,9569.847,890.74,1856.0620000000001,439.34499999999997,51920.033,,,Q4,2005,1059.6190000000001,1245.902,1034.916,1.355,104525.97099999999,50313.269,121059.232,279240.264,331160.297
Q1,2006,44499.42600000001,60249.015,164886.766,80360.815,10441.542000000001,360437.564,,,Q1,2006,18306.405,4.79,125.293,13459.603,10053.774000000001,808.005,1754.8289999999997,529.61,45042.309,,,Q1,2006,2257.607,905.257,701.901,5.4910000000000005,115739.40400000001,43881.235,139457.97499999998,302948.87,347991.179
Q2,2006,82333.875,85181.502,237587.93300000002,111823.851,10089.807,527016.968,,,Q2,2006,15977.791,4302.51,355.608,14387.921,11532.3,634.947,1460.083,270.517,48921.677,,,Q2,2006,1725.2020000000002,12101.577000000001,273.921,3.902,136935.617,77115.451,227493.526,455649.196,504570.873
Q3,2006,67688.495,89037.69399999999,224725.36,115573.47699999998,6174.363,503199.38899999997,,,Q3,2006,19948.802,6523.318000000001,183.77999999999997,10810.001,10917.213,638.366,1285.677,87.729,50394.886000000006,,,Q3,2006,2475.8779999999997,20756.168,319.859,2.265,120190.984,78209.721,233369.711,455324.586,505719.472
Q4,2006,53039.615,130497.668,307197.552,121164.451,13760.434999999998,625659.7210000001,,,Q4,2006,22234.827,6007.586,105.107,11732.155999999999,11692.18,401.15700000000004,1027.63,103.114,53303.757,,,Q4,2006,1151.491,22781.903,652.2249999999999,1.842,142442.653,114933.084,289559.25299999997,571522.4509999999,624826.2080000001
Q1,2007,54718.490999999995,177930.451,364188.133,137823.488,14906.032,749566.595,,,Q1,2007,21842.956,6031.974,116.83,10354.78,11506.42,398.397,1013.735,69.238,51334.329999999994,,,Q1,2007,1177.059,32582.678999999996,238.464,1.6309999999999998,128223.236,160749.891,329135.436,652108.396,703442.726
Q2,2007,54432.574,138356.41,409158.499,159462.307,13968.974999999999,775378.765,,,Q2,2007,27105.623,6676.413,243.00900000000001,13996.417,13780.165,591.251,1404.367,120.285,63917.53,,,Q2,2007,3622.5499999999997,30496.087,2761.163,0.724,173113.93300000002,117815.079,359046.397,686855.933,750773.463
Q3,2007,67511.402,127795.443,487571.019,203763.504,25596.658,912238.026,,,Q3,2007,31460.178,7291.321,731.9050000000001,15862.137999999999,14863.808,597.432,1379.768,89.65,72276.19999999998,,,Q3,2007,4338.059,50350.615,5992.06,0,190559.793,137707.972,440319.06299999997,829267.5619999999,901543.7620000001
Q4,2007,28729.067000000003,88443.14,460029.998,137916.298,28715.426000000003,743833.929,,,Q4,2007,33823.335,7783.307,197.28199999999998,14892.961,14216.856,482.67400000000004,1670.6589999999999,212.277,73279.351,,,Q4,2007,6542.764,11974.335,31005.356999999996,233.955,181616.29,90024.844,344949.72,666347.2649999999,739626.616
Q1,2008,48975.138999999996,132997.482,630996.95,156124.297,22643.934,991737.802,,,Q1,2008,32864.376000000004,8633.904999999999,397.695,16863.063,15265.767,456.507,1194.337,205.546,75881.19600000001,,,Q1,2008,16032.295999999998,4585.0560000000005,23244.963,92,204636.097,129531.634,495338.70300000004,873460.7490000001,949341.9450000001
Q2,2008,77842.08499999999,151608.503,678905.358,142234.867,30471.106999999996,1081061.9200000002,,,Q2,2008,38964.763,9421.739,438.01599999999996,19544.915,16450.294,553.158,1381.295,184.78699999999998,86938.967,,,Q2,2008,16963.608,14127.933,8179.713,0,136785.044,144597.32,631183.828,951837.446,1038776.4130000001
Q3,2008,71884.301,173353.43300000002,776838.5970000001,142457.241,11742.395,1176275.9670000002,,,Q3,2008,39557.791,10516.619999999999,631.8620000000001,18836.978,19576.856,397.612,855.172,257.663,90630.55399999999,,,Q3,2008,650.539,9799.919,11735.962,0,134849.888,163390.575,760037.8910000001,1080464.7740000002,1171095.328
Q4,2008,93003.169,139028.549,524248.65300000005,189231.666,23894.255,969406.292,,,Q4,2008,36569.614,11450.049,495.79900000000004,13256.11,17614.808,433.054,1199.756,274.98199999999997,81294.17199999999,,,Q4,2008,1637.95,7707.1230000000005,15272.502,0,157658.217,127222.423,561157.416,870655.631,951949.803
Q1,2009,104228.057,120623.605,574895.6529999999,208758.836,22655.122,1031161.2729999999,,,Q1,2009,40677.32,80.237,404.29,18517.971,21155.676,373.541,1019.656,167.041,82395.732,,,Q1,2009,96.55799999999999,39694.721000000005,3844.344,0,153250.851,110959.245,617966.551,925812.27,1008208.002
