,,,,,,,,
القائمة الرئيسية   Main List,,,,,,,,قائمة الإحصاءات النقدية والمالية       Money & Banking Stat. List
,,,,,,,,
Table 8a: Balance Sheet of Saudi Central Bank - Assets,,,,,,,,جدول 8a: الــمـركـــــز الـمــالــي  للبنك المركزي الســعــودي - الـموجــودات 
(Million ﷼),,,,,,,,(مليون ﷼)
نهاية الفترة,,غطاء النقد,,نقد,ودائع لدى,إستثمارات في أوراق,موجودات متنوعة,
,,Cash Cover,,في الصندوق,البنوك بالخارج,مالية في الخارج,أخرى,الإجمالي
,,ذهب,نقد أجنبي ,,Deposits,Investment,Other,
End of Period,,,Foreign,Cash,with Banks,in Foreign,Miscellaneous,TOTAL
,,Gold, Currencies,in Vault,Abroad,Securities,Assets,
2020-01-01T00:00:00,,1623.5024758099999,255320.92846057998,23276.44998953,311670.74841571995,1124050.6171578001,130852.39961046999,1846794.64610991
2021-01-01T00:00:00,,1623.5024758099999,259689.57324158,33815.94189745,291417.9070208,1132710.96122997,129449.06186739,1848706.9477329997
2022-01-01T00:00:00,,1623.5024758099999,249563.9897466,28738.52839147,324419.69611245,1130417.24409243,199024.31082508003,1933787.2716438398
2023-01-01T00:00:00,,1623.5024758099999,254802.98701098002,21671.81261635,361745.12416106,1001214.36988212,167173.5177265,1808231.3138728198
2024-01-01T00:00:00,,1623.5024758099999,271290.81458398997,22488.71278953,319631.81108596,1029784.00932708,236467.69564041,1881286.54590278
2025-01-02T00:00:00,,1623.5024758099999,276904.33795218,13556.64323752,400136.60878028005,1026594.47773011,197960.34838369,1916775.9185595904
,,,,,,,,
Q1,2000,756,77356,26951,21094,50970,51977.77450653,229104.77450653
Q2,2000,756,72065,20719,19549,54873,20175.227300839964,188137.22730083996
Q3,2000,756,69629,20839,42071,48881,37410.52390032998,219586.52390032998
Q4,2000,756,69830,13595,54574,58383,36302.487021559995,233440.48702156
Q1,2001,756,70237,17191,63396,53106,29572.637448810012,234258.63744881
Q2,2001,756,71887,19626,62218,50396,22061.713011109998,226944.71301111
Q3,2001,756,68310,19297,51572,65067,25180.67444622997,230182.67444622997
Q4,2001,756,71681,19733,35809,73557,22936.74835234997,224472.74835234997
Q1,2002,756,72390.9,20866,21358.4,70205.4,25438.369421680032,211015.06942168
Q2,2002,756,70881,18693,18577,63419,26457.94454550001,198783.9445455
Q3,2002,756,69529.3,18855,18200,53754,25365.466161610046,186459.76616161002
