,,,,,
القائمة الرئيسية   Main List,,,,,قائمة الإحصاءات النقدية والمالية       Money & Banking Stat. List
,,,,,
Table 12c: Bank Credit Classified by Maturity,,,,,جدول 12c: الائتمان المصرفي حسب الآجال
(Million ﷼),,,,,(مليون ﷼)
نهاية الفترة,,قصير الاجل,متوسط الاجل,طويل الاجل,المجموع
End of Period ,,Short Term,Medium Term,Long Term,Total
2021-05-31T00:00:00,,768955.85883047,245136.8958633,908562.441,1922655.19569377
2021-06-30T00:00:00,,780816.1778304699,250077.93068696003,921906.918,1952801.0265174299
2021-07-31T00:00:00,,773773.13683047,254094.28542934,934785.852,1962653.2742598099
2021-08-31T00:00:00,,776609.05992021,248653.6691462,953563.431,1978826.16006641
2021-09-30T00:00:00,,791254.5785712709,246538.259977086,971366.8273476129,2009159.6658959698
2021-10-31T00:00:00,,777013.651402084,248619.760292778,987825.623031898,2013459.03472676
2021-11-30T00:00:00,,767275.93639959,260771.78690131,1022705.206,2050752.9293009
2021-12-31T00:00:00,,771562.11530985,269365.5023234833,1018292.3706666668,2059219.9882999999
2022-01-31T00:00:00,,765326.49983047,274290.3196960433,1036685.9436666667,2076302.76319318
2022-02-28T00:00:00,,797714.98983047,272113.13802866,1040358.633,2110186.76085913
2022-03-31T00:00:00,,811645.20383047,278484.09647691,1065731.654,2155860.9543073797
2022-04-30T00:00:00,,807108.93983047,274657.40143076004,1094787.299,2176553.64026123
2022-05-31T00:00:00,,815068.87009876,276173.09791948996,1101650.1174,2192892.08541825
2022-06-30T00:00:00,,832817.84404876,284965.9900381,1124134.03,2241917.8640868603
2022-07-31T00:00:00,,833288.47151876,291467.42449322,1131153.77512,2255909.67113198
2022-08-31T00:00:00,,841537.67040876,292201.11788874003,1157264.04226,2291002.8305575
2022-09-30T00:00:00,,866906.15637347,283899.31772187003,1164772.393785,2315577.86788034
2022-10-31T00:00:00,,879687.9340598418,285653.96914256585,1166698.0630767224,2332039.96627913
2022-11-30T00:00:00,,874858.8714704734,290721.3590235952,1183716.3639843715,2349296.5944784405
2022-12-31T00:00:00,,873392.3911694699,290352.98741943995,1185325.636485,2349071.01507391
2023-01-31T00:00:00,,874734.82257747,308945.14933687,1183864.194681,2367544.16659534
2023-02-28T00:00:00,,885489.80619077,316402.40553128,1187361.127357,2389253.33907905
2023-03-31T00:00:00,,889910.59969804,330956.38861527,1190142.7923949999,2411009.78070831
2023-04-30T00:00:00,,890396.4783390401,327951.2754399,1199617.661925,2417965.4157039397
2023-05-31T00:00:00,,900619.37082204,341600.3221085,1208904.4379440001,2451124.13087454
2023-06-30T00:00:00,,909709.9299177399,359716.39027243,1201907.051725,2471333.3719151695
2023-07-31T00:00:00,,918751.073595111,358563.87672288,1214979.067598,2492294.0179159907
2023-08-31T00:00:00,,943118.712605859,358757.46334802004,1217879.52852459,2519755.7044784687
2023-09-30T00:00:00,,947814.2284538,369476.50561094,1226560.74377425,2543851.4778389903
2023-10-31T00:00:00,,936277.408616617,387102.10618127603,1240548.837362438,2563928.352160331
2023-11-30T00:00:00,,952570.86185356,387342.46621767,1247542.14189756,2587455.46996879
2023-12-31T00:00:00,,929931.0689689501,398219.49565837,1255547.57054498,2583698.1351723005
2024-01-31T00:00:00,,957820.9674167699,399366.16573396,1264538.91505745,2621726.04820818
2024-02-29T00:00:00,,964777.79566882,401946.83509394,1281881.196249345,2648605.827012105
2024-03-31T00:00:00,,960051.500149989,410726.65079486003,1297301.04042891,2668079.1913737594
2024-04-30T00:00:00,,972172.7710723899,413300.99280857004,1297888.99419634,2683362.7580773
2024-05-31T00:00:00,,998199.5525602,411087.25075472996,1314873.5887211098,2724160.39203604
2024-06-30T00:00:00,,1031410.51588238,420367.66822878,1300064.0421689602,2751842.2262801197
2024-07-31T00:00:00,,1065952.40137307,416918.65499132,1308430.0371715801,2791301.09353597
2024-08-31T00:00:00,,1074234.0248929998,426384.19950773,1324161.40055089,2824779.62495162
2024-09-30T00:00:00,,1066884.17866682,431726.99247105996,1354527.49892146,2853138.67005934
2024-10-31T00:00:00,,1057077.0510249601,437035.21757541003,1389387.91691263,2883500.185513
2024-11-30T00:00:00,,1076793.5380694699,436229.22764345,1419437.528924,2932460.29463692
2024-12-31T00:00:00,,1071740.54374647,444426.47574193,1439383.0313859999,2955550.0508744
2025-01-31T00:00:00,,1100145.9717734698,444605.37574042997,1461194.48202194,3005945.82953584
2025-02-28T00:00:00,,1104893.6419524702,454527.42867957003,1483560.356704,3042981.42733604
2025-03-31T00:00:00,,1119283.61595447,462830.72313784,1519846.937234,3101961.2763263104
2025-04-30T00:00:00,,1135757.2235284701,465936.89964012004,1524687.105405,3126381.22857359
2025-05-31T00:00:00,,1152282.179272558,481400.28023312404,1533875.820911098,3167558.28041678
2025-06-30T00:00:00,,1140813.73961443,490440.64436131,1555016.6917219998,3186271.0756977396
2025-07-31T00:00:00,,1179699.1115471302,468359.63053806,1567704.8962248398,3215763.63831003
2025-08-31T00:00:00,,1200911.87969131,465305.46665849,1571331.43882788,3237548.78517768
2025-09-30T00:00:00,,1230748.13068678,440020.12552898994,1591383.25996923,3262151.516185
2025-10-31T00:00:00,,1220208.0822852866,451087.5639572994,1603820.084521124,3275115.73076371
2025-11-30T00:00:00,,1237625.8916140068,444872.8668560515,1599691.246059072,3282190.00452913
2025-12-31T00:00:00,,1250506.1907829645,440034.9151000531,1605634.944237769,3296176.0501207868
2026-01-31T00:00:00,,1259432.8648773697,451097.5229643776,1608777.7687837381,3319308.1566254855
2026-02-28T00:00:00,,1257375.860328173,455956.44044966146,1621573.185194748,3334905.4859725824
,,,,,
,,,,,
Note : ,,,,,ملاحظة:
    Short Term : Less than One Year ,,,,, الاجل القصير : أقل من سنة  
    Medium Term : 1 - 3 Years,,,,,      الأجل المتوسط : 1 - 3 سنوات
    Long Term : Over 3 Years,,,,,      الأجل الطويل : أكثر من 3 سنوات
