,,,,,,,,,,,
القائمة الرئيسية   Main List,,,,,,,,,,,قائمة الإحصاءات النقدية والمالية       Money & Banking Stat. List
,,,,,,,,,,,
Table 7b: Monetary Survey - Liabilities,,,,,,,,,,,جدول 7b: الــمـســـــــح الـنـقــــــــــدي - المــطــلـوبــات 
(Million ﷼),,,,,,,,,,,(مليون ﷼)
نهاية الفترة,,Money                النقود,,,Quasi-Money  شبه النقود,,,المجموع,,,
,,النقد المتداول,الودائع,المجموع,الودائع  الزمنية,الودائع الأخرى,المجموع,,ودائع,بنود أخرى,إجمالي
,,خارج المصارف,تحت الطلب,,والإدخارية,*شبه النقدية,,Total,حكومية**,(صافي),المطلوبات
End of Period,,Currency,Demand,Total,Time & Savings,Other Quasi-Money ,Total,,Government,Other,Total
,,Outside Banks,Deposits,,Deposits,Deposits*,,,Deposits**,Items (Net),Liabilities
,,1,2,3 =1+2, 4 , 5 ,6 =4+5,3+6,,,
2013-11-30T00:00:00,,144114.46470689002,851560.235,995674.69970689,335553.527,193680.918,529234.4450000001,1524909.1447068902,1659385.84597681,846619.872442291,4030914.86312599
2013-12-31T00:00:00,,143140.03717765,860270.196,1003410.23317765,350266.485,207393.726,557660.211,1561070.4441776501,1641539.7808829,850172.117688,4052782.34274855
2014-01-31T00:00:00,,145451.81075886,897072.37,1042524.18075886,344855.221,206168.455,551023.676,1593547.8567588602,1634973.29527685,848654.52242659,4077175.6744623
2014-02-28T00:00:00,,146169.96768985002,893602.514,1039772.48168985,351780.943,206691.73,558472.6730000001,1598245.1546898498,1638503.16576666,846571.205900591,4083319.5263571
2014-03-31T00:00:00,,146656.71354123,917833.857,1064490.57054123,351479.77,218799.51,570279.28,1634769.85054123,1613698.07413189,890549.66433253,4139017.58900565
2014-04-30T00:00:00,,149014.79712911003,939512.503,1088527.30012911,353021.334,210630.58,563651.914,1652179.2141291099,1609863.20989004,897003.854855989,4159046.27887514
2014-05-31T00:00:00,,152090.54968102998,939726.981,1091817.53068103,366001.427,201764.609,567766.0360000001,1659583.56668103,1618727.458235,907990.66781606,4186301.69273209
2014-06-30T00:00:00,,151494.47654171,941006.028,1092500.50454171,365485.459,203460.84,568946.299,1661446.8035417101,1624045.58673479,939208.53256914,4224700.92284564
2014-07-31T00:00:00,,166626.88856399,938049.512,1104676.40056399,394660.433,205575.182,600235.615,1704912.01556399,1618697.40067964,909780.03384637,4233389.45009
2014-08-31T00:00:00,,155527.47552243999,947371.772,1102899.24752244,394967.461,194016.582,588984.0430000001,1691883.2905224399,1643295.58125603,914914.441023469,4250093.31280194
2014-09-30T00:00:00,,158033.85283291,942800.619,1100834.4718329099,406374.752,190959.491,597334.243,1698168.7148329099,1638744.18814779,929492.604944631,4266405.50792533
2014-10-31T00:00:00,,154859.63543477998,943307.557,1098167.19243478,402207.407,216712.257,618919.664,1717086.85643478,1631574.17583881,949754.751651969,4298415.78392556
2014-11-30T00:00:00,,152822.89132142,957102.384,1109925.27532142,398202.849,199995.456,598198.3049999999,1708123.5803214198,1629871.61584047,939219.093828899,4277214.28999079
2014-12-31T00:00:00,,153750.14311176,991384.41,1145134.55311176,403419.45,193335.18,596754.63,1741889.18311176,1560706.05277979,935829.282369399,4238424.51826095
2015-01-31T00:00:00,,156892.74767228003,988118.686,1145011.43367228,389441.858,179284.506,568726.3640000001,1713737.79767228,1535383.38362499,1005869.09594843,4254990.2772457
2015-02-28T00:00:00,,169131.20754097,1043789.913,1212921.12054097,392864.867,176212.711,569077.578,1781998.69854097,1416365.22084599,1020939.18212332,4219303.10151028
2015-03-31T00:00:00,,166589.37775913,1053229.895,1219819.27275913,391880.197,187659.107,579539.304,1799358.57675913,1372451.35871747,1017268.01864757,4189077.95412417
2015-04-30T00:00:00,,169439.83703087003,1076095.304,1245535.14103087,367005.144,196732.418,563737.5619999999,1809272.7030308698,1324397.15705465,1027988.63214402,4161658.49222954
2015-05-31T00:00:00,,172397.52426462,1087032.913,1259430.4372646199,380332.098,194446.357,574778.455,1834208.8922646197,1270252.12871417,1040916.78969469,4145377.81067348
2015-06-30T00:00:00,,174016.5636936,1085079.376,1259095.9396936,377944.324,193908.667,571852.991,1830948.9306936,1254121.50988607,1071976.04373103,4157046.4843107
2015-07-31T00:00:00,,179052.89902313,1070536.029,1249588.9280231302,382136.458,186087.528,568223.986,1817812.9140231302,1244441.22783786,1073528.31400737,4135782.45586836
2015-08-31T00:00:00,,172180.82561613,1063494.06,1235674.88561613,386441.249,186314.09,572755.339,1808430.22461613,1233682.25298554,1083796.02512256,4125908.50272423
2015-09-30T00:00:00,,175145.86631435,1067325.841,1242471.70731435,411847.514,184640.235,596487.7490000001,1838959.45631435,1190286.40734938,1068882.54763549,4098128.41129922
2015-10-31T00:00:00,,170848.03439156,1017129.241,1187977.27539156,408832.384,186558.003,595390.387,1783367.6623915602,1201652.72770603,1090899.27502079,4075919.66511838
2015-11-30T00:00:00,,168114.62575814998,1029233.201,1197347.82675815,420331.656,184082.782,604414.4380000001,1801762.2647581499,1163612.40951653,1084627.62545507,4050002.29972975
2015-12-31T00:00:00,,168491.79047888,980150.664,1148642.45447888,439377.329,197562.28,636939.609,1785582.06347888,1162521.06973012,1067907.8945543,4016011.0277633
2016-01-31T00:00:00,,167364.46832426,988161.812,1155526.28032426,425196.319,195549.394,620745.713,1776271.99332426,1127715.07121531,1062994.25360197,3966981.31814154
2016-02-29T00:00:00,,167824.20504096002,982855.854,1150680.0590409602,416813.159,194879.88231743002,611693.04131743,1762373.1003583902,1125067.72257161,1062111.29481046,3949552.11774046
2016-03-31T00:00:00,,169233.5330036,987565.3114968915,1156798.8445004916,417112.29807053995,214863.80258364847,631976.1006541884,1788774.9451546802,1087322.41930696,1082819.81000141,3958917.17446305
2016-04-30T00:00:00,,170916.16950101004,984155.3920952053,1155071.5615962152,410197.49918377,215064.2565444047,625261.7557281747,1780333.31732439,1088118.36757558,1076503.26203004,3944954.94693001
2016-05-31T00:00:00,,172229.82994919,989900.4052072725,1162130.2351564625,413540.8026303,197860.13046832746,611400.9330986275,1773531.1682550898,1113026.89029316,1067183.33831686,3953741.39686511
2016-06-30T00:00:00,,181801.6594786,966195.30671965,1147996.96619825,447275.95405599,188327.26500026,635603.21905625,1783600.1852545,1082962.70418047,1051546.72369202,3918109.61312699
2016-07-31T00:00:00,,174873.73994797003,967353.56004427,1142227.29999224,434303.60480471,188693.49678006998,622997.10158478,1765224.40157702,1081204.38565687,1056567.0027045,3902995.78993839
2016-08-31T00:00:00,,173713.19333953998,949234.58041743,1122947.77375697,459001.58447529,180528.39721462002,639529.9816899099,1762477.75544688,1056189.68628185,1062089.85404879,3880757.29577752
2016-09-30T00:00:00,,173468.07739563,944400.9614300099,1117869.03882564,479046.78448179003,169274.25446099002,648321.0389427801,1766190.07776842,1041037.55170569,1046087.08266296,3853314.71213707
2016-10-31T00:00:00,,169267.67561049998,961550.7582083219,1130818.4338188218,502292.841321658,156390.81036415,658683.651685808,1789502.0855046296,985930.51024436,1043386.0036576,3818818.59940659
2016-11-30T00:00:00,,169699.63235816002,979428.7783466281,1149128.410704788,492298.07933420996,162907.93875207158,655206.0180862816,1804334.4287910697,895635.76182449,1091377.07583206,3791347.26644762
2016-12-31T00:00:00,,170323.06883444,976086.1988083251,1146409.267642765,496019.30788064003,157279.10857184482,653298.4164524849,1799707.6840952502,875423.71991032,1096618.92538331,3771750.32938888
2017-01-31T00:00:00,,169259.38039515,982424.6968797001,1151684.07727485,474371.32090131997,155651.53934897,630022.86025029,1781706.9375251401,841122.6068602,1098138.19769512,3720967.74208046
2017-02-28T00:00:00,,167597.20119666998,974813.43108105,1142410.63227772,473163.84166521,148936.63845991,622100.48012512,1764511.11240284,822946.7953717,1092521.22456396,3679979.1323385
2017-03-31T00:00:00,,169762.96960108,997825.09320282,1167588.0628039,471336.48886084,153148.74597289003,624485.23483373,1792073.29763763,794549.61529076,1095032.32781594,3681655.24074433
2017-04-30T00:00:00,,168957.09540684,1015473.8618839299,1184430.95729077,448337.19555812003,160122.88166844,608460.0772265601,1792891.0345173301,800959.9204939,1077645.28280988,3671496.23782111
2017-05-31T00:00:00,,170575.57154768,997628.22954257,1168203.80109025,462730.99961374997,153577.66092511,616308.6605388599,1784512.46162911,786299.48550029,1111206.50414911,3682018.45127851
2017-06-30T00:00:00,,184276.19897168,984532.92889011,1168809.12786179,483886.80421785,180169.62733054,664056.43154839,1832865.55941018,778160.85991415,1084997.70723646,3696024.12656079
2017-07-31T00:00:00,,171555.4145055,999993.3813601501,1171548.79586565,487933.5319023,156824.55518472998,644758.08708703,1816306.8829526799,760152.8961104,1101545.27370748,3678005.05277056
2017-08-31T00:00:00,,175359.30591349,992044.77954539,1167404.08545888,492552.92402632,149986.98696216,642539.91098848,1809943.99644736,739212.6257301,1120903.86850199,3670060.49067945
2017-09-30T00:00:00,,170609.52780694998,980252.43381406,1150861.96162101,476453.25227533,159111.53071898996,635564.7829943199,1786426.74461533,732055.82847899,1138559.91220413,3657042.48529845
2017-10-31T00:00:00,,167435.1908723,997268.13354266,1164703.32441496,447418.8239496,169363.65799158,616782.48194118,1781485.80635614,753386.56930104,1175272.78276515,3710145.15842233
2017-11-30T00:00:00,,169617.01076623,1000745.92672363,1170362.93748986,436644.829761951,176836.84500240002,613481.674764351,1783844.6122542112,733399.61375967,1183821.80645581,3701066.03246969
2017-12-31T00:00:00,,172046.35069519997,1002467.74800831,1174514.09870351,454152.05919544,176505.21473533998,630657.2739307799,1805171.37263429,737716.36628562,1146983.19676395,3689870.93568386
2018-01-31T00:00:00,,175110.46370235,1026862.4006637199,1201972.86436607,435841.98250332,173156.50974831,608998.4922516299,1810971.3566176998,717205.9535343,1169812.03896512,3697989.34911712
2018-02-28T00:00:00,,177554.21316646002,1010247.00812307,1187801.22128953,435291.22512028005,179686.3556128,614977.58073308,1802778.8020226099,701103.96500483,1181878.43559213,3685761.20261957
2018-03-31T00:00:00,,180821.62861363002,1013261.3495815,1194082.9781951301,436709.84541953,164425.44385337998,601135.28927291,1795218.26746804,696818.7005577,1209921.43420173,3701958.40222747
2018-04-30T00:00:00,,181136.6340819943,1036080.9962894501,1217217.6303714444,411043.14093025005,170149.94205694,581193.08298719,1798410.7133586342,713306.61266037,1258383.91827116,3770101.24429016
2018-05-31T00:00:00,,185568.79112441,1034184.4123295901,1219753.203454,410409.58066233003,162828.94650991002,573238.5271722401,1792991.7306262401,730610.02572716,1242079.7991929,3765681.5555463
2018-06-30T00:00:00,,189861.89484327,1022132.06542417,1211993.96026744,425210.41386247,179004.59755711,604215.0114195801,1816208.9716870203,720558.72688473,1239183.01115884,3775950.70973059
2018-07-31T00:00:00,,181774.64627488996,1018978.74858477,1200753.39485966,428288.86324480997,171700.61656906,599989.4798138699,1800742.87467353,702309.58360496,1249605.06642953,3752657.52470802
2018-08-31T00:00:00,,184439.60093942,1019772.0590130499,1204211.6599524699,429594.2639866,174166.10644921,603760.37043581,1807972.0303882798,744108.45027751,1251673.55473699,3803754.03540278
2018-09-30T00:00:00,,178997.72355044002,1025100.0731598999,1204097.7967103398,430433.19454255997,203390.19857157,633823.39311413,1837921.18982447,766561.26087055,1219154.67539724,3823637.12609226
2018-10-31T00:00:00,,177804.27611674002,1019858.04332242,1197662.31943916,418234.00982569,197929.32434472998,616163.33417042,1813825.65360958,738557.65696784,1250277.43709625,3802660.74767367
2018-11-30T00:00:00,,179748.96056768,1029140.05704477,1208889.01761245,427147.85562948,185384.5423267,612532.3979561799,1821421.41556863,737061.55015841,1243533.43980451,3802016.40553155
2018-12-31T00:00:00,,180132.44599683,1040664.95184748,1220797.39784431,443022.41314937995,189825.56086021,632847.97400959,1853645.3718539,681491.77071521,1225798.86225649,3760936.0048256
2019-01-31T00:00:00,,181104.68177311,1037175.99005592,1218280.67182903,434128.97023343004,176286.84494244002,610415.8151758701,1828696.4870049001,652958.94816425,1262476.11825747,3744131.55342662
2019-02-28T00:00:00,,182250.73938844004,1035438.40716664,1217689.14655508,436425.47221976,177707.11533915,614132.58755891,1831821.73411399,645688.57632834,1262968.8831642,3740479.19360653
2019-03-31T00:00:00,,184719.10812617,1036501.2483910801,1221220.3565172502,429884.96568287,177977.22323654,607862.18891941,1829082.54543666,694707.35764579,1276473.67205962,3800263.57514207
2019-04-30T00:00:00,,185753.15484683003,1055153.1573218699,1240906.3121687,427959.58088577003,181135.31187624,609094.89276201,1850001.20493071,707321.25076125,1277415.10598397,3834737.56167593
2019-05-31T00:00:00,,196878.43759666,1061152.56293365,1258031.00053031,444436.80763076,181016.72700194002,625453.5346327,1883484.53516301,725934.34996432,1276448.52943022,3885867.41455755
2019-06-30T00:00:00,,190809.98193501,1072291.61913889,1263101.6010739,437183.01986937,181977.27553714,619160.29540651,1882261.8964804101,713929.80162577,1277990.85881608,3874182.55692226
2019-07-31T00:00:00,,192168.05500693,1069916.47479802,1262084.5298049499,431249.14645243,178199.56081845,609448.70727088,1871533.2370758299,687415.3741245,1278380.22289292,3837328.83409325
2019-08-31T00:00:00,,191498.35996743,1091072.3246576,1282570.68462503,428486.94680685,185735.17644444,614222.1232512901,1896792.80787632,708708.99407848,1280490.07814809,3885991.88010289
2019-09-30T00:00:00,,188213.70171782997,1092951.86713498,1281165.56885281,430363.15651332,175922.18560986998,606285.3421231899,1887450.910976,681136.46159445,1285694.17529838,3854281.54786883
2019-10-31T00:00:00,,189036.5483686,1099694.80913498,1288731.35750358,443948.34051332006,169827.89160986998,613776.2321231901,1902507.58962677,642006.36544149,1290115.57307922,3834629.52814748
2019-11-30T00:00:00,,188430.21514735,1107339.46974172,1295769.68488907,426827.57236667,193459.06810573,620286.6404724,1916056.32536147,655573.30708838,1324201.07538813,3895830.70783798
2019-12-31T00:00:00,,189160.26772414,1099151.08319698,1288311.35092112,501666.91848965,195161.18214797,696828.10063762,1985139.4515587399,622945.04486821,1306853.02475129,3914937.52117824
2020-01-31T00:00:00,,190962.75940521,1091484.86948175,1282447.62888696,490580.72152315,175769.67343902998,666350.3949621799,1948798.02384914,646442.18666895,1332168.23173928,3927408.44225737
2020-02-29T00:00:00,,191934.05677929,1133779.6454707799,1325713.70225007,465394.33349686005,177291.39500026,642685.7284971201,1968399.43074719,630106.34497323,1346909.81552136,3945415.59124178
2020-03-31T00:00:00,,198554.91404857003,1166538.77243888,1365093.68648745,460293.54549686005,183655.8062734,643949.35177026,2009043.03825771,597444.63630538,1309686.44168331,3916174.1162464
2020-04-30T00:00:00,,206573.58453448,1198034.61154445,1404608.19607893,447018.44472111,184186.529160425,631204.973881535,2035813.169960465,576759.052964014,1261703.84621261,3874276.06913709
2020-05-31T00:00:00,,213586.06763955002,1228184.04946208,1441770.11710163,441352.82018225,192195.296824053,633548.117006303,2075318.234107933,565834.07368343,1274726.54601722,3915878.85380858
2020-06-30T00:00:00,,208584.81825026002,1216640.16642162,1425224.98467188,443490.72008286,182847.415291057,626338.135373917,2051563.120045797,598878.28961912,1278491.71722105,3928934.08945424
2020-07-31T00:00:00,,213101.88266087003,1207795.59361364,1420897.47627451,443222.94247259997,185578.286178187,628801.2286507869,2049698.7049252968,619119.62345465,1287580.15441493,3956398.48279488
2020-08-31T00:00:00,,208981.57479023,1227796.64581164,1436778.22060187,444709.12075878,193398.894786302,638108.015545082,2074886.236146952,636316.93035594,1287152.87328414,3998356.03978703
2020-09-30T00:00:00,,206931.15328828,1224902.9207132,1431834.07400148,451017.563866,205161.50532718,656179.06919318,2088013.14319466,607815.04057578,1284312.29953318,3980140.48330362
2020-10-31T00:00:00,,207303.52130189,1231847.1369997,1439150.65830159,467579.30887181,200385.012816021,667964.321687831,2107114.9799894206,582673.14283054,1293960.8309748,3983748.95379477
2020-11-30T00:00:00,,204948.72575356,1259358.15829901,1464306.88405257,471484.25656877,203202.03085366,674686.28742243,2138993.171475,614289.53655814,1279651.27961593,4032933.98764907
2020-12-31T00:00:00,,206283.560385,1282591.31982632,1488874.88021132,473966.98055585,186425.206063303,660392.186619153,2149267.066830473,585028.7591858299,1297986.844685819,4032282.67070212
2021-01-31T00:00:00,,205615.07626114998,1276640.43608749,1482255.51234864,448331.96411766,196713.437244561,645045.401362221,2127300.913710861,576120.1687010201,1355833.8696845807,4059254.952096462
2021-02-28T00:00:00,,204254.88447571,1295158.43261224,1499413.3170879502,449384.64132936,212397.56815398898,661782.209483349,2161195.526571299,548548.1056128,1352637.3313120878,4062380.963496187
2021-03-31T00:00:00,,206970.44325522002,1312682.91343529,1519653.3566905102,452707.93266362,214944.132399389,667652.065063009,2187305.421753519,576800.33713132,1362853.019584768,4126958.7784696072
2021-04-30T00:00:00,,210790.34669017998,1327537.98638545,1538328.33307563,437256.46766883996,229180.03397092,666436.50163976,2204764.8347153896,547022.3702721399,1382872.9963454502,4134660.20133298
2021-05-31T00:00:00,,212186.3169471,1324339.76412682,1536526.08107392,439098.90629144,237789.94997116,676888.8562626,2213414.9373365203,545718.8443193,1366563.2220304403,4125697.0036862604
2021-06-30T00:00:00,,208648.15258485003,1333341.1880258,1541989.3406106501,445194.6082454,251602.71697005,696797.32521545,2238786.6658261,591152.6792175998,1368287.0749552897,4198226.419998989
2021-07-31T00:00:00,,210959.61149893,1316754.15189907,1527713.763398,450874.28490735,272004.11296987,722878.3978772201,2250592.16127522,586684.52943492,1345690.66037115,4182967.35108129
2021-08-31T00:00:00,,206930.03667381,1311415.45864005,1518345.49531386,461376.30110041,259603.00897172999,720979.31007214,2239324.805386,567064.79561094,1405827.13666494,4212216.73766188
2021-09-30T00:00:00,,204414.59086529,1326095.7618947101,1530510.3527600002,460053.29396313,271834.883925784,731888.177888914,2262398.530648914,614489.0761576799,1408844.114137139,4285731.720943733
2021-10-31T00:00:00,,203372.03054569996,1323628.99334335,1527001.02388905,475184.54104596,270771.55972072,745956.10076668,2272957.12465573,554802.20439381,1401710.90598775,4229470.2350372905
2021-11-30T00:00:00,,202563.69793875,1337777.96387081,1540341.6618095601,476493.31791315,257105.87271629,733599.19062944,2273940.8524390003,612414.4797806899,1429666.40290804,4316021.73512773
2021-12-31T00:00:00,,204366.04192211002,1360108.1662613498,1564474.20818346,495334.36669822,249011.38056003003,744345.74725825,2308819.95544171,537714.5142203099,1436327.3106055397,4282861.78026756
2022-01-31T00:00:00,,202948.7850505,1344223.95778958,1547172.74284008,482815.15703853,264837.40655941,747652.5635979399,2294825.30643802,535642.35229337,1440618.39526524,4271086.05399663
2022-02-28T00:00:00,,202657.49607299,1361203.07513119,1563860.57120418,488932.68251479,277488.79455935,766421.47707414,2330282.0482783196,511108.4653828,1457880.6559601307,4299271.169621251
2022-03-31T00:00:00,,205371.37972904003,1378815.94574521,1584187.32547425,504395.86775445996,283407.56155938,787803.4293138399,2371990.7547880895,598284.45710889,1421046.3846344699,4391321.59653145
2022-04-30T00:00:00,,214121.44059525,1363957.73312391,1578079.1737191598,530571.25436206,287414.47355868993,817985.7279207499,2396064.90163991,567885.99745229,1430161.2304270815,4394112.129519282
2022-05-31T00:00:00,,206575.48315729998,1363168.33058648,1569743.81374378,517428.59497106005,297792.70149781,815221.29646887,2384965.1102126497,603789.4237853099,1426671.8416893606,4415426.375687321
2022-06-30T00:00:00,,206421.14705046,1391059.85438538,1597481.00143584,542992.1070955,298517.40540665993,841509.5125021599,2438990.5139379995,639529.93374597,1435149.793715991,4513670.241399961
2022-07-31T00:00:00,,203520.62207179,1392056.23317642,1595576.85524821,519340.09787675,317644.81608575,836984.9139624999,2432561.7692107097,658634.72795403,1436960.8433884396,4528157.340553179
2022-08-31T00:00:00,,199072.16997994,1396274.31073572,1595346.48071566,525123.63152644,320064.28959506,845187.9211215,2440534.40183716,654995.09352228,1465218.907389321,4560748.402748761
2022-09-30T00:00:00,,199405.75887122002,1397299.60466521,1596705.36353643,543224.0463802901,325863.30385466,869087.3502349501,2465792.71377138,682219.57633683,1461733.0025899992,4609745.292698209
2022-10-31T00:00:00,,198545.19802893,1330937.6734672799,1529482.8714962099,603920.22540929,337286.5522807,941206.7776899901,2470689.6491862,685299.1011457802,1504135.63771686,4660124.38804884
2022-11-30T00:00:00,,196724.13247333997,1329000.34920953,1525724.48168287,635310.54550148,324539.95291926997,959850.49842075,2485574.98010362,692630.99028297,1536799.8960056296,4715005.866392219
2022-12-31T00:00:00,,199965.70505283002,1328160.3574,1528126.0624528301,654764.2713499999,312481.6821240001,967245.9534740001,2495372.01592683,594091.91581848,1574374.3961069002,4663838.32785221
2023-01-31T00:00:00,,201621.75649363425,1298901.00298945,1500522.7594830843,661522.2641106801,313863.07203516003,975385.3361458401,2475908.095628924,624796.2623162799,1568151.8238626667,4668856.181807871
2023-02-28T00:00:00,,201215.95745785002,1309905.647022335,1511121.604480185,664446.466140915,327620.80515217,992067.2712930851,2503188.87577327,616071.7768435801,1556285.5226419084,4675546.1752587585
2023-03-31T00:00:00,,207552.70111986,1354392.42436272,1561945.12548258,698435.74630982,347938.6009551401,1046374.3472649601,2608319.47274754,497602.30159623007,1565587.1290551191,4671508.903398889
2023-04-30T00:00:00,,214445.21480882,1337541.21329239,1551986.4281012102,706636.44849385,364234.26529086,1070870.71378471,2622857.14188592,482156.76571540005,1565912.263716021,4670926.171317341
2023-05-31T00:00:00,,211714.9518153,1334344.9081085501,1546059.85992385,720769.12461589,335957.2503629,1056726.37497879,2602786.2349026403,584957.96024067,1533142.968880999,4720887.164024309
2023-06-30T00:00:00,,220840.75538973,1326157.72669341,1546998.48208314,770288.30367298,343268.97596876,1113557.27964174,2660555.76172488,459300.18559155,1625934.6235133316,4745790.570829761
2023-07-31T00:00:00,,211291.7124546,1328204.89548139,1539496.60793599,773509.68665574,346670.664906443,1120180.351562183,2659676.9594981726,431303.31828339,1609828.1056920448,4700808.383473608
2023-08-31T00:00:00,,208875.51566343,1319050.8531944698,1527926.3688579,809495.10344143,337054.490137184,1146549.593578614,2674475.962436514,407156.26829515357,1643925.8743245387,4725558.105056207
2023-09-30T00:00:00,,207977.63003381,1330393.8248633503,1538371.4548971602,811312.2605903001,313642.10951160005,1124954.3701019,2663325.8249990605,463899.689637935,1649085.5758930845,4776311.09053008
2023-10-31T00:00:00,,207791.93874476,1312286.7573,1520078.6960447598,841917.60219,326445.4523278001,1168363.0545178,2688441.75056256,409768.55647777,1662760.7240519896,4760971.03109232
2023-11-30T00:00:00,,210218.44574008003,1333874.13503948,1544092.58077956,838248.51775474,288159.62026968005,1126408.13802442,2670500.71880398,457402.01116057,1676576.1666391003,4804478.89660365
2023-12-31T00:00:00,,211884.8803785,1312330.2918346801,1524215.1722131802,864069.4239041801,297058.62959233,1161128.05349651,2685343.2257096902,451857.6521013099,1675657.9314566725,4812858.809267673
2024-01-31T00:00:00,,212306.99773064,1317455.26945858,1529762.26718922,864321.2581309499,326873.57226206,1191194.8303930098,2720957.0975822294,472518.05189223005,1696511.0141866002,4889986.16366106
2024-02-29T00:00:00,,217976.32329983002,1347250.40587447,1565226.7291743,838532.7914491999,352433.49094403,1190966.28239323,2756193.0115675298,434636.63074025995,1695672.6287687202,4886502.27107651
2024-03-31T00:00:00,,227490.77005046,1407114.40684256,1634605.17689302,843248.14454708,345892.15957122995,1189140.30411831,2823745.48101133,444061.81141558994,1705196.956717506,4973004.249144427
2024-04-30T00:00:00,,228279.58675494,1378755.38434675,1607034.97110169,842285.94503356,343991.70726635994,1186277.65229992,2793312.62340161,448766.43638625,1708667.4471932463,4950746.5069811065
2024-05-31T00:00:00,,230456.16028359,1390893.03404183,1621349.19432542,889558.4452045601,314807.08184874,1204365.5270533,2825714.7213787204,527443.2125189,1697730.5227234773,5050888.456621097
2024-06-30T00:00:00,,229187.03391492998,1421422.59941256,1650609.63332749,903712.4495317099,344383.80855212006,1248096.25808383,2898705.8914113203,479888.65906094003,1711189.3139267713,5089783.864399032
2024-07-31T00:00:00,,225193.99335406,1399463.33220473,1624657.32555879,930239.78325904,314890.66516767,1245130.44842671,2869787.7739854995,450402.0564083301,1727478.4212459205,5047668.25163975
2024-08-31T00:00:00,,226392.45490317,1437365.0774562599,1663757.5323594299,929658.7215496099,313219.74991995003,1242878.47146956,2906636.00382899,506769.66628232994,1732220.2010621564,5145625.871173476
2024-09-30T00:00:00,,224781.67146168998,1442760.7931805,1667542.46464219,946865.5352704601,329253.46649156004,1276119.0017620202,2943661.46640421,429075.33674256003,1760069.5214682138,5132806.324614984
2024-10-31T00:00:00,,226990.79951095,1425488.68702497,1652479.48653592,971103.33205183,312506.17999710003,1283609.51204893,2936088.9985848498,377367.01507144,1779576.9608607097,5093032.974517
2024-11-30T00:00:00,,226646.93604593002,1436392.4624068502,1663039.3984527802,989986.2254380899,292630.02277878,1282616.24821687,2945655.6466696505,426579.29359604,1802591.4428916713,5174826.383157361
2024-12-31T00:00:00,,229088.19631035,1440640.6123717302,1669728.8086820801,949707.90734594,302035.60330071003,1251743.51064665,2921472.3193287305,422007.51146396005,1827173.4285786594,5170653.25937135
2025-01-31T00:00:00,,233714.05989306,1446111.54576397,1679825.60565703,985034.9490511001,301279.43284635,1286314.38189745,2966139.98755448,414693.79278995004,1864135.845922873,5244969.626267303
2025-02-28T00:00:00,,237905.48416700002,1470383.22463585,1708288.70880285,1031712.07270648,293682.91877279,1325394.9914792702,3033683.7002821197,379407.3839729,1826976.1841323818,5240067.2683874015
2025-03-31T00:00:00,,251534.70336374,1461943.42580178,1713478.12916552,1075526.8680081,266866.87396929,1342393.74197739,3055871.87114291,437851.81230222003,1837000.3593755402,5330724.04282067
2025-04-30T00:00:00,,243735.69426504002,1459139.73836658,1702875.4326316202,1062360.64808197,286752.9352452701,1349113.58332724,3051989.01595886,427797.1831759501,1837937.5263290922,5317723.725463903
2025-05-31T00:00:00,,246187.73082390998,1502490.4490803399,1748678.17990425,1086869.73689953,255542.93614790996,1342412.6730474401,3091090.8529516896,464207.06029424,1843833.0561264725,5399130.969372402
2025-06-30T00:00:00,,244311.08135188997,1495281.3073080298,1739592.3886599198,1099881.6830699702,280542.65208193054,1380424.3351519008,3120016.7238118206,442637.93360504997,1861914.908235812,5424569.565652682
2025-07-31T00:00:00,,242340.19834413,1447416.7191077499,1689756.91745188,1123286.31831422,296717.73677353753,1420004.0550877575,3109760.9725396372,411120.33138506993,1864278.134277773,5385159.438202481
2025-08-31T00:00:00,,239547.96376674,1502500.09767271,1742048.06143945,1125528.41478712,284383.6415582625,1409912.0563453825,3151960.1177848326,425357.48205905,1868652.5035651596,5445970.103409043
2025-09-30T00:00:00,,237340.87662348003,1477847.9072655302,1715188.7838890103,1152758.71365331,304404.47979040747,1457163.1934437174,3172351.9773327275,395280.10915777,1898955.60700639,5466587.693496888
2025-10-31T00:00:00,,240549.53250427,1415351.2906730399,1655900.82317731,1160626.12195529,321818.58561634,1482444.70757163,3138345.5307489396,402656.2219593201,1904536.5287434193,5445538.281451679
2025-11-30T00:00:00,,239524.06165539,1418162.5416744398,1657686.6033298299,1170679.65562183,310311.4720339376,1480991.1276557674,3138677.7309855972,402988.29697803,1950381.3385348222,5492047.36649845
2025-12-31T00:00:00,,241965.75771247002,1432320.08099126,1674285.8387037301,1173836.6563675266,319655.4768074151,1493492.1331749416,3167777.9718786716,385610.37186345994,1936297.465318319,5489685.809060451
2026-01-31T00:00:00,,244943.32088925003,1445639.19164252,1690582.51253177,1185540.6135520712,341701.65303697245,1527242.2665890437,3217824.7791208136,402345.5409861219,1947444.9355179216,5567615.255624857
2026-02-28T00:00:00,,248046.12672179003,1488115.25749647,1736161.38421826,1198854.04191485,354325.9718607849,1553180.013775635,3289341.397993895,343025.2745900761,1936375.34617016,5568742.018754131
,,,,,,,,,,,
