,,,,,,,,,,,,,,,,,
القائمة الرئيسية   Main List,,,,,,,,,,,,,,,,مؤسسات الإقراض المتخصصة الحكومية       Government Specialized Credit Institutions,
,,,,,,,,,,,,,,,,,
"Table 3: Disbursements, Repayments & Net Lending Of Government Specialized Credit Institutions",,,,,,,,,,,,,,,,جدول 3: القروض المنصــرفة والمسـددة والصــافية لمؤسســات الإقراض المتـخصصـــة الحكومية ,
(Million ﷼),,,,,,,,,,,,,,,,(مليون ﷼),
,,صندوق التنمية الزراعية,,,بنك التنمية الاجتماعية,,,صندوق التنمية الصناعية السعودي,,,صندوق التنمية العقارية ,,,المجموع ,,,
الفترة,,Agricultural  Dev. Fund,,,Social Development Bank,,,Saudi Industrial Dev. Fund,,,Real Estate Dev. Fund,,,Total,,,
Period,,مصروفات ,تسديدات ,صافي الإقراض,مصروفات ,تسديدات ,صافي الإقراض,مصروفات ,تسديدات ,صافي الإقراض,مصروفات ,تسديدات ,صافي الإقراض,مصروفات ,تسديدات ,صافي الإقراض,
,,Disburs.,Repay.,Net lending,Disburs.,Repay.,Net lending,Disburs.,Repay.,Net lending,Disburs.,Repay.,Net lending,Disburs.,Repay.,Net lending,
1998,,604.8,215.3,389.49999999999994,352.6,290.7,61.900000000000034,1922,999.9000000000001,922.0999999999999,1633.298,2153.601,-520.3030000000001,4512.698,3659.501,853.1969999999999,
1999,,691.4,520.5,170.90000000000003,303.8,312.29999999999995,-8.499999999999972,1245.5,1115.8,129.69999999999996,2265,2260.7,4.299999999999898,4505.7,4209.299999999999,296.39999999999986,
2000,,789.96,852.8299999999999,-62.87000000000009,321.4,306.7,14.699999999999989,1083.3999999999999,1176.5,-93.1,1880.5099999999998,2241.75,-361.24000000000007,4075.2700000000004,4577.78,-502.51000000000016,
2001,,1104.1,571.8,532.3000000000001,317.6,313.6,4,964.9,1616.6,-651.7,2231.5,2389.9,-158.40000000000003,4618.1,4891.900000000001,-273.80000000000007,
2002,,1320,492,828,348,314,34,1220,1541,-321,2264,2290,-26,5152,4637,515,
2003,,664.6,521,143.6,512.3,369.8,142.5,1312.1,1402.5,-90.40000000000006,2260.5,2199.4500000000003,61.04999999999984,4749.5,4492.75,256.7499999999998,
2004,,652.4,888.8,-236.4,451.6,403.29999999999995,48.3,1767.7,1506.6000000000001,261.1,1773.1000000000001,2185.27,-412.1700000000001,4644.8,4983.97,-339.1700000000001,
2005,,976.5,909.6999999999999,66.80000000000004,490.59999999999997,437,53.59999999999998,2156.1,1792.2,363.9,2515.6600000000003,2622.27,-106.61000000000007,6138.860000000001,5761.17,377.68999999999994,
2006,,723.3,475.45,247.84999999999997,736,485.96000000000004,250.04,2951.1000000000004,1658.3700000000001,1292.7299999999998,3964.67,1829.4699999999998,2135.2,8375.07,4449.25,3925.8199999999997,
2007,,664.77,683.52,-18.75,1039.78,554.11,485.67,4243.990000000001,1525.3600000000001,2718.6299999999997,3558.1800000000003,2038.5170000000003,1519.6629999999996,9506.720000000001,4801.5070000000005,4705.213,
2008,,615.96,529.23,86.72999999999999,9189.529999999999,877.8679999999999,8311.662,5056.45,1741.1999999999998,3315.25,4987.951999999999,2954.3999999999996,2033.552,19849.892,6102.697999999999,13747.194,
2009,,602.96,644.45,-41.49000000000001,6626,2078,4548,4658.93,1544.75,3114.1800000000003,5278.870000000001,3854.6000000000004,1424.27,17166.760000000002,8121.799999999999,9044.96,
2010,,621.94,720.67,-98.72999999999999,4396,3533,863,6502.009999999999,2631.44,3870.57,6750.99,5923.219999999999,827.7700000000001,18270.94,12808.33,5462.610000000001,
2011,,545.1,551.3,-6.199999999999996,15416,11462,3954,3896.3,2542.6,1353.7,14787.7,3884.1000000000004,10903.599999999999,34645.100000000006,18440,16205.099999999999,
2012,,673.6109999999999,1591.9299999999998,-918.319,6626,2601,4025,5282.4,4677.1,605.3000000000001,18881.2,2203,16678.2,31463.211,11073.03,20390.181,
2013,,895,837.6000000000001,57.400000000000006,6378,6509,-131,4076.254,4360.113,-283.8589999999999,20554.800000000003,3442.7000000000003,17112.1,31904.054,15149.412999999999,16754.641000000003,
2014,,929.1999999999999,758.2,171,18187.800000000003,6071.400000000001,12116.400000000001,5676.900000000001,4502.8,1174.1,17327.1,4465.5,12861.6,42121,15797.899999999998,26323.100000000002,
2015,,841.7,768,73.70000000000002,13296.300000000001,8269.6,5026.7,9402.29,5812.87,3589.42,27459.1,5595.734999999999,21863.364999999998,50999.39,20446.204999999998,30553.185,
2016,,657,1449.6999999999998,-792.6999999999999,7036,10518.300000000001,-3482.2999999999997,6289.799999999999,4333.7,1956.1,11819.400000000001,5191.2,6628.2,25802.2,21492.9,4309.299999999999,
2017-12-31T00:00:00,,484.4,618.53,-134.13,4838,10123,-5285,7418.809222,4296.364923,3122.444299,5647.57778308,6125.69164791,-478.11386483000024,18388.78700508,21163.58657091,-2774.7995658299988,
2018-12-31T00:00:00,,418.970444,874.039844,-455.06940000000003,2378.4,9025.3,-6646.9,9381.781562,4729.1243190000005,4652.657243,2991.73807005,6057.82443121,-3066.08636116,15170.89007605,20686.288594209997,-5515.3985181599965,
2019-12-31T00:00:00,,1494.367351,682.474316,811.893035,5373.2,8192.2,-2819.000000000001,9207.708841,5018.657617,4189.051224,11002.70734,7008.409631,3994.2977090000004,27077.983532000002,20901.741564,6176.241968000002,
2020-12-31T00:00:00,,1199.807,685.508,514.299,8662,7467.6,1194.3999999999996,4652.113,3083.896,1568.217,5008.316,10321.534,-5313.218,19522.236,21558.538,-2036.3019999999997,
,,,,,,,,,,,,,,,,,
Q1,1998,28.2,47.8,-19.599999999999998,59.1,64.5,-5.399999999999999,192.4,240,-47.599999999999994,387.69800000000004,450.20099999999996,-62.50299999999993,667.398,802.501,-135.10299999999992,
Q2,1998,84,55.7,28.299999999999997,100,71.6,28.400000000000006,495.5,234.2,261.3,419.8,539.5,-119.69999999999999,1099.3,901,198.3,
Q3,1998,93.5,48.5,45,86.5,67.3,19.200000000000003,535.4,302,233.39999999999998,383.1,530,-146.89999999999998,1098.5,947.8,150.7,
Q4,1998,399.1,63.3,335.8,107,87.3,19.700000000000003,698.7,223.7,475.00000000000006,442.7,633.9,-191.2,1647.5000000000002,1008.1999999999999,639.3,
Q1,1999,108.8,262.2,-153.39999999999998,58.7,80.3,-21.599999999999994,154.9,314.8,-159.9,412.3,536.5,-124.19999999999999,734.7,1193.8,-459.09999999999997,
Q2,1999,134.4,101.8,32.60000000000001,89.7,81.6,8.100000000000009,344.5,227.5,117,515.4,646.7,-131.30000000000007,1084,1057.6,26.39999999999995,
Q3,1999,127.7,100.5,27.200000000000003,71.7,69.3,2.4000000000000057,238.8,342.6,-103.80000000000001,428,574,-146,866.2,1086.4,-220.2,
Q4,1999,320.5,56,264.5,83.7,81.1,2.6000000000000085,507.3,230.9,276.4,909.3,503.5,405.79999999999995,1820.8,871.5,949.3,
Q1,2000,171.7,193.8,-22.100000000000023,68.2,76.8,-8.599999999999994,234.1,335.8,-101.70000000000002,419.6,488.6,-69,893.6,1095,-201.40000000000003,
Q2,2000,157.6,229.9,-72.30000000000001,90.6,81.4,9.199999999999989,179.3,259.1,-79.80000000000001,482.4,642.6,-160.20000000000005,909.9,1213,-303.1000000000001,
Q3,2000,141.76,191.33,-49.57000000000002,82.5,72.4,10.099999999999994,313.7,318.9,-5.199999999999989,468.41,549.45,-81.04000000000002,1006.3700000000001,1132.08,-125.71000000000004,
Q4,2000,318.9,237.8,81.09999999999997,80.1,76.1,4,356.3,262.7,93.60000000000002,510.1,561.1,-51,1265.4,1137.6999999999998,127.69999999999999,
Q1,2001,157,110,47,66.1,71.3,-5.200000000000003,177.1,331.9,-154.79999999999998,437.5,541.1,-103.60000000000002,837.7,1054.3000000000002,-216.60000000000002,
Q2,2001,120.4,190.3,-69.9,89.9,87.3,2.6000000000000085,242.2,358.5,-116.30000000000001,472.6,708.1,-235.5,925.1,1344.2,-419.1,
Q3,2001,365.1,190.3,174.8,82.1,73.1,9,212.9,340.5,-127.6,463.2,570.7,-107.50000000000006,1123.3,1174.6,-51.30000000000004,
Q4,2001,461.6,81.2,380.40000000000003,79.5,81.9,-2.4000000000000057,332.7,585.7,-253.00000000000006,858.2,570,288.20000000000005,1732,1318.8000000000002,413.2,
Q1,2002,395,91,304,83,92,-9,271,213,58,586,624,-38,1335,1020,315,
Q2,2002,343,79,264,103,79,24,451,477,-26,578,671,-93,1475,1306,169,
Q3,2002,308,234,74,85,79,6,199,159,40,590,521,69,1182,993,189,
Q4,2002,274,88,186,77,64,13,299,692,-393,510,474,36,1160,1318,-158,
Q1,2003,124,119,5,167,98,69,241,117,124,653,500.4,152.60000000000002,1185,834.4,350.6,
