,,,,,,,,,,,,,,
القائمة الرئيسية   Main List,,,,,,,,,,,,,احصاءات اسعار الفائدة وأسواق المال   Money Market & Exchange Rate Stat.,
,,,,,,,,,,,,,,
Table 2a: Exchange Rates of Some Foreign Currencies Against Saudi Riyal,,,,,,,,,,,,,جدول 2a:  سعــــر صرف بعض العــمـــلات الأجــنبـيــــة مقـــــابل الريال السعودي,
,,,,,,,,,,,,,,
متوسط,,الدولار,الريال ,اليوان,الين ,الروبية ,الجنيه,الوان,الدولار,اليورو,البات,الليرة,الفرنك ,
الفترة ,,الاسترالي,البرازيلي,الصيني,الياباني ,الهندية,الإسترليني ,الكوري الجنوبي,الأمريكي ,,التايلاندي,التركية,السويسري ,
Period,,Australian,Brazilian,Chinese,Japanese,Indian,Pound,Korean,U.S.,EURO,Thai,Turkish,Swiss,
Average,,Dollar,Real,Yuan,Yen,Rupee,Sterling,Won,Dollar,,Baht,Lira,Franc,
2016-12-31T00:00:00,,2.79221491667653,1.08169095733425,0.564651096393714,0.0345972154002999,0.0558109238121914,5.08343210594004,0.00323693918244126,3.75,4.15203605434858,0.106308035727894,1.246,3.80920500888711,
2017-12-31T00:00:00,,2.87728467997558,1.17831271968275,0.555267888154866,0.0334473635348543,0.0576123582979828,4.83397211375459,0.00332104229598705,3.75,4.23658686324071,0.110553780172323,1.03985,3.80608926754269,
2018-01-01T00:00:00,,2.80492695798681,1.03358176096938,0.567635478120575,0.0339843667124262,0.0550040252205975,5.00941062401861,0.00341067427912686,3.75,4.42938127930992,0.116090521780773,0.800433333333333,3.83544594536713,
2019-12-31T00:00:00,,2.6107927268394144,0.9555636597558772,0.5436232416821255,0.034394010918287414,0.05333647466220782,4.791114492871997,0.003223375880631384,3.75,4.20134163094715,0.12067945714355413,0.6604083333333334,3.774467310730289,
2020-12-31T00:00:00,,2.579149094693779,0.735849765172387,0.5433135604284612,0.03507470868247932,0.05067355788866217,4.8052432208202775,0.0031781498509224587,3.75,4.268909856729993,0.11986793754204482,0.5373333333333333,3.99106267127925,
2021-12-31T00:00:00,,2.8165252140421324,0.6969216619445454,0.5818786432854659,0.03404161586437022,0.05068811345714903,5.1643485091524335,0.003275553992792099,3.75,4.435130545420901,0.11700559681554758,0.4341223000000001,4.100883444258066,
2022-12-31T00:00:00,,2.606312696404359,0.7276658144518277,0.5577806812847111,0.028733489062933194,0.047796367401208795,4.645384715242153,0.002907709836436117,3.75,3.953977900423804,0.107158177600101,0.22893583333333334,3.9321942754173462,
2023-12-31T00:00:00,,2.4870630088403898,0.7507235017029629,0.5290210775975643,0.026685756558732284,0.04540152567367338,4.66046430742775,0.0028722456594484263,3.75,4.052340648289346,0.10777598194442081,0.16292196378289994,4.1713284135241135,
2024-12-31T00:00:00,,2.4796017921662785,0.701162547291713,0.5210975433143311,0.024823031218624864,0.04483023026163928,4.793457724189792,0.002755712231840175,3.75,4.061728050184466,0.10661118402479688,0.11419802958333332,4.27685666815301,
2025-12-31T00:00:00,,2.4177259148935257,0.6728575084267409,0.521963669917458,0.02508619201283008,0.042988922570943944,4.942722666727201,0.0026388549185478783,3.75,4.241483096573879,0.11421018015299526,0.09506633333333332,4.538747601446874,
,,,,,,,,,,,,,,
