,,,,,,,,
القائمة الرئيسية   Main List,,,,,,,,قائمة الإحصاءات النقدية والمالية       Money & Banking Stat. List
,,,,,,,,
Table 3: Money Supply,,,,,,,,جدول 3: عــــــرض الـنـقـــــــود 
(Million ﷼),,,,,,,,(مليون ﷼)
نهاية الفترة,,النقد المتداول,الودائع,عرض النقود,الودائع الزمنية,عرض النقود,الودائع الأخرى,عرض النقود
,,خارج المصارف, تحت الطلب,  ن 1     ,والإدخارية,  ن 2     ,*شبه النقدية,  ن 3     
,,Currency,Demand ,Money Supply,Time & Savings,Money Supply,Other Quasi-,Money Supply
End of Period,,Outside Banks,Deposits,M1,Deposits,M2,Money Deposits*,M3
,,1,2, 3=1+2,4,5 = 3 + 4,6,7 = 5 + 6
1995-12-31T00:00:00,,43087.202999999994,81383.933,124471.136,61222.523,185693.65899999999,56075.251000000004,241768.90999999997
1996-01-31T00:00:00,,44237.456000000006,81999.225,126236.68100000001,60514.753,186751.434,56516.91100000001,243268.34500000003
1996-02-29T00:00:00,,45178.7624,82933.791,128112.5534,60209.38,188321.9334,56725.46800000001,245047.40140000003
1996-03-31T00:00:00,,45008.198,83226.502,128234.69999999998,61755.078,189989.778,56612.007,246601.78499999997
1996-04-30T00:00:00,,47466.512619,85496.598,132963.11061899998,63254.693,196217.80361899998,55077.231,251295.03461899998
1996-05-31T00:00:00,,45124.90358,87969.22899999999,133094.13257999998,61804.605,194898.73758,54510.36600000001,249409.10358
1996-06-30T00:00:00,,44985.365999999995,88015.869,133001.235,61296.042,194297.277,56685.293999999994,250982.571
1996-07-31T00:00:00,,43423.448133,86829.758,130253.206133,62946.971000000005,193200.177133,54557.91799999999,247758.095133
1996-08-31T00:00:00,,42290.983307999995,86392.423,128683.40630799999,65826.946,194510.35230799997,55280.857,249791.209308
1996-09-30T00:00:00,,41348.81289539999,86951.38500000001,128300.1978954,66048.799,194348.9968954,55365.236000000004,249714.2328954
1996-10-31T00:00:00,,41218.723934,86568.444,127787.167934,66950.689,194737.85693399998,54420.65,249158.50693399998
1996-11-30T00:00:00,,41510.009702,87305.25200000001,128815.26170200002,68085.143,196900.40470200003,55663.972,252564.37670200004
1996-12-31T00:00:00,,43037.634999999995,89890.22099999999,132927.85599999997,71080.751,204008.60699999996,54313.952999999994,258322.55999999994
1997-01-31T00:00:00,,47134.961,94768.131,141903.092,69427.555,211330.647,52937.738,264268.385
1997-02-28T00:00:00,,43763.224,93238.03600000001,137001.26,69563.339,206564.59900000002,53336.801999999996,259901.401
1997-03-31T00:00:00,,45475.57,96658.58200000001,142134.152,70956.802,213090.954,54995.82099999999,268086.77499999997
1997-04-30T00:00:00,,44985.905000000006,97167.546,142153.451,69596.496,211749.947,53180.383,264930.32999999996
1997-05-31T00:00:00,,46261.003,97936.472,144197.47499999998,69438.634,213636.109,55015.379,268651.488
1997-06-30T00:00:00,,47367.604,97130.391,144497.995,69364.539,213862.53399999999,55827.952000000005,269690.486
1997-07-31T00:00:00,,45957.467,96936.798,142894.26499999998,70233.943,213128.20799999998,52779.63500000001,265907.843
1997-08-31T00:00:00,,44914.573000000004,95290.923,140205.49599999998,71749.734,211955.22999999998,53481.906,265437.136
1997-09-30T00:00:00,,44565.843,94200.418,138766.261,72463.189,211229.45,55039.788,266269.238
1997-10-31T00:00:00,,44614.335999999996,94514.682,139129.01799999998,72883.008,212012.02599999998,52943.066000000006,264955.092
1997-11-30T00:00:00,,44601.199,94900.734,139501.933,74581.07800000001,214083.011,54292.444,268375.455
1997-12-31T00:00:00,,45823.203,95360.545,141183.748,77165.538,218349.286,54199.523,272548.809
1998-01-31T00:00:00,,48820.498,97699.417,146519.915,77508.351,224028.266,52902.75399999999,276931.02
1998-02-28T00:00:00,,47410.449,96953.608,144364.057,77881.994,222246.051,53093.21599999999,275339.267
1998-03-31T00:00:00,,48884.796,98017.262,146902.05800000002,78781.845,225683.90300000002,51329.350000000006,277013.253
1998-04-30T00:00:00,,47786.789000000004,100095.93599999999,147882.72499999998,78112.831,225995.55599999998,52094.202999999994,278089.75899999996
1998-05-31T00:00:00,,47171.73900000001,99807.486,146979.225,78059.301,225038.526,50425.164,275463.69
1998-06-30T00:00:00,,47004.653999999995,101012.645,148017.299,80143.23199999999,228160.531,52004.757,280165.288
1998-07-31T00:00:00,,45132.318,98070.62599999999,143202.944,78664.425,221867.369,51588.147000000004,273455.516
1998-08-31T00:00:00,,43802.335999999996,97122.27900000001,140924.615,78696.13,219620.745,51866.20599999999,271486.951
1998-09-30T00:00:00,,43210.206,94923.431,138133.637,79211.595,217345.232,56969.816999999995,274315.049
1998-10-31T00:00:00,,43092.838,94516.26999999999,137609.108,79203.072,216812.18,56862.689,273674.869
1998-11-30T00:00:00,,43220.643,94805.79199999999,138026.435,79919.94099999999,217946.376,57270.521,275216.897
1998-12-31T00:00:00,,45019.049000000006,95253.268,140272.317,83436.098,223708.415,59547.916,283256.331
1999-01-31T00:00:00,,45299.178,97596.15299999999,142895.331,81515.4,224410.731,58718.939,283129.67
1999-02-28T00:00:00,,45347.10600000001,99206.59000000001,144553.69600000003,81825.216,226378.912,58380.498999999996,284759.411
1999-03-31T00:00:00,,47242.843,99834.60399999999,147077.447,83629.246,230706.69299999997,56625.381,287332.07399999996
1999-04-30T00:00:00,,45368.091,101837.768,147205.859,83128.313,230334.172,57446.820999999996,287780.993
1999-05-31T00:00:00,,45262.076,100983.29000000001,146245.366,82390.60399999999,228635.97,56915.583,285551.553
1999-06-30T00:00:00,,44443.769,101621.68000000001,146065.44900000002,81892.30799999999,227957.757,56573.077000000005,284530.83400000003
1999-07-31T00:00:00,,42989.604999999996,102703.491,145693.096,80680.984,226374.08,56420.231,282794.311
1999-08-31T00:00:00,,42099.166000000005,102421.029,144520.195,82478.818,226999.013,56772.662000000004,283771.675
1999-09-30T00:00:00,,41746.691,101569.875,143316.566,82624.614,225941.18,57270.64600000001,283211.826
1999-10-31T00:00:00,,43321.159,101894.041,145215.2,82272.848,227488.048,60861.544,288349.592
1999-11-30T00:00:00,,43782.635,104285.02500000001,148067.66,82556.665,230624.325,60608.58699999999,291232.912
1999-12-31T00:00:00,,55060.284999999996,101604.895,156665.18,85341.41500000001,242006.595,63439.316999999995,305445.912
2000-01-31T00:00:00,,47642.835,109617.144,157259.979,85371.64499999999,242631.62399999998,57752.55,300384.174
2000-02-29T00:00:00,,47924.169,107490.441,155414.61000000002,84791.198,240205.80800000002,59226.869999999995,299432.678
2000-03-31T00:00:00,,47690.352000000006,112228.023,159918.375,84492.34,244410.715,59505.585,303916.3
2000-04-30T00:00:00,,47281.484000000004,114389.815,161671.299,85628.723,247300.022,57893.40400000001,305193.426
2000-05-31T00:00:00,,49421.842,113069.503,162491.345,86401.953,248893.298,60377.507999999994,309270.806
2000-06-30T00:00:00,,48298.585,114385.693,162684.278,87736.572,250420.84999999998,60123.395000000004,310544.245
2000-07-31T00:00:00,,46871.854999999996,112910.718,159782.57299999997,87722.681,247505.25399999996,59570.96200000001,307076.21599999996
2000-08-31T00:00:00,,46081.112,112233.808,158314.92,87623.711,245938.631,60442.935000000005,306381.566
2000-09-30T00:00:00,,46125.869000000006,112622.136,158748.005,87691.955,246439.96000000002,62002.25399999999,308442.21400000004
2000-10-31T00:00:00,,46439.776,111398.77,157838.546,86427.344,244265.89,61936.19899999999,306202.08900000004
2000-11-30T00:00:00,,47311.512,110999.117,158310.62900000002,88314.62299999999,246625.252,63212.831999999995,309838.08400000003
2000-12-31T00:00:00,,51019.457,114480.931,165500.388,90832.006,256332.394,62656.914999999986,318989.309
2001-01-31T00:00:00,,49089.376,117255.36300000001,166344.739,90803.18,257147.919,62806.349,319954.268
2001-02-28T00:00:00,,51752.246999999996,118673.21699999999,170425.46399999998,91391.728,261817.19199999998,62411.903000000006,324229.095
2001-03-31T00:00:00,,50095.584,122472.026,172567.61,92627.342,265194.952,60280.428,325475.38
2001-04-30T00:00:00,,50054.257999999994,125244.833,175299.091,88403.987,263703.078,62491.339,326194.41699999996
2001-05-31T00:00:00,,50372.91,126960.709,177333.619,89016.54000000001,266350.159,64574.532,330924.691
2001-06-30T00:00:00,,49272.039,128499.99900000001,177772.038,87349.837,265121.875,65311.32000000001,330433.195
2001-07-31T00:00:00,,47556.222,126228.18000000001,173784.402,87285.877,261070.27899999998,64143.05699999999,325213.33599999995
2001-08-31T00:00:00,,46777.743,125966.908,172744.651,89171.34700000001,261915.99800000002,63794.685999999994,325710.684
2001-09-30T00:00:00,,46528.598,126528.20999999999,173056.808,87923.045,260979.853,66354.342,327334.195
2001-10-31T00:00:00,,46988.498,126173.107,173161.605,89398.12299999999,262559.728,68981.21900000001,331540.94700000004
2001-11-30T00:00:00,,48501.356,130980.143,179481.499,88887.89600000001,268369.395,69045.69799999999,337415.093
2001-12-31T00:00:00,,49203.422999999995,130192.471,179395.894,91684.591,271080.485,68902.386,339982.871
2002-01-31T00:00:00,,49531.587999999996,131726.96,181258.54799999998,91545.372,272803.92,69068.01299999999,341871.93299999996
2002-02-28T00:00:00,,51147.285,134273.886,185421.171,92712.47099999999,278133.642,70781.099,348914.741
2002-03-31T00:00:00,,49154.153000000006,138295.23200000002,187449.385,91195.462,278644.847,68831.692,347476.539
2002-04-30T00:00:00,,49622.882,142344.39800000002,191967.28000000003,89553.132,281520.412,69875.60800000001,351396.02
2002-05-31T00:00:00,,50191.24,144574.124,194765.364,89152.857,283918.221,70811.519,354729.74
2002-06-30T00:00:00,,49257.453,143514.352,192771.80500000002,88127.743,280899.548,69573.575,350473.123
2002-07-31T00:00:00,,48219.299,146040.27,194259.569,89910.14199999999,284169.711,71414.50899999999,355584.22
2002-08-31T00:00:00,,47079.877,145817.87900000002,192897.75600000002,90503.92000000001,283401.67600000004,72177.125,355578.80100000004
2002-09-30T00:00:00,,46996.861,146193.767,193190.628,91472.29000000001,284662.918,76257.034,360919.952
2002-10-31T00:00:00,,49068.844999999994,148365.95,197434.795,101181.188,298615.983,78274.052,376890.03500000003
2002-11-30T00:00:00,,54035.834,148490.264,202526.098,102186.386,304712.484,77609.513,382321.997
2002-12-31T00:00:00,,52329.208999999995,150009.862,202339.071,108028.195,310367.266,79841.29699999999,390208.56299999997
2003-01-31T00:00:00,,54028.647,152144.224,206172.87099999998,108130.861,314303.73199999996,76700.76299999999,391004.49499999994
2003-02-28T00:00:00,,54281.08,151700.161,205981.24099999998,108392.233,314373.474,79594.715,393968.189
2003-03-31T00:00:00,,55544.399000000005,156587.343,212131.742,106823.197,318954.939,79922.63,398877.569
2003-04-30T00:00:00,,55400.565,159402.688,214803.253,105375.97200000001,320179.225,78764.55799999999,398943.78299999994
2003-05-31T00:00:00,,55365.182,161654.81199999998,217019.99399999998,105240.02,322260.01399999997,80204.668,402464.682
2003-06-30T00:00:00,,54889.519,162903.869,217793.388,104984.349,322777.737,80877.452,403655.189
2003-07-31T00:00:00,,53444.872,164635.27300000002,218080.14500000002,105498.84099999999,323578.98600000003,79701.98999999999,403280.976
2003-08-31T00:00:00,,51990.291,163138.393,215128.684,105419.57500000001,320548.259,81739.775,402288.034
2003-09-30T00:00:00,,52233.157,161965.869,214199.026,106422.194,320621.22000000003,81749.121,402370.341
2003-10-31T00:00:00,,53754.53,162650.828,216405.358,105697.427,322102.78500000003,80833.48700000001,402936.27200000006
2003-11-30T00:00:00,,56737.519,161642.97900000002,218380.49800000002,108639.715,327020.213,79241.725,406261.93799999997
2003-12-31T00:00:00,,55444.657999999996,167577.202,223021.86,113381.881,336403.741,80703.04099999998,417106.78199999995
2004-01-31T00:00:00,,59046.94900000001,170312.72199999998,229359.67099999997,113806.80600000001,343166.47699999996,79167.16900000001,422333.64599999995
2004-02-29T00:00:00,,56674.384,174769.76700000002,231444.151,113855.94399999999,345300.095,81876.65299999999,427176.74799999996
2004-03-31T00:00:00,,56701.482,182165.55000000002,238867.032,111554.355,350421.387,84871.68200000002,435293.069
2004-04-30T00:00:00,,57333.404,185519.863,242853.26700000002,108859.399,351712.666,84259.001,435971.667
2004-05-31T00:00:00,,57019.231,183650.013,240669.244,109923.405,350592.649,86362.53200000002,436955.181
2004-06-30T00:00:00,,57072.653999999995,185576.957,242649.61099999998,115238.60800000001,357888.219,90001.97499999999,447890.19399999996
2004-07-31T00:00:00,,55869.721000000005,190406.526,246276.24700000003,119773.764,366050.01100000006,85275.69,451325.70100000006
2004-08-31T00:00:00,,54837.277,188878.624,243715.901,128526.63400000002,372242.53500000003,84215.35499999998,456457.89
2004-09-30T00:00:00,,56038.276000000005,187349.42899999997,243387.705,126068.24799999999,369455.953,87226.655,456682.608
2004-10-31T00:00:00,,58896.719000000005,182341.17200000002,241237.89100000003,125833.013,367070.90400000004,90015.87,457086.77400000003
2004-11-30T00:00:00,,60121.921,201120.218,261242.139,144964.169,406206.30799999996,89382.841,495589.149
2004-12-31T00:00:00,,60133.143000000004,211170.238,271303.381,136672.88,407976.261,87691.664,495667.925
2005-01-31T00:00:00,,60634.231,209720.127,270354.358,135731.858,406086.216,91749.63399999999,497835.85
2005-02-28T00:00:00,,58388.24199999999,208933.434,267321.676,136739.837,404061.513,92183.53799999999,496245.051
2005-03-31T00:00:00,,58743.87299999999,217667.308,276411.181,142386.186,418797.36699999997,93172.008,511969.375
2005-04-30T00:00:00,,58721.596,220732.29400000002,279453.89,141937.26,421391.15,95835.45299999998,517226.603
2005-05-31T00:00:00,,59199.265,220251.576,279450.841,151991.51499999998,431442.356,94215.59400000001,525657.9500000001
2005-06-30T00:00:00,,60156.39699999999,215973.956,276130.353,156873.64299999998,433003.996,97628.61899999999,530632.615
2005-07-31T00:00:00,,59322.51999999999,222965.288,282287.80799999996,150912.845,433200.65299999993,96270.072,529470.725
2005-08-31T00:00:00,,58726.537000000004,217416.18099999998,276142.718,155972.671,432115.38899999997,97072.285,529187.674
2005-09-30T00:00:00,,59591.729999999996,213561.856,273153.586,160908.929,434062.515,101347.70799999998,535410.223
2005-10-31T00:00:00,,66304.124,210094.906,276399.02999999997,163515.232,439914.262,99468.93,539383.192
2005-11-30T00:00:00,,63033.727,218400.90899999999,281434.636,162103.055,443537.691,101947.49500000001,545485.186
2005-12-31T00:00:00,,64288.038,219251.036,283539.074,165266.397,448805.471,104542.462,553347.933
2006-01-31T00:00:00,,62306.71099999999,217628.577,279935.288,174076.473,454011.761,101328.415,555340.176
2006-02-28T00:00:00,,61192.325000000004,225930.791,287123.116,177575.849,464698.96499999997,99274.08,563973.0449999999
2006-03-31T00:00:00,,61031.89600000001,229288.842,290320.738,190142.288,480463.026,105070.66500000001,585533.691
2006-04-30T00:00:00,,61822.14200000001,230092.234,291914.376,192885.538,484799.914,102971.65899999999,587771.573
2006-05-31T00:00:00,,62605.535,234442.443,297047.978,191842.147,488890.125,99829.967,588720.092
2006-06-30T00:00:00,,63512.05099999999,237337.733,300849.784,190592.94300000003,491442.727,107359.815,598802.542
2006-07-31T00:00:00,,60918.002,228549.726,289467.728,200977.18699999998,490444.915,106641.915,597086.83
2006-08-31T00:00:00,,60573.168000000005,228420.031,288993.199,209375.37800000003,498368.57700000005,113226.474,611595.0510000001
2006-09-30T00:00:00,,62071.74200000001,231575.05000000002,293646.792,212027.304,505674.096,117479.409,623153.505
2006-10-31T00:00:00,,65817.61399999999,226135.169,291952.783,214249.52400000003,506202.30700000003,112531.512,618733.819
2006-11-30T00:00:00,,64336.889,234169.661,298506.55,217353.46000000002,515860.01,117624.046,633484.056
2006-12-31T00:00:00,,69324.101,243417.69100000002,312741.792,226026.745,538768.537,121499.51599999999,660268.053
2007-01-31T00:00:00,,65309.84400000001,248227.86,313537.704,222623.798,536161.5020000001,121461.28800000003,657622.7900000002
2007-02-28T00:00:00,,65231.681,251586.42,316818.101,230859.834,547677.935,107810.77900000001,655488.714
2007-03-31T00:00:00,,65067.91400000001,257599.53600000002,322667.45,238989.47499999998,561656.925,115764.157,677421.082
2007-04-30T00:00:00,,65658.782,265543.483,331202.265,240689.892,571892.157,120485.69899999998,692377.856
2007-05-31T00:00:00,,65858.096,263833.132,329691.228,249104.353,578795.581,115385.198,694180.779
2007-06-30T00:00:00,,67010.43999999999,266103.99199999997,333114.432,254543.11700000003,587657.549,121646.738,709304.287
2007-07-31T00:00:00,,66247.924,278710.06200000003,344957.98600000003,260701.89500000002,605659.881,120051.86600000001,725711.7470000001
2007-08-31T00:00:00,,65599.206,273381.25299999997,338980.459,263204.272,602184.7309999999,124969.52700000002,727154.2579999999
2007-09-30T00:00:00,,69103.571,284810.316,353913.887,264471.61199999996,618385.499,125748.121,744133.62
2007-10-31T00:00:00,,70074.234,286655.994,356730.228,273395.64800000004,630125.876,119651.172,749777.0480000001
2007-11-30T00:00:00,,70871.211,298115.90099999995,368987.11199999996,278119.753,647106.865,123893.351,771000.216
2007-12-31T00:00:00,,72191.67300000001,311365.062,383556.735,283059.125,666615.86,123139.628,789755.488
2008-01-31T00:00:00,,71425.893,326768.10000000003,398193.993,290823.916,689017.909,126119.29199999999,815137.201
2008-02-29T00:00:00,,70803.61099999999,328321.967,399125.578,293010.708,692136.286,135216.259,827352.5449999999
2008-03-31T00:00:00,,72398.341,339307.701,411706.042,294132.628,705838.67,128201.94299999998,834040.613
2008-04-30T00:00:00,,71433.827,336950.486,408384.31299999997,290815.061,699199.374,127010.413,826209.787
2008-05-31T00:00:00,,74433.64600000001,344438.369,418872.015,283979.234,702851.2490000001,141552.652,844403.9010000001
2008-06-30T00:00:00,,77597.312,351553.161,429150.473,282775.48099999997,711925.9539999999,148770.566,860696.5199999999
2008-07-31T00:00:00,,78577.605,349131.061,427708.66599999997,304354.993,732063.659,144986.36800000002,877050.027
2008-08-31T00:00:00,,76869.631,342308.19800000003,419177.829,318382.251,737560.0800000001,148210.725,885770.805
2008-09-30T00:00:00,,84326.015,333583.282,417909.297,326502.052,744411.349,144041.364,888452.713
2008-10-31T00:00:00,,81865.962,335781.25,417647.212,327910.38300000003,745557.595,155529.524,901087.119
2008-11-30T00:00:00,,83413.18,343191.819,426604.999,345952.037,772557.0360000001,146766.482,919323.518
2008-12-31T00:00:00,,83006.39199999999,342487.68200000003,425494.074,367623.877,793117.951,136006.62,929124.571
2009-01-31T00:00:00,,82917.594,353332.116,436249.70999999996,351728.075,787977.7849999999,140448.815,928426.5999999999
2009-02-28T00:00:00,,83809.017,364553.366,448362.383,351318.998,799681.381,156907.97400000002,956589.3550000001
2009-03-31T00:00:00,,82860.384,376934.74,459795.124,356403.372,816198.496,149402.193,965600.689
2009-04-30T00:00:00,,83248.03499999999,386767.004,470015.039,348358.23699999996,818373.276,159230.889,977604.1649999999
2009-05-31T00:00:00,,84457.26500000001,387304.766,471762.031,344644.684,816406.7150000001,170440.627,986847.3420000001
2009-06-30T00:00:00,,85458.739,390595.37100000004,476054.11000000004,348148.887,824202.997,177700.061,1001903.058
2009-07-31T00:00:00,,85523.08099999999,403117.56600000005,488640.64700000006,347397.31299999997,836037.96,175352.758,1011390.718
2009-08-31T00:00:00,,85550.091,403895.968,489446.059,335614.64999999997,825060.709,169663.857,994724.566
2009-09-30T00:00:00,,88568.808,404110.359,492679.167,330633.56200000003,823312.729,176612.482,999925.211
2009-10-31T00:00:00,,88059.306,407662.991,495722.29699999996,330418.114,826140.411,177763.05400000003,1003903.465
2009-11-30T00:00:00,,93305.08600000001,412928.703,506233.789,342006.538,848240.327,174993.84200000003,1023234.1690000001
2009-12-31T00:00:00,,88395.351,433162.212,521557.56299999997,323377.029,844934.592,184009.18899999998,1028943.781
2010-01-31T00:00:00,,88355.0640291,443336.925,531691.9890290999,307826.76,839518.7490290999,166051.108,1005569.8570291
2010-02-28T00:00:00,,88599.21476958999,443182.14,531781.35476959,317763.165,849544.5197695899,160305.937,1009850.4567695899
2010-03-31T00:00:00,,89822.43005877998,452188.017,542010.44705878,313706.757,855717.20405878,154793.458,1010510.66205878
2010-04-30T00:00:00,,91086.26590965,458302.83,549389.09590965,307590.187,856979.2829096499,145973.391,1002952.67390965
2010-05-31T00:00:00,,90613.9336772,464995.531,555609.4646772,307982.457,863591.9216771999,148730.731,1012322.6526771999
2010-06-30T00:00:00,,92422.55834878,484505.481,576928.0393487801,304047.311,880975.35034878,154606.536,1035581.88634878
2010-07-31T00:00:00,,91904.1046847,497230.186,589134.2906847,289681.345,878815.6356847,156004.709,1034820.3446847
2010-08-31T00:00:00,,97559.36653572999,491562.36,589121.72653573,287163.555,876285.28153573,147140.177,1023425.45853573
2010-09-30T00:00:00,,95465.63755183,495813.693,591279.33055183,298173.741,889453.07155183,161482.936,1050936.00755183
2010-10-31T00:00:00,,95638.08847071,499532.86,595170.94847071,283585.237,878756.18547071,162082.669,1040838.85447071
2010-11-30T00:00:00,,96379.09052180001,512708.348,609087.4385218,290399.6,899487.0385218,161790.37,1061277.4085217998
2010-12-31T00:00:00,,95519.84768499,530072.227,625592.07468499,298282.546,923874.62068499,156495.171,1080369.79168499
2011-01-31T00:00:00,,99099.95424187,542902.193,642002.1472418699,297566.288,939568.4352418699,161771.141,1101339.57624187
2011-02-28T00:00:00,,99753.89103918,544726.303,644480.19403918,299912.324,944392.51803918,166454.19,1110846.70803918
2011-03-31T00:00:00,,106228.08105395001,583031.552,689259.63305395,304660.711,993920.34405395,168067.648,1161987.99205395
2011-04-30T00:00:00,,112967.9779584,613916.645,726884.6229584,296322.201,1023206.8239584,168889.467,1192096.2909584001
2011-05-31T00:00:00,,114696.52434761998,612547.975,727244.49934762,300499.67,1027744.1693476199,164255.292,1191999.4613476198
2011-06-30T00:00:00,,116849.97777308001,604970.803,721820.78077308,307014.674,1028835.45477308,159467.777,1188303.2317730798
2011-07-31T00:00:00,,116963.42988398002,616560.891,733524.32088398,295960.397,1029484.71788398,163608.581,1193093.2988839801
2011-08-31T00:00:00,,129407.04417028002,613067.706,742474.75017028,292382.287,1034857.03717028,162664.111,1197521.14817028
2011-09-30T00:00:00,,120705.09973213999,612790.84,733495.9397321399,299995.026,1033490.96573214,166612.51,1200103.47573214
2011-10-31T00:00:00,,122947.20328307,621250.915,744198.11828307,298663.309,1042861.42728307,179059.683,1221921.11028307
2011-11-30T00:00:00,,119627.93761890002,626976.003,746603.9406189,297492.666,1044096.6066189001,172026.426,1216123.0326189
2011-12-31T00:00:00,,119901.52640616,642093.67,761995.19640616,316400.646,1078395.84240616,161149.603,1239545.4454061599
2012-01-31T00:00:00,,120969.50756768999,661492.014,782461.52156769,309211.597,1091673.11856769,168102.317,1259775.43556769
2012-02-29T00:00:00,,122091.69677082999,669217.322,791309.01877083,317047.176,1108356.19477083,161460.002,1269816.19677083
2012-03-31T00:00:00,,122692.86451341,678561.795,801254.6595134101,319556.021,1120810.6805134101,170088.435,1290899.1155134102
2012-04-30T00:00:00,,123204.86582632,687235.073,810439.93882632,305293.529,1115733.4678263199,181956.924,1297690.39182632
2012-05-31T00:00:00,,124875.58801618998,685933.584,810809.17201619,309708.735,1120517.90701619,166621.903,1287139.81001619
2012-06-30T00:00:00,,125605.75844218,687117.961,812723.71944218,318544.663,1131268.38244218,170178.301,1301446.68344218
2012-07-31T00:00:00,,127633.29049745001,693063.336,820696.62649745,303386.081,1124082.70749745,172908.165,1296990.87249745
2012-08-31T00:00:00,,133667.69820415,701350.291,835017.9892041499,297007.637,1132025.6262041498,175526.392,1307552.0182041498
2012-09-30T00:00:00,,130143.21903666,698201.767,828344.98603666,300923.005,1129267.99103666,197553.673,1326821.66403666
2012-10-31T00:00:00,,137953.33452285998,714167.188,852120.52252286,330751.587,1182872.10952286,180646.043,1363518.15252286
2012-11-30T00:00:00,,132376.77602932003,710579.399,842956.17502932,314186.729,1157142.90402932,185981.827,1343124.73102932
2012-12-31T00:00:00,,133120.72828841,756555.345,889676.07328841,329679.868,1219355.94128841,188717.559,1408073.50028841
2013-01-31T00:00:00,,134124.11492574,765249.714,899373.82892574,327859.154,1227232.98292574,184775.97,1412008.95292574
2013-02-28T00:00:00,,135592.44892669,772142.877,907735.32592669,331047.675,1238783.00092669,175445.31,1414228.31092669
2013-03-31T00:00:00,,135305.73502887,808247.642,943553.3770288699,317928.912,1261482.28902887,178863.262,1440345.55102887
2013-04-30T00:00:00,,135487.64677633002,823729.547,959217.19377633,318919.72,1278136.91377633,189731.277,1467868.19077633
2013-05-31T00:00:00,,138735.91858389002,824772.889,963508.8075838899,325711.779,1289220.58658389,195261.345,1484481.93158389
2013-06-30T00:00:00,,138842.91246035,825888.203,964731.11546035,325796.545,1290527.6604603499,189017.723,1479545.3834603499
2013-07-31T00:00:00,,146148.12488792,835271.541,981419.66588792,317097.01,1298516.67588792,188662.601,1487179.27688792
2013-08-31T00:00:00,,141525.01081425,835140.36,976665.37081425,320236.805,1296902.17581425,180798.576,1477700.75181425
2013-09-30T00:00:00,,139043.20607018,827253.259,966296.4650701799,330677.602,1296974.0670701799,198533.05,1495507.11707018
2013-10-31T00:00:00,,144223.84889860998,827058.373,971282.22189861,331415.298,1302697.51989861,196564.869,1499262.38889861
2013-11-30T00:00:00,,144114.46470689002,851560.235,995674.69970689,335553.527,1331228.22670689,193680.918,1524909.14470689
2013-12-31T00:00:00,,143140.03717765,860270.196,1003410.23317765,350266.485,1353676.7181776501,207393.726,1561070.4441776501
2014-01-31T00:00:00,,145451.81075886,897072.37,1042524.18075886,344855.221,1387379.4017588599,206168.455,1593547.85675886
2014-02-28T00:00:00,,146169.96768985002,893602.514,1039772.48168985,351780.943,1391553.42468985,206691.73,1598245.15468985
2014-03-31T00:00:00,,146656.71354123,917833.857,1064490.57054123,351479.77,1415970.34054123,218799.51,1634769.85054123
2014-04-30T00:00:00,,149014.79712911003,939512.503,1088527.30012911,353021.334,1441548.63412911,210630.58,1652179.21412911
2014-05-31T00:00:00,,152090.54968102998,939726.981,1091817.53068103,366001.427,1457818.95768103,201764.609,1659583.56668103
2014-06-30T00:00:00,,151494.47654171,941006.028,1092500.50454171,365485.459,1457985.96354171,203460.84,1661446.8035417101
2014-07-31T00:00:00,,166626.88856399,938049.512,1104676.40056399,394660.433,1499336.83356399,205575.182,1704912.01556399
2014-08-31T00:00:00,,155527.47552243999,947371.772,1102899.24752244,394967.461,1497866.70852244,194016.582,1691883.2905224399
2014-09-30T00:00:00,,158033.85283291,942800.619,1100834.4718329099,406374.752,1507209.22383291,190959.491,1698168.7148329099
2014-10-31T00:00:00,,154859.63543477998,943307.557,1098167.19243478,402207.407,1500374.59943478,216712.257,1717086.85643478
2014-11-30T00:00:00,,152822.89132142,957102.384,1109925.27532142,398202.849,1508128.12432142,199995.456,1708123.58032142
2014-12-31T00:00:00,,153750.14311176,991384.41,1145134.55311176,403419.45,1548554.00311176,193335.18,1741889.1831117598
2015-01-31T00:00:00,,156892.74767228003,988118.686,1145011.43367228,389441.858,1534453.29167228,179284.506,1713737.79767228
2015-02-28T00:00:00,,169131.20754097,1043789.913,1212921.12054097,392864.867,1605785.98754097,176212.711,1781998.6985409702
2015-03-31T00:00:00,,166589.37775913,1053229.895,1219819.27275913,391880.197,1611699.46975913,187659.107,1799358.57675913
2015-04-30T00:00:00,,169439.83703087003,1076095.304,1245535.14103087,367005.144,1612540.2850308698,196732.418,1809272.7030308698
2015-05-31T00:00:00,,172397.52426462,1087032.913,1259430.4372646199,380332.098,1639762.5352646199,194446.357,1834208.89226462
2015-06-30T00:00:00,,174016.5636936,1085079.376,1259095.9396936,377944.324,1637040.2636936,193908.667,1830948.9306935999
2015-07-31T00:00:00,,179052.89902313,1070536.029,1249588.9280231302,382136.458,1631725.3860231303,186087.528,1817812.9140231302
2015-08-31T00:00:00,,172180.82561613,1063494.06,1235674.88561613,386441.249,1622116.13461613,186314.09,1808430.22461613
2015-09-30T00:00:00,,175145.86631435,1067325.841,1242471.70731435,411847.514,1654319.22131435,184640.235,1838959.45631435
