,,,,,,,,,,,,,,,,,,,
القائمة الرئيسية   Main List,,,,,,,,,,,,,,,,,,احصاءات اسعار الفائدة وأسواق المال   Money Market & Exchange Rate Stat.,
,,,,,,,,,,,,,,,,,,,
"Table 4b: G.C.C. Currencies Per  SAR, SDR And US$",,,,,,,,,,,,,,,,,,جدول 4b: سعــر تعادل عملات دول مجلس التعاون الخليجي لكل ريال سعودي، وحدة حقوق السحب الخاصــة ، والدولار الأمريكي ,
,,,,,,,,,,,,,,,,,,,
نهاية الفترة,,ريال سعودي,,دينار كويتي ,,,دينار بحريني ,,,ريال عماني ,,,ريال قطري ,,,درهم إماراتي ,,,
End of,,Saudi Riyal,, Kuwaiti Dinar,,,Bahraini Dinar,,,Omani Riyal,,,Qatari Riyal,,, U.A.E. Dirham,,,
Period,,SDR,US$,SAR,SDR,US$,SAR,SDR,US$,SAR,SDR,US$,SAR,SDR,US$,SAR,SDR,US$,
2021-07-31T00:00:00,,5.35309,3.75,0.0801200801779907,0.42889,0.300450440983825,0.1003,0.537218,0.376,0.1025,0.549363,0.3845,0.9707,5.19607,3.64,0.9793,5.24246,3.6725,
2021-08-31T00:00:00,,5.34097,3.75,0.0801996641059583,0.428344,0.300748458848806,0.1003,0.53552,0.376,0.1025,0.547627,0.3845,0.9707,5.1843,3.64,0.9793,5.23059,3.6725,
2021-09-30T00:00:00,,5.28326,3.75,0.08044010705511369,0.424986,0.3016502587179796,0.1003,0.529735,0.376,0.1025,0.541712,0.3845,0.9707,5.12828,3.64,0.9793,5.17408,3.6725,
2021-10-31T00:00:00,,5.30062,3.75,0.08043983534001682,0.426381,0.30164909798372835,0.1003,0.5321829,0.376,0.1025,0.544215,0.3845,0.9707,5.14512,3.64,0.9793,5.19106,3.6725,
2021-11-30T00:00:00,,5.25298,3.75,0.08069343496453442,0.423881,0.30259922901199315,0.1003,0.526699165125791,0.376,0.1025,0.538607,0.3845,0.9707,5.09889,3.64,0.9793,5.13431,3.6725,
2021-12-31T00:00:00,,5.2412,3.75,0.08071987331145537,0.423377,0.30250073235733327,0.1003,0.526247283038462,0.376,0.1025,0.538144,0.3845,0.9707,5.09453,3.64,0.9793,5.14001,3.6725,
2022-01-31T00:00:00,,5.21918,3.75,0.08080004904985075,0.42171,0.30300047421287846,0.1003,0.52331,0.376,0.1025,0.53514,0.3845,0.9707,5.06609,3.64,0.9793,5.11132,3.6725,
2022-02-28T00:00:00,,5.23,3.75,0.0803059273422562,0.42,0.302158273381295,0.1003,0.524469,0.376,0.1025,0.54,0.3845,0.9707,5.08,3.64,0.9793,5.12,3.6725,
2022-03-31T00:00:00,,5.18401,3.75,0.08103996712969304,0.420112,0.3039004629629629,0.1003,0.519782133871547,0.376,0.1025,0.531533,0.3845,0.9707,5.03193,3.64,0.9793,5.07686,3.6725,
2022-04-30T00:00:00,,5.04114,3.75,0.08177317035432462,0.41223,0.30665030127203746,0.1003,0.5054578695,0.376,0.1025,0.516884,0.3845,0.9707,4.89325,3.64,0.9793,4.93696,3.6725,
2022-05-31T00:00:00,,5.06137,3.75,0.08150678571216885,0.412536,0.30565014447655037,0.1003,0.50748,0.376,0.1025,0.51896,0.3845,0.9707,4.91292,3.64,0.9793,4.95678,3.6725,
2022-06-30T00:00:00,,4.97919,3.75,0.08178659581176859,0.407231,0.30670065824157616,0.1003,0.499245,0.376,0.1025,0.510532,0.3845,0.9707,4.83314,3.64,0.9793,4.87629,3.6725,
2022-07-31T00:00:00,,4.93844,3.75,0.0818398117624189,0.404161,0.3068986726604501,0.1003,0.497673113474764,0.376,0.1025,0.508924,0.3845,0.9707,4.79359,3.64,0.9793,4.83639,3.6725,
2022-08-31T00:00:00,,4.88005,3.75,0.08207989672236965,0.400554,0.3078011895430864,0.1003,0.489305550494771,0.376,0.1025,0.500368,0.3845,0.9707,4.73689,3.64,0.9793,4.77918,3.6725,
2022-09-30T00:00:00,,4.78455,3.75,0.08287982217394874,0.393738,0.31079835183051,0.1003,0.489305550494771,0.376,0.1025,0.492114,0.3845,0.9707,4.64421,3.64,0.9793,4.65253,3.6725,
2022-10-31T00:00:00,,4.81234,3.75,0.08249334003831815,0.396986,0.3093501858504313,0.1003,0.48252,0.376,0.1025,0.493428,0.3845,0.9707,4.67119,3.64,0.9793,4.71289,3.6725,
2022-11-30T00:00:00,,4.93065,3.75,0.08201352762820319,0.40438,0.30755072860576194,0.1003,0.49438,0.376,0.1025,0.505556,0.3845,0.9707,4.78602,3.64,0.9793,4.82875,3.6725,
2022-12-31T00:00:00,,4.99286,3.75,0.08161354414103339,0.407485,0.306050637284724,0.1003,0.500397,0.376,0.1025,0.51171,0.3845,0.9707,4.84642,3.64,0.9793,4.88969,3.6725,
2023-01-31T00:00:00,,5.05676,3.75,0.08142664472903598,0.411755,0.30534976677271275,0.1003,0.50702,0.376,0.1025,0.518487,0.3845,0.9707,4.90843,3.64,0.9793,4.95226,3.6725,
2023-02-28T00:00:00,,4.97359,3.75,0.08176001058122595,0.407737,0.3068483357039111,0.1003,0.4996,0.376,0.1025,0.510918,0.3845,0.9707,4.83678,3.64,0.9793,4.87995,3.6725,
2023-03-31T00:00:00,,5.04638,3.75,0.08174651928709292,0.412524,0.30654975105892845,0.1003,0.505806687679168,0.376,0.1025,0.517242,0.3845,0.9707,4.89834,3.64,0.9793,4.94208,3.6725,
2023-04-30T00:00:00,,5.05127,3.75,0.08158700683194524,0.412118,0.3059502156628384,0.1003,0.506475,0.376,0.1025,0.517925,0.3845,0.9707,4.90311,3.64,0.9793,4.9469,3.6725,
2023-05-31T00:00:00,,4.978,3.75,0.08196002410606669,0.407997,0.3073516339475389,0.1003,0.4991,0.376,0.1025,0.51041,0.3845,0.9707,4.83197,3.64,0.9793,4.87512,3.6725,
2023-06-30T00:00:00,,5.02816,3.75,0.08148547381149367,0.409722,0.3080454412173795,0.1003,0.500107735975037,0.376,0.1025,0.511412,0.3845,0.9707,4.86412,3.64,0.9793,4.90052,3.6725,
2023-07-31T00:00:00,,5.03601,3.75,0.08181338003697372,0.412013,0.3067992613221737,0.1003,0.50494401970356,0.376,0.1025,0.516358,0.3845,0.9707,4.88828,3.64,0.9793,4.93194,3.6725,
2023-08-31T00:00:00,,4.98728,3.75,0.08209324521582907,0.409422,0.30784997819450505,0.1003,0.5000578,0.376,0.1025,0.511362,0.3845,0.9707,4.84097,3.64,0.9793,4.88422,3.6725,
2023-09-30T00:00:00,,4.91746,3.75,0.08240003904685013,0.405175,0.30900140325188374,0.1003,0.494431075519087,0.376,0.1025,0.505607,0.3845,0.9707,4.77322,3.64,0.9793,4.81554,3.6725,
2023-10-31T00:00:00,,4.928,3.75,0.08236018668831169,0.405871,0.3088491332734716,0.1003,0.494115297073681,0.376,0.1025,0.505285,0.3845,0.9707,4.78345,3.64,0.9793,4.82616,3.6725,
2023-11-30T00:00:00,,4.99983,3.75,0.08205298980165325,0.410251,0.30769825019313124,0.1003,0.501315285983038,0.376,0.1025,0.512647,0.3845,0.9707,4.85317,3.64,0.9793,4.89649,3.6725,
2023-12-31T00:00:00,,5.02074,3.75,0.08198651991539097,0.411633,0.30745036822371274,0.1003,0.504467759680146,0.376,0.1025,0.516028,0.3845,0.9707,4.87346,3.64,0.9793,4.91695,3.6725,
2024-01-31T00:00:00,,4.98706,3.75,0.08201345081069808,0.409006,0.30755105723824705,0.1003,0.500036571823737,0.376,0.1025,0.511342,0.3845,0.9707,4.8514,3.64,0.9793,4.884,3.6725,
2024-02-29T00:00:00,,4.97837,3.75,0.08198667435325217,0.40816,0.3074512639730031,0.1003,0.499164298070119,0.376,0.1025,0.510449,0.3845,0.9707,4.82812,3.64,0.9793,4.87548,3.6725,
2024-03-31T00:00:00,,4.98706,3.75,0.08201345081069808,0.409006,0.30755105723824705,0.1003,0.49784246198986,0.376,0.1025,0.511342,0.3845,0.9707,4.8514,3.64,0.9793,4.884,3.6725,
2024-04-30T00:00:00,,4.94223,3.75,0.08205344550941579,0.405527,0.30769995371529596,0.1003,0.495541444925049,0.376,0.1025,0.506745,0.3845,0.9707,4.79727,3.64,0.9793,4.84011,3.6725,
2024-05-31T00:00:00,,4.95975,3.75,0.08182690659811484,0.405841,0.3068508997429306,0.1003,0.497650718019985,0.376,0.1025,0.508901,0.3845,0.9707,4.81427,3.64,0.9793,4.85725,3.6725,
2024-06-30T00:00:00,,4.93128,3.75,0.08177369770120536,0.403249,0.306650899993156,0.1003,0.494569599490699,0.376,0.1025,0.50575,0.3845,0.9707,4.78664,3.64,0.9793,4.82938,3.6725,
2024-07-31T00:00:00,,4.98159,3.75,0.08149325817660627,0.405966,0.3056006383523283,0.1003,0.499486565006981,0.376,0.1025,0.510777,0.3845,0.9707,4.83545,3.64,0.9793,4.87862,3.6725,
2024-08-31T00:00:00,,5.05441,3.75,0.08127971415061304,0.410821,0.30479953110161445,0.1003,0.506323659319587,0.376,0.1025,0.51777,0.3845,0.9707,4.90615,3.64,0.9793,4.94993,3.6725,
2024-09-30T00:00:00,,5.08639,3.75,0.08126687100281339,0.413355,0.304750916047981,0.1003,0.509995781683827,0.376,0.1025,0.521526,0.3845,0.9707,4.9372,3.64,0.9793,4.98127,3.6725,
2024-10-31T00:00:00,,4.99363,3.75,0.08169347749032267,0.407947,0.30635161418712403,0.1003,0.500694447218682,0.376,0.1025,0.512014,0.3845,0.9707,4.84715,3.64,0.9793,4.87684,3.6725,
2024-11-30T00:00:00,,4.92715,3.75,0.08201353723755112,0.404093,0.3075499843977137,0.1003,0.494029599730911,0.376,0.1025,0.505198,0.3845,0.9707,4.78263,3.64,0.9793,4.82532,3.6725,
2024-12-31T00:00:00,,4.8939,3.75,0.08206297635832363,0.401608,0.3079508944660425,0.1003,0.490354620288162,0.376,0.1025,0.501439,0.3845,0.9707,4.74705,3.64,0.9793,4.78943,3.6725,
2025-01-31T00:00:00,,4.89507,3.75,0.08220026969597907,0.402321,0.30824943685928374,0.1003,0.490354620288162,0.376,0.1025,0.501321,0.3845,0.9707,4.75147,3.64,0.9793,4.79391,3.6725,
2025-02-28T00:00:00,,4.92434,3.75,0.08223984955840274,0.404963,0.3083999055676981,0.1003,0.492185250150535,0.376,0.1025,0.503312,0.3845,0.9707,4.77991,3.64,0.9793,4.82258,3.6725,
2025-03-31T00:00:00,,4.9837,3.75,0.08220017256255394,0.408973,0.30840050976163363,0.1003,0.49958943315201,0.376,0.1025,0.509707,0.3845,0.9707,4.82705,3.64,0.9793,4.87014,3.6725,
2025-04-30T00:00:00,,5.08544,3.75,0.08167965800402718,0.415377,0.30630037386347714,0.1003,0.509898955927643,0.376,0.1025,0.521425,0.3845,0.9707,4.93625,3.64,0.9793,4.98033,3.6725,
2025-05-31T00:00:00,,5.08017,3.75,0.08186655170988372,0.415896,0.30700002214496086,0.1003,0.510122402242367,0.376,0.1025,0.521654,0.3845,0.9707,4.93114,3.64,0.9793,4.98251,3.6725,
2025-06-30T00:00:00,,5.15251,3.75,0.08141352467050039,0.419484,0.3053013100436681,0.1003,0.51662544655125,0.376,0.1025,0.528304,0.3845,0.9707,5.00138,3.64,0.9793,5.04602,3.6725,
2025-07-31T00:00:00,,5.08091,3.75,0.08157337957176962,0.414467,0.30590002287974843,0.1003,0.509446437668686,0.376,0.1025,0.520964,0.3845,0.9707,4.93187,3.64,0.9793,4.97592,3.6725,
2025-08-31T00:00:00,,5.1359,3.75,0.08142642964232169,0.418198,0.30534985433384204,0.1003,0.514609574201636,0.376,0.1025,0.526244,0.3845,0.9707,4.98524,3.64,0.9793,5.02975,3.6725,
2025-09-30T00:00:00,,5.14115,3.75,0.08133355377687872,0.418148,0.30500156823271113,0.1003,0.515485824825303,0.376,0.1025,0.52714,0.3845,0.9707,4.99034,3.64,0.9793,5.03489,3.6725,
2025-10-31T00:00:00,,5.10001,3.75,0.081453565777322,0.415414,0.30544922463805413,0.1003,0.510756449318968,0.376,0.1025,0.522302,0.3845,0.9707,4.95042,3.64,0.9793,4.99463,3.6725,
2025-11-30T00:00:00,,5.09463,3.75,0.08159984140163269,0.415721,0.30599895478333833,0.1003,0.51082098170011,0.376,0.1025,0.522368,0.3845,0.9707,4.94518,3.64,0.9793,4.98932,3.6725,
2025-12-31T00:00:00,,5.13563,3.75,0.08144005701345307,0.418246,0.3054005111354509,0.1003,0.514933058702368,0.376,0.1025,0.526574,0.3845,0.9707,4.985,3.64,0.9793,5.0295,3.6725,
2026-01-31T00:00:00,,5.18331,3.75,0.08126660377249288,0.42123,0.3047488822329296,0.1003,0.519583172690929,0.376,0.1025,0.53133,0.3845,0.9707,5.03127,3.64,0.9793,5.07619,3.6725,
2026-02-28T00:00:00,,5.1586,3.75,0.08141321581115724,0.419673,0.3055011210435897,0.1003,0.5169,0.376,0.1025,0.528597,0.3845,0.9707,5.00729,3.64,0.9793,5.0437,3.6725,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
 Source  : IMF .,,,,,,,,,,,,,,,,,,  المصدر : صندوق النقد الدولي .,
