,,,,,,,,,,,,,,,,,,,
القائمة الرئيسية   Main List,,,,,,,,,,,,,,,,,,احصاءات اسعار الفائدة وأسواق المال   Money Market & Exchange Rate Stat.,
,,,,,,,,,,,,,,,,,,,
"Table 4b: G.C.C. Currencies Per  SAR, SDR And US$",,,,,,,,,,,,,,,,,,جدول 4b: سعــر تعادل عملات دول مجلس التعاون الخليجي لكل ريال سعودي، وحدة حقوق السحب الخاصــة ، والدولار الأمريكي ,
,,,,,,,,,,,,,,,,,,,
نهاية الفترة,,ريال سعودي,,دينار كويتي ,,,دينار بحريني ,,,ريال عماني ,,,ريال قطري ,,,درهم إماراتي ,,,
End of,,Saudi Riyal,, Kuwaiti Dinar,,,Bahraini Dinar,,,Omani Riyal,,,Qatari Riyal,,, U.A.E. Dirham,,,
Period,,SDR,US$,SAR,SDR,US$,SAR,SDR,US$,SAR,SDR,US$,SAR,SDR,US$,SAR,SDR,US$,
2010-09-30T00:00:00,,5.8357,3.75,0.0758400877358329,0.44258,0.284399719828556,0.1003,0.585127,0.376,0.1025,0.598355,0.3845,0.9707,5.66453,3.64,0.9793,5.7151,3.6725,
2010-10-31T00:00:00,,5.89421,3.75,0.0750397423912619,0.4423,0.281398914613275,0.1003,0.590992,0.376,0.1025,0.60435,0.3845,0.9707,5.72131,3.64,0.9793,5.77237,3.6725,
2010-11-30T00:00:00,,5.72167,3.75,0.0752797697175825,0.430726,0.282298889748194,0.1003,0.573691,0.376,0.1025,0.586662,0.3845,0.9707,5.55383,3.64,0.9793,5.6034,3.6725,
2010-12-31T00:00:00,,5.77514,3.75,0.0748264111346218,0.432133,0.280600377914716,0.1003,0.579052,0.376,0.1025,0.592143,0.3845,0.9707,5.60573,3.64,0.9793,5.65579,3.6725,
2011-01-31T00:00:00,,5.85727,3.75,0.0744266526897343,0.435937,0.279099709335826,0.1003,0.587289,0.376,0.1025,0.600565,0.3845,0.9707,5.68544,3.64,0.9793,5.73621,3.6725,
2011-02-28T00:00:00,,5.89894,3.75,0.0742001196082829,0.436733,0.278250093974783,0.1003,0.591467,0.376,0.1025,0.604836,0.3845,0.9707,5.7259,3.64,0.9793,5.77701,3.6725,
2011-03-31T00:00:00,,5.94566,3.75,0.0739198003249429,0.439502,0.277200883002208,0.1003,0.59615,0.376,0.1025,0.609626,0.3845,0.9707,5.77124,3.64,0.9793,5.82276,3.6725,
2011-04-30T00:00:00,,6.07858,3.75,0.0731200379035893,0.444466,0.274199239956569,0.1003,0.609481,0.376,0.1025,0.623259,0.3845,0.9707,5.9003,3.64,0.9793,5.95298,3.6725,
2011-05-31T00:00:00,,6.00287,3.75,0.0732003191806586,0.439412,0.274500396684096,0.1003,0.601888,0.376,0.1025,0.615494,0.3845,0.9707,5.82679,3.64,0.9793,5.87883,3.6725,
2011-06-30T00:00:00,,6.00168,3.75,0.0731866407339082,0.438377,0.274450475492866,0.1003,0.601768,0.376,0.1025,0.615373,0.3845,0.9707,5.82564,3.64,0.9793,5.87765,3.6725,
2011-07-31T00:00:00,,5.99625,3.75,0.0727599749843652,0.436287,0.27284990619137,0.1003,0.601225,0.376,0.1025,0.614817,0.3845,0.9707,5.82035,3.64,0.9793,5.87234,3.6725,
2011-08-31T00:00:00,,6.03511,3.75,0.0724800037033241,0.438404,0.271800912607876,0.1003,0.605118,0.376,0.1025,0.6188,0.3845,0.9707,5.85806,3.64,0.9793,5.91038,3.6725,
2011-09-30T00:00:00,,5.8561,3.75,0.073466641621557,0.430228,0.2755010822095,0.1003,0.587171,0.376,0.1025,0.600446,0.3845,0.9707,5.68431,3.64,0.9793,5.73506,3.6725,
2011-10-31T00:00:00,,5.94714,3.75,0.0731864391959833,0.43525,0.274449839208021,0.1003,0.596299,0.376,0.1025,0.609778,0.3845,0.9707,5.77267,3.64,0.9793,5.82421,3.6725,
2011-11-30T00:00:00,,5.81835,3.75,0.0738663023021991,0.42978,0.276998633633247,0.1003,0.583386,0.376,0.1025,0.596573,0.3845,0.9707,5.64768,3.64,0.9793,5.6981,3.6725,
2011-12-31T00:00:00,,5.75725,3.75,0.0742800985540985,0.426292,0.278549398849974,0.1003,0.577261,0.376,0.1025,0.590308,0.3845,0.9707,5.58837,3.64,0.9793,5.63825,3.6725,
2012-01-31T00:00:00,,5.81656,3.75,0.0739201521174027,0.429961,0.277201047012404,0.1003,0.583209,0.376,0.1025,0.596392,0.3845,0.9707,5.64595,3.64,0.9793,5.69635,3.6725,
2012-02-29T00:00:00,,5.83509,3.75,0.0738267961590995,0.430786,0.276851197285382,0.1003,0.585066,0.376,0.1025,0.59829,0.3845,0.9707,5.66393,3.64,0.9793,5.71448,3.6725,
2012-03-31T00:00:00,,5.80906,3.75,0.0740668886188127,0.430259,0.277749517458637,0.1003,0.582455,0.376,0.1025,0.595625,0.3845,0.9707,5.63866,3.64,0.9793,5.68903,3.6725,
2012-04-30T00:00:00,,5.81456,3.75,0.0739331952890674,0.429889,0.277249363129212,0.1003,0.583005,0.376,0.1025,0.596186,0.3845,0.9707,5.64398,3.64,0.9793,5.69437,3.6725,
2012-05-31T00:00:00,,5.66348,3.75,0.0748532704273697,0.42393,0.280700011918478,0.1003,0.567856,0.376,0.1025,0.580693,0.3845,0.9707,5.49734,3.64,0.9793,5.5464,3.6725,
2012-06-30T00:00:00,,5.69081,3.75,0.0747065883415542,0.425141,0.280149583209779,0.1003,0.570597,0.376,0.1025,0.583499,0.3845,0.9707,5.52389,3.64,0.9793,5.5732,3.6725,
2012-07-31T00:00:00,,5.65624,3.75,0.0750802653352757,0.424672,0.281551119449988,0.1003,0.567131,0.376,0.1025,0.579952,0.3845,0.9707,5.49034,3.64,0.9793,5.53934,3.6725,
2012-08-31T00:00:00,,5.70757,3.75,0.0751862876846013,0.429131,0.281950184295767,0.1003,0.571641,0.376,0.1025,0.585213,0.3845,0.9707,5.54014,3.64,0.9793,5.58959,3.6725,
2012-09-30T00:00:00,,5.78322,3.75,0.0762666818831032,0.441067,0.286000427962832,0.1003,0.579861,0.376,0.1025,0.592972,0.3845,0.9707,5.61356,3.64,0.9793,5.6637,3.6725,
2012-10-31T00:00:00,,5.77714,3.75,0.0749465998746785,0.432977,0.281049871151587,0.1003,0.579253,0.376,0.1025,0.59235,0.3845,0.9707,5.60768,3.64,0.9793,5.65774,3.6725,
2012-11-30T00:00:00,,5.75553,3.75,0.0751067234468416,0.432279,0.281649845909266,0.1003,0.577087,0.376,0.1025,0.590134,0.3845,0.9707,5.58672,3.64,0.9793,5.6366,3.6725,
2012-12-31T00:00:00,,5.76346,3.75,0.0749731931860376,0.432105,0.281149962262187,0.1003,0.577881,0.376,0.1025,0.590947,0.3845,0.9707,5.59437,3.64,0.9793,5.64433,3.6725,
2013-01-31T00:00:00,,5.78001,3.75,0.0749201125949609,0.433039,0.280949693124165,0.1003,0.579542,0.376,0.1025,0.592642,0.3845,0.9707,5.61048,3.64,0.9793,5.66056,3.6725,
2013-02-28T00:00:00,,5.68062,3.75,0.0755067228577162,0.428925,0.283150584554042,0.1003,0.569577,0.376,0.1025,0.582452,0.3845,0.9707,5.51399,3.64,0.9793,5.56322,3.6725,
2013-03-31T00:00:00,,5.62199,3.75,0.0759997650229548,0.426934,0.284998865168689,0.1003,0.563698,0.376,0.1025,0.576442,0.3845,0.9707,5.45709,3.64,0.9793,5.50579,3.6725,
2013-04-30T00:00:00,,5.65873,3.75,0.07582673143974,0.429083,0.284349237905898,0.1003,0.567382,0.376,0.1025,0.580211,0.3845,0.9707,5.49276,3.64,0.9793,5.54179,3.6725,
2013-05-31T00:00:00,,5.62038,3.75,0.0762266964155449,0.428423,0.285849730112025,0.1003,0.563536,0.376,0.1025,0.576276,0.3845,0.9707,5.45551,3.64,0.9793,5.50421,3.6725,
2013-06-30T00:00:00,,5.63984,3.75,0.0760266248687906,0.428778,0.285099337748344,0.1003,0.565489,0.376,0.1025,0.578272,0.3845,0.9707,5.47441,3.64,0.9793,5.52328,3.6725,
2013-07-31T00:00:00,,5.67472,3.75,0.0758398652268306,0.43037,0.28439924401623,0.1003,0.568984,0.376,0.1025,0.581849,0.3845,0.9707,5.50825,3.64,0.9793,5.55744,3.6725,
2013-08-31T00:00:00,,5.68227,3.75,0.07569351685154,0.430111,0.283849189588723,0.1003,0.569742,0.376,0.1025,0.582625,0.3845,0.9707,5.5156,3.64,0.9793,5.56486,3.6725,
2013-09-30T00:00:00,,5.75281,3.75,0.0754134066656121,0.433839,0.282800766583229,0.1003,0.576814,0.376,0.1025,0.589856,0.3845,0.9707,5.58407,3.64,0.9793,5.63393,3.6725,
2013-10-31T00:00:00,,5.76764,3.75,0.0752401328793059,0.433958,0.282150009102494,0.1003,0.578302,0.376,0.1025,0.591377,0.3845,0.9707,5.59848,3.64,0.9793,5.64844,3.6725,
2013-11-30T00:00:00,,5.75702,3.75,0.0753867452258287,0.434003,0.282699435256414,0.1003,0.577237,0.376,0.1025,0.590287,0.3845,0.9707,5.58815,3.64,0.9793,5.63806,3.6725,
2013-12-31T00:00:00,,5.77501,3.75,0.075266536335002,0.434665,0.28225,0.1003,0.579039,0.376,0.1025,0.592129,0.3845,0.9707,5.6056,3.64,0.9793,5.65566,3.6725,
2014-01-31T00:00:00,,5.75324,3.75,0.0752534224193672,0.432951,0.28219984356668,0.1003,0.576861,0.376,0.1025,0.589901,0.3845,0.9707,5.5845,3.64,0.9793,5.63434,3.6725,
2014-02-28T00:00:00,,5.80275,3.75,0.0751334293679334,0.434991,0.281749995142141,0.1003,0.581825,0.376,0.1025,0.594976,0.3845,0.9707,5.63253,3.64,0.9793,5.68285,3.6725,
2014-03-31T00:00:00,,5.79609,3.75,0.0751068392657809,0.435326,0.281649553903586,0.1003,0.581155,0.376,0.1025,0.594294,0.3845,0.9707,5.6261,3.64,0.9793,5.67634,3.6725,
2014-04-30T00:00:00,,5.81135,3.75,0.0749867070474158,0.435774,0.281200756280288,0.1003,0.582683,0.376,0.1025,0.595855,0.3845,0.9707,5.64089,3.64,0.9793,5.69123,3.6725,
2014-05-31T00:00:00,,5.77677,3.75,0.0751597361152454,0.434294,0.281849864037849,0.1003,0.579217,0.376,0.1025,0.592312,0.3845,0.9707,5.60733,3.64,0.9793,5.65739,3.6725,
2014-06-30T00:00:00,,5.7971,3.75,0.0751467112866778,0.435633,0.281800774958115,0.1003,0.581257,0.376,0.1025,0.594396,0.3845,0.9707,5.62705,3.64,0.9793,5.67727,3.6725,
2014-07-31T00:00:00,,5.74241,3.75,0.0753865040887243,0.43476,0.28270086092543,0.1003,0.575772,0.376,0.1025,0.588786,0.3845,0.9707,5.57395,3.64,0.9793,5.62373,3.6725,
2014-08-31T00:00:00,,5.69395,3.75,0.0758399704949991,0.431829,0.284401138055032,0.1003,0.570913016796112,0.376,0.1025,0.583819,0.3845,0.9707,5.52691,3.64,0.9793,5.57625,3.6725,
2014-09-30T00:00:00,,5.55969,3.75,0.076813275560328,0.427058,0.288050560509382,0.1003,0.557451009750366,0.376,0.1025,0.570054,0.3845,0.9707,5.3966,3.64,0.9793,5.44478,3.6725,
2014-10-31T00:00:00,,5.54373,3.75,0.0772000079368945,0.427976,0.289499638105159,0.1003,0.555851995944977,0.376,0.1025,0.568418,0.3845,0.9707,5.38112,3.64,0.9793,5.42915,3.6725,
2014-11-30T00:00:00,,5.49092,3.75,0.0776265179605603,0.426241,0.291100502649839,0.1003,0.550554990768433,0.376,0.1025,0.563,0.3845,0.9707,5.32984,3.64,0.9793,5.37741,3.6725,
2014-12-31T00:00:00,,5.43301,3.75,0.0780802906676041,0.424211,0.292799607954114,0.1003,0.544750988483429,0.376,0.1025,0.557066,0.3845,0.9707,5.27365,3.64,0.9793,5.32073,3.6725,
2015-01-31T00:00:00,,5.28675,3.75,0.0786534260178749,0.415821,0.294950347567031,0.1003,0.530085,0.376,0.1025,0.54207,0.3845,0.9707,5.13168,3.64,0.9793,5.17751,3.6725,
2015-02-28T00:00:00,,5.27774,3.75,0.0788665422340442,0.417469,0.295750092096687,0.1003,0.529179,0.376,0.1025,0.541143,0.3845,0.9707,5.12292,3.64,0.9793,5.16865,3.6725,
2015-03-31T00:00:00,,5.17309,3.75,0.0800666526196142,0.414192,0.300250092425462,0.1003,0.518688,0.376,0.1025,0.530414,0.3845,0.9707,5.02134,3.64,0.9793,5.06619,3.6725,
2015-04-30T00:00:00,,5.27407,3.75,0.0803997671627415,0.424034,0.301498841028996,0.1003,0.528812,0.376,0.1025,0.540769,0.3845,0.9707,5.11936,3.64,0.9793,5.16508,3.6725,
2015-05-31T00:00:00,,5.21439,3.75,0.0807998634547857,0.421322,0.303000359582884,0.1003,0.522829,0.376,0.1025,0.534648,0.3845,0.9707,5.06142,3.64,0.9793,5.10663,3.6725,
2015-06-30T00:00:00,,5.27398,3.75,0.0805332974338166,0.424731,0.302000867469194,0.1003,0.528804,0.376,0.1025,0.540757,0.3845,0.9707,5.11928,3.64,0.9793,5.16497,3.6725,
2015-07-31T00:00:00,,5.23013,3.75,0.0807731356581959,0.422454,0.302899548289955,0.1003,0.524409,0.376,0.1025,0.536262,0.3845,0.9707,5.07671,3.64,0.9793,5.12203,3.6725,
2015-08-31T00:00:00,,5.26424,3.75,0.0805335622995912,0.423948,0.302000284940875,0.1003,0.52783,0.376,0.1025,0.539762,0.3845,0.9707,5.10984,3.64,0.9793,5.15546,3.6725,
2015-09-30T00:00:00,,5.26402,3.75,0.0805597243171568,0.424068,0.302098679242595,0.1003,0.527805,0.376,0.1025,0.539735,0.3845,0.9707,5.1096,3.64,0.9793,5.15522,3.6725,
2015-10-31T00:00:00,,5.23829,3.75,0.0808265674485376,0.423393,0.303101219154252,0.1003,0.525224,0.376,0.1025,0.537097,0.3845,0.9707,5.08463,3.64,0.9793,5.13002,3.6725,
2015-11-30T00:00:00,,5.14562,3.75,0.0811733085614561,0.417687,0.304398871859901,0.1003,0.515935,0.376,0.1025,0.527599,0.3845,0.9707,4.99468,3.64,0.9793,5.03928,3.6725,
2015-12-31T00:00:00,,5.19648,3.75,0.0809334395590861,0.420569,0.303499960309728,0.1003,0.521034,0.376,0.1025,0.532813,0.3845,0.9707,5.04406,3.64,0.9793,5.08908,3.6725,
2016-01-31T00:00:00,,5.17687,3.75,0.0807733244218997,0.418153,0.302899674031148,0.1003,0.519068,0.376,0.1025,0.5308,0.3845,0.9707,5.025,3.64,0.9793,5.06986,3.6725,
2016-02-29T00:00:00,,5.17992,3.75,0.0800801942887149,0.414809,0.300301163388378,0.1003,0.519375,0.376,0.1025,0.531115,0.3845,0.9707,5.02798,3.64,0.9793,5.07287,3.6725,
2016-03-31T00:00:00,,5.28307,3.75,0.0804931602269135,0.425251,0.301849065175111,0.1003,0.529717,0.376,0.1025,0.541691,0.3845,0.9707,5.1281,3.64,0.9793,5.17389,3.6725,
2016-04-30T00:00:00,,5.31499,3.75,0.080386604678466,0.427254,0.30144990933657,0.1003,0.532916,0.376,0.1025,0.544962,0.3845,0.9707,5.15908,3.64,0.9793,5.20513,3.6725,
2016-05-31T00:00:00,,5.2608,3.75,0.0805866027980535,0.42395,0.302199760492701,0.1003,0.527482,0.376,0.1025,0.539406,0.3845,0.9707,5.10647,3.64,0.9793,5.15206,3.6725,
2016-06-30T00:00:00,,5.24565,3.75,0.0804668630198355,0.422101,0.301750736324383,0.1003,0.525964,0.376,0.1025,0.537854,0.3845,0.9707,5.09178,3.64,0.9793,5.13724,3.6725,
2016-07-31T00:00:00,,5.22518,3.75,0.0806000941594357,0.42115,0.302250642322984,0.1003,0.523911,0.376,0.1025,0.535754,0.3845,0.9707,5.07189,3.64,0.9793,5.11718,3.6725,
2016-08-31T00:00:00,,5.22879,3.75,0.0804798050791866,0.420812,0.301800134830816,0.1003,0.524274,0.376,0.1025,0.536124,0.3845,0.9707,5.07539,3.64,0.9793,5.12072,3.6725,
2016-09-30T00:00:00,,5.23431,3.75,0.0803597799901038,0.420628,0.301350470336221,0.1003,0.524827,0.376,0.1025,0.536691,0.3845,0.9707,5.08076,3.64,0.9793,5.12613,3.6725,
2016-10-31T00:00:00,,5.15193,3.75,0.0808000108697129,0.416276,0.302999599665174,0.1003,0.516566,0.376,0.1025,0.528245,0.3845,0.9707,5.0008,3.64,0.9793,5.04546,3.6725,
2016-11-30T00:00:00,,5.07661,3.75,0.0813198177523978,0.412829,0.304949917267462,0.1003,0.509015,0.376,0.1025,0.520522,0.3845,0.9707,4.92769,3.64,0.9793,4.97169,3.6725,
2016-12-31T00:00:00,,5.04124,3.75,0.081613452245876,0.411433,0.306050597695506,0.1003,0.505469,0.376,0.1025,0.516895,0.3845,0.9707,4.89337,3.64,0.9793,4.93705,3.6725,
2017-01-31T00:00:00,,5.09562,3.75,0.081332987938661,0.414442,0.304999153683684,0.1003,0.510918,0.376,0.1025,0.522469,0.3845,0.9707,4.94614,3.64,0.9793,4.99029,3.6725,
2017-02-28T00:00:00,,5.0771,3.75,0.0814132083275886,0.413343,0.305300282888566,0.1003,0.509064,0.376,0.1025,0.520573,0.3845,0.9707,4.92817,3.64,0.9793,4.97218,3.6725,
2017-03-31T00:00:00,,5.08818,3.75,0.0812667790840733,0.4135,0.304749972362457,0.1003,0.510175,0.376,0.1025,0.521708,0.3845,0.9707,4.93893,3.64,0.9793,4.98303,3.6725,
2017-04-30T00:00:00,,5.14134,3.75,0.0811199025934873,0.417065,0.304200522238917,0.1003,0.515504,0.376,0.1025,0.527159,0.3845,0.9707,4.99052,3.64,0.9793,5.03509,3.6725,
2017-05-31T00:00:00,,5.17722,3.75,0.0809869003055694,0.419287,0.303701316103985,0.1003,0.519103,0.376,0.1025,0.530839,0.3845,0.9707,5.02535,3.64,0.9793,5.07022,3.6725,
2017-06-30T00:00:00,,5.18323,3.75,0.080866949759127,0.419152,0.303249891477355,0.1003,0.519707,0.376,0.1025,0.531454,0.3845,0.9707,5.03119,3.64,0.9793,5.07612,3.6725,
2017-07-31T00:00:00,,5.27079,3.75,0.0804932467428981,0.424263,0.301850534314214,0.1003,0.528483,0.376,0.1025,0.54043,0.3845,0.9707,5.11616,3.64,0.9793,5.16185,3.6725,
2017-08-31T00:00:00,,5.31839,3.75,0.0803602217964459,0.427387,0.301350265117329,0.1003,0.533257,0.376,0.1025,0.545313,0.3845,0.9707,5.16238,3.64,0.9793,5.20847,3.6725,
2017-09-30T00:00:00,,5.29987,3.75,0.0805731083969984,0.427027,0.302148871435647,0.1003,0.5314,0.376,0.1025,0.543413,0.3845,0.9707,5.1444,3.64,0.9793,5.19033,3.6725,
2017-10-31T00:00:00,,5.26321,3.75,0.0807201308707044,0.424847,0.302701065891473,0.1003,0.527724,0.376,0.1025,0.539654,0.3845,0.9707,5.10882,3.64,0.9793,5.15443,3.6725,
2017-11-30T00:00:00,,5.3118,3.75,0.0804533303211717,0.427352,0.301699988704394,0.1003,0.532598,0.376,0.1025,0.544636,0.3845,0.9707,5.15599,3.64,0.9793,5.20202,3.6725,
2017-12-31T00:00:00,,5.34051,3.75,0.080466472303207,0.429732,0.301750542436435,0.1003,0.535475,0.376,0.1025,0.547579,0.3845,0.9707,5.18385,3.64,0.9793,5.23013,3.6725,
2018-01-31T00:00:00,,5.46421,3.75,0.0798931593039067,0.436553,0.299599895684638,0.1003,0.547879,0.376,0.1025,0.560265,0.3845,0.9707,5.30391,3.64,0.9793,5.35129,3.6725,
2018-02-28T00:00:00,,5.42208,3.75,0.0800266687322946,0.433911,0.300099592638444,0.1003,0.543653,0.376,0.1025,0.555945,0.3845,0.9707,5.26302,3.64,0.9793,5.31003,3.6725,
2018-03-31T00:00:00,,5.452,3.75,0.0799332355099046,0.435796,0.299751007662361,0.1003,0.546654,0.376,0.1025,0.559012,0.3845,0.9707,5.29207,3.64,0.9793,5.33931,3.6725,
2018-04-30T00:00:00,,5.39273,3.75,0.0802133613216312,0.432569,0.300800383850465,0.1003,0.540713,0.376,0.1025,0.552935,0.3845,0.9707,5.23456,3.64,0.9793,5.28128,3.6725,
2018-05-31T00:00:00,,5.31245,3.75,0.0805598170335721,0.42797,0.302100024706173,0.1003,0.53266,0.376,0.1025,0.544704,0.3845,0.9707,5.15661,3.64,0.9793,5.20264,3.6725,
2018-06-30T00:00:00,,5.27465,3.75,0.0807467794071645,0.425911,0.302801140362726,0.1003,0.528871,0.376,0.1025,0.540827,0.3845,0.9707,5.11993,3.64,0.9793,5.16564,3.6725,
2018-07-31T00:00:00,,5.26826,3.75,0.0806666717284265,0.424973,0.302499875433314,0.1003,0.528231,0.376,0.1025,0.540173,0.3845,0.9707,5.11373,3.64,0.9793,5.15937,3.6725,
2018-08-31T00:00:00,,5.25522,3.75,0.0806929110484433,0.424059,0.302598848286344,0.1003,0.526923,0.376,0.1025,0.538834,0.3845,0.9707,5.10105,3.64,0.9793,5.1466,3.6725,
2018-09-30T00:00:00,,5.23218,3.75,0.0806669495315528,0.422064,0.302500627127755,0.1003,0.524615,0.376,0.1025,0.536475,0.3845,0.9707,5.07872,3.64,0.9793,5.12405,3.6725,
2018-10-31T00:00:00,,5.18299,3.75,0.0810530215184671,0.420097,0.303948977303148,0.1003,0.51968,0.376,0.1025,0.531429,0.3845,0.9707,5.03094,3.64,0.9793,5.07586,3.6725,
2018-11-30T00:00:00,,5.1871,3.75,0.0809997879354553,0.420154,0.303748472777485,0.1003,0.520094,0.376,0.1025,0.53185,0.3845,0.9707,5.03494,3.64,0.9793,5.07991,3.6725,
2018-12-31T00:00:00,,5.21548,3.75,0.0809463366746685,0.422174,0.303549781059685,0.1003,0.522939,0.376,0.1025,0.534759,0.3845,0.9707,5.06247,3.64,0.9793,5.10767,3.6725,
2019-01-31T00:00:00,,5.25262,3.75,0.0807465607639616,0.424131,0.3027993146284,0.1003,0.523615,0.376,0.1025,0.538567,0.3845,0.9707,5.09853,3.64,0.9793,5.14406,3.6725,
2019-02-28T00:00:00,,5.24241,3.75,0.0808797862051995,0.424005,0.303298330448218,0.1003,0.5256,0.376,0.1025,0.537522,0.3845,0.9707,5.08864,3.64,0.9793,5.13408,3.6725,
2019-03-31T00:00:00,,5.20595,3.75,0.0810265177345153,0.42182,0.303850171078696,0.1003,0.52198,0.376,0.1025,0.533783,0.3845,0.9707,5.05324,3.64,0.9793,5.09835,3.6725,
2019-04-30T00:00:00,,5.21439,3.75,0.0810403517957038,0.422576,0.303900007910767,0.1003,0.52104,0.376,0.1025,0.534651,0.3845,0.9707,5.06145,3.64,0.9793,5.10663,3.6725,
2019-05-31T00:00:00,,5.16606,3.75,0.0810935219490289,0.418934,0.304099824334722,0.1003,0.517985,0.376,0.1025,0.529695,0.3845,0.9707,5.01454,3.64,0.9793,5.05929,3.6725,
2019-06-30T00:00:00,,5.2133,3.75,0.0808666295820306,0.421582,0.303250588040656,0.1003,0.522719,0.376,0.1025,0.534536,0.3845,0.9707,5.06037,3.64,0.9793,5.10556,3.6725,
2019-07-31T00:00:00,,5.1578,3.75,0.0810799545576153,0.418225,0.304050861135143,0.1003,0.517157,0.376,0.1025,0.528849,0.3845,0.9707,5.00651,3.64,0.9793,5.05122,3.6725,
2019-08-31T00:00:00,,5.13128,3.75,0.0809466643800377,0.41536,0.303550287209319,0.1003,0.51449,0.376,0.1025,0.526693,0.3845,0.9707,4.98075,3.64,0.9793,5.03064,3.6725,
2019-09-30T00:00:00,,5.1124,3.75,0.0810799233236836,0.414513,0.30404896905326,0.1003,0.512603,0.376,0.1025,0.524191,0.3845,0.9707,4.96243,3.64,0.9793,5.00673,3.6725,
2019-10-31T00:00:00,,5.17272,3.75,0.0808665460338081,0.4183,0.303249987313233,0.1003,0.518651,0.376,0.1025,0.530375,0.3845,0.9707,5.02099,3.64,0.9793,5.0658,3.6725,
2019-11-30T00:00:00,,5.14838,3.75,0.0809730439478049,0.41688,0.30364920970209,0.1003,0.51621,0.376,0.1025,0.52788,0.3845,0.9707,4.99735,3.64,0.9793,5.04197,3.6725,
2019-12-31T00:00:00,,5.1622,3.75,0.0811797295726628,0.419066,0.305241459683881,0.1003,0.519942,0.376,0.1025,0.531697,0.3845,0.9707,5.03347,3.64,0.9793,5.07844,3.6725,
2020-01-31T00:00:00,,5.15967,3.75,0.0810131268084974,0.418001,0.303799667129391,0.1003,0.517733,0.376,0.1025,0.529437,0.3845,0.9707,5.00831,3.64,0.9793,5.05303,3.6725,
2020-02-29T00:00:00,,5.13624,3.75,0.0814931457544365,0.416606,0.305599894369297,0.1003,0.516353,0.376,0.1025,0.528028,0.3845,0.9707,4.98557,3.64,0.9793,5.03008,3.6725,
2020-03-31T00:00:00,,5.118,3.75,0.082279992184447,0.421109,0.308549970691676,0.1003,0.513164,0.376,0.1025,0.524764,0.3845,0.9707,4.96786,3.64,0.9793,5.01223,3.6725,
2020-04-30T00:00:00,,5.124,3.75,0.0823198672911788,0.421807,0.30869950234192,0.1003,0.5137672,0.376,0.1025,0.525381,0.3845,0.9707,4.97371,3.64,0.9793,5.01812,3.6725,
2020-05-31T00:00:00,,5.12051,3.75,0.0823464850180939,0.42148,0.308649931163772,0.1003,0.515879,0.376,0.1025,0.52754,0.3845,0.9707,4.97065,3.64,0.9793,5.01502,3.6725,
2020-06-30T00:00:00,,5.15887,3.75,0.0820799903854914,0.42344,0.307799665624773,0.1003,0.51721,0.376,0.1025,0.528955,0.3845,0.9707,5.00754,3.64,0.9793,5.05224,3.6725,
2020-07-31T00:00:00,,5.23415,3.75,0.0817733538396874,0.430093,0.306000583409817,0.1003,0.531313,0.376,0.1025,0.543325,0.3845,0.9707,5.12072,3.64,0.9793,5.16644,3.6725,
2020-08-31T00:00:00,,5.32093,3.75,0.0814133995372989,0.433195,0.305301252369777,0.1003,0.5335111,0.376,0.1025,0.545572,0.3845,0.9707,5.16484,3.64,0.9793,5.21097,3.6725,
2020-09-30T00:00:00,,5.27841,3.75,0.0817067413877108,0.430908,0.30619919276903,0.1003,0.5335111,0.376,0.1025,0.541213,0.3845,0.9707,5.12358,3.64,0.9793,5.16932,3.6725,
2020-10-31T00:00:00,,5.29496,3.75,0.0815065620056394,0.433306,0.305650901139209,0.1003,0.530776,0.376,0.1025,0.542776,0.3845,0.9707,5.13964,3.64,0.9793,5.18554,3.6725,
2020-11-30T00:00:00,,5.36285,3.75,0.0813468584800992,0.436251,0.30505143032956,0.1003,0.5377151,0.376,0.1025,0.549871,0.3845,0.9707,5.20554,3.64,0.9793,5.25202,3.6725,
2020-12-31T00:00:00,,5.40754,3.75,0.0809599189280153,0.437266,0.303600019440799,0.1003,0.5415409432,0.376,0.1025,0.553783,0.3845,0.9707,5.24257,3.64,0.9793,5.28938,3.6725,
2021-01-31T00:00:00,,5.4095,3.75,0.0807597744708383,0.435698,0.302849874188481,0.1003,0.541741,0.376,0.1025,0.553989,0.3845,0.9707,5.23673,3.64,0.9793,5.28349,3.6725,
2021-02-28T00:00:00,,5.42494,3.75,0.0804934172254653,0.436085,0.301849506129258,0.1003,0.541166,0.376,0.1025,0.5534,0.3845,0.9707,5.26582,3.64,0.9793,5.31282,3.6725,
2021-03-31T00:00:00,,5.31454,3.75,0.0806397167017277,0.428563,0.302399079882304,0.1003,0.5329,0.376,0.1025,0.544918,0.3845,0.9707,5.15863,3.64,0.9793,5.2047,3.6725,
2021-04-30T00:00:00,,5.38494,3.75,0.0802668182003885,0.432232,0.300999310580157,0.1003,0.539931,0.376,0.1025,0.552138,0.3845,0.9707,5.22698,3.64,0.9793,5.27365,3.6725,
2021-05-31T00:00:00,,5.4175,3.75,0.0802000922934933,0.434484,0.3007496521697,0.1003,0.543195,0.376,0.1025,0.555475,0.3845,0.9707,5.25859,3.64,0.9793,5.30555,3.6725,
2021-06-30T00:00:00,,5.34908,3.75,0.0802799733785997,0.429424,0.30105018157345,0.1003,0.536335,0.376,0.1025,0.548459,0.3845,0.9707,5.19219,3.64,0.9793,5.23854,3.6725,
