السنة,الربع,الربع ,رقم الربع ,المنطقة,المدينة,الحي,نوع العقار,عدد الصكوك ,مجموع سعر العقار,المساحة M2,متوسط سعر المتر,الحد الأعلى لسعر المتر,الحد الأدنى لسعر المتر 
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,القرينية,قطعة أرض-تجارى,7,16800000,7015,2837.55475147591,3761.57,1920
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الكندرة,قطعة أرض-تجارى,2,42041842,7237.84,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,المحجر,قطعة أرض-تجارى,3,38100000,20153.6,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,أبحر الجنوبية,قطعة أرض-تجارى,11,48785698,6612.99,3422.41225579012,3422.41,3422.41
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الشاطئ,قطعة أرض-تجارى,3,187358795,22408.27,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,المحمدية,قطعة أرض-تجارى,32,449936625.99,62745.01,6638.94933816861,7503.26,1435.02
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الأجاويد,قطعة أرض-تجارى,1,2300000,600,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الساحل,قطعة أرض-تجارى,9,78917000,1916259,763.888888888889,882.35,666.67
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الثغر,قطعة أرض-تجارى,4,63738852.5,15129.29,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الجوهرة,قطعة أرض-تجارى,1,750000,612.5,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,المليساء,قطعة أرض-تجارى,1,60000000,768081.94,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,النزهة,قطعة أرض-تجارى,8,31340884,7149.11,4731.57166046023,8213.55,2876.69
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,العزيزية,قطعة أرض-تجارى,12,26361046,5950.03,4111.63785680193,5626.15,2790.66
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,العشيرية,قطعة أرض-تجارى,1,500000,400,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,بريمان,قطعة أرض-تجارى,1,300000,379.13,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,بني مالك,قطعة أرض-تجارى,12,31323424.2,4561.75,3610.8606252116,5422.75,3000
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,النهضة,قطعة أرض-تجارى,1,9000000,750,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,النور,قطعة أرض-تجارى,15,16640526.32,7787.69,1924.69177186321,3500,1200
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الأمير عبد المجيد,قطعة أرض-تجارى,1,2600000,2500,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,اللؤلؤ,قطعة أرض-تجارى,4,9784892.5,2623.5,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,المرجان,قطعة أرض-تجارى,5,45100000,5444.41,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الرغامة,قطعة أرض-تجارى,3,7647000,4084.28,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الياقوت,قطعة أرض-تجارى,27,68094323.51,14900.08,4226.0947281839,5000,3600
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الجامعه,قطعة أرض-تجارى,1,6500000,400,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الوادي,قطعة أرض-تجارى,21,159467470.99,132860.51,1088.04400701814,1250,1000
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الفروسية,قطعة أرض-تجارى,9,11070000,3517.27,2285.91902543891,3666.25,1650
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الخضراء,قطعة أرض-تجارى,4,10730126,2731.96,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الراشدية,قطعة أرض-تجارى,10,8530000,6165.01,2100.3835963726,3200,1500
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,النوارية,قطعة أرض-تجارى,4,7495000,2424.91,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,العمرة,قطعة أرض-تجارى,6,47609250,88263.69,2489.45641986879,4333.69,1186.32
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,بترومين,قطعة أرض-تجارى,2,2723928,720.4,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,مشرفة,قطعة أرض-تجارى,5,45732405.71,8785.17,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,البحيرات,قطعة أرض-تجارى,2,5000000,3794.51,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,البشائر,قطعة أرض-تجارى,5,6900000,2871.94,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,البوادى,قطعة أرض-تجارى,2,9025000,1287,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الحمراء,قطعة أرض-تجارى,2,130000000,37011.2,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,بطحاء قريش  ,قطعة أرض-تجارى,8,68972340,7897.92,10367.351594968,13093.7,5333.33
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الثعالبة,قطعة أرض-تجارى,1,1010640,210.55,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الحمدانية,قطعة أرض-تجارى,12,57426672.1,12584.54,3794.24284385139,6666.67,2899.51
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الخمرة,قطعة أرض-تجارى,4,24303915.5,26863.43,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الرياض,قطعة أرض-تجارى,44,82285879.87,45799.82,1644.84283575123,2976,1027.62
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,السامر,قطعة أرض-تجارى,5,13840000,3715.94,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الشرائع,قطعة أرض-تجارى,7,16147120,4441.53,4237.76214590189,4974.49,3950
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,المرسلات,قطعة أرض-تجارى,1,19000000,601.8,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,السبيل,قطعة أرض-تجارى,4,1563147.5,336.83,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,السروات,قطعة أرض-تجارى,10,62595300,44617.56,1427.17522398346,1583.33,1300
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الصفا,قطعة أرض-تجارى,14,68102950.99,11544.75,6295.80552060372,7905.27,4938.27
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,السنابل,قطعة أرض-تجارى,5,16458668.06,4194.11,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الصحيفة,قطعة أرض-تجارى,1,249453,93.122,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,المنار,قطعة أرض-تجارى,3,14200000,2750,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,النسيم,قطعة أرض-تجارى,3,19425000,2515,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الفضيلة,قطعة أرض-تجارى,12,10079787.35,4518.5,2757.63016410988,4400,1812.5
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الفنار,قطعة أرض-تجارى,20,62796000,23691.37,1927.67066180302,2928.57,1527.78
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,جوهرة ثول,قطعة أرض-تجارى,1,260000,864,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,طيبة,قطعة أرض-تجارى,20,44953757.63,16669.1,2620.9283494651,3593.75,2166.67
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,غليل,قطعة أرض-تجارى,15,15155157.67,4074.69,3373.98216331537,4019.54,2720.12
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الرصيفة,قطعة أرض-تجارى,10,11690879.56,7291.31,975.230050619367,2068.49,351.31
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,النزلة الشرقية,قطعة أرض-تجارى,1,721992,130.56,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,المنتزهات,قطعة أرض-تجارى,1,13200000,5762.19,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,النجمة,قطعة أرض-تجارى,4,6012000,2700,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الملك فهد,قطعة أرض-تجارى,19,47689299.25,16446.18,3162.80906815931,3750,2833.26
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الهجلة الجديد,قطعة أرض-تجارى,1,790000,522.5,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الواحة,قطعة أرض-تجارى,8,31291521.2,7376.01,4490.33840224749,5600,4100
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الوفاء,قطعة أرض-تجارى,18,28732200,13912.51,2142.81895715004,2419.35,1560
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,المروة,قطعة أرض-تجارى,6,30160000,4279.76,6253.56361161691,6789.85,5866.67
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,النزلة اليمانية,قطعة أرض-تجارى,9,98843711,25634.5,4060.49719990131,4993.59,3196.91
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,مدائن الفهد,قطعة أرض-تجارى,1,4200000,650,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,بلدة ذهبان,قطعة أرض-تجارى,15,253735936.03,2041977.47,897.763251966091,1111.11,700
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,مريخ,قطعة أرض-تجارى,2,11200000,1484.28,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,خارج حدود الاحياء,قطعة أرض-تجارى,3,200000,1582.72,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الحمراء,قطعة أرض-تجارى,6,19933743,7504.61,3370.59293407609,4000.54,2780.25
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,العدل,قطعة أرض-تجارى,2,7209685,1352.81,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,العسيلة,قطعة أرض-تجارى,6,7567500,2719,2568.49315068493,2700,2500
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,العوالي,قطعة أرض-تجارى,1,18500000,2500,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,وادي جليل,قطعة أرض-تجارى,2,2475000,994,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,كدي,قطعة أرض-تجارى,2,12400000,1398,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,النسيم,قطعة أرض-تجارى,2,7800000,1560.45,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الأصالة,قطعة أرض-سكنى,6,5296676.83,3164.14,2112.30416006572,2265.65,1860.47
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,البساتين,قطعة أرض-سكنى,10,21603878.6,5065.73,4949.92218338816,6006.86,4282.84
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,البغددية الشرقية,قطعة أرض-سكنى,10,10147158,2818.63,3684.12265311347,4808.87,2446.74
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الخالدية,قطعة أرض-سكنى,11,27829694.76,6194.98,4748.4126170123,5733.33,2926.97
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الرحمانية,قطعة أرض-سكنى,113,93142621,61420.08,1548.72226906674,1683.33,1273.49
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الريان,قطعة أرض-سكنى,20,33329350.14,13099.73,2734.81437604958,2944,2640
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الزهور,قطعة أرض-سكنى,10,6319000,7584.5,824.292305773787,933.33,722.22
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الفردوس,قطعة أرض-سكنى,12,14697432.75,4397.5,3150.74228458498,4434.42,1904.76
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الأمير فواز الشمالى,قطعة أرض-سكنى,2,3465000,1446.67,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,البحيرات,قطعة أرض-سكنى,59,59342250,37811.84,1487.29842664017,1944.44,1166.67
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الأجواد,قطعة أرض-سكنى,14,22082027.71,6710.35,2528.33523834693,3600,1500
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,أم السلم,قطعة أرض-سكنى,13,11600527,7866.14,1426.64297021434,2039.22,700
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الجامعة,قطعة أرض-سكنى,129,219861189.19,54043.457,3956.10376560479,5274.73,3100
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,النهضة,قطعة أرض-سكنى,22,76719858.33,12346.24,5508.33387232119,8166.67,4160
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الهنداوية,قطعة أرض-سكنى,53,58988278.2,13856.7,4022.46157745828,5840.67,2878.6
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,البشائر,قطعة أرض-سكنى,52,33669000,23733.71,1504.72040668119,1600,1280
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,البوادى,قطعة أرض-سكنى,58,165655204.5,29854.47,4602.10599792,6036.22,3679.65
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الورود,قطعة أرض-سكنى,2,4811425,788.15,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,البلد,قطعة أرض-سكنى,44,97120520.34,9418.67,5441.14774688878,10713.28,3246.46
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الرغامة,قطعة أرض-سكنى,26,59227824.67,19648.26,2257.09877125614,3000,1837.26
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الروابي,قطعة أرض-سكنى,6,20364300,3897.88,4175.59711044103,7313.03,1710.1
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الروضة,قطعة أرض-سكنى,56,286037160.86,50739.63,6209.97110196585,7700,4500
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الزمرد,قطعة أرض-سكنى,22,16950679.53,12296.4,1619.55241460542,1760,1500
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الحمراء,قطعة أرض-سكنى,18,159990136,22124.21,5369.51755472573,9000,3223.24
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,أبحر الشمالية,قطعة أرض-تجارى,5,10087569,2182.59,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الخمرة,قطعة أرض-سكنى,33,32468642.97,12793,2721.48974358974,5150,1333.33
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الرحاب,قطعة أرض-سكنى,10,34761442,9987.87,4157.90434072843,4651.16,3810.18
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,السنابل,قطعة أرض-سكنى,10,9487183.83,5756.34,1571.03941018194,3138.63,1238.49
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الشرفية,قطعة أرض-سكنى,52,101008752.27,24976.318,3708.66461411472,5250.35,2577.25
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الرياض,قطعة أرض-سكنى,89,56082466.38,58708.45,1003.18936033493,1128.12,800
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,السلامة,قطعة أرض-سكنى,56,193566190.98,33122.18,5524.04658509319,6805.99,2982.39
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الصوارى,قطعة أرض-سكنى,24,27024387.34,14428.28,1952.57510821757,2181.82,1671.89
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الشاطئ,قطعة أرض-سكنى,12,56465222.14,10442.53,5477.69222412789,5599.24,5000
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الصحيفة,قطعة أرض-سكنى,23,17132477.5,3622.76,4778.22231050559,6050,3495.98
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,العدل,قطعة أرض-سكنى,3,5814048.61,2040,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الجامعه,قطعة أرض-سكنى,1,289700,487.5,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الخضراء,قطعة أرض-سكنى,14,13529695,9513.1,1340.05895568653,2000,673.88
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الراشدية,قطعة أرض-سكنى,10,7651000,5544.68,1552.7950310559,1666.67,1440.23
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الزهراء,قطعة أرض-تجارى,6,83428193.26,8345,11285.2664576803,11458.33,10857.14
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,السرورية,قطعة أرض-تجارى,8,54381415,35329.34,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,السليمانية,قطعة أرض-تجارى,2,6000000,1250,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,العزيزية,قطعة أرض-سكنى,72,148535746.99,42346.696,3412.10886254138,4300,2192.6
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,العشيرية,قطعة أرض-سكنى,2,1219999.98,1190,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الفيحاء,قطعة أرض-سكنى,16,105179799.5,20194.94,5328.94225694433,5800,4870
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الفيصلية,قطعة أرض-سكنى,33,56832029.67,15330.495,3529.71254861556,4326.87,2736.29
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الشبيكة الجديد,قطعة أرض-سكنى,1,200000,432,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,المسفلة,قطعة أرض-سكنى,14,24964867,143781.46,2719.99399461904,4166.67,1404.26
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,أبحر الشمالية,قطعة أرض-سكنى,42,102617685.23,39972.43,3094.86244815579,3454.55,1707.81
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الأجاويد,قطعة أرض-سكنى,15,21950278.88,9003.63,2369.03365890145,3954.89,1272.73
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الشراع,قطعة أرض-تجارى,16,35147500,10739,2992.87280701754,4200,1077.78
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الصالحية,قطعة أرض-تجارى,13,22258268.72,6438.43,3546.98818613022,4262.67,2619.58
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,العمارية,قطعة أرض-تجارى,4,16248755,2209.25,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الغدير,قطعة أرض-تجارى,5,5510000,3621.21,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,القرينية,قطعة أرض-سكنى,70,47976115.81,41474.25,1232.34160516493,1425,1000
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الكندرة,قطعة أرض-سكنى,52,102830016.37,25545.11,4187.49956088843,5538.45,3253.21
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الكوثر,قطعة أرض-سكنى,2,2857172.06,1323.5,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,النوارية,قطعة أرض-سكنى,13,10364754,6551.96,1478.70885484668,3146.67,907.03
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الاندلس,قطعة أرض-سكنى,12,74253620,16815.75,4112.8708117078,5000,4000
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,النزلة الشرقية,قطعة أرض-سكنى,32,64547972.6,23919.485,3083.4207477576,4100,2388.63
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الفضل,قطعة أرض-تجارى,1,2028333.5,584.37,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,اللؤلؤ,قطعة أرض-سكنى,19,21708800,9267.5,2401.58415841584,2654.87,2054.97
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الأمير عبد المجيد,قطعة أرض-سكنى,2,5000000,1966.33,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الواحة,قطعة أرض-سكنى,17,71763731.04,20813.09,4180.90023010688,5176,3103.66
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,النخيل,قطعة أرض-تجارى,3,16150000,5065.21,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,النعيم,قطعة أرض-تجارى,7,28471681.82,5256,5033.55704697987,5033.56,5033.56
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,المروج,قطعة أرض-سكنى,16,9441000,10972.3,934.371523915462,1200,695.65
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الوداد,قطعة أرض-سكنى,124,35942000,88141.7,423.780809979621,481.45,315.79
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,بريمان,قطعة أرض-سكنى,16,12017812,70731.2,1813.37499147719,2200,1258.68
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الهنداوية,قطعة أرض-تجارى,1,714780,216.6,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,قباء,قطعة أرض-سكنى,7,12920000,8026.88,1402.57106439033,1500,1333.33
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الوادي,قطعة أرض-سكنى,21,132663904.5,114960.07,1230.60641600542,1250,1225
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,العزيزية,قطعة أرض-تجارى,3,174470000,11903.65,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,بني مالك,قطعة أرض-سكنى,93,239819752.8,59550.56,3541.62160496898,4569.01,2430.34
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الثعالبة,قطعة أرض-سكنى,24,57018639.6,13982.7,2798.74511895348,5580.27,2313.48
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الحمدانية,قطعة أرض-سكنى,27,25527584.67,14106.29,1749.480316655,2083.33,1546.5
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,مدائن الفهد,قطعة أرض-سكنى,13,36626905,8230.8,4096.29463138967,5072.46,2960
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,البحيرات,قطعة أرض-سكنى,19,16098040,7819.46,1984.41810456849,4000,1616.92
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,طيبة,قطعة أرض-سكنى,44,52903588.79,36125.01,1575.83603351119,1814.31,1353.48
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,المعابده,قطعة أرض-تجارى,1,14000000,216.47,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الهنداوية,قطعة أرض-تجارى,1,19000000,1146.24,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,السلامة,قطعة أرض-سكنى,4,4730000,2664.7,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,السليمانية,قطعة أرض-سكنى,4,25148547.42,454.31,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الكعكية,قطعة أرض-سكنى,6,6300000,2668,2400.36231884058,2500,2206.52
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,أبحر الجنوبية,قطعة أرض-سكنى,42,88985272.83,26224.54,3553.81393711208,4130.83,2800
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الزاهر,قطعة أرض-سكنى,7,10267000,2958.92,3013.50048216008,3568.37,1313.11
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الشرائع,قطعة أرض-سكنى,111,97125844.03,118715.76,1048.22906892814,2500,423.13
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الفروسية,قطعة أرض-سكنى,19,18191790.53,13171,1430.30058503127,1474.36,1388.89
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الفلاح,قطعة أرض-سكنى,31,26896636.74,17355.53,1581.09025796166,1760,1325.2
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الخليج,قطعة أرض-سكنى,10,13305000,6667.91,904.109589041096,955.56,844.44
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,العسيلة,قطعة أرض-سكنى,19,22290000,8813.11,2128.39341344014,2660,1625
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,العمرة,قطعة أرض-سكنى,26,15572279,14645.36,1148.09114089944,1473.68,761.31
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,البغدادية الغربية,قطعة أرض-سكنى,4,13280000,2773.32,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الثغر,قطعة أرض-سكنى,39,93163444.35,21056,4211.48950271771,5533.24,2442.53
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الجوهرة,قطعة أرض-سكنى,7,25515000,9193.06,1810.49735236524,1959.08,1707.32
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الهجره,قطعة أرض-سكنى,3,8435070,2472.79,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,العتيبية,قطعة أرض-سكنى,3,51161342.92,846.23,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,العكيشية,قطعة أرض-سكنى,1,300000,450,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الهنداوية,قطعة أرض-سكنى,6,33841869.28,1866.53,16768.5856604134,24644.2,1693.83
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,خارج حدود الاحياء,قطعة أرض-سكنى,7,345000,4083,80.5555555555556,83.33,75
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,المحمدية,قطعة أرض-سكنى,35,123074577.95,20426.39,5433.61317619395,6300,4978.9
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,المرجان,قطعة أرض-سكنى,16,41519744,8894.92,4982.40587923894,5818.18,4634.8
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,المنار,قطعة أرض-سكنى,11,15142683,6799.5,2527.0831373634,2989.13,2153.85
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الساحل,قطعة أرض-سكنى,9,4072000,5313.06,770.619073538259,1017.82,568.7
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,السبيل,قطعة أرض-سكنى,56,57577619.3,13291.07,3693.70732032526,5212.18,2795.32
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,السروات,قطعة أرض-سكنى,2,8920000,10000,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,السرورية,قطعة أرض-سكنى,11,20499600,15395.31,1384.52399202821,1500,1200
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الشراع,قطعة أرض-سكنى,440,197715238.47,286265.7,504.981230815807,613.43,433.33
