السنة,الربع,المنطقة,المدينة,النوع,الاستخدام,عدد الصفقات,مجموع قيم الصفقات,مجموع المساحات,متوسط سعر المتر,أعلى متوسط سعر متر,أقل متوسط سعر متر
2025,3,الجوف,القريات,أرض,سكني,186,51542470.26,113003.1,313.8936698,910.43,57.97
2025,3,الجوف,سكاكا,شقة,سكني,14,6628471,2722,2465.502485,2628.41,2387.35
2025,3,الجوف,سكاكا,فيلا,سكني,1,150000,625,NULL,NULL,NULL
2025,3,الجوف,طبرجل,أرض,سكني,77,15778502.37,175866.69,148.8101303,545.45,81.68
2025,3,الجوف,سكاكا,دوبلكس,سكني,4,2215000,950.48,NULL,NULL,NULL
2025,3,الجوف,دومة الجندل,أرض,سكني,153,14193280.26,177918.61,24.89661957,145.93,4.88
2025,3,الجوف,سكاكا,أرض,سكني,378,114208970,757196.38,71.51733944,1208.13,0.24
2025,3,الجوف,القريات,فيلا,سكني,2,215000,745.6,NULL,NULL,NULL
