المؤشر العقاري لمدينة الرياض  في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
المدينة,الرياض,,,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021
الشهر,تصنيف العقار,نوع العقار,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات
مايو,سكني,معرض/محل,89773118,34723.69999999999,89,92151827,24233.1233,54,21804547,9934.771999999999,22,,,
مايو,سكني,مركز تجاري,1000000,1078.8,1,,,,,,,,,
مايو,سكني,بيت,6413359,4068.8072999999995,27,5925280,4624.5904,22,1050000,447.48,2,,,
مايو,سكني,مرفق,31000000,21190,2,49780000,29600,2,935000,750,1,,,
مايو,سكني,إستراحة,,,,1123250,997,2,,,,,,
مايو,تجاري,,1254493504,2037997.349600001,268,1424852502,1492802.0284,284,381884683,811563.693,67,,,
مايو,تجاري,قطعة أرض,1150723745,1986073.3996000008,233,1411817542,1488270.9084,257,375176130,809197.153,51,,,
مايو,تجاري,عمارة,2000000,400,1,,,,,,,,,
مايو,تجاري,فيلا,2650000,2352,4,2750000,555,1,,,,,,
مايو,تجاري,شقة,12498575,4750.83,29,10191960,3833.4900000000007,25,6708553,2366.54,16,,,
مايو,تجاري,مركز تجاري,86621184,44421.12,1,,,,,,,,,
مايو,تجاري,بيت,,,,93000,142.63,1,,,,,,
مايو,زراعي,,,,,1236740,618.375,1,5247000,1896.16,8,,,
مايو,زراعي,قطعة أرض,,,,,,,5247000,1896.16,8,,,
مايو,زراعي,مركز تجاري,,,,1236740,618.375,1,,,,,,
مايو,صناعي,,2500000,465.5,1,,,,,,,,,
مايو,صناعي,بيت,2500000,465.5,1,,,,,,,,,
يونيو,,,1626397202,3006684.0371000003,1239,2741526352,2498909.9147999985,2838,12825919856,9201194.15580001,6774,,,
يونيو,سكني,,950534231,839177.5727999994,1140,2012702756,1696489.8748000008,2648,7290863838,4589828.688200007,5725,,,
يونيو,سكني,قطعة أرض,875183258,811515.0239999994,1027,1783208229,1611900.7998000004,2375,6577695716,4412905.090200006,5222,,,
يونيو,سكني,عمارة,300000,827.59,3,,,,700000,99.11,1,,,
يونيو,سكني,فيلا,9589655,5255.120000000001,13,77200357,20666,35,110268580,44973.305,68,,,
يونيو,سكني,شقة,34592024,9700.965,60,83358057,27710.720000000005,153,179506674,49003.47800000003,291,,,
يونيو,سكني,معرض/محل,28248181,10797.73,25,62865013,30355.905000000006,68,127652323,39060.915000000015,99,,,
يونيو,سكني,مركز تجاري,,,,,,,1300000,1537.5,2,,,
يونيو,سكني,بيت,2621113,1081.1438,12,4686100,3226.45,12,20084166,13926.789999999999,35,,,
يونيو,سكني,مرفق,,,,,,,270215129,24000,2,,,
يونيو,سكني,إستراحة,,,,1385000,2630,5,3441250,4322.5,5,,,
يونيو,تجاري,,675862971,2167506.4642999996,99,723984744,659337.775,187,5260977422,4413546.687600002,735,,,
يونيو,تجاري,قطعة أرض,671294759,2165009.1742999996,86,714589242,655391.395,163,5210934855,4396277.751600003,687,,,
يونيو,تجاري,عمارة,,,,425000,207,2,6928573,2588.5,4,,,
يونيو,تجاري,فيلا,,,,,,,11900000,5220,2,,,
يونيو,تجاري,شقة,4547212,1747.29,12,8920502,3677.3199999999997,20,17243994,4998.336000000001,36,,,
يونيو,تجاري,معرض/محل,21000,750,1,50000,62.06,2,6850000,1829.25,4,,,
يونيو,تجاري,قصر,,,,,,,7020000,2340,1,,,
يونيو,تجاري,بيت,,,,,,,100000,292.85,1,,,
يونيو,زراعي,,,,,4838852,143082.26499999998,3,273858596,197068.78000000003,313,,,
يونيو,زراعي,قطعة أرض,,,,510000,6366.87,1,188658596,45747.31000000005,310,,,
يونيو,زراعي,أرض زراعية,,,,4328852,136715.395,2,85200000,151321.47,3,,,
يونيو,صناعي,,,,,,,,220000,750,1,,,
يونيو,صناعي,قطعة أرض,,,,,,,220000,750,1,,,
يوليو,,,3323436786,2760570.8125999984,3373,6094047073,6277426.641199996,6572,2755053001,2226451.734900001,3296,,,
يوليو,سكني,,2260690704,2030660.0315999996,3126,4199032431,4299867.091199998,6099,1790375717,1727611.119,2720,,,
يوليو,سكني,قطعة أرض,1892727480,1928587.4322999998,2823,3815839875,4121394.2701999964,5620,1533677861,1635475.2569999995,2426,,,
يوليو,سكني,عمارة,,,,783333,555.8299999999999,2,800000,652.03,3,,,
يوليو,سكني,فيلا,63654782,35197.1823,37,94382165,46490.23799999999,74,20940930,14102.185,25,,,
يوليو,سكني,شقة,221225624,34646.58399999998,151,131635994,66239.34299999998,283,164114766,29128.821999999996,185,,,
يوليو,سكني,معرض/محل,77916005,28092.4,89,142449864,48169.26,90,60117160,21104.325,52,,,
يوليو,سكني,قصر,,,,7067000,5500,1,,,,,,
يوليو,سكني,بيت,4841813,2386.433,24,4148200,5264.150000000001,21,4065000,3856.899999999999,20,,,
يوليو,سكني,مرفق,,,,,,,3300000,18250,2,,,
يوليو,سكني,إستراحة,325000,1750,2,2726000,6254,8,3360000,5041.6,7,,,
يوليو,تجاري,,1037246082,559773.531,244,1885221722,1752533.15,468,773960668,455446.2359000002,273,,,
يوليو,تجاري,قطعة أرض,1024256120,554647.805,212,1824798467,1735682.8199999998,418,762985177,451207.56590000005,250,,,
يوليو,تجاري,عمارة,1800000,92.095,1,39701770,5948.9,3,,,,,,
يوليو,تجاري,فيلا,,,,772400,964,2,,,,,,
يوليو,تجاري,شقة,9899962,4176.921,28,15380485,7242.259999999999,42,9675491,3595.17,21,,,
يوليو,تجاري,معرض/محل,1290000,856.7099999999999,3,2415000,112.99,1,900000,203.5,1,,,
يوليو,تجاري,مركز تجاري,,,,,,,400000,440,1,,,
يوليو,تجاري,بيت,,,,1200000,198.14,1,,,,,,
يوليو,تجاري,مرفق,,,,953600,2384.04,1,,,,,,
يوليو,زراعي,,25500000,170137.25,3,9792920,225026.4,5,190716616,43394.38,303,,,
يوليو,زراعي,قطعة أرض,500000,6698.23,1,8692920,170976.4,2,190716616,43394.38,303,,,
يوليو,زراعي,بيت,,,,750000,750,2,,,,,,
يوليو,زراعي,أرض زراعية,25000000,163439.02,2,350000,53300,1,,,,,,
اوغسطس,,,2046079420,1434987.6946,1825,3518782457,3458000.579299994,4695,2744598245,2304668.8488,3394,,,
اوغسطس,سكني,,1057890367,1024106.1995999996,1666,2609097016,2997077.568,4383,1795091009,1784791.0477999996,2814,,,
اوغسطس,سكني,قطعة أرض,975228812,985249.1609999996,1531,2412018875,2915077.884,4035,1674232673,1727294.9097999998,2620,,,
اوغسطس,سكني,عمارة,375000,459,2,260000,168.33,1,599000,397.94,2,,,
اوغسطس,سكني,فيلا,21508921,11327.355,23,39440565,28277.880000000005,53,12089645,10110.71,19,,,
اوغسطس,سكني,شقة,27145012,9945.888599999998,59,118536067,36302.094,240,52951218,17198.688,104,,,
اوغسطس,سكني,معرض/محل,30232622,14880.065,36,34341309,12583.94,33,49904698,18879.82,50,,,
اوغسطس,سكني,مركز تجاري,100000,630,1,,,,,,,,,
اوغسطس,سكني,بيت,3300000,1614.7299999999996,14,4130000,2917.4400000000005,18,2106475,2355.38,15,,,
اوغسطس,سكني,مرفق,,,,,,,2193000,6250,1,,,
اوغسطس,سكني,إستراحة,,,,290200,1300,2,1014300,2303.6,3,,,
اوغسطس,سكني,أرض زراعية,,,,80000,450,1,,,,,,
اوغسطس,تجاري,,986254053,356599.395,156,908670441,459918.0113,310,746466821,475945.5810000001,269,,,
اوغسطس,تجاري,قطعة أرض,975933148,352393.17499999993,132,896336391,454369.6113,278,727952990,468987.971,231,,,
اوغسطس,تجاري,عمارة,1000000,849.25,1,,,,3100000,1064,1,,,
اوغسطس,تجاري,فيلا,1200000,262.67,1,,,,1340000,724,2,,,
اوغسطس,تجاري,شقة,8120905,3094.3,22,11964050,5431.6,31,14073831,5169.61,35,,,
اوغسطس,تجاري,بيت,,,,370000,116.8,1,,,,,,
اوغسطس,زراعي,,1935000,54282.1,3,1015000,1005,2,203040415,43932.219999999994,311,,,
اوغسطس,زراعي,قطعة أرض,950000,607.1,1,,,,203040415,43932.219999999994,311,,,
اوغسطس,زراعي,بيت,,,,375000,375,1,,,,,,
اوغسطس,زراعي,أرض زراعية,985000,53675,2,640000,630,1,,,,,,
سبتمبر,,,2200193202,2147512.227299999,3047,6912248051,7318600.117499996,6435,5573246296,3974394.6980000082,5166,,,
سبتمبر,سكني,,1793672264,1769467.2314999993,2785,5468889170,5784890.210499998,6021,4022455990,3140333.261000006,4557,,,
سبتمبر,سكني,قطعة أرض,1595618799,1694499.3712999988,2456,5102428055,5619474.9965,5496,3398050683,2941773.941000003,4112,,,
سبتمبر,سكني,عمارة,810000,275.1,2,4840000,1514.47,4,450000,371.68,2,,,
سبتمبر,سكني,فيلا,16516261,9419.255,20,73228795,65894.26,57,31404103,30870.88,39,,,
سبتمبر,سكني,شقة,94761383,32228.975000000002,218,180194362,53755.322,345,454342149,70374.19500000002,275,,,
سبتمبر,سكني,معرض/محل,82891921,30804.559999999998,74,92846458,34190.831999999995,82,109510044,42823.29,108,,,
سبتمبر,سكني,مركز تجاري,,,,500000,168.75,1,45000,4110.4,1,,,
سبتمبر,سكني,قصر,,,,,,,4719000,2940,2,,,
سبتمبر,سكني,بيت,3073900,2239.9701999999997,15,11844500,6911.58,31,2693411,1718.9800000000002,9,,,
سبتمبر,سكني,مرفق,,,,,,,17335000,38533.175,6,,,
سبتمبر,سكني,إستراحة,,,,3007000,2980,5,3906600,6816.719999999999,3,,,
سبتمبر,تجاري,,404569938,361544.7558,260,1300649453,972534.7569999999,405,1418278330,801994.9569999999,380,,,
سبتمبر,تجاري,قطعة أرض,388675608,355029.98880000005,214,1269714895,944523.642,346,1393921961,789465.057,337,,,
سبتمبر,تجاري,عمارة,472220,253.37,1,,,,200000,90,1,,,
سبتمبر,تجاري,فيلا,200000,968,2,865000,1790.8400000000001,4,300000,484,1,,,
سبتمبر,تجاري,شقة,14705610,5097.327000000001,39,17254158,7199.324999999999,49,17454369,10267.569999999998,37,,,
سبتمبر,تجاري,معرض/محل,80000,20.72,2,3300000,1056,3,350000,48.58,1,,,
سبتمبر,تجاري,قصر,,,,,,,5412000,1320,1,,,
سبتمبر,تجاري,بيت,436500,175.35,2,250000,139.95,1,640000,319.75,2,,,
سبتمبر,تجاري,مرفق,,,,8465400,17100,1,,,,,,
سبتمبر,تجاري,إستراحة,,,,800000,725,1,,,,,,
سبتمبر,زراعي,,1951000,16500.239999999998,2,138923553,554484.21,7,132511976,32066.480000000014,229,,,
سبتمبر,زراعي,قطعة أرض,1500000,10000,1,,,,132511976,32066.480000000014,229,,,
سبتمبر,زراعي,شقة,,,,200000,795,1,,,,,,
سبتمبر,زراعي,بيت,,,,395000,375,1,,,,,,
سبتمبر,زراعي,أرض زراعية,451000,6500.24,1,138328553,553314.21,5,,,,,,
سبتمبر,صناعي,,,,,3785875,6690.9400000000005,2,,,,,,
سبتمبر,صناعي,معرض/محل,,,,2785875,4887.5,1,,,,,,
سبتمبر,صناعي,مركز تجاري,,,,1000000,1803.44,1,,,,,,
اكتوبر,,,4223145001,4646791.401500002,4805,6339112787,8116833.743999999,6437,6019075735,9387658.328600002,5734,,,
اكتوبر,سكني,,2840505677,2863771.629499997,4477,5115384265,6933466.354000005,6011,3353589130,3657528.7771999966,5145,,,
