المؤشر العقاري لمدينة مكة المكرمة  في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
المدينة,مكة المكرمة,,,,,,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021,,,
الشهر,تصنيف العقار,نوع العقار,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,,,
يونيو,سكني,عمارة,,,,400000,500,1,3332195,543.55,2,,,,,,
يونيو,سكني,فيلا,,,,3590000,2400,6,13950000,4000,10,,,,,,
يونيو,سكني,شقة,33257476,9236.020000000002,57,48201000,14543.729999999998,91,96051742,31958.823000000004,253,,,,,,
يونيو,سكني,بيت,,,,,,,15171745,1070.1200000000001,6,,,,,,
يونيو,تجاري,,29119134,8704.167,16,39595318,19914.51,29,207293815,77776.08499999999,98,,,,,,
يونيو,تجاري,قطعة أرض,28419134,7904.1669999999995,14,38805318,18864.51,26,207293815,77776.08499999999,98,,,,,,
يونيو,تجاري,فيلا,700000,800,2,700000,800,2,,,,,,,,,
يونيو,تجاري,بيت,,,,90000,250,1,,,,,,,,,
يونيو,زراعي,,122500,526.53,1,,,,7322858,4934.580000000001,18,,,,,,
يونيو,زراعي,قطعة أرض,122500,526.53,1,,,,7322858,4934.580000000001,18,,,,,,
يوليو,,,658859391,421802.3956999999,604,843467312,533583.1707999998,835,688464904,590360.4235,1091,,,,,,
يوليو,سكني,,389227338,352547.5556999999,554,677205221,402300.4907999999,770,622113992,548741.5785000001,1031,,,,,,
يوليو,سكني,قطعة أرض,320047274,330823.28569999995,440,599258336,372378.3707999999,608,546897239,522288.5997000001,899,,,,,,
يوليو,سكني,عمارة,,,,450000,400,1,,,,,,,,,
يوليو,سكني,فيلا,12556000,4225,10,5751088,4520.26,11,9256771,6235.12,15,,,,,,
يوليو,سكني,شقة,52538064,16677.67,101,70645797,23295.069999999992,147,59087282,17056.888799999997,111,,,,,,
يوليو,سكني,معرض/محل,2000000,29.6,1,,,,,,,,,,,,
يوليو,سكني,بيت,2086000,792,2,1100000,1706.79,3,6444700,1242.69,3,,,,,,
يوليو,سكني,مرفق,,,,,,,428000,1918.28,3,,,,,,
يوليو,تجاري,,263037967,29944.469999999998,42,125262091,48798.32999999999,64,59345912,28985.845000000005,48,,,,,,
يوليو,تجاري,قطعة أرض,261837967,28744.469999999998,39,124212091,47558.32999999999,61,58395912,28145.845000000005,46,,,,,,
يوليو,تجاري,فيلا,1200000,1200,3,1050000,1240,3,950000,840,2,,,,,,
يوليو,زراعي,,6594086,39310.369999999995,8,41000000,82484.35,1,7005000,12633.000000000002,12,,,,,,
يوليو,زراعي,قطعة أرض,1029086,22381.21,5,41000000,82484.35,1,7005000,12633.000000000002,12,,,,,,
يوليو,زراعي,أرض زراعية,5565000,16929.16,3,,,,,,,,,,,,
اوغسطس,,,491168944,256752.2902,266,501280367,287454.46199999994,448,345068566,335896.9149000001,616,,,,,,
اوغسطس,سكني,,434530813,136494.9152,242,471865369,240157.86199999994,419,310880913,310978.7149000001,566,,,,,,
اوغسطس,سكني,قطعة أرض,404029960,125068.7852,182,434161847,225919.03299999994,347,272915289,295022.36890000006,484,,,,,,
اوغسطس,سكني,عمارة,160000,75.68,1,,,,100000,50.78,1,,,,,,
اوغسطس,سكني,فيلا,2560000,2000,5,4030000,1632.17,4,10288786,7697.18,19,,,,,,
اوغسطس,سكني,شقة,27780853,9350.449999999999,54,32253522,11497.549,65,26059012,7556.915999999999,60,,,,,,
اوغسطس,سكني,بيت,,,,1420000,1109.1100000000001,3,1517826,651.47,2,,,,,,
اوغسطس,تجاري,,26378131,14478.295,19,29264998,20729.010000000002,28,27331815,22176.13,38,,,,,,
اوغسطس,تجاري,قطعة أرض,26378131,14478.295,19,29264998,20729.010000000002,28,25151815,20402.38,33,,,,,,
اوغسطس,تجاري,فيلا,,,,,,,1400000,1616.91,4,,,,,,
اوغسطس,تجاري,شقة,,,,,,,780000,156.84,1,,,,,,
اوغسطس,زراعي,,30260000,105779.08,5,150000,26567.59,1,6855838,2742.0699999999997,12,,,,,,
اوغسطس,زراعي,قطعة أرض,28500000,89922.11,1,150000,26567.59,1,6855838,2742.0699999999997,12,,,,,,
اوغسطس,زراعي,أرض زراعية,1760000,15856.97,4,,,,,,,,,,,,
سبتمبر,,,928458648,1203752.8347999998,530,679332263,538612.5332999998,926,972527476,1006541.0573000002,583,,,,,,
سبتمبر,سكني,,693233819,257732.9337999999,482,627637263,448505.09329999983,870,943262008,951837.0373000002,531,,,,,,
سبتمبر,سكني,قطعة أرض,651992986,242944.3587999999,410,557545818,422962.26249999984,725,905241047,937286.5637000002,451,,,,,,
